Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
6 - 30,6,30,1,5,3500.0,2790.3,2790.3,3497.47,3499.93,164.4,164.4,289.98358,19.0,0.0,4203.95
6 - 30,6,30,1,6,3000.0,2854.9,2854.9,3045.5,3000.0,261.1,261.1,431.4535,18.8,5.0,4203.95
6 - 30,6,30,1,7,4299.0,3347.4,3347.4,4337.18,4298.98,223.2,223.2,491.64273,18.8,25.0,4203.95
6 - 30,6,30,1,8,6599.0,3971.3,3971.3,6594.05,6598.98,109.2,109.2,534.1257,19.0,71.0,4203.95
6 - 30,6,30,1,9,4500.0,3849.5,3849.5,4497.63,4500.0,176.7,176.7,559.1995,19.3,294.0,4203.95
6 - 30,6,30,1,10,3850.0,3979.9,3979.9,3843.52,3850.0,181.7,181.7,565.70874,20.5,495.0,4203.95
6 - 30,6,30,1,11,3490.0,3832.2,3832.2,3489.4,3490.0,258.6,258.6,557.2754,21.5,664.0,4203.95
6 - 30,6,30,1,12,68.0,3618.7,3618.7,81.55,67.99,705.4,705.4,533.51825,22.5,815.0,4203.95
6 - 30,6,30,1,13,68.0,3494.6,3494.6,82.25,68.0,676.4,676.4,497.80157,23.4,894.0,4203.95
6 - 30,6,30,1,14,70.0,3516.6,3516.6,83.09,70.0,664.4,664.4,444.8169,23.9,912.0,4203.95
6 - 30,6,30,1,15,500.0,3652.2,3652.2,511.51,500.0,637.4,637.4,374.63446,24.3,877.0,4203.95
6 - 30,6,30,1,16,500.0,3556.0,3556.0,514.91,500.0,616.0,616.0,287.6362,24.5,795.0,4203.95
6 - 30,6,30,1,17,1000.0,3891.0,3891.0,1037.58,1000.0,504.0,504.0,176.84554,24.5,674.0,4203.95
6 - 30,6,30,1,18,2790.0,3735.3,3735.3,3286.76,6500.0,380.2,380.2,39.653362,24.4,522.0,4203.95
6 - 30,6,30,1,19,4500.0,3983.3,3983.3,4841.0,5600.0,272.8,272.8,0.0,23.7,355.0,4203.95
6 - 30,6,30,1,20,8300.0,3891.3,3891.3,8201.33,8300.0,143.8,143.8,0.0,22.6,187.0,4203.95
6 - 30,6,30,1,21,9000.0,4193.1,4193.1,8984.23,8999.99,342.9,342.9,0.0,21.5,57.0,4203.95
6 - 30,6,30,1,22,9000.0,4331.7,4331.7,8996.6,9000.0,386.7,386.7,0.0,19.6,1.0,4203.95
6 - 30,6,30,1,23,9000.0,4226.1,4226.1,8963.32,8980.0,247.1,247.1,0.0,18.5,0.0,4203.95
6 - 30,6,30,1,24,6900.0,3808.8,3808.8,6870.56,6899.98,148.9,148.9,0.0,21.4,0.0,4203.95
7 - 1,7,1,2,1,5568.52,3042.2,3042.2,5545.43,5568.5,60.7,60.7,0.0,16.3,0.0,5446.75
7 - 1,7,1,2,2,5568.42,2960.3,2960.3,5561.37,5568.31,69.8,69.8,0.0,16.3,0.0,5446.75
7 - 1,7,1,2,3,5190.0,2801.1,2801.1,5188.18,5189.9,116.0,116.0,89.603775,15.6,0.0,5446.75
7 - 1,7,1,2,4,4888.0,2721.4,2721.4,4849.88,4887.9,107.9,107.9,249.21051,15.0,0.0,5446.75
7 - 1,7,1,2,5,4299.0,2731.9,2731.9,4271.26,4296.69,128.4,128.4,354.1922,14.6,0.0,5446.75
7 - 1,7,1,2,6,4888.0,2868.3,2868.3,4860.01,4887.94,108.0,108.0,435.99066,13.8,10.0,5446.75
7 - 1,7,1,2,7,5570.49,3425.8,3425.8,5560.55,5570.48,110.9,110.9,493.7939,14.4,88.0,5446.75
7 - 1,7,1,2,8,6872.06,3944.4,3944.4,6838.76,6872.01,71.8,71.8,529.22284,15.4,236.0,5446.75
7 - 1,7,1,2,9,6265.0,4173.2,4173.2,6228.01,6264.96,131.7,131.7,551.77637,16.7,407.0,5446.75
7 - 1,7,1,2,10,3817.0,4378.5,4378.5,3797.58,3815.5,99.1,99.1,562.48895,17.9,568.0,5446.75
7 - 1,7,1,2,11,2950.0,3982.3,3982.3,2934.25,2949.99,131.0,131.0,553.79285,18.9,687.0,5446.75
7 - 1,7,1,2,12,1950.0,3801.6,3801.6,2023.58,1928.0,393.3,393.3,531.001,19.8,768.0,5446.75
7 - 1,7,1,2,13,1500.0,3675.7,3675.7,1548.82,1418.0,385.0,385.0,494.59616,20.9,834.0,5446.75
7 - 1,7,1,2,14,1762.0,3748.3,3748.3,1879.27,1762.0,413.5,413.5,442.05927,21.8,876.0,5446.75
7 - 1,7,1,2,15,3680.0,3854.5,3854.5,3450.1,3333.0,68.4,68.4,374.0719,22.5,850.0,5446.75
7 - 1,7,1,2,16,3840.0,4016.8,4016.8,3697.9,3599.98,77.1,77.1,288.78616,22.9,764.0,5446.75
7 - 1,7,1,2,17,3690.0,3951.6,3951.6,3589.73,3079.9,105.8,105.8,179.97244,23.0,647.0,5446.75
7 - 1,7,1,2,18,4950.0,4038.4,4038.4,4758.94,4842.0,84.9,84.9,39.291042,23.1,497.0,5446.75
7 - 1,7,1,2,19,7363.0,4257.4,4257.4,6946.27,7027.5,82.4,82.4,0.0,22.6,337.0,5446.75
7 - 1,7,1,2,20,8880.0,4491.1,4491.1,8455.7,8000.0,86.1,86.1,0.0,21.8,184.0,5446.75
7 - 1,7,1,2,21,9000.0,4438.0,4438.0,8945.31,8699.0,271.5,271.5,0.0,20.5,56.0,5446.75
7 - 1,7,1,2,22,9000.0,4760.6,4760.6,8884.94,8998.0,190.6,190.6,0.0,18.1,1.0,5446.75
7 - 1,7,1,2,23,9000.0,4492.4,4492.4,8799.5,8989.99,115.4,115.4,0.0,17.0,0.0,5446.75
7 - 1,7,1,2,24,6886.71,3794.7,3794.7,6751.53,6576.0,141.3,141.3,0.0,17.2,0.0,5446.75
7 - 2,7,2,3,1,5050.0,2940.8,2940.8,4951.44,4550.0,27.7,27.7,0.0,14.9,0.0,5591.67
7 - 2,7,2,3,2,4500.0,2891.4,2891.4,4447.5,4495.0,44.3,44.3,0.0,14.4,0.0,5591.67
7 - 2,7,2,3,3,4488.0,2774.5,2774.5,4410.89,4422.95,54.3,54.3,91.86935,12.5,0.0,5591.67
7 - 2,7,2,3,4,3817.0,2709.3,2709.3,3781.75,3814.77,70.5,70.5,253.08446,11.9,0.0,5591.67
7 - 2,7,2,3,5,3780.0,2733.1,2733.1,3749.81,3777.77,79.1,79.1,360.0314,11.4,0.0,5591.67
7 - 2,7,2,3,6,3690.0,2765.5,2765.5,3640.68,3687.0,77.2,77.2,435.9522,10.8,11.0,5591.67
7 - 2,7,2,3,7,5590.56,3447.8,3447.8,5494.22,5476.0,66.0,66.0,489.45502,13.1,95.0,5591.67
7 - 2,7,2,3,8,6883.47,3866.5,3866.5,6703.48,6000.0,42.4,42.4,526.46844,16.6,237.0,5591.67
7 - 2,7,2,3,9,6850.0,4295.0,4295.0,6805.45,6849.79,48.2,48.2,548.1638,18.5,402.0,5591.67
7 - 2,7,2,3,10,4428.0,4208.8,4208.8,4418.41,4424.99,85.9,85.9,553.90857,20.6,564.0,5591.67
7 - 2,7,2,3,11,3689.0,3912.2,3912.2,3697.56,3688.99,191.6,191.6,545.1736,22.5,704.0,5591.67
7 - 2,7,2,3,12,3500.0,3843.2,3843.2,3489.79,3499.94,247.5,247.5,523.146,24.2,809.0,5591.67
7 - 2,7,2,3,13,2983.0,3711.5,3711.5,2979.53,2977.99,277.5,277.5,485.8298,25.2,865.0,5591.67
7 - 2,7,2,3,14,2983.0,3784.3,3784.3,2806.61,2638.0,102.0,102.0,435.03806,26.3,882.0,5591.67
7 - 2,7,2,3,15,3450.0,3706.1,3706.1,3178.98,2988.0,79.2,79.2,367.76627,27.1,848.0,5591.67
7 - 2,7,2,3,16,3620.0,3819.2,3819.2,3408.41,3568.9,90.4,90.4,283.5729,27.6,770.0,5591.67
7 - 2,7,2,3,17,3690.0,3913.2,3913.2,3667.88,3688.14,206.0,206.0,175.90634,27.9,653.0,5591.67
7 - 2,7,2,3,18,5535.0,4107.9,4107.9,5184.57,5424.3,88.5,88.5,39.591568,28.1,510.0,5591.67
7 - 2,7,2,3,19,8500.0,4217.9,4217.9,8410.52,8499.93,117.0,117.0,0.0,27.6,347.0,5591.67
7 - 2,7,2,3,20,8800.0,4316.6,4316.6,8889.57,9000.0,377.6,377.6,0.0,26.3,188.0,5591.67
7 - 2,7,2,3,21,9000.0,4363.5,4363.5,8990.64,9000.0,193.5,193.5,0.0,24.3,57.0,5591.67
7 - 2,7,2,3,22,9000.0,4589.8,4589.8,8989.58,9000.0,153.2,153.2,0.0,21.0,1.0,5591.67
7 - 2,7,2,3,23,8888.25,4314.7,4314.7,8860.22,8888.25,161.7,161.7,0.0,19.1,0.0,5591.67
7 - 2,7,2,3,24,6887.93,3591.0,3591.0,6854.93,6887.93,148.1,148.1,0.0,15.4,0.0,5591.67
7 - 3,7,3,4,1,5583.4,2912.7,2912.7,5574.56,3629.21,78.5,78.5,0.0,16.1,0.0,4988.92
7 - 3,7,3,4,2,5281.0,2934.8,2934.8,5235.37,5250.0,90.7,90.7,0.0,15.1,0.0,4988.92
7 - 3,7,3,4,3,4888.0,2822.7,2822.7,4844.92,4884.76,79.8,79.8,90.93002,13.9,0.0,4988.92
7 - 3,7,3,4,4,4488.0,2742.2,2742.2,4400.44,4349.0,97.2,97.2,245.22435,13.2,0.0,4988.92
7 - 3,7,3,4,5,3817.0,2756.2,2756.2,3815.29,3816.92,101.9,101.9,352.0729,12.6,0.0,4988.92
7 - 3,7,3,4,6,3817.0,2791.4,2791.4,3838.1,3817.0,108.3,108.3,428.62823,12.5,9.0,4988.92
7 - 3,7,3,4,7,5294.24,3376.5,3376.5,5289.06,5294.23,97.6,97.6,483.0893,14.5,89.0,4988.92
7 - 3,7,3,4,8,6850.0,3830.6,3830.6,6823.32,6849.97,78.9,78.9,521.2725,18.4,226.0,4988.92
7 - 3,7,3,4,9,5680.0,4183.4,4183.4,5679.3,5652.98,127.0,127.0,542.8271,20.8,388.0,4988.92
7 - 3,7,3,4,10,3620.0,4138.3,4138.3,3690.38,3620.0,339.7,339.7,549.8362,23.4,550.0,4988.92
7 - 3,7,3,4,11,2150.0,3876.0,3876.0,2169.41,2150.0,515.3,515.3,541.69025,25.5,691.0,4988.92
7 - 3,7,3,4,12,2040.0,3709.3,3709.3,2058.74,2039.96,571.0,571.0,520.2567,27.6,799.0,4988.92
7 - 3,7,3,4,13,948.0,3586.2,3586.2,965.67,947.99,611.5,611.5,485.62778,28.9,865.0,4988.92
7 - 3,7,3,4,14,1150.0,3653.5,3653.5,1169.43,1150.0,509.7,509.7,434.8446,30.0,884.0,4988.92
7 - 3,7,3,4,15,2150.0,3615.7,3615.7,2145.33,2150.0,211.6,211.6,368.23288,30.8,854.0,4988.92
7 - 3,7,3,4,16,2250.0,3772.2,3772.2,2272.32,2250.0,512.8,512.8,283.9579,31.6,777.0,4988.92
7 - 3,7,3,4,17,2400.0,3837.6,3837.6,2422.75,2400.0,744.5,744.5,176.93668,31.7,661.0,4988.92
7 - 3,7,3,4,18,4719.0,4076.7,4076.7,4719.87,4718.99,281.6,281.6,39.801567,32.3,515.0,4988.92
7 - 3,7,3,4,19,6900.0,4095.2,4095.2,6853.06,6899.94,208.0,208.0,0.0,31.6,353.0,4988.92
7 - 3,7,3,4,20,8800.0,4120.2,4120.2,8024.37,7499.99,182.9,182.9,0.0,29.5,191.0,4988.92
7 - 3,7,3,4,21,9000.0,4351.1,4351.1,8986.53,9000.0,264.5,264.5,0.0,27.5,58.0,4988.92
7 - 3,7,3,4,22,9000.0,4502.5,4502.5,8981.27,8600.0,323.9,323.9,0.0,24.7,1.0,4988.92
7 - 3,7,3,4,23,8890.39,4194.4,4194.4,8846.18,8890.39,214.2,214.2,0.0,22.4,0.0,4988.92
7 - 3,7,3,4,24,6900.0,3595.1,3595.1,6853.07,6900.0,195.1,195.1,0.0,17.4,0.0,4988.92
7 - 4,7,4,5,1,5600.0,3129.2,3129.2,5586.8,5599.99,56.4,56.4,0.0,18.7,0.0,5270.05
7 - 4,7,4,5,2,5579.23,3048.5,3048.5,5576.7,5579.23,72.2,72.2,0.0,17.4,0.0,5270.05
7 - 4,7,4,5,3,4500.0,3028.3,3028.3,4490.77,4497.77,73.7,73.7,93.542656,16.2,0.0,5270.05
7 - 4,7,4,5,4,4999.0,2979.6,2979.6,4994.85,4998.99,69.4,69.4,249.2985,14.5,0.0,5270.05
7 - 4,7,4,5,5,4940.0,2965.4,2965.4,4915.59,4939.94,75.4,75.4,352.713,13.3,0.0,5270.05
7 - 4,7,4,5,6,4488.0,3073.7,3073.7,4489.0,4444.0,161.2,161.2,425.50958,12.6,9.0,5270.05
7 - 4,7,4,5,7,5590.3,3569.0,3569.0,5576.24,5590.3,180.3,180.3,477.10007,14.6,88.0,5270.05
7 - 4,7,4,5,8,6892.32,4029.1,4029.1,6819.26,6892.31,58.1,58.1,513.4797,19.3,221.0,5270.05
7 - 4,7,4,5,9,6879.02,4358.4,4358.4,6757.76,6878.94,59.4,59.4,534.5704,21.7,378.0,5270.05
7 - 4,7,4,5,10,3888.0,4388.4,4388.4,3882.88,3888.0,176.1,176.1,540.3989,23.3,533.0,5270.05
7 - 4,7,4,5,11,2298.0,4168.0,4168.0,2299.44,2298.0,451.6,451.6,533.4535,25.0,667.0,5270.05
7 - 4,7,4,5,12,2550.0,4020.3,4020.3,2549.14,2544.0,631.1,631.1,500.07324,26.3,767.0,5270.05
7 - 4,7,4,5,13,1390.0,3965.8,3965.8,1402.96,1390.0,589.2,589.2,454.03555,27.8,827.0,5270.05
7 - 4,7,4,5,14,1410.0,4079.1,4079.1,1410.3,1410.0,547.9,547.9,397.20663,29.0,841.0,5270.05
7 - 4,7,4,5,15,2450.0,3850.4,3850.4,2448.87,2450.0,499.5,499.5,278.09354,29.4,813.0,5270.05
7 - 4,7,4,5,16,3500.0,3988.3,3988.3,3493.57,3500.0,202.2,202.2,149.38638,30.1,740.0,5270.05
7 - 4,7,4,5,17,3650.0,4060.7,4060.7,3648.98,3650.0,425.0,425.0,139.28394,30.2,628.0,5270.05
7 - 4,7,4,5,18,4115.0,4121.6,4121.6,4527.07,5600.0,232.4,232.4,30.251764,28.0,425.0,5270.05
7 - 4,7,4,5,19,8000.0,4244.4,4244.4,7903.28,4000.0,176.4,176.4,0.0,27.0,175.0,5270.05
7 - 4,7,4,5,20,8500.0,4092.1,4092.1,8446.67,8500.0,307.8,307.8,0.0,24.0,94.0,5270.05
7 - 4,7,4,5,21,9000.0,4485.5,4485.5,8152.48,9000.0,723.1,723.1,0.0,23.4,36.0,5270.05
7 - 4,7,4,5,22,9000.0,4695.7,4695.7,8919.53,9000.0,743.1,743.1,0.0,20.7,1.0,5270.05
7 - 4,7,4,5,23,8881.34,4117.1,4117.1,8829.36,8881.34,491.2,491.2,0.0,19.9,0.0,5270.05
7 - 4,7,4,5,24,6892.96,3521.7,3521.7,6874.87,6900.0,515.7,515.7,0.0,21.0,0.0,5270.05
7 - 5,7,5,6,1,5600.0,3149.0,3149.0,5599.33,5600.0,345.3,345.3,0.0,17.2,0.0,4933.48
7 - 5,7,5,6,2,5587.41,3122.8,3122.8,5586.14,5579.0,130.7,130.7,0.0,16.4,0.0,4933.48
7 - 5,7,5,6,3,5484.56,3049.8,3049.8,5481.96,5484.55,147.9,147.9,17.78646,15.9,0.0,4933.48
7 - 5,7,5,6,4,5587.27,2990.0,2990.0,5523.75,5587.2,65.0,65.0,104.96293,15.6,0.0,4933.48
7 - 5,7,5,6,5,5103.0,2976.8,2976.8,5099.27,5102.93,101.3,101.3,242.44095,15.4,0.0,4933.48
7 - 5,7,5,6,6,4763.0,3017.1,3017.1,4763.12,4762.93,188.4,188.4,373.3305,15.2,3.0,4933.48
7 - 5,7,5,6,7,4444.0,3233.0,3233.0,4445.08,4431.99,177.6,177.6,440.44382,15.3,36.0,4933.48
7 - 5,7,5,6,8,5500.0,3527.0,3527.0,5418.97,5470.0,109.3,109.3,497.1896,16.0,132.0,4933.48
7 - 5,7,5,6,9,3850.0,3815.0,3815.0,3793.39,3850.0,142.8,142.8,536.4776,17.4,340.0,4933.48
7 - 5,7,5,6,10,3500.0,3892.1,3892.1,3491.49,3499.93,169.6,169.6,547.27234,19.1,543.0,4933.48
7 - 5,7,5,6,11,1820.0,3683.1,3683.1,1785.27,1820.0,176.4,176.4,538.7093,20.7,689.0,4933.48
7 - 5,7,5,6,12,2044.0,3682.2,3682.2,2026.41,2043.89,144.8,144.8,516.2106,22.2,794.0,4933.48
7 - 5,7,5,6,13,1410.0,3606.6,3606.6,1376.61,1409.99,155.2,155.2,480.35764,23.4,847.0,4933.48
7 - 5,7,5,6,14,1410.0,3633.9,3633.9,1377.88,1409.97,163.8,163.8,428.53342,24.3,861.0,4933.48
7 - 5,7,5,6,15,1410.0,3456.9,3456.9,1402.09,1410.0,218.3,218.3,360.09116,25.0,843.0,4933.48
7 - 5,7,5,6,16,3499.0,3557.2,3557.2,3484.9,3499.0,235.8,235.8,274.71246,25.5,774.0,4933.48
7 - 5,7,5,6,17,3690.0,3736.0,3736.0,3680.8,3690.0,213.5,213.5,168.31345,25.7,655.0,4933.48
7 - 5,7,5,6,18,3850.0,3948.8,3948.8,4200.46,5600.0,267.3,267.3,34.87006,26.0,503.0,4933.48
7 - 5,7,5,6,19,7187.0,4136.7,4136.7,7161.88,7186.97,138.4,138.4,0.0,25.4,343.0,4933.48
7 - 5,7,5,6,20,8300.0,3731.5,3731.5,8570.11,9000.0,313.0,313.0,0.0,24.5,184.0,4933.48
7 - 5,7,5,6,21,8800.0,3811.4,3811.4,8938.47,8811.0,382.5,382.5,0.0,22.5,54.0,4933.48
7 - 5,7,5,6,22,8850.0,4027.1,4027.1,8881.5,8850.0,249.2,249.2,0.0,20.2,1.0,4933.48
7 - 5,7,5,6,23,8850.0,4137.4,4137.4,8733.02,8849.9,124.2,124.2,0.0,19.1,0.0,4933.48
7 - 5,7,5,6,24,6889.64,3455.2,3455.2,6891.76,6812.0,166.5,166.5,0.0,18.5,0.0,4933.48
7 - 6,7,6,7,1,5600.0,3033.8,3033.8,5600.0,5599.0,456.9,456.9,0.0,16.7,0.0,4923.84
7 - 6,7,6,7,2,5600.0,2987.1,2987.1,5599.52,5599.96,77.1,77.1,0.0,16.1,0.0,4923.84
7 - 6,7,6,7,3,4940.0,2873.9,2873.9,4952.22,4939.97,135.5,135.5,73.59662,15.0,0.0,4923.84
7 - 6,7,6,7,4,4940.0,2826.8,2826.8,4944.44,4938.95,164.5,164.5,242.72705,14.6,0.0,4923.84
7 - 6,7,6,7,5,4488.0,2764.9,2764.9,4504.73,4488.0,176.7,176.7,350.8066,13.9,0.0,4923.84
7 - 6,7,6,7,6,3850.0,2777.3,2777.3,4271.27,3922.0,313.6,313.6,430.7529,13.3,9.0,4923.84
7 - 6,7,6,7,7,3790.0,2989.1,2989.1,4179.55,4562.0,263.8,263.8,483.5286,14.4,86.0,4923.84
7 - 6,7,6,7,8,5400.0,3533.7,3533.7,5398.81,5394.99,98.6,98.6,522.8074,17.9,223.0,4923.84
7 - 6,7,6,7,9,3490.0,3445.5,3445.5,3497.4,3490.0,262.6,262.6,554.958,19.9,386.0,4923.84
7 - 6,7,6,7,10,3278.0,3489.0,3489.0,3284.96,3278.0,219.4,219.4,565.7066,22.1,526.0,4923.84
7 - 6,7,6,7,11,1350.0,3406.5,3406.5,1364.3,1350.0,331.5,331.5,568.34314,23.9,594.0,4923.84
7 - 6,7,6,7,12,1350.0,3445.3,3445.3,1335.15,1349.89,74.5,74.5,536.9494,26.8,684.0,4923.84
7 - 6,7,6,7,13,1389.0,3381.1,3381.1,1372.06,1388.94,107.7,107.7,484.06677,28.3,835.0,4923.84
7 - 6,7,6,7,14,1389.0,3367.2,3367.2,1366.04,1388.94,91.0,91.0,403.02582,29.1,818.0,4923.84
7 - 6,7,6,7,15,1390.0,3414.2,3414.2,1374.1,1389.94,97.2,97.2,329.91507,29.3,753.0,4923.84
7 - 6,7,6,7,16,3650.0,3405.7,3405.7,3639.67,3650.0,88.6,88.6,283.2291,29.9,659.0,4923.84
7 - 6,7,6,7,17,3486.0,3620.7,3620.7,3474.98,3486.0,97.9,97.9,171.68228,30.0,620.0,4923.84
7 - 6,7,6,7,18,3803.0,3856.3,3856.3,3838.74,4308.45,170.4,170.4,34.84329,30.0,491.0,4923.84
7 - 6,7,6,7,19,8887.47,4161.1,4161.1,8802.96,8887.46,130.2,130.2,0.0,29.5,347.0,4923.84
7 - 6,7,6,7,20,8800.0,3942.4,3942.4,8709.72,8800.0,230.7,230.7,0.0,27.8,186.0,4923.84
7 - 6,7,6,7,21,8892.48,3889.3,3889.3,8860.58,8892.48,241.8,241.8,0.0,25.3,54.0,4923.84
7 - 6,7,6,7,22,9000.0,4157.9,4157.9,8999.34,9000.0,388.5,388.5,0.0,22.6,1.0,4923.84
7 - 6,7,6,7,23,8892.97,4009.7,4009.7,8859.0,8892.96,211.6,211.6,0.0,21.0,0.0,4923.84
7 - 6,7,6,7,24,6881.22,3378.7,3378.7,6880.38,6881.22,235.7,235.7,0.0,17.6,0.0,4923.84
7 - 7,7,7,1,1,5600.0,3313.5,3313.5,5596.08,5550.0,98.9,98.9,0.0,19.2,0.0,5152.57
7 - 7,7,7,1,2,5333.3,2919.3,2919.3,5327.17,5333.22,73.1,73.1,0.0,18.4,0.0,5152.57
7 - 7,7,7,1,3,4940.0,2969.1,2969.1,4938.37,4939.94,111.7,111.7,76.051445,17.1,0.0,5152.57
7 - 7,7,7,1,4,4940.0,2895.1,2895.1,4936.22,4939.94,141.5,141.5,236.23279,16.5,0.0,5152.57
7 - 7,7,7,1,5,4888.0,2880.1,2880.1,4864.16,4887.93,154.4,154.4,340.7494,16.2,0.0,5152.57
7 - 7,7,7,1,6,4888.0,2985.5,2985.5,4846.53,4887.94,111.3,111.3,416.00912,15.9,8.0,5152.57
7 - 7,7,7,1,7,5591.54,3484.8,3484.8,5571.54,5591.54,178.5,178.5,469.2085,17.3,83.0,5152.57
7 - 7,7,7,1,8,6889.07,3986.9,3986.9,6888.7,6889.06,224.4,224.4,506.2028,20.6,215.0,5152.57
7 - 7,7,7,1,9,6877.86,4099.8,4099.8,6874.69,6900.0,208.0,208.0,527.2008,22.6,374.0,5152.57
7 - 7,7,7,1,10,4489.0,4137.6,4137.6,4480.84,4489.0,130.2,130.2,528.62555,25.6,533.0,5152.57
7 - 7,7,7,1,11,2638.0,3964.5,3964.5,2638.35,2638.0,215.0,215.0,501.5983,28.7,674.0,5152.57
7 - 7,7,7,1,12,1336.0,3969.5,3969.5,1333.74,1280.0,256.5,256.5,436.06735,31.8,784.0,5152.57
7 - 7,7,7,1,13,485.0,3808.2,3808.2,482.27,485.0,279.4,279.4,467.80933,33.9,840.0,5152.57
7 - 7,7,7,1,14,1336.0,3913.4,3913.4,1336.58,1336.0,251.8,251.8,412.67523,34.2,780.0,5152.57
7 - 7,7,7,1,15,3499.0,3856.6,3856.6,3498.74,3499.0,389.8,389.8,334.3032,35.0,743.0,5152.57
7 - 7,7,7,1,16,3025.49,3656.8,3656.8,3027.81,3025.49,452.4,452.4,236.54382,35.1,624.0,5152.57
7 - 7,7,7,1,17,3890.0,3990.0,3990.0,3895.15,3890.0,481.1,481.1,141.79858,32.6,489.0,5152.57
7 - 7,7,7,1,18,6170.0,4169.3,4169.3,6167.26,6169.95,286.9,286.9,30.948677,33.4,462.0,5152.57
7 - 7,7,7,1,19,4660.0,3708.7,3708.7,4941.2,6800.0,501.7,501.7,0.0,32.7,306.0,5152.57
7 - 7,7,7,1,20,6500.0,3715.6,3715.6,7069.11,9000.0,364.1,364.1,0.0,31.8,156.0,5152.57
7 - 7,7,7,1,21,9000.0,4417.8,4417.8,8966.54,9000.0,423.7,423.7,0.0,29.8,49.0,5152.57
7 - 7,7,7,1,22,9000.0,4703.6,4703.6,8981.28,9000.0,378.0,378.0,0.0,27.2,1.0,5152.57
7 - 7,7,7,1,23,8889.32,4337.5,4337.5,8835.63,8889.32,282.9,282.9,0.0,24.7,0.0,5152.57
7 - 7,7,7,1,24,6886.4,3637.4,3637.4,6890.58,6900.0,280.4,280.4,0.0,20.2,0.0,5152.57
7 - 8,7,8,2,1,5600.0,3366.1,3366.1,5594.27,3640.0,109.5,109.5,0.0,22.8,0.0,5622.71
7 - 8,7,8,2,2,5524.0,2986.8,2986.8,5523.07,5522.98,58.4,58.4,0.0,21.3,0.0,5622.71
7 - 8,7,8,2,3,5509.77,3039.4,3039.4,4778.71,2500.0,62.0,62.0,50.893124,19.7,0.0,5622.71
7 - 8,7,8,2,4,5299.0,2973.4,2973.4,4894.38,4840.0,59.0,59.0,242.1868,18.3,0.0,5622.71
7 - 8,7,8,2,5,5299.0,2961.3,2961.3,4894.5,5076.0,55.5,55.5,342.96826,17.3,0.0,5622.71
7 - 8,7,8,2,6,5286.01,3087.4,3087.4,5034.91,4932.0,72.5,72.5,420.07205,17.1,8.0,5622.71
7 - 8,7,8,2,7,5587.97,3561.5,3561.5,5414.35,5587.94,80.3,80.3,472.76645,18.9,85.0,5622.71
7 - 8,7,8,2,8,6889.96,3992.1,3992.1,6727.03,6884.0,51.5,51.5,509.57544,22.4,224.0,5622.71
7 - 8,7,8,2,9,6851.07,4185.7,4185.7,6155.14,4000.0,80.9,80.9,529.7275,24.0,387.0,5622.71
7 - 8,7,8,2,10,6190.0,4292.4,4292.4,5053.07,4870.0,82.3,82.3,514.232,25.8,548.0,5622.71
7 - 8,7,8,2,11,3499.0,4080.1,4080.1,3474.56,3499.0,164.3,164.3,487.87363,27.5,687.0,5622.71
7 - 8,7,8,2,12,1450.0,4046.5,4046.5,1365.2,1447.99,249.1,249.1,468.19382,29.1,790.0,5622.71
7 - 8,7,8,2,13,1175.0,3878.2,3878.2,1089.79,1169.99,288.2,288.2,353.45807,30.6,812.0,5622.71
7 - 8,7,8,2,14,1336.0,3958.6,3958.6,1264.6,1335.92,276.1,276.1,328.70193,31.7,764.0,5622.71
7 - 8,7,8,2,15,3803.0,4007.0,4007.0,3716.6,3803.0,272.2,272.2,251.23006,32.1,716.0,5622.71
7 - 8,7,8,2,16,3650.0,4066.9,4066.9,3531.73,3650.0,235.5,235.5,198.55397,32.7,673.0,5622.71
7 - 8,7,8,2,17,3890.0,4170.4,4170.4,4016.84,3890.0,295.6,295.6,128.76816,32.8,515.0,5622.71
7 - 8,7,8,2,18,5920.0,4413.8,4413.8,5712.69,5919.97,218.7,218.7,24.005468,33.2,316.0,5622.71
7 - 8,7,8,2,19,7232.57,4321.1,4321.1,6543.92,7084.0,189.8,189.8,0.0,30.8,209.0,5622.71
7 - 8,7,8,2,20,8899.0,4534.9,4534.9,8921.9,9000.0,373.4,373.4,0.0,29.8,131.0,5622.71
7 - 8,7,8,2,21,9000.0,4559.2,4559.2,8294.81,9000.0,327.8,327.8,0.0,28.0,31.0,5622.71
7 - 8,7,8,2,22,9000.0,4597.5,4597.5,8857.91,9000.0,445.5,445.5,0.0,27.3,1.0,5622.71
7 - 8,7,8,2,23,9000.0,4337.7,4337.7,8411.92,4000.0,201.6,201.6,0.0,25.7,0.0,5622.71
7 - 8,7,8,2,24,6900.0,3735.3,3735.3,6059.82,2900.0,168.5,168.5,0.0,24.2,0.0,5622.71
7 - 9,7,9,3,1,5600.0,3404.3,3404.3,5599.59,5599.99,76.8,76.8,0.0,19.9,0.0,5327.82
7 - 9,7,9,3,2,5585.27,3157.4,3157.4,5565.41,2792.6,76.2,76.2,0.0,19.2,0.0,5327.82
