Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
10 - 1,10,1,3,15,5100.0,4160.9,4160.9,5024.98,5099.99,654.1,654.1,23.73588,6.4,133.0,6579.99
10 - 1,10,1,3,16,5499.0,4235.5,4235.5,5450.24,5499.0,660.4,660.4,0.0,6.2,103.0,6579.99
10 - 1,10,1,3,17,5568.59,4225.7,4225.7,5569.86,5570.0,791.3,791.3,0.0,6.0,76.0,6579.99
10 - 1,10,1,3,18,7236.0,4349.1,4349.1,6984.69,7100.0,730.0,730.0,0.0,5.8,46.0,6579.99
10 - 1,10,1,3,19,9940.0,4689.0,4689.0,9501.69,9741.2,649.2,649.2,0.0,5.3,8.0,6579.99
10 - 1,10,1,3,20,14893.82,5192.1,5192.1,12399.4,14409.97,446.1,446.1,0.0,5.1,0.0,6579.99
10 - 1,10,1,3,21,15000.0,5177.3,5177.3,14002.14,15000.0,506.5,506.5,0.0,5.1,0.0,6579.99
10 - 1,10,1,3,22,10130.0,4597.2,4597.2,8698.15,9874.9,474.2,474.2,0.0,4.9,0.0,6579.99
10 - 1,10,1,3,23,5500.0,3773.3,3773.3,5524.35,5500.0,829.2,829.2,0.0,4.7,0.0,6579.99
10 - 1,10,1,3,24,4202.0,3211.8,3211.8,4194.82,2101.0,741.7,741.7,0.0,7.4,0.0,6579.99
10 - 2,10,2,4,1,4080.0,2903.3,2903.3,4048.66,4079.89,73.6,73.6,0.0,4.6,0.0,5462.12
10 - 2,10,2,4,2,3300.0,2698.1,2698.1,3291.96,3299.97,121.9,121.9,0.0,4.4,0.0,5462.12
10 - 2,10,2,4,3,2000.0,2537.0,2537.0,1998.16,1998.99,182.5,182.5,0.0,4.4,0.0,5462.12
10 - 2,10,2,4,4,987.0,2370.7,2370.7,976.15,986.5,171.3,171.3,0.0,3.8,0.0,5462.12
10 - 2,10,2,4,5,1387.0,2374.6,2374.6,1382.85,1385.5,207.4,207.4,20.574095,3.7,0.0,5462.12
10 - 2,10,2,4,6,3780.0,2658.5,2658.5,3771.44,3780.0,141.1,141.1,89.18586,3.7,0.0,5462.12
10 - 2,10,2,4,7,4849.0,3203.3,3203.3,4746.66,4698.0,96.4,96.4,129.003,4.0,0.0,5462.12
10 - 2,10,2,4,8,6870.0,4039.4,4039.4,6717.83,6860.0,170.1,170.1,155.1281,4.2,4.0,5462.12
10 - 2,10,2,4,9,6900.0,4668.0,4668.0,6776.68,6899.0,213.7,213.7,199.84874,4.5,40.0,5462.12
10 - 2,10,2,4,10,6889.0,4858.1,4858.1,6874.05,6889.0,223.3,223.3,220.75294,4.7,86.0,5462.12
10 - 2,10,2,4,11,5000.0,4454.2,4454.2,4992.07,4998.0,348.5,348.5,205.48924,5.3,166.0,5462.12
10 - 2,10,2,4,12,3981.0,4394.6,4394.6,3974.35,3981.0,261.8,261.8,197.96983,5.6,168.0,5462.12
10 - 2,10,2,4,13,3187.0,4271.0,4271.0,3196.09,3187.0,511.2,511.2,125.91721,6.3,261.0,5462.12
10 - 2,10,2,4,14,3088.0,4305.0,4305.0,3100.7,3088.0,547.1,547.1,78.83933,6.5,248.0,5462.12
10 - 2,10,2,4,15,3187.0,4248.9,4248.9,3209.94,3187.0,622.4,622.4,28.035048,6.7,198.0,5462.12
10 - 2,10,2,4,16,3950.0,4358.5,4358.5,4015.96,3950.0,549.2,549.2,0.0,6.8,183.0,5462.12
10 - 2,10,2,4,17,4990.0,4415.1,4415.1,4987.35,4990.0,518.9,518.9,0.0,6.6,137.0,5462.12
10 - 2,10,2,4,18,5950.0,4558.2,4558.2,5929.17,5950.0,536.2,536.2,0.0,6.3,42.0,5462.12
10 - 2,10,2,4,19,7500.0,5067.3,5067.3,7438.06,7500.0,411.9,411.9,0.0,5.7,17.0,5462.12
10 - 2,10,2,4,20,10000.0,5595.1,5595.1,9348.7,8663.99,236.9,236.9,0.0,5.0,0.0,5462.12
10 - 2,10,2,4,21,10500.0,5563.1,5563.1,9620.29,9350.0,188.4,188.4,0.0,4.5,0.0,5462.12
10 - 2,10,2,4,22,7849.0,4863.3,4863.3,7501.16,7363.99,196.1,196.1,0.0,3.8,0.0,5462.12
10 - 2,10,2,4,23,5297.0,3783.9,3783.9,5294.86,5255.0,348.4,348.4,0.0,3.4,0.0,5462.12
10 - 2,10,2,4,24,4202.0,3240.0,3240.0,4196.95,4177.0,288.6,288.6,0.0,4.9,0.0,5462.12
10 - 3,10,3,5,1,3000.0,2890.9,2890.9,2984.79,2988.97,152.4,152.4,0.0,2.2,0.0,4348.65
10 - 3,10,3,5,2,3087.0,2853.5,2853.5,3084.4,3059.0,94.2,94.2,0.0,2.1,0.0,4348.65
10 - 3,10,3,5,3,2000.0,2705.9,2705.9,2011.09,1949.0,125.9,125.9,0.0,2.3,0.0,4348.65
10 - 3,10,3,5,4,1450.0,2588.0,2588.0,1475.35,1449.0,124.9,124.9,0.0,2.4,0.0,4348.65
10 - 3,10,3,5,5,1450.0,2577.6,2577.6,1474.37,1448.0,132.0,132.0,33.815098,2.9,0.0,4348.65
10 - 3,10,3,5,6,3000.0,2747.1,2747.1,2997.62,2998.0,101.3,101.3,77.27434,3.2,0.0,4348.65
10 - 3,10,3,5,7,4080.0,3169.0,3169.0,4077.1,4078.98,119.8,119.8,111.98042,3.5,0.0,4348.65
10 - 3,10,3,5,8,5000.0,3554.8,3554.8,4992.99,5000.0,216.2,216.2,168.34781,3.8,7.0,4348.65
10 - 3,10,3,5,9,6365.0,4370.6,4370.6,6406.04,6364.95,208.5,208.5,197.35045,4.1,60.0,4348.65
10 - 3,10,3,5,10,5779.0,4600.9,4600.9,5775.21,5779.0,199.3,199.3,199.39786,4.8,135.0,4348.65
10 - 3,10,3,5,11,4523.0,4473.7,4473.7,4495.39,2261.5,181.2,181.2,190.8505,5.3,153.0,4348.65
10 - 3,10,3,5,12,3202.64,4511.4,4511.4,3195.02,3202.0,282.0,282.0,156.06197,5.8,194.0,4348.65
10 - 3,10,3,5,13,2220.0,4061.8,4061.8,2193.59,2219.36,384.5,384.5,113.90703,6.5,200.0,4348.65
10 - 3,10,3,5,14,2131.67,4119.7,4119.7,1987.59,2131.03,301.1,301.1,50.833008,6.7,224.0,4348.65
10 - 3,10,3,5,15,2000.0,4091.0,4091.0,1947.14,1999.36,361.2,361.2,9.187698,6.8,139.0,4348.65
10 - 3,10,3,5,16,2987.0,4136.1,4136.1,2921.31,2987.0,321.7,321.7,0.0,7.0,121.0,4348.65
10 - 3,10,3,5,17,3838.0,4030.6,4030.6,3836.86,3838.0,468.7,468.7,0.0,6.8,65.0,4348.65
10 - 3,10,3,5,18,4656.0,4314.6,4314.6,4802.42,4656.0,690.3,690.3,0.0,6.3,30.0,4348.65
10 - 3,10,3,5,19,6699.0,4683.1,4683.1,6683.02,6699.0,438.1,438.1,0.0,5.9,4.0,4348.65
10 - 3,10,3,5,20,7500.0,5156.2,5156.2,7459.9,7499.99,436.5,436.5,0.0,5.7,0.0,4348.65
10 - 3,10,3,5,21,7644.23,5080.9,5080.9,7612.48,7644.23,459.9,459.9,0.0,5.5,0.0,4348.65
10 - 3,10,3,5,22,6604.61,4310.6,4310.6,6670.42,3302.3,638.3,638.3,0.0,5.5,0.0,4348.65
10 - 3,10,3,5,23,5290.0,3872.9,3872.9,5388.39,5290.0,343.2,343.2,0.0,5.5,0.0,4348.65
10 - 3,10,3,5,24,3250.0,3234.6,3234.6,3256.2,4436.0,298.0,298.0,0.0,2.6,0.0,4348.65
10 - 4,10,4,6,1,4080.0,2937.4,2937.4,4072.28,4079.93,168.9,168.9,0.0,5.4,0.0,4432.33
10 - 4,10,4,6,2,4200.0,2907.7,2907.7,4189.25,4199.8,187.1,187.1,0.0,5.3,0.0,4432.33
10 - 4,10,4,6,3,4033.0,2851.2,2851.2,4024.35,4032.8,244.0,244.0,0.0,5.3,0.0,4432.33
10 - 4,10,4,6,4,3000.0,2738.5,2738.5,2993.77,2999.9,213.1,213.1,0.0,5.4,0.0,4432.33
10 - 4,10,4,6,5,3000.0,2729.4,2729.4,2996.08,2999.99,212.7,212.7,6.3463273,5.4,0.0,4432.33
10 - 4,10,4,6,6,3500.0,2754.5,2754.5,3533.6,3499.95,199.3,199.3,27.992432,5.6,0.0,4432.33
10 - 4,10,4,6,7,2840.0,2691.1,2691.1,2924.8,2845.0,215.1,215.1,32.36609,5.7,0.0,4432.33
10 - 4,10,4,6,8,3000.0,2772.4,2772.4,3257.45,3018.0,115.5,115.5,67.10054,5.8,2.0,4432.33
10 - 4,10,4,6,9,4932.0,3404.1,3404.1,4924.95,4932.0,315.1,315.1,83.3797,5.8,11.0,4432.33
10 - 4,10,4,6,10,3970.0,3797.0,3797.0,4104.25,3970.0,571.8,571.8,156.96121,6.0,20.0,4432.33
10 - 4,10,4,6,11,3000.0,3932.0,3932.0,3455.39,3102.0,119.1,119.1,133.35521,6.2,36.0,4432.33
10 - 4,10,4,6,12,3000.0,4030.5,4030.5,3153.93,3000.0,310.3,310.3,155.94733,6.5,57.0,4432.33
10 - 4,10,4,6,13,2220.0,3973.5,3973.5,2292.44,2000.0,253.0,253.0,101.88726,6.8,79.0,4432.33
10 - 4,10,4,6,14,2556.0,3896.8,3896.8,2749.96,2556.0,257.3,257.3,88.656586,7.2,89.0,4432.33
10 - 4,10,4,6,15,2220.0,3826.9,3826.9,2447.72,2220.0,304.6,304.6,29.884888,7.4,77.0,4432.33
10 - 4,10,4,6,16,3940.0,3855.1,3855.1,3869.03,3940.0,294.7,294.7,0.0,7.9,95.0,4432.33
10 - 4,10,4,6,17,4100.0,3734.7,3734.7,4060.59,4097.0,342.3,342.3,0.0,8.2,87.0,4432.33
10 - 4,10,4,6,18,4804.0,3931.2,3931.2,4958.48,4804.0,649.0,649.0,0.0,8.3,74.0,4432.33
10 - 4,10,4,6,19,6488.0,4307.2,4307.2,6533.02,6438.0,574.7,574.7,0.0,7.3,19.0,4432.33
10 - 4,10,4,6,20,8450.0,4732.4,4732.4,8602.89,8449.99,574.3,574.3,0.0,6.5,0.0,4432.33
10 - 4,10,4,6,21,8450.0,4676.7,4676.7,8512.34,7000.0,493.1,493.1,0.0,6.3,0.0,4432.33
10 - 4,10,4,6,22,7000.0,4160.1,4160.1,7047.58,3000.0,460.0,460.0,0.0,6.4,0.0,4432.33
10 - 4,10,4,6,23,5000.0,3474.2,3474.2,5009.23,4998.98,258.8,258.8,0.0,6.4,0.0,4432.33
10 - 4,10,4,6,24,4400.0,3088.5,3088.5,4394.86,2300.0,205.9,205.9,0.0,5.4,0.0,4432.33
10 - 5,10,5,7,1,4080.0,2806.8,2806.8,4064.23,3264.0,97.4,97.4,0.0,6.2,0.0,4301.67
10 - 5,10,5,7,2,3842.0,2785.2,2785.2,3823.53,3830.0,93.7,93.7,0.0,5.9,0.0,4301.67
10 - 5,10,5,7,3,3500.0,2757.6,2757.6,3398.57,3499.91,96.9,96.9,0.0,5.5,0.0,4301.67
10 - 5,10,5,7,4,2840.0,2642.6,2642.6,2820.44,2839.93,128.5,128.5,0.0,5.4,0.0,4301.67
10 - 5,10,5,7,5,2500.0,2631.0,2631.0,2489.79,2499.93,119.3,119.3,19.863892,5.4,0.0,4301.67
10 - 5,10,5,7,6,2840.0,2640.4,2640.4,2831.89,2839.93,113.9,113.9,52.35371,5.7,0.0,4301.67
10 - 5,10,5,7,7,1880.0,2494.1,2494.1,1852.48,1878.0,222.4,222.4,109.62082,5.8,0.0,4301.67
10 - 5,10,5,7,8,2949.0,2478.3,2478.3,3914.76,6899.99,133.1,133.1,151.79903,5.8,5.0,4301.67
10 - 5,10,5,7,9,3653.0,2832.2,2832.2,3827.16,3653.0,737.4,737.4,208.61993,6.5,49.0,4301.67
10 - 5,10,5,7,10,3092.0,3191.1,3191.1,3337.08,3092.09,488.3,488.3,163.59906,7.9,89.0,4301.67
10 - 5,10,5,7,11,2087.0,3375.2,3375.2,2058.33,2088.0,314.1,314.1,143.33969,9.8,203.0,4301.67
10 - 5,10,5,7,12,1705.0,3549.1,3549.1,2192.18,1270.0,201.1,201.1,113.85391,10.6,186.0,4301.67
10 - 5,10,5,7,13,712.0,3553.1,3553.1,701.43,712.0,376.7,376.7,126.423775,11.0,198.0,4301.67
10 - 5,10,5,7,14,950.0,3546.1,3546.1,919.57,950.0,449.5,449.5,88.30099,11.3,235.0,4301.67
10 - 5,10,5,7,15,1187.0,3541.8,3541.8,1147.96,1184.76,226.8,226.8,19.905792,11.7,223.0,4301.67
10 - 5,10,5,7,16,3500.0,3540.0,3540.0,3451.8,3500.0,139.3,139.3,0.0,11.3,143.0,4301.67
10 - 5,10,5,7,17,4200.0,3541.5,3541.5,4099.42,4197.77,151.9,151.9,0.0,11.1,99.0,4301.67
10 - 5,10,5,7,18,5870.0,3738.6,3738.6,5743.73,5480.0,181.2,181.2,0.0,11.1,50.0,4301.67
10 - 5,10,5,7,19,7450.0,4104.0,4104.0,7261.3,7438.99,120.9,120.9,0.0,10.4,8.0,4301.67
10 - 5,10,5,7,20,9000.0,4503.6,4503.6,8806.29,8764.0,127.4,127.4,0.0,10.0,0.0,4301.67
10 - 5,10,5,7,21,9358.0,4416.7,4416.7,9124.18,4679.0,123.0,123.0,0.0,9.5,0.0,4301.67
10 - 5,10,5,7,22,9000.0,3976.0,3976.0,8832.22,8820.0,99.9,99.9,0.0,9.2,0.0,4301.67
10 - 5,10,5,7,23,5990.0,3357.7,3357.7,5974.97,5990.0,207.5,207.5,0.0,8.9,0.0,4301.67
10 - 5,10,5,7,24,4500.0,3024.9,3024.9,4475.61,4500.0,163.4,163.4,0.0,6.3,0.0,4301.67
10 - 6,10,6,1,1,4600.0,2955.3,2955.3,4586.29,4599.9,81.1,81.1,0.0,8.4,0.0,7243.63
10 - 6,10,6,1,2,4254.0,2905.6,2905.6,4233.38,4252.99,140.8,140.8,0.0,8.2,0.0,7243.63
10 - 6,10,6,1,3,4475.0,2819.9,2819.9,4379.23,4000.0,75.1,75.1,0.0,7.8,0.0,7243.63
10 - 6,10,6,1,4,4080.0,2684.9,2684.9,3963.03,4054.9,105.2,105.2,0.0,7.7,0.0,7243.63
10 - 6,10,6,1,5,4080.0,2706.3,2706.3,3983.6,3880.0,87.9,87.9,13.844269,7.6,0.0,7243.63
10 - 6,10,6,1,6,4439.0,2845.4,2845.4,4409.32,4430.99,176.6,176.6,18.932472,7.5,0.0,7243.63
10 - 6,10,6,1,7,4500.0,2963.8,2963.8,4555.02,4500.0,168.1,168.1,38.104202,7.5,0.0,7243.63
10 - 6,10,6,1,8,6879.23,3525.6,3525.6,6896.02,6879.2,146.0,146.0,50.6317,7.5,3.0,7243.63
10 - 6,10,6,1,9,6900.0,3638.7,3638.7,6899.45,6899.99,498.2,498.2,65.9791,7.9,20.0,7243.63
10 - 6,10,6,1,10,6900.0,3981.4,3981.4,6899.81,6850.0,589.4,589.4,78.20449,8.4,36.0,7243.63
10 - 6,10,6,1,11,6900.0,4106.2,4106.2,6899.43,6900.0,428.4,428.4,58.91943,8.9,48.0,7243.63
10 - 6,10,6,1,12,5542.15,4293.4,4293.4,5558.17,5542.15,313.3,313.3,44.266132,9.0,59.0,7243.63
10 - 6,10,6,1,13,5516.44,4216.6,4216.6,5521.59,5516.44,251.0,251.0,50.741688,9.1,54.0,7243.63
10 - 6,10,6,1,14,5535.0,4240.2,4240.2,5464.55,5534.9,265.5,265.5,22.1357,9.1,97.0,7243.63
10 - 6,10,6,1,15,5490.74,4239.0,4239.0,5499.08,5490.0,379.2,379.2,10.286877,9.4,84.0,7243.63
10 - 6,10,6,1,16,5540.8,4222.1,4222.1,5557.37,5490.0,438.6,438.6,0.0,9.3,67.0,7243.63
10 - 6,10,6,1,17,5600.0,4046.0,4046.0,5599.92,5599.99,613.3,613.3,0.0,9.1,44.0,7243.63
10 - 6,10,6,1,18,9499.0,4062.0,4062.0,10063.14,9499.0,523.8,523.8,0.0,8.9,28.0,7243.63
10 - 6,10,6,1,19,12000.0,4347.3,4347.3,11516.36,11710.0,236.4,236.4,0.0,8.4,3.0,7243.63
10 - 6,10,6,1,20,14700.0,4658.1,4658.1,14571.76,14699.97,268.9,268.9,0.0,8.2,0.0,7243.63
10 - 6,10,6,1,21,14900.66,4610.5,4610.5,14231.74,14198.0,254.5,254.5,0.0,8.1,0.0,7243.63
10 - 6,10,6,1,22,10290.0,4022.0,4022.0,9394.23,9300.0,221.9,221.9,0.0,8.0,0.0,7243.63
10 - 6,10,6,1,23,7048.65,3618.8,3618.8,6942.78,6833.0,204.1,204.1,0.0,7.8,0.0,7243.63
10 - 6,10,6,1,24,5500.0,3171.0,3171.0,5433.79,5200.0,160.1,160.1,0.0,8.6,0.0,7243.63
10 - 7,10,7,2,1,4849.0,2862.9,2862.9,4774.47,4694.0,85.4,85.4,0.0,7.8,0.0,6526.13
10 - 7,10,7,2,2,4500.0,2756.7,2756.7,4381.61,2500.0,84.6,84.6,0.0,7.8,0.0,6526.13
10 - 7,10,7,2,3,4080.0,2602.7,2602.7,3962.5,3956.0,98.5,98.5,0.0,8.0,0.0,6526.13
10 - 7,10,7,2,4,2840.0,2466.5,2466.5,2823.53,2839.93,124.4,124.4,0.0,8.0,0.0,6526.13
10 - 7,10,7,2,5,2840.0,2491.8,2491.8,2822.42,2839.93,122.8,122.8,7.2525363,8.0,0.0,6526.13
10 - 7,10,7,2,6,4480.0,2675.6,2675.6,4408.87,4330.0,83.3,83.3,36.84765,8.1,0.0,6526.13
10 - 7,10,7,2,7,4080.0,2644.1,2644.1,4020.85,3916.69,131.2,131.2,41.556137,8.2,0.0,6526.13
10 - 7,10,7,2,8,6250.0,3154.8,3154.8,6185.85,6249.85,124.4,124.4,45.5041,8.3,1.0,6526.13
10 - 7,10,7,2,9,6900.0,3658.5,3658.5,6756.81,6898.99,106.8,106.8,87.37912,8.5,22.0,6526.13
10 - 7,10,7,2,10,6900.0,3867.0,3867.0,6844.51,6899.94,204.5,204.5,137.76767,9.2,60.0,6526.13
10 - 7,10,7,2,11,6875.12,3901.3,3901.3,6839.66,6875.09,230.6,230.6,102.428894,9.4,67.0,6526.13
10 - 7,10,7,2,12,5541.01,3880.8,3880.8,5481.23,5541.0,279.7,279.7,72.84436,9.7,72.0,6526.13
10 - 7,10,7,2,13,4740.0,3750.7,3750.7,4750.02,4740.0,267.2,267.2,50.648243,9.9,95.0,6526.13
10 - 7,10,7,2,14,4800.0,3735.5,3735.5,4872.44,5000.0,298.5,298.5,29.377996,10.0,78.0,6526.13
10 - 7,10,7,2,15,5175.0,3692.5,3692.5,5198.87,5070.99,328.9,328.9,13.231414,10.3,93.0,6526.13
10 - 7,10,7,2,16,5542.84,3718.0,3718.0,5552.94,5507.0,436.4,436.4,0.0,10.3,79.0,6526.13
10 - 7,10,7,2,17,5568.7,3604.4,3604.4,5587.33,5567.0,345.8,345.8,0.0,10.2,51.0,6526.13
10 - 7,10,7,2,18,9490.0,3545.8,3545.8,9100.47,8450.0,265.0,265.0,0.0,10.0,22.0,6526.13
10 - 7,10,7,2,19,10200.0,3789.9,3789.9,9729.41,8780.0,200.5,200.5,0.0,9.5,3.0,6526.13
10 - 7,10,7,2,20,11732.38,4316.8,4316.8,11358.21,5866.19,256.9,256.9,0.0,9.5,0.0,6526.13
10 - 7,10,7,2,21,12000.0,4256.1,4256.1,11580.19,4000.0,191.5,191.5,0.0,9.2,0.0,6526.13
10 - 7,10,7,2,22,9200.0,3809.2,3809.2,8788.2,8389.99,136.7,136.7,0.0,9.1,0.0,6526.13
10 - 7,10,7,2,23,6008.0,3170.5,3170.5,5969.95,6003.0,190.6,190.6,0.0,8.9,0.0,6526.13
10 - 7,10,7,2,24,4400.0,2827.7,2827.7,4350.81,4399.0,131.0,131.0,0.0,7.8,0.0,6526.13
10 - 8,10,8,3,1,4800.0,2991.8,2991.8,4780.9,4797.75,109.9,109.9,0.0,8.6,0.0,6107.98
10 - 8,10,8,3,2,4600.0,2806.2,2806.2,4569.21,4597.75,108.8,108.8,0.0,8.7,0.0,6107.98
10 - 8,10,8,3,3,4200.0,2687.5,2687.5,4185.47,4197.0,98.9,98.9,0.0,8.8,0.0,6107.98
10 - 8,10,8,3,4,2850.0,2590.7,2590.7,2847.24,2849.93,124.1,124.1,0.0,8.8,0.0,6107.98
10 - 8,10,8,3,5,3090.0,2587.8,2587.8,3085.33,3089.93,105.4,105.4,3.8085465,8.8,0.0,6107.98
10 - 8,10,8,3,6,4480.0,2705.4,2705.4,4463.06,4479.0,93.0,93.0,17.8589,8.9,0.0,6107.98
10 - 8,10,8,3,7,4450.0,2804.8,2804.8,4445.85,4450.0,143.3,143.3,29.266644,8.8,0.0,6107.98
10 - 8,10,8,3,8,5910.0,3382.2,3382.2,6012.97,5910.0,298.7,298.7,49.684387,8.8,2.0,6107.98
10 - 8,10,8,3,9,6900.0,4085.9,4085.9,6898.57,6900.0,343.8,343.8,86.42397,9.0,15.0,6107.98
10 - 8,10,8,3,10,6873.61,4159.8,4159.8,6873.97,6900.0,425.9,425.9,86.705315,9.1,17.0,6107.98
10 - 8,10,8,3,11,6180.0,4012.2,4012.2,6185.42,6180.0,418.1,418.1,94.19525,9.3,35.0,6107.98
10 - 8,10,8,3,12,5000.0,3932.7,3932.7,5043.37,5000.0,289.1,289.1,68.4809,9.6,49.0,6107.98
10 - 8,10,8,3,13,4415.0,3846.7,3846.7,4404.97,4415.0,360.7,360.7,77.60389,10.0,101.0,6107.98
10 - 8,10,8,3,14,4640.0,3861.3,3861.3,4647.81,4640.0,370.1,370.1,79.41339,10.3,126.0,6107.98
10 - 8,10,8,3,15,4740.0,3915.7,3915.7,4774.48,4740.0,402.4,402.4,26.874332,10.4,90.0,6107.98
10 - 8,10,8,3,16,5000.0,3911.2,3911.2,4995.87,5000.0,433.9,433.9,0.0,10.5,67.0,6107.98
10 - 8,10,8,3,17,5562.57,3879.4,3879.4,5505.38,5562.57,388.1,388.1,0.0,10.6,38.0,6107.98
10 - 8,10,8,3,18,6800.0,4097.4,4097.4,6585.04,6797.5,153.5,153.5,0.0,11.0,26.0,6107.98
10 - 8,10,8,3,19,9192.0,4324.7,4324.7,8291.94,8405.45,310.2,310.2,0.0,10.7,5.0,6107.98
10 - 8,10,8,3,20,10450.0,4538.9,4538.9,10420.73,10450.0,476.3,476.3,0.0,10.5,0.0,6107.98
10 - 8,10,8,3,21,10450.0,4466.8,4466.8,10410.98,11000.0,437.1,437.1,0.0,10.3,0.0,6107.98
10 - 8,10,8,3,22,8500.0,4016.2,4016.2,8215.78,8500.0,418.4,418.4,0.0,10.1,0.0,6107.98
10 - 8,10,8,3,23,6401.0,3558.1,3558.1,6401.13,6402.0,419.7,419.7,0.0,9.7,0.0,6107.98
10 - 8,10,8,3,24,4400.0,2953.2,2953.2,4400.59,4401.1,490.9,490.9,0.0,8.8,0.0,6107.98
10 - 9,10,9,4,1,4480.0,3176.6,3176.6,4465.45,4478.88,94.7,94.7,0.0,9.4,0.0,5864.08
10 - 9,10,9,4,2,4600.0,2993.7,2993.7,4566.77,4598.88,133.2,133.2,0.0,9.2,0.0,5864.08
10 - 9,10,9,4,3,4200.0,2795.6,2795.6,4161.2,4198.88,83.9,83.9,0.0,9.4,0.0,5864.08
10 - 9,10,9,4,4,2987.0,2674.9,2674.9,2977.02,2986.97,164.1,164.1,0.0,9.2,0.0,5864.08
10 - 9,10,9,4,5,3248.0,2658.5,2658.5,3239.97,3248.0,194.0,194.0,4.01077,9.1,0.0,5864.08
10 - 9,10,9,4,6,4400.0,2899.6,2899.6,4383.07,4400.0,170.0,170.0,9.69758,9.2,0.0,5864.08
10 - 9,10,9,4,7,4300.0,3260.4,3260.4,4374.08,4300.0,215.3,215.3,28.205463,8.8,0.0,5864.08
10 - 9,10,9,4,8,6000.0,3978.3,3978.3,5998.57,6000.0,212.3,212.3,51.80115,8.6,2.0,5864.08
10 - 9,10,9,4,9,6900.0,4651.8,4651.8,6899.12,6900.0,384.6,384.6,99.22271,8.8,14.0,5864.08
10 - 9,10,9,4,10,6900.0,4893.4,4893.4,6896.31,6899.99,461.7,461.7,106.47275,8.9,39.0,5864.08
10 - 9,10,9,4,11,6574.0,4803.8,4803.8,6561.07,6574.0,277.3,277.3,101.40024,8.8,51.0,5864.08
10 - 9,10,9,4,12,5000.0,4763.1,4763.1,4995.33,5000.0,224.5,224.5,115.21421,9.0,64.0,5864.08
10 - 9,10,9,4,13,4400.0,4539.1,4539.1,4373.8,4399.98,220.7,220.7,64.29219,9.0,90.0,5864.08
10 - 9,10,9,4,14,4200.0,4576.1,4576.1,4179.45,4200.0,212.7,212.7,32.731754,9.5,80.0,5864.08
10 - 9,10,9,4,15,4175.0,4574.9,4574.9,4189.94,4171.95,228.3,228.3,10.560552,10.3,108.0,5864.08
10 - 9,10,9,4,16,4490.0,4577.6,4577.6,4420.2,4488.5,184.8,184.8,0.0,10.6,99.0,5864.08
10 - 9,10,9,4,17,5200.0,4587.2,4587.2,5171.49,5200.0,197.1,197.1,0.0,10.7,55.0,5864.08
10 - 9,10,9,4,18,6200.0,4685.0,4685.0,6169.58,6198.89,346.5,346.5,0.0,11.0,34.0,5864.08
10 - 9,10,9,4,19,7880.0,5044.3,5044.3,7834.46,7869.92,292.2,292.2,0.0,10.7,4.0,5864.08
10 - 9,10,9,4,20,9500.0,5390.2,5390.2,9474.67,9478.0,408.5,408.5,0.0,10.6,0.0,5864.08
10 - 9,10,9,4,21,9500.0,5249.0,5249.0,9429.78,9499.8,309.1,309.1,0.0,10.5,0.0,5864.08
10 - 9,10,9,4,22,8000.0,4808.6,4808.6,7962.96,7979.0,404.6,404.6,0.0,10.3,0.0,5864.08
10 - 9,10,9,4,23,6250.0,4131.2,4131.2,6188.9,6248.0,300.2,300.2,0.0,9.9,0.0,5864.08
10 - 9,10,9,4,24,4780.0,3561.8,3561.8,4727.49,4777.0,201.6,201.6,0.0,9.6,0.0,5864.08
10 - 10,10,10,5,1,5000.0,3428.9,3428.9,4967.41,4001.1,53.7,53.7,0.0,9.2,0.0,5994.87
10 - 10,10,10,5,2,4480.0,3180.5,3180.5,4461.04,4473.9,58.3,58.3,0.0,9.3,0.0,5994.87
10 - 10,10,10,5,3,4475.0,3090.4,3090.4,4461.5,4469.9,75.9,75.9,0.0,9.3,0.0,5994.87
10 - 10,10,10,5,4,4200.0,2942.6,2942.6,4157.92,3360.0,91.0,91.0,0.0,9.7,0.0,5994.87
10 - 10,10,10,5,5,4080.0,2936.3,2936.3,4065.88,4080.0,312.5,312.5,16.944931,9.9,0.0,5994.87
10 - 10,10,10,5,6,4478.0,3139.4,3139.4,4765.56,4482.0,506.1,506.1,64.53639,10.1,0.0,5994.87
10 - 10,10,10,5,7,4849.0,3488.4,3488.4,5255.82,5000.0,559.8,559.8,112.76625,10.1,0.0,5994.87
10 - 10,10,10,5,8,6889.45,4197.7,4197.7,6880.33,6900.0,268.3,268.3,157.10371,10.2,2.0,5994.87
10 - 10,10,10,5,9,6900.0,4718.9,4718.9,6878.77,6900.0,244.5,244.5,143.39034,10.5,54.0,5994.87
10 - 10,10,10,5,10,6848.94,5014.8,5014.8,6873.99,6900.0,379.5,379.5,164.99295,10.9,141.0,5994.87
10 - 10,10,10,5,11,6000.0,4912.6,4912.6,6123.76,6211.0,341.6,341.6,156.30899,11.6,175.0,5994.87
10 - 10,10,10,5,12,5200.0,4757.7,4757.7,5226.64,5251.0,491.6,491.6,153.80585,12.5,358.0,5994.87
10 - 10,10,10,5,13,4550.0,4577.0,4577.0,4658.47,4700.0,636.1,636.1,86.94284,12.6,341.0,5994.87
