Date,Month,Day,Hour,Day_of_week,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
3 - 16,3,16,15,7,22.631214,2.9,116.0,5342.54
3 - 16,3,16,16,7,4.954257,3.0,89.0,5342.54
3 - 16,3,16,17,7,0.0,3.0,43.0,5342.54
3 - 16,3,16,18,7,0.0,2.8,26.0,5342.54
3 - 16,3,16,19,7,0.0,2.6,11.0,5342.54
3 - 16,3,16,20,7,0.0,2.4,0.0,5342.54
3 - 16,3,16,21,7,0.0,2.2,0.0,5342.54
3 - 16,3,16,22,7,0.0,1.9,0.0,5342.54
3 - 16,3,16,23,7,0.0,1.5,0.0,5342.54
3 - 17,3,17,0,1,0.0,1.0,0.0,5934.11
3 - 17,3,17,1,1,0.0,1.0,0.0,5934.11
3 - 17,3,17,2,1,0.0,0.8,0.0,5934.11
3 - 17,3,17,3,1,0.0,0.5,0.0,5934.11
3 - 17,3,17,4,1,0.0,0.6,0.0,5934.11
3 - 17,3,17,5,1,7.4724655,0.7,0.0,5934.11
3 - 17,3,17,6,1,31.626127,0.6,0.0,5934.11
3 - 17,3,17,7,1,76.91274,0.6,0.0,5934.11
3 - 17,3,17,8,1,206.69283,0.6,3.0,5934.11
3 - 17,3,17,9,1,275.9285,1.0,35.0,5934.11
3 - 17,3,17,10,1,258.6128,1.6,94.0,5934.11
3 - 17,3,17,11,1,213.57489,2.5,173.0,5934.11
3 - 17,3,17,12,1,163.75974,3.9,345.0,5934.11
3 - 17,3,17,13,1,136.99303,4.7,336.0,5934.11
3 - 17,3,17,14,1,71.15747,4.7,338.0,5934.11
3 - 17,3,17,15,1,42.141582,3.3,183.0,5934.11
3 - 17,3,17,16,1,11.882762,2.7,148.0,5934.11
3 - 17,3,17,17,1,0.0,1.7,125.0,5934.11
3 - 17,3,17,18,1,0.0,-0.1,92.0,5934.11
3 - 17,3,17,19,1,0.0,-0.3,36.0,5934.11
3 - 17,3,17,20,1,0.0,-0.9,2.0,5934.11
3 - 17,3,17,21,1,0.0,-1.0,0.0,5934.11
3 - 17,3,17,22,1,0.0,-0.8,0.0,5934.11
3 - 17,3,17,23,1,0.0,-1.3,0.0,5934.11
3 - 18,3,18,0,2,0.0,-1.8,0.0,5207.04
3 - 18,3,18,1,2,0.0,-2.1,0.0,5207.04
3 - 18,3,18,2,2,0.0,-2.3,0.0,5207.04
3 - 18,3,18,3,2,0.0,-3.0,0.0,5207.04
3 - 18,3,18,4,2,0.0,-3.6,0.0,5207.04
3 - 18,3,18,5,2,28.261635,-4.1,0.0,5207.04
3 - 18,3,18,6,2,82.62306,-4.6,0.0,5207.04
3 - 18,3,18,7,2,126.52143,-4.8,0.0,5207.04
3 - 18,3,18,8,2,161.93268,-4.9,11.0,5207.04
3 - 18,3,18,9,2,185.7443,-4.0,124.0,5207.04
3 - 18,3,18,10,2,196.39333,-2.8,291.0,5207.04
3 - 18,3,18,11,2,194.88895,-1.3,448.0,5207.04
3 - 18,3,18,12,2,180.71718,0.2,574.0,5207.04
3 - 18,3,18,13,2,155.55774,1.2,651.0,5207.04
3 - 18,3,18,14,2,118.664795,1.8,674.0,5207.04
3 - 18,3,18,15,2,73.39017,2.1,641.0,5207.04
3 - 18,3,18,16,2,19.767092,2.2,554.0,5207.04
3 - 18,3,18,17,2,0.0,2.1,422.0,5207.04
3 - 18,3,18,18,2,0.0,2.1,258.0,5207.04
3 - 18,3,18,19,2,0.0,0.8,93.0,5207.04
3 - 18,3,18,20,2,0.0,-0.4,4.0,5207.04
3 - 18,3,18,21,2,0.0,-0.9,0.0,5207.04
3 - 18,3,18,22,2,0.0,-0.9,0.0,5207.04
3 - 18,3,18,23,2,0.0,-0.7,0.0,5207.04
3 - 19,3,19,0,3,0.0,-0.5,0.0,5543.71
3 - 19,3,19,1,3,0.0,-0.3,0.0,5543.71
3 - 19,3,19,2,3,0.0,0.0,0.0,5543.71
3 - 19,3,19,3,3,0.0,0.5,0.0,5543.71
3 - 19,3,19,4,3,0.0,0.7,0.0,5543.71
3 - 19,3,19,5,3,16.372179,0.7,0.0,5543.71
3 - 19,3,19,6,3,66.34886,0.9,0.0,5543.71
3 - 19,3,19,7,3,161.10617,0.8,0.0,5543.71
3 - 19,3,19,8,3,181.70845,0.8,6.0,5543.71
3 - 19,3,19,9,3,193.87418,1.9,63.0,5543.71
3 - 19,3,19,10,3,201.34407,2.9,152.0,5543.71
3 - 19,3,19,11,3,196.6128,4.4,306.0,5543.71
3 - 19,3,19,12,3,182.34041,6.0,502.0,5543.71
3 - 19,3,19,13,3,161.402,7.2,627.0,5543.71
3 - 19,3,19,14,3,127.314606,8.0,659.0,5543.71
3 - 19,3,19,15,3,75.71249,8.7,631.0,5543.71
3 - 19,3,19,16,3,22.209017,8.7,546.0,5543.71
3 - 19,3,19,17,3,0.0,8.4,416.0,5543.71
3 - 19,3,19,18,3,0.0,8.4,257.0,5543.71
3 - 19,3,19,19,3,0.0,7.1,96.0,5543.71
3 - 19,3,19,20,3,0.0,5.3,4.0,5543.71
3 - 19,3,19,21,3,0.0,4.0,0.0,5543.71
3 - 19,3,19,22,3,0.0,2.8,0.0,5543.71
3 - 19,3,19,23,3,0.0,1.4,0.0,5543.71
3 - 20,3,20,0,4,0.0,0.5,0.0,5094.69
3 - 20,3,20,1,4,0.0,0.1,0.0,5094.69
3 - 20,3,20,2,4,0.0,-0.2,0.0,5094.69
3 - 20,3,20,3,4,0.0,-1.2,0.0,5094.69
3 - 20,3,20,4,4,0.0,-1.9,0.0,5094.69
3 - 20,3,20,5,4,31.93208,-2.4,0.0,5094.69
3 - 20,3,20,6,4,92.38648,-3.2,0.0,5094.69
3 - 20,3,20,7,4,138.24208,-3.6,0.0,5094.69
3 - 20,3,20,8,4,172.46582,-3.8,14.0,5094.69
3 - 20,3,20,9,4,195.71165,-1.9,121.0,5094.69
3 - 20,3,20,10,4,206.47601,2.5,280.0,5094.69
3 - 20,3,20,11,4,204.66107,5.7,434.0,5094.69
3 - 20,3,20,12,4,190.29024,8.9,560.0,5094.69
3 - 20,3,20,13,4,164.45026,10.1,640.0,5094.69
3 - 20,3,20,14,4,127.29656,11.2,662.0,5094.69
3 - 20,3,20,15,4,81.02276,12.3,631.0,5094.69
3 - 20,3,20,16,4,24.769014,12.7,548.0,5094.69
3 - 20,3,20,17,4,0.0,12.8,420.0,5094.69
3 - 20,3,20,18,4,0.0,13.4,259.0,5094.69
3 - 20,3,20,19,4,0.0,11.4,99.0,5094.69
3 - 20,3,20,20,4,0.0,8.8,5.0,5094.69
3 - 20,3,20,21,4,0.0,7.1,0.0,5094.69
3 - 20,3,20,22,4,0.0,6.1,0.0,5094.69
3 - 20,3,20,23,4,0.0,4.9,0.0,5094.69
3 - 21,3,21,0,5,0.0,3.2,0.0,6159.04
3 - 21,3,21,1,5,0.0,2.5,0.0,6159.04
3 - 21,3,21,2,5,0.0,1.6,0.0,6159.04
3 - 21,3,21,3,5,0.0,0.5,0.0,6159.04
3 - 21,3,21,4,5,0.0,-1.1,0.0,6159.04
3 - 21,3,21,5,5,38.658817,-2.5,0.0,6159.04
3 - 21,3,21,6,5,97.68555,-3.1,0.0,6159.04
3 - 21,3,21,7,5,145.17027,-3.2,0.0,6159.04
3 - 21,3,21,8,5,179.96445,-3.1,15.0,6159.04
3 - 21,3,21,9,5,203.30937,-0.7,124.0,6159.04
3 - 21,3,21,10,5,214.98651,3.7,286.0,6159.04
3 - 21,3,21,11,5,212.0734,7.3,445.0,6159.04
3 - 21,3,21,12,5,197.25543,9.8,574.0,6159.04
3 - 21,3,21,13,5,170.66899,11.8,657.0,6159.04
3 - 21,3,21,14,5,132.38705,13.0,683.0,6159.04
3 - 21,3,21,15,5,84.69567,14.5,651.0,6159.04
3 - 21,3,21,16,5,26.907385,14.8,568.0,6159.04
3 - 21,3,21,17,5,0.0,14.8,436.0,6159.04
3 - 21,3,21,18,5,0.0,15.2,272.0,6159.04
3 - 21,3,21,19,5,0.0,12.9,105.0,6159.04
3 - 21,3,21,20,5,0.0,10.1,6.0,6159.04
3 - 21,3,21,21,5,0.0,8.7,0.0,6159.04
3 - 21,3,21,22,5,0.0,6.2,0.0,6159.04
3 - 21,3,21,23,5,0.0,4.0,0.0,6159.04
3 - 22,3,22,0,6,0.0,3.3,0.0,4707.68
3 - 22,3,22,1,6,0.0,3.3,0.0,4707.68
3 - 22,3,22,2,6,0.0,1.1,0.0,4707.68
3 - 22,3,22,3,6,0.0,-1.4,0.0,4707.68
3 - 22,3,22,4,6,0.0,-1.7,0.0,4707.68
3 - 22,3,22,5,6,42.23855,-1.8,0.0,4707.68
3 - 22,3,22,6,6,103.07873,-2.4,0.0,4707.68
3 - 22,3,22,7,6,150.28044,-2.6,0.0,4707.68
3 - 22,3,22,8,6,184.7336,-2.4,17.0,4707.68
3 - 22,3,22,9,6,207.17592,-0.3,128.0,4707.68
3 - 22,3,22,10,6,218.1386,3.9,287.0,4707.68
3 - 22,3,22,11,6,215.94896,6.5,442.0,4707.68
3 - 22,3,22,12,6,199.98965,8.9,565.0,4707.68
3 - 22,3,22,13,6,172.8671,11.0,642.0,4707.68
3 - 22,3,22,14,6,135.48254,12.8,669.0,4707.68
3 - 22,3,22,15,6,87.29201,14.8,641.0,4707.68
3 - 22,3,22,16,6,29.357754,15.2,558.0,4707.68
3 - 22,3,22,17,6,0.0,15.2,428.0,4707.68
3 - 22,3,22,18,6,0.0,15.2,268.0,4707.68
3 - 22,3,22,19,6,0.0,13.3,104.0,4707.68
3 - 22,3,22,20,6,0.0,10.6,6.0,4707.68
3 - 22,3,22,21,6,0.0,10.6,0.0,4707.68
3 - 22,3,22,22,6,0.0,9.7,0.0,4707.68
3 - 22,3,22,23,6,0.0,8.9,0.0,4707.68
3 - 23,3,23,0,7,0.0,7.9,0.0,4277.8
3 - 23,3,23,1,7,0.0,6.8,0.0,4277.8
3 - 23,3,23,2,7,0.0,6.0,0.0,4277.8
3 - 23,3,23,3,7,0.0,5.4,0.0,4277.8
3 - 23,3,23,4,7,0.0,4.8,0.0,4277.8
3 - 23,3,23,5,7,22.172085,4.4,0.0,4277.8
3 - 23,3,23,6,7,96.40545,4.3,0.0,4277.8
3 - 23,3,23,7,7,176.00305,4.0,0.0,4277.8
3 - 23,3,23,8,7,231.38524,4.1,11.0,4277.8
3 - 23,3,23,9,7,190.32036,4.5,78.0,4277.8
3 - 23,3,23,10,7,268.70734,5.3,179.0,4277.8
3 - 23,3,23,11,7,236.01833,6.6,304.0,4277.8
3 - 23,3,23,12,7,206.10936,6.9,383.0,4277.8
3 - 23,3,23,13,7,138.63647,8.6,457.0,4277.8
3 - 23,3,23,14,7,155.73323,9.2,414.0,4277.8
3 - 23,3,23,15,7,63.154583,9.7,305.0,4277.8
3 - 23,3,23,16,7,19.326233,9.4,173.0,4277.8
3 - 23,3,23,17,7,0.0,9.7,154.0,4277.8
3 - 23,3,23,18,7,0.0,9.6,95.0,4277.8
3 - 23,3,23,19,7,0.0,9.1,43.0,4277.8
3 - 23,3,23,20,7,0.0,8.3,4.0,4277.8
3 - 23,3,23,21,7,0.0,7.9,0.0,4277.8
3 - 23,3,23,22,7,0.0,7.4,0.0,4277.8
3 - 23,3,23,23,7,0.0,7.1,0.0,4277.8
3 - 24,3,24,0,1,0.0,6.7,0.0,6194.55
3 - 24,3,24,1,1,0.0,6.3,0.0,6194.55
3 - 24,3,24,2,1,0.0,6.0,0.0,6194.55
3 - 24,3,24,3,1,0.0,5.6,0.0,6194.55
3 - 24,3,24,4,1,0.0,5.1,0.0,6194.55
3 - 24,3,24,5,1,36.333645,4.9,0.0,6194.55
3 - 24,3,24,6,1,94.61538,4.9,0.0,6194.55
3 - 24,3,24,7,1,157.64156,4.6,0.0,6194.55
3 - 24,3,24,8,1,192.04033,4.8,9.0,6194.55
3 - 24,3,24,9,1,266.05325,5.0,53.0,6194.55
3 - 24,3,24,10,1,273.2251,5.6,94.0,6194.55
3 - 24,3,24,11,1,270.69016,6.5,158.0,6194.55
3 - 24,3,24,12,1,245.4799,7.3,241.0,6194.55
3 - 24,3,24,13,1,200.63982,8.6,320.0,6194.55
3 - 24,3,24,14,1,166.55258,9.6,375.0,6194.55
3 - 24,3,24,15,1,86.53647,10.7,298.0,6194.55
3 - 24,3,24,16,1,33.364338,11.7,289.0,6194.55
3 - 24,3,24,17,1,0.0,12.1,200.0,6194.55
3 - 24,3,24,18,1,0.0,12.6,85.0,6194.55
3 - 24,3,24,19,1,0.0,11.9,53.0,6194.55
3 - 24,3,24,20,1,0.0,11.0,5.0,6194.55
3 - 24,3,24,21,1,0.0,10.6,0.0,6194.55
3 - 24,3,24,22,1,0.0,9.8,0.0,6194.55
3 - 24,3,24,23,1,0.0,9.6,0.0,6194.55
3 - 25,3,25,0,2,0.0,9.3,0.0,6580.05
3 - 25,3,25,1,2,0.0,8.5,0.0,6580.05
3 - 25,3,25,2,2,0.0,8.4,0.0,6580.05
3 - 25,3,25,3,2,0.0,8.6,0.0,6580.05
3 - 25,3,25,4,2,0.0,8.2,0.0,6580.05
3 - 25,3,25,5,2,53.065193,7.9,0.0,6580.05
3 - 25,3,25,6,2,119.34726,7.0,0.0,6580.05
3 - 25,3,25,7,2,179.78955,6.7,0.0,6580.05
3 - 25,3,25,8,2,229.36076,7.3,12.0,6580.05
3 - 25,3,25,9,2,258.5483,8.8,50.0,6580.05
3 - 25,3,25,10,2,273.8623,9.7,101.0,6580.05
3 - 25,3,25,11,2,261.7995,9.9,70.0,6580.05
3 - 25,3,25,12,2,226.06131,11.3,154.0,6580.05
3 - 25,3,25,13,2,189.44458,11.6,170.0,6580.05
3 - 25,3,25,14,2,154.97197,11.9,248.0,6580.05
3 - 25,3,25,15,2,93.82608,11.8,302.0,6580.05
3 - 25,3,25,16,2,30.941362,12.0,319.0,6580.05
3 - 25,3,25,17,2,0.0,11.9,266.0,6580.05
3 - 25,3,25,18,2,0.0,11.9,183.0,6580.05
3 - 25,3,25,19,2,0.0,11.2,76.0,6580.05
3 - 25,3,25,20,2,0.0,10.2,5.0,6580.05
3 - 25,3,25,21,2,0.0,9.0,0.0,6580.05
3 - 25,3,25,22,2,0.0,8.2,0.0,6580.05
3 - 25,3,25,23,2,0.0,7.9,0.0,6580.05
3 - 26,3,26,0,3,0.0,7.7,0.0,6148.75
3 - 26,3,26,1,3,0.0,7.2,0.0,6148.75
3 - 26,3,26,2,3,0.0,7.1,0.0,6148.75
3 - 26,3,26,3,3,0.0,6.4,0.0,6148.75
3 - 26,3,26,4,3,0.0,6.0,0.0,6148.75
3 - 26,3,26,5,3,29.788279,5.1,0.0,6148.75
3 - 26,3,26,6,3,77.05843,4.5,0.0,6148.75
3 - 26,3,26,7,3,124.177,4.4,0.0,6148.75
3 - 26,3,26,8,3,222.66946,4.8,18.0,6148.75
3 - 26,3,26,9,3,267.64523,6.1,93.0,6148.75
3 - 26,3,26,10,3,270.78006,7.8,209.0,6148.75
3 - 26,3,26,11,3,268.0482,9.4,396.0,6148.75
3 - 26,3,26,12,3,246.55235,11.4,480.0,6148.75
3 - 26,3,26,13,3,232.79654,12.3,353.0,6148.75
3 - 26,3,26,14,3,161.8768,13.2,373.0,6148.75
3 - 26,3,26,15,3,93.6261,14.2,477.0,6148.75
3 - 26,3,26,16,3,38.97077,14.2,380.0,6148.75
3 - 26,3,26,17,3,0.0,14.5,347.0,6148.75
3 - 26,3,26,18,3,0.0,14.7,239.0,6148.75
3 - 26,3,26,19,3,0.0,13.3,104.0,6148.75
3 - 26,3,26,20,3,0.0,11.5,8.0,6148.75
3 - 26,3,26,21,3,0.0,10.4,0.0,6148.75
3 - 26,3,26,22,3,0.0,9.9,0.0,6148.75
3 - 26,3,26,23,3,0.0,9.6,0.0,6148.75
3 - 27,3,27,0,4,0.0,8.9,0.0,6468.04
3 - 27,3,27,1,4,0.0,8.7,0.0,6468.04
3 - 27,3,27,2,4,0.0,8.5,0.0,6468.04
3 - 27,3,27,3,4,0.0,7.9,0.0,6468.04
3 - 27,3,27,4,4,0.0,7.8,0.0,6468.04
3 - 27,3,27,5,4,26.389225,7.8,0.0,6468.04
3 - 27,3,27,6,4,47.77606,7.8,0.0,6468.04
3 - 27,3,27,7,4,143.1316,7.7,0.0,6468.04
3 - 27,3,27,8,4,156.82262,7.8,9.0,6468.04
3 - 27,3,27,9,4,198.98746,7.9,41.0,6468.04
3 - 27,3,27,10,4,168.22055,8.3,69.0,6468.04
3 - 27,3,27,11,4,196.35704,8.1,70.0,6468.04
3 - 27,3,27,12,4,196.25206,8.3,90.0,6468.04
3 - 27,3,27,13,4,133.95345,8.2,71.0,6468.04
3 - 27,3,27,14,4,63.35029,8.8,91.0,6468.04
3 - 27,3,27,15,4,36.616207,9.6,91.0,6468.04
3 - 27,3,27,16,4,16.214186,9.9,94.0,6468.04
3 - 27,3,27,17,4,0.0,10.0,79.0,6468.04
3 - 27,3,27,18,4,0.0,10.2,81.0,6468.04
3 - 27,3,27,19,4,0.0,9.9,36.0,6468.04
3 - 27,3,27,20,4,0.0,9.5,4.0,6468.04
3 - 27,3,27,21,4,0.0,9.4,0.0,6468.04
3 - 27,3,27,22,4,0.0,9.1,0.0,6468.04
3 - 27,3,27,23,4,0.0,8.6,0.0,6468.04
3 - 28,3,28,0,5,0.0,8.3,0.0,4697.29
3 - 28,3,28,1,5,0.0,8.1,0.0,4697.29
3 - 28,3,28,2,5,0.0,8.0,0.0,4697.29
3 - 28,3,28,3,5,0.0,8.0,0.0,4697.29
3 - 28,3,28,4,5,0.0,7.7,0.0,4697.29
3 - 28,3,28,5,5,42.29223,7.7,0.0,4697.29
3 - 28,3,28,6,5,113.17706,7.7,0.0,4697.29
3 - 28,3,28,7,5,209.04591,7.3,0.0,4697.29
3 - 28,3,28,8,5,267.18192,7.5,19.0,4697.29
3 - 28,3,28,9,5,271.71796,7.4,58.0,4697.29
3 - 28,3,28,10,5,285.8129,7.6,70.0,4697.29
3 - 28,3,28,11,5,282.0134,8.1,105.0,4697.29
3 - 28,3,28,12,5,241.14311,9.2,166.0,4697.29
3 - 28,3,28,13,5,150.80101,9.7,182.0,4697.29
3 - 28,3,28,14,5,150.16632,10.8,304.0,4697.29
3 - 28,3,28,15,5,96.9241,11.6,312.0,4697.29
3 - 28,3,28,16,5,41.652958,12.3,383.0,4697.29
3 - 28,3,28,17,5,0.0,12.2,265.0,4697.29
3 - 28,3,28,18,5,0.0,12.5,171.0,4697.29
3 - 28,3,28,19,5,0.0,11.5,76.0,4697.29
3 - 28,3,28,20,5,0.0,10.5,9.0,4697.29
3 - 28,3,28,21,5,0.0,10.6,0.0,4697.29
3 - 28,3,28,22,5,0.0,10.0,0.0,4697.29
3 - 28,3,28,23,5,0.0,9.4,0.0,4697.29
3 - 29,3,29,0,6,0.0,9.0,0.0,4553.65
3 - 29,3,29,1,6,0.0,8.4,0.0,4553.65
3 - 29,3,29,2,6,0.0,8.0,0.0,4553.65
3 - 29,3,29,3,6,0.0,7.4,0.0,4553.65
3 - 29,3,29,4,6,0.0,6.6,0.0,4553.65
3 - 29,3,29,5,6,72.21122,5.9,0.0,4553.65
3 - 29,3,29,6,6,151.33932,5.4,0.0,4553.65
3 - 29,3,29,7,6,220.33595,5.0,0.0,4553.65
3 - 29,3,29,8,6,240.32568,5.2,30.0,4553.65
3 - 29,3,29,9,6,290.62476,6.5,121.0,4553.65
3 - 29,3,29,10,6,292.99448,7.3,193.0,4553.65
3 - 29,3,29,11,6,284.0729,8.3,275.0,4553.65
3 - 29,3,29,12,6,273.5185,10.0,404.0,4553.65
3 - 29,3,29,13,6,116.995285,11.5,527.0,4553.65
3 - 29,3,29,14,6,65.895226,12.7,547.0,4553.65
3 - 29,3,29,15,6,32.794674,13.7,453.0,4553.65
3 - 29,3,29,16,6,13.469672,14.2,353.0,4553.65
3 - 29,3,29,17,6,0.0,13.9,193.0,4553.65
3 - 29,3,29,18,6,0.0,11.3,95.0,4553.65
3 - 29,3,29,19,6,0.0,10.1,37.0,4553.65
3 - 29,3,29,20,6,0.0,9.1,7.0,4553.65
3 - 29,3,29,21,6,0.0,8.5,0.0,4553.65
3 - 29,3,29,22,6,0.0,8.2,0.0,4553.65
3 - 29,3,29,23,6,0.0,7.7,0.0,4553.65
3 - 30,3,30,0,7,0.0,7.7,0.0,5576.47
3 - 30,3,30,1,7,0.0,7.5,0.0,5576.47
3 - 30,3,30,2,7,0.0,7.3,0.0,5576.47
3 - 30,3,30,3,7,0.0,7.0,0.0,5576.47
3 - 30,3,30,4,7,0.0,6.7,0.0,5576.47
3 - 30,3,30,5,7,25.523796,6.7,0.0,5576.47
3 - 30,3,30,6,7,71.549904,6.6,0.0,5576.47
3 - 30,3,30,7,7,92.731674,6.6,0.0,5576.47
3 - 30,3,30,8,7,141.34586,6.8,9.0,5576.47
3 - 30,3,30,9,7,201.1425,7.4,37.0,5576.47
3 - 30,3,30,10,7,242.9727,8.2,87.0,5576.47
3 - 30,3,30,11,7,319.2515,8.7,176.0,5576.47
3 - 30,3,30,12,7,231.5693,9.6,220.0,5576.47
3 - 30,3,30,13,7,107.41024,10.0,224.0,5576.47
3 - 30,3,30,14,7,66.80236,10.1,190.0,5576.47
3 - 30,3,30,15,7,59.577774,10.7,172.0,5576.47
3 - 30,3,30,16,7,20.542517,10.6,153.0,5576.47
3 - 30,3,30,17,7,0.0,10.6,138.0,5576.47
3 - 30,3,30,18,7,0.0,10.3,107.0,5576.47
3 - 30,3,30,19,7,0.0,9.7,46.0,5576.47
3 - 30,3,30,20,7,0.0,8.9,7.0,5576.47
3 - 30,3,30,21,7,0.0,8.6,0.0,5576.47
3 - 30,3,30,22,7,0.0,8.1,0.0,5576.47
3 - 30,3,30,23,7,0.0,7.8,0.0,5576.47
3 - 31,3,31,0,1,0.0,7.4,0.0,5819.02
3 - 31,3,31,1,1,0.0,7.2,0.0,5819.02
3 - 31,3,31,2,1,0.0,7.3,0.0,5819.02
3 - 31,3,31,3,1,0.0,7.3,0.0,5819.02
3 - 31,3,31,4,1,0.0,7.2,0.0,5819.02
3 - 31,3,31,5,1,31.768785,7.1,0.0,5819.02
3 - 31,3,31,6,1,86.33432,6.9,0.0,5819.02
3 - 31,3,31,7,1,113.07037,6.9,0.0,5819.02
3 - 31,3,31,8,1,122.431816,6.9,11.0,5819.02
3 - 31,3,31,9,1,154.13205,7.2,45.0,5819.02
3 - 31,3,31,10,1,224.45177,7.6,78.0,5819.02
3 - 31,3,31,11,1,242.26553,8.1,121.0,5819.02
3 - 31,3,31,12,1,242.8904,8.7,151.0,5819.02
3 - 31,3,31,13,1,89.55308,9.3,149.0,5819.02
3 - 31,3,31,14,1,78.321205,9.9,171.0,5819.02
3 - 31,3,31,15,1,63.283966,10.2,121.0,5819.02
3 - 31,3,31,16,1,23.006376,10.4,138.0,5819.02
3 - 31,3,31,17,1,0.0,10.3,118.0,5819.02
3 - 31,3,31,18,1,0.0,10.2,81.0,5819.02
3 - 31,3,31,19,1,0.0,9.6,55.0,5819.02
3 - 31,3,31,20,1,0.0,8.9,9.0,5819.02
3 - 31,3,31,21,1,0.0,8.9,0.0,5819.02
3 - 31,3,31,22,1,0.0,8.6,0.0,5819.02
3 - 31,3,31,23,1,0.0,8.3,0.0,5819.02
4 - 1,4,1,0,2,0.0,8.3,0.0,4741.12
4 - 1,4,1,1,2,0.0,8.2,0.0,4741.12
4 - 1,4,1,2,2,0.0,8.0,0.0,4741.12
4 - 1,4,1,3,2,0.0,7.8,0.0,4741.12
4 - 1,4,1,4,2,0.0,7.8,0.0,4741.12
4 - 1,4,1,5,2,74.79959,7.8,0.0,4741.12
4 - 1,4,1,6,2,153.38629,7.7,0.0,4741.12
4 - 1,4,1,7,2,208.16292,7.8,0.0,4741.12
4 - 1,4,1,8,2,255.84758,7.9,20.0,4741.12
4 - 1,4,1,9,2,265.96158,8.3,70.0,4741.12
4 - 1,4,1,10,2,257.3332,8.9,78.0,4741.12
4 - 1,4,1,11,2,261.6214,9.6,122.0,4741.12
4 - 1,4,1,12,2,255.05405,9.5,148.0,4741.12
4 - 1,4,1,13,2,204.66646,10.5,207.0,4741.12
4 - 1,4,1,14,2,145.0153,10.9,279.0,4741.12
4 - 1,4,1,15,2,90.31263,11.0,258.0,4741.12
4 - 1,4,1,16,2,31.240633,11.3,171.0,4741.12
4 - 1,4,1,17,2,0.0,11.1,142.0,4741.12
4 - 1,4,1,18,2,0.0,10.6,71.0,4741.12
4 - 1,4,1,19,2,0.0,10.3,38.0,4741.12
4 - 1,4,1,20,2,0.0,9.6,9.0,4741.12
4 - 1,4,1,21,2,0.0,9.5,0.0,4741.12
4 - 1,4,1,22,2,0.0,9.1,0.0,4741.12
4 - 1,4,1,23,2,0.0,8.9,0.0,4741.12
4 - 2,4,2,0,3,0.0,8.5,0.0,4341.26
4 - 2,4,2,1,3,0.0,8.0,0.0,4341.26
4 - 2,4,2,2,3,0.0,7.7,0.0,4341.26
4 - 2,4,2,3,3,0.0,7.7,0.0,4341.26
4 - 2,4,2,4,3,0.0,7.7,0.0,4341.26
4 - 2,4,2,5,3,14.201547,7.4,0.0,4341.26
4 - 2,4,2,6,3,29.11033,7.0,0.0,4341.26
4 - 2,4,2,7,3,107.51807,6.5,0.0,4341.26
4 - 2,4,2,8,3,166.11844,6.3,10.0,4341.26
4 - 2,4,2,9,3,131.59082,6.7,39.0,4341.26
4 - 2,4,2,10,3,115.55477,7.3,87.0,4341.26
4 - 2,4,2,11,3,138.60739,7.5,112.0,4341.26
4 - 2,4,2,12,3,76.379326,7.8,135.0,4341.26
4 - 2,4,2,13,3,90.21826,8.2,146.0,4341.26
4 - 2,4,2,14,3,55.72649,8.2,106.0,4341.26
4 - 2,4,2,15,3,24.148888,8.2,98.0,4341.26
4 - 2,4,2,16,3,7.7086687,8.1,62.0,4341.26
4 - 2,4,2,17,3,0.0,8.0,48.0,4341.26
4 - 2,4,2,18,3,0.0,7.7,27.0,4341.26
4 - 2,4,2,19,3,0.0,7.6,16.0,4341.26
4 - 2,4,2,20,3,0.0,7.4,3.0,4341.26
4 - 2,4,2,21,3,0.0,7.3,0.0,4341.26
4 - 2,4,2,22,3,0.0,7.2,0.0,4341.26
4 - 2,4,2,23,3,0.0,7.2,0.0,4341.26
4 - 3,4,3,0,4,0.0,7.2,0.0,5395.35
4 - 3,4,3,1,4,0.0,7.2,0.0,5395.35
4 - 3,4,3,2,4,0.0,7.2,0.0,5395.35
4 - 3,4,3,3,4,0.0,7.3,0.0,5395.35
4 - 3,4,3,4,4,0.0,7.1,0.0,5395.35
4 - 3,4,3,5,4,12.076997,7.0,0.0,5395.35
4 - 3,4,3,6,4,27.752253,6.6,0.0,5395.35
4 - 3,4,3,7,4,33.529522,6.3,0.0,5395.35
4 - 3,4,3,8,4,93.172455,6.3,11.0,5395.35
4 - 3,4,3,9,4,151.1029,6.7,33.0,5395.35
4 - 3,4,3,10,4,190.80434,6.8,51.0,5395.35
4 - 3,4,3,11,4,69.756966,7.4,92.0,5395.35
4 - 3,4,3,12,4,82.89954,7.7,120.0,5395.35
4 - 3,4,3,13,4,130.56761,8.3,91.0,5395.35
4 - 3,4,3,14,4,100.87053,9.2,127.0,5395.35
4 - 3,4,3,15,4,54.308407,9.0,96.0,5395.35
4 - 3,4,3,16,4,25.04468,9.0,73.0,5395.35
4 - 3,4,3,17,4,0.0,9.1,63.0,5395.35
4 - 3,4,3,18,4,0.0,9.0,40.0,5395.35
4 - 3,4,3,19,4,0.0,8.9,22.0,5395.35
4 - 3,4,3,20,4,0.0,8.7,4.0,5395.35
4 - 3,4,3,21,4,0.0,8.2,0.0,5395.35
4 - 3,4,3,22,4,0.0,7.9,0.0,5395.35
4 - 3,4,3,23,4,0.0,7.6,0.0,5395.35
