Date,Month,Day,Hour,Day_of_week,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
8 - 1,8,1,15,5,258.29727,25.2,697.0,5459.85
8 - 1,8,1,16,5,152.05296,25.4,625.0,5459.85
8 - 1,8,1,17,5,94.44166,25.4,518.0,5459.85
8 - 1,8,1,18,5,0.0,25.7,415.0,5459.85
8 - 1,8,1,19,5,0.0,24.9,268.0,5459.85
8 - 1,8,1,20,5,0.0,23.3,134.0,5459.85
8 - 1,8,1,21,5,0.0,21.7,24.0,5459.85
8 - 1,8,1,22,5,0.0,20.6,0.0,5459.85
8 - 1,8,1,23,5,0.0,20.0,0.0,5459.85
8 - 2,8,2,0,6,0.0,18.6,0.0,5284.69
8 - 2,8,2,1,6,0.0,17.8,0.0,5284.69
8 - 2,8,2,2,6,0.0,17.2,0.0,5284.69
8 - 2,8,2,3,6,0.0,16.2,0.0,5284.69
8 - 2,8,2,4,6,155.80708,15.4,0.0,5284.69
8 - 2,8,2,5,6,267.98492,14.6,0.0,5284.69
8 - 2,8,2,6,6,345.10815,13.6,0.0,5284.69
8 - 2,8,2,7,6,400.2491,13.8,40.0,5284.69
8 - 2,8,2,8,6,438.15436,16.7,162.0,5284.69
8 - 2,8,2,9,6,461.51968,19.1,318.0,5284.69
8 - 2,8,2,10,6,467.76093,21.0,472.0,5284.69
8 - 2,8,2,11,6,447.76083,22.6,623.0,5284.69
8 - 2,8,2,12,6,421.0623,25.0,737.0,5284.69
8 - 2,8,2,13,6,381.2765,26.0,766.0,5284.69
8 - 2,8,2,14,6,306.28296,26.8,791.0,5284.69
8 - 2,8,2,15,6,253.40346,27.5,709.0,5284.69
8 - 2,8,2,16,6,188.21783,27.7,645.0,5284.69
8 - 2,8,2,17,6,94.08736,27.6,561.0,5284.69
8 - 2,8,2,18,6,0.0,27.6,407.0,5284.69
8 - 2,8,2,19,6,0.0,26.9,282.0,5284.69
8 - 2,8,2,20,6,0.0,24.8,133.0,5284.69
8 - 2,8,2,21,6,0.0,22.3,22.0,5284.69
8 - 2,8,2,22,6,0.0,20.7,0.0,5284.69
8 - 2,8,2,23,6,0.0,19.8,0.0,5284.69
8 - 3,8,3,0,7,0.0,18.7,0.0,4974.42
8 - 3,8,3,1,7,0.0,18.3,0.0,4974.42
8 - 3,8,3,2,7,0.0,17.9,0.0,4974.42
8 - 3,8,3,3,7,0.0,16.4,0.0,4974.42
8 - 3,8,3,4,7,153.29524,16.1,0.0,4974.42
8 - 3,8,3,5,7,259.73523,15.7,0.0,4974.42
8 - 3,8,3,6,7,338.26785,14.5,0.0,4974.42
8 - 3,8,3,7,7,393.88116,15.3,39.0,4974.42
8 - 3,8,3,8,7,433.09488,17.9,157.0,4974.42
8 - 3,8,3,9,7,463.34006,19.8,304.0,4974.42
8 - 3,8,3,10,7,476.9671,21.3,451.0,4974.42
8 - 3,8,3,11,7,458.62433,22.8,594.0,4974.42
8 - 3,8,3,12,7,430.63202,25.0,708.0,4974.42
8 - 3,8,3,13,7,369.19485,26.5,789.0,4974.42
8 - 3,8,3,14,7,319.37903,27.8,818.0,4974.42
8 - 3,8,3,15,7,227.00345,28.5,793.0,4974.42
8 - 3,8,3,16,7,142.09915,28.4,665.0,4974.42
8 - 3,8,3,17,7,87.0096,25.3,358.0,4974.42
8 - 3,8,3,18,7,0.0,26.1,230.0,4974.42
8 - 3,8,3,19,7,0.0,25.8,192.0,4974.42
8 - 3,8,3,20,7,0.0,24.7,95.0,4974.42
8 - 3,8,3,21,7,0.0,23.6,19.0,4974.42
8 - 3,8,3,22,7,0.0,21.6,0.0,4974.42
8 - 3,8,3,23,7,0.0,19.8,0.0,4974.42
8 - 4,8,4,0,1,0.0,18.9,0.0,5502.56
8 - 4,8,4,1,1,0.0,17.7,0.0,5502.56
8 - 4,8,4,2,1,0.0,16.7,0.0,5502.56
8 - 4,8,4,3,1,0.0,16.0,0.0,5502.56
8 - 4,8,4,4,1,136.99762,15.3,0.0,5502.56
8 - 4,8,4,5,1,237.58607,14.9,0.0,5502.56
8 - 4,8,4,6,1,327.77438,14.7,0.0,5502.56
8 - 4,8,4,7,1,384.72403,16.2,35.0,5502.56
8 - 4,8,4,8,1,424.18698,18.2,145.0,5502.56
8 - 4,8,4,9,1,447.49042,19.4,265.0,5502.56
8 - 4,8,4,10,1,456.08292,21.6,381.0,5502.56
8 - 4,8,4,11,1,451.0741,23.0,517.0,5502.56
8 - 4,8,4,12,1,411.32678,24.5,630.0,5502.56
8 - 4,8,4,13,1,284.35577,25.8,773.0,5502.56
8 - 4,8,4,14,1,256.10635,26.6,781.0,5502.56
8 - 4,8,4,15,1,215.14044,26.7,731.0,5502.56
8 - 4,8,4,16,1,157.6066,26.4,493.0,5502.56
8 - 4,8,4,17,1,70.564064,26.0,307.0,5502.56
8 - 4,8,4,18,1,0.0,24.7,152.0,5502.56
8 - 4,8,4,19,1,0.0,23.9,121.0,5502.56
8 - 4,8,4,20,1,0.0,23.0,69.0,5502.56
8 - 4,8,4,21,1,0.0,21.8,12.0,5502.56
8 - 4,8,4,22,1,0.0,20.8,0.0,5502.56
8 - 4,8,4,23,1,0.0,19.8,0.0,5502.56
8 - 5,8,5,0,2,0.0,19.2,0.0,5082.66
8 - 5,8,5,1,2,0.0,18.4,0.0,5082.66
8 - 5,8,5,2,2,0.0,17.8,0.0,5082.66
8 - 5,8,5,3,2,0.0,17.1,0.0,5082.66
8 - 5,8,5,4,2,117.78992,16.9,0.0,5082.66
8 - 5,8,5,5,2,214.97984,16.8,0.0,5082.66
8 - 5,8,5,6,2,321.09314,16.8,0.0,5082.66
8 - 5,8,5,7,2,374.42487,17.1,17.0,5082.66
8 - 5,8,5,8,2,378.4358,18.0,84.0,5082.66
8 - 5,8,5,9,2,376.64456,18.5,200.0,5082.66
8 - 5,8,5,10,2,418.70526,20.3,382.0,5082.66
8 - 5,8,5,11,2,440.44522,22.1,475.0,5082.66
8 - 5,8,5,12,2,415.6112,23.1,479.0,5082.66
8 - 5,8,5,13,2,373.1463,24.4,543.0,5082.66
8 - 5,8,5,14,2,326.0348,25.6,669.0,5082.66
8 - 5,8,5,15,2,245.69542,26.9,718.0,5082.66
8 - 5,8,5,16,2,176.48105,27.5,679.0,5082.66
8 - 5,8,5,17,2,82.5669,27.6,568.0,5082.66
8 - 5,8,5,18,2,0.0,27.6,410.0,5082.66
8 - 5,8,5,19,2,0.0,27.0,259.0,5082.66
8 - 5,8,5,20,2,0.0,25.6,118.0,5082.66
8 - 5,8,5,21,2,0.0,23.6,18.0,5082.66
8 - 5,8,5,22,2,0.0,22.2,0.0,5082.66
8 - 5,8,5,23,2,0.0,21.2,0.0,5082.66
8 - 6,8,6,0,3,0.0,20.4,0.0,5526.54
8 - 6,8,6,1,3,0.0,19.4,0.0,5526.54
8 - 6,8,6,2,3,0.0,18.6,0.0,5526.54
8 - 6,8,6,3,3,0.0,18.4,0.0,5526.54
8 - 6,8,6,4,3,38.393845,17.3,0.0,5526.54
8 - 6,8,6,5,3,103.88652,17.0,0.0,5526.54
8 - 6,8,6,6,3,200.21185,16.8,0.0,5526.54
8 - 6,8,6,7,3,272.5712,17.4,21.0,5526.54
8 - 6,8,6,8,3,325.6699,18.7,61.0,5526.54
8 - 6,8,6,9,3,417.04736,19.7,64.0,5526.54
8 - 6,8,6,10,3,315.49594,21.8,252.0,5526.54
8 - 6,8,6,11,3,292.31985,23.5,424.0,5526.54
8 - 6,8,6,12,3,344.62927,25.7,340.0,5526.54
8 - 6,8,6,13,3,258.1047,26.6,498.0,5526.54
8 - 6,8,6,14,3,252.10933,27.5,703.0,5526.54
8 - 6,8,6,15,3,182.74725,22.6,473.0,5526.54
8 - 6,8,6,16,3,126.31249,21.0,147.0,5526.54
8 - 6,8,6,17,3,43.539078,20.4,173.0,5526.54
8 - 6,8,6,18,3,0.0,19.9,93.0,5526.54
8 - 6,8,6,19,3,0.0,19.2,37.0,5526.54
8 - 6,8,6,20,3,0.0,18.6,25.0,5526.54
8 - 6,8,6,21,3,0.0,18.1,4.0,5526.54
8 - 6,8,6,22,3,0.0,16.8,0.0,5526.54
8 - 6,8,6,23,3,0.0,16.2,0.0,5526.54
8 - 7,8,7,0,4,0.0,15.8,0.0,4805.43
8 - 7,8,7,1,4,0.0,15.5,0.0,4805.43
8 - 7,8,7,2,4,0.0,15.2,0.0,4805.43
8 - 7,8,7,3,4,0.0,14.9,0.0,4805.43
8 - 7,8,7,4,4,130.10197,14.5,0.0,4805.43
8 - 7,8,7,5,4,230.75838,14.1,0.0,4805.43
8 - 7,8,7,6,4,307.76263,13.4,0.0,4805.43
8 - 7,8,7,7,4,374.2107,13.9,25.0,4805.43
8 - 7,8,7,8,4,424.4393,15.1,107.0,4805.43
8 - 7,8,7,9,4,449.4626,15.8,224.0,4805.43
8 - 7,8,7,10,4,458.43756,17.2,365.0,4805.43
8 - 7,8,7,11,4,451.13574,18.5,500.0,4805.43
8 - 7,8,7,12,4,401.9928,19.7,576.0,4805.43
8 - 7,8,7,13,4,357.5447,20.5,557.0,4805.43
8 - 7,8,7,14,4,312.48138,21.4,575.0,4805.43
8 - 7,8,7,15,4,256.83994,21.8,601.0,4805.43
8 - 7,8,7,16,4,192.81464,22.4,587.0,4805.43
8 - 7,8,7,17,4,84.90552,22.4,476.0,4805.43
8 - 7,8,7,18,4,0.0,22.5,394.0,4805.43
8 - 7,8,7,19,4,0.0,21.9,258.0,4805.43
8 - 7,8,7,20,4,0.0,20.4,120.0,4805.43
8 - 7,8,7,21,4,0.0,18.3,16.0,4805.43
8 - 7,8,7,22,4,0.0,16.7,0.0,4805.43
8 - 7,8,7,23,4,0.0,15.4,0.0,4805.43
8 - 8,8,8,0,5,0.0,13.6,0.0,5571.97
8 - 8,8,8,1,5,0.0,13.2,0.0,5571.97
8 - 8,8,8,2,5,0.0,13.0,0.0,5571.97
8 - 8,8,8,3,5,0.0,12.2,0.0,5571.97
8 - 8,8,8,4,5,131.24997,11.8,0.0,5571.97
8 - 8,8,8,5,5,246.41577,11.6,0.0,5571.97
8 - 8,8,8,6,5,324.43863,10.9,0.0,5571.97
8 - 8,8,8,7,5,380.49246,11.4,32.0,5571.97
8 - 8,8,8,8,5,419.29733,13.9,147.0,5571.97
8 - 8,8,8,9,5,442.8237,16.0,303.0,5571.97
8 - 8,8,8,10,5,450.26105,18.1,467.0,5571.97
8 - 8,8,8,11,5,443.94177,19.8,611.0,5571.97
8 - 8,8,8,12,5,424.1114,21.8,725.0,5571.97
8 - 8,8,8,13,5,387.99356,23.2,800.0,5571.97
8 - 8,8,8,14,5,333.05954,24.3,822.0,5571.97
8 - 8,8,8,15,5,267.27393,25.4,791.0,5571.97
8 - 8,8,8,16,5,185.29776,25.8,708.0,5571.97
8 - 8,8,8,17,5,78.15637,25.9,579.0,5571.97
8 - 8,8,8,18,5,0.0,26.1,429.0,5571.97
8 - 8,8,8,19,5,0.0,25.3,263.0,5571.97
8 - 8,8,8,20,5,0.0,23.2,111.0,5571.97
8 - 8,8,8,21,5,0.0,20.8,13.0,5571.97
8 - 8,8,8,22,5,0.0,19.3,0.0,5571.97
8 - 8,8,8,23,5,0.0,19.1,0.0,5571.97
8 - 9,8,9,0,6,0.0,18.9,0.0,6364.61
8 - 9,8,9,1,6,0.0,17.4,0.0,6364.61
8 - 9,8,9,2,6,0.0,16.2,0.0,6364.61
8 - 9,8,9,3,6,0.0,15.0,0.0,6364.61
8 - 9,8,9,4,6,119.0586,14.4,0.0,6364.61
8 - 9,8,9,5,6,232.16296,14.1,0.0,6364.61
8 - 9,8,9,6,6,309.9543,13.6,0.0,6364.61
8 - 9,8,9,7,6,366.0159,14.2,29.0,6364.61
8 - 9,8,9,8,6,404.08868,17.3,137.0,6364.61
8 - 9,8,9,9,6,427.85587,20.3,286.0,6364.61
8 - 9,8,9,10,6,435.61502,21.2,358.0,6364.61
8 - 9,8,9,11,6,429.3377,22.3,401.0,6364.61
8 - 9,8,9,12,6,408.77618,24.9,628.0,6364.61
8 - 9,8,9,13,6,374.30194,26.4,754.0,6364.61
8 - 9,8,9,14,6,271.60287,27.4,764.0,6364.61
8 - 9,8,9,15,6,258.71887,27.5,667.0,6364.61
8 - 9,8,9,16,6,172.775,27.5,522.0,6364.61
8 - 9,8,9,17,6,71.49563,27.2,363.0,6364.61
8 - 9,8,9,18,6,0.0,27.5,349.0,6364.61
8 - 9,8,9,19,6,0.0,26.7,249.0,6364.61
8 - 9,8,9,20,6,0.0,24.5,107.0,6364.61
8 - 9,8,9,21,6,0.0,22.0,12.0,6364.61
8 - 9,8,9,22,6,0.0,20.2,0.0,6364.61
8 - 9,8,9,23,6,0.0,18.7,0.0,6364.61
8 - 10,8,10,0,7,0.0,17.9,0.0,5523.5
8 - 10,8,10,1,7,0.0,17.3,0.0,5523.5
8 - 10,8,10,2,7,0.0,17.2,0.0,5523.5
8 - 10,8,10,3,7,0.0,16.9,0.0,5523.5
8 - 10,8,10,4,7,113.105,16.4,0.0,5523.5
8 - 10,8,10,5,7,226.3062,16.2,0.0,5523.5
8 - 10,8,10,6,7,304.73926,15.4,0.0,5523.5
8 - 10,8,10,7,7,360.77625,15.7,27.0,5523.5
8 - 10,8,10,8,7,399.54654,17.9,133.0,5523.5
8 - 10,8,10,9,7,422.29794,19.9,275.0,5523.5
8 - 10,8,10,10,7,429.96777,21.8,430.0,5523.5
8 - 10,8,10,11,7,422.3773,23.6,570.0,5523.5
8 - 10,8,10,12,7,397.44067,25.9,672.0,5523.5
8 - 10,8,10,13,7,348.8828,27.5,744.0,5523.5
8 - 10,8,10,14,7,305.53967,28.9,764.0,5523.5
8 - 10,8,10,15,7,242.89308,30.0,750.0,5523.5
8 - 10,8,10,16,7,148.83603,30.4,661.0,5523.5
8 - 10,8,10,17,7,56.323456,30.7,549.0,5523.5
8 - 10,8,10,18,7,0.0,31.1,401.0,5523.5
8 - 10,8,10,19,7,0.0,29.7,193.0,5523.5
8 - 10,8,10,20,7,0.0,27.4,57.0,5523.5
8 - 10,8,10,21,7,0.0,25.8,5.0,5523.5
8 - 10,8,10,22,7,0.0,25.0,0.0,5523.5
8 - 10,8,10,23,7,0.0,23.4,0.0,5523.5
8 - 11,8,11,0,1,0.0,21.8,0.0,5361.08
8 - 11,8,11,1,1,0.0,20.4,0.0,5361.08
8 - 11,8,11,2,1,0.0,20.4,0.0,5361.08
8 - 11,8,11,3,1,0.0,20.1,0.0,5361.08
8 - 11,8,11,4,1,106.82968,20.0,0.0,5361.08
8 - 11,8,11,5,1,218.38377,19.7,0.0,5361.08
8 - 11,8,11,6,1,297.10907,18.6,0.0,5361.08
8 - 11,8,11,7,1,357.17426,17.2,24.0,5361.08
8 - 11,8,11,8,1,399.80353,17.0,99.0,5361.08
8 - 11,8,11,9,1,402.8126,17.4,190.0,5361.08
8 - 11,8,11,10,1,408.8589,18.0,297.0,5361.08
8 - 11,8,11,11,1,402.4707,19.0,479.0,5361.08
8 - 11,8,11,12,1,379.49924,20.2,548.0,5361.08
8 - 11,8,11,13,1,371.78256,21.5,602.0,5361.08
8 - 11,8,11,14,1,324.19656,22.6,590.0,5361.08
8 - 11,8,11,15,1,261.70224,22.7,611.0,5361.08
8 - 11,8,11,16,1,175.76976,22.8,532.0,5361.08
8 - 11,8,11,17,1,69.402145,22.6,421.0,5361.08
8 - 11,8,11,18,1,0.0,22.8,362.0,5361.08
8 - 11,8,11,19,1,0.0,21.9,239.0,5361.08
8 - 11,8,11,20,1,0.0,20.1,96.0,5361.08
8 - 11,8,11,21,1,0.0,18.5,11.0,5361.08
8 - 11,8,11,22,1,0.0,17.5,0.0,5361.08
8 - 11,8,11,23,1,0.0,16.3,0.0,5361.08
8 - 12,8,12,0,2,0.0,15.1,0.0,5642.83
8 - 12,8,12,1,2,0.0,14.5,0.0,5642.83
8 - 12,8,12,2,2,0.0,13.9,0.0,5642.83
8 - 12,8,12,3,2,0.0,13.2,0.0,5642.83
8 - 12,8,12,4,2,114.71775,12.9,0.0,5642.83
8 - 12,8,12,5,2,230.62679,12.3,0.0,5642.83
8 - 12,8,12,6,2,308.65076,12.2,0.0,5642.83
8 - 12,8,12,7,2,363.66055,12.1,28.0,5642.83
8 - 12,8,12,8,2,402.39902,14.1,143.0,5642.83
8 - 12,8,12,9,2,425.12115,17.0,301.0,5642.83
8 - 12,8,12,10,2,433.45053,19.0,463.0,5642.83
8 - 12,8,12,11,2,426.49527,20.3,608.0,5642.83
8 - 12,8,12,12,2,404.8032,21.8,722.0,5642.83
8 - 12,8,12,13,2,369.15527,22.6,788.0,5642.83
8 - 12,8,12,14,2,319.00748,23.3,811.0,5642.83
8 - 12,8,12,15,2,253.3005,23.7,779.0,5642.83
8 - 12,8,12,16,2,170.84802,24.0,696.0,5642.83
8 - 12,8,12,17,2,64.17388,23.9,570.0,5642.83
8 - 12,8,12,18,2,0.0,24.2,418.0,5642.83
8 - 12,8,12,19,2,0.0,23.4,253.0,5642.83
8 - 12,8,12,20,2,0.0,21.4,99.0,5642.83
8 - 12,8,12,21,2,0.0,19.7,9.0,5642.83
8 - 12,8,12,22,2,0.0,18.6,0.0,5642.83
8 - 12,8,12,23,2,0.0,18.1,0.0,5642.83
8 - 13,8,13,0,3,0.0,16.6,0.0,6293.96
8 - 13,8,13,1,3,0.0,16.1,0.0,6293.96
8 - 13,8,13,2,3,0.0,15.6,0.0,6293.96
8 - 13,8,13,3,3,0.0,15.0,0.0,6293.96
8 - 13,8,13,4,3,108.11989,14.7,0.0,6293.96
8 - 13,8,13,5,3,219.64445,14.4,0.0,6293.96
8 - 13,8,13,6,3,297.54688,13.7,0.0,6293.96
8 - 13,8,13,7,3,353.82013,13.9,23.0,6293.96
8 - 13,8,13,8,3,391.28296,15.9,126.0,6293.96
8 - 13,8,13,9,3,414.16815,18.0,272.0,6293.96
8 - 13,8,13,10,3,422.43738,19.7,429.0,6293.96
8 - 13,8,13,11,3,415.77972,20.9,576.0,6293.96
8 - 13,8,13,12,3,395.17923,23.0,687.0,6293.96
8 - 13,8,13,13,3,359.35046,24.2,768.0,6293.96
8 - 13,8,13,14,3,311.03287,25.1,794.0,6293.96
8 - 13,8,13,15,3,247.2829,26.1,763.0,6293.96
8 - 13,8,13,16,3,165.4079,26.3,682.0,6293.96
8 - 13,8,13,17,3,60.637146,26.3,561.0,6293.96
8 - 13,8,13,18,3,0.0,26.5,411.0,6293.96
8 - 13,8,13,19,3,0.0,25.6,249.0,6293.96
8 - 13,8,13,20,3,0.0,23.4,98.0,6293.96
8 - 13,8,13,21,3,0.0,21.5,8.0,6293.96
8 - 13,8,13,22,3,0.0,20.0,0.0,6293.96
8 - 13,8,13,23,3,0.0,18.6,0.0,6293.96
8 - 14,8,14,0,4,0.0,17.8,0.0,6508.94
8 - 14,8,14,1,4,0.0,17.3,0.0,6508.94
8 - 14,8,14,2,4,0.0,17.0,0.0,6508.94
8 - 14,8,14,3,4,0.0,16.8,0.0,6508.94
8 - 14,8,14,4,4,103.59127,16.5,0.0,6508.94
8 - 14,8,14,5,4,215.40521,16.2,0.0,6508.94
8 - 14,8,14,6,4,292.42563,15.3,0.0,6508.94
8 - 14,8,14,7,4,346.71487,15.5,22.0,6508.94
8 - 14,8,14,8,4,385.2745,17.5,128.0,6508.94
8 - 14,8,14,9,4,407.73538,19.7,279.0,6508.94
8 - 14,8,14,10,4,416.56717,21.5,439.0,6508.94
8 - 14,8,14,11,4,409.55316,22.8,581.0,6508.94
8 - 14,8,14,12,4,389.65775,24.9,694.0,6508.94
8 - 14,8,14,13,4,356.61108,26.4,766.0,6508.94
8 - 14,8,14,14,4,305.34692,27.5,787.0,6508.94
8 - 14,8,14,15,4,241.18054,28.2,756.0,6508.94
8 - 14,8,14,16,4,158.4905,28.4,675.0,6508.94
8 - 14,8,14,17,4,55.654095,28.4,554.0,6508.94
8 - 14,8,14,18,4,0.0,28.5,404.0,6508.94
8 - 14,8,14,19,4,0.0,27.3,243.0,6508.94
8 - 14,8,14,20,4,0.0,24.9,94.0,6508.94
8 - 14,8,14,21,4,0.0,23.2,7.0,6508.94
8 - 14,8,14,22,4,0.0,21.9,0.0,6508.94
8 - 14,8,14,23,4,0.0,20.8,0.0,6508.94
8 - 15,8,15,0,5,0.0,19.7,0.0,4766.7
8 - 15,8,15,1,5,0.0,19.1,0.0,4766.7
8 - 15,8,15,2,5,0.0,18.6,0.0,4766.7
8 - 15,8,15,3,5,0.0,18.1,0.0,4766.7
8 - 15,8,15,4,5,96.24471,18.0,0.0,4766.7
8 - 15,8,15,5,5,207.75441,17.6,0.0,4766.7
8 - 15,8,15,6,5,286.609,16.7,0.0,4766.7
8 - 15,8,15,7,5,342.08768,16.7,21.0,4766.7
8 - 15,8,15,8,5,380.71457,18.4,125.0,4766.7
8 - 15,8,15,9,5,403.69928,20.6,275.0,4766.7
8 - 15,8,15,10,5,412.1187,22.1,441.0,4766.7
8 - 15,8,15,11,5,405.18878,23.2,586.0,4766.7
8 - 15,8,15,12,5,385.31473,25.3,698.0,4766.7
8 - 15,8,15,13,5,349.31287,26.6,769.0,4766.7
8 - 15,8,15,14,5,299.48975,27.5,790.0,4766.7
8 - 15,8,15,15,5,228.1385,28.0,759.0,4766.7
8 - 15,8,15,16,5,147.54706,28.0,678.0,4766.7
8 - 15,8,15,17,5,52.532066,27.8,556.0,4766.7
8 - 15,8,15,18,5,0.0,27.7,406.0,4766.7
8 - 15,8,15,19,5,0.0,26.9,242.0,4766.7
8 - 15,8,15,20,5,0.0,24.6,92.0,4766.7
8 - 15,8,15,21,5,0.0,22.8,7.0,4766.7
8 - 15,8,15,22,5,0.0,21.3,0.0,4766.7
8 - 15,8,15,23,5,0.0,19.6,0.0,4766.7
8 - 16,8,16,0,6,0.0,18.1,0.0,4967.63
8 - 16,8,16,1,6,0.0,17.5,0.0,4967.63
8 - 16,8,16,2,6,0.0,17.0,0.0,4967.63
8 - 16,8,16,3,6,0.0,15.5,0.0,4967.63
8 - 16,8,16,4,6,96.602516,14.9,0.0,4967.63
8 - 16,8,16,5,6,210.24684,14.3,0.0,4967.63
8 - 16,8,16,6,6,286.95532,13.1,0.0,4967.63
8 - 16,8,16,7,6,341.82584,13.3,21.0,4967.63
8 - 16,8,16,8,6,379.76,15.7,126.0,4967.63
8 - 16,8,16,9,6,402.54166,17.7,278.0,4967.63
8 - 16,8,16,10,6,410.1641,19.6,438.0,4967.63
8 - 16,8,16,11,6,403.18,21.4,584.0,4967.63
8 - 16,8,16,12,6,383.00662,24.4,696.0,4967.63
8 - 16,8,16,13,6,349.19653,26.1,771.0,4967.63
8 - 16,8,16,14,6,300.09256,27.5,792.0,4967.63
8 - 16,8,16,15,6,236.65372,28.5,760.0,4967.63
8 - 16,8,16,16,6,154.96405,28.8,679.0,4967.63
8 - 16,8,16,17,6,49.882427,28.8,556.0,4967.63
8 - 16,8,16,18,6,0.0,28.7,402.0,4967.63
8 - 16,8,16,19,6,0.0,27.7,239.0,4967.63
8 - 16,8,16,20,6,0.0,25.0,88.0,4967.63
8 - 16,8,16,21,6,0.0,22.5,6.0,4967.63
8 - 16,8,16,22,6,0.0,21.2,0.0,4967.63
8 - 16,8,16,23,6,0.0,20.4,0.0,4967.63
8 - 17,8,17,0,7,0.0,19.5,0.0,6044.66
8 - 17,8,17,1,7,0.0,18.7,0.0,6044.66
8 - 17,8,17,2,7,0.0,18.0,0.0,6044.66
8 - 17,8,17,3,7,0.0,16.4,0.0,6044.66
8 - 17,8,17,4,7,91.27198,15.6,0.0,6044.66
8 - 17,8,17,5,7,204.2387,15.4,0.0,6044.66
8 - 17,8,17,6,7,278.3884,15.3,0.0,6044.66
8 - 17,8,17,7,7,332.26587,16.1,19.0,6044.66
8 - 17,8,17,8,7,369.52594,19.2,124.0,6044.66
8 - 17,8,17,9,7,392.67978,19.6,279.0,6044.66
8 - 17,8,17,10,7,399.96716,20.9,436.0,6044.66
8 - 17,8,17,11,7,386.7154,22.4,574.0,6044.66
8 - 17,8,17,12,7,360.26312,24.5,651.0,6044.66
8 - 17,8,17,13,7,337.70514,25.8,677.0,6044.66
8 - 17,8,17,14,7,248.97469,26.9,683.0,6044.66
8 - 17,8,17,15,7,115.29232,27.4,613.0,6044.66
8 - 17,8,17,16,7,99.44169,27.5,552.0,6044.66
8 - 17,8,17,17,7,27.441803,27.2,432.0,6044.66
8 - 17,8,17,18,7,0.0,26.3,280.0,6044.66
8 - 17,8,17,19,7,0.0,23.9,84.0,6044.66
8 - 17,8,17,20,7,0.0,22.0,37.0,6044.66
8 - 17,8,17,21,7,0.0,21.7,3.0,6044.66
8 - 17,8,17,22,7,0.0,19.9,0.0,6044.66
8 - 17,8,17,23,7,0.0,18.6,0.0,6044.66
8 - 18,8,18,0,1,0.0,18.2,0.0,6798.33
8 - 18,8,18,1,1,0.0,18.0,0.0,6798.33
8 - 18,8,18,2,1,0.0,17.8,0.0,6798.33
8 - 18,8,18,3,1,0.0,17.0,0.0,6798.33
8 - 18,8,18,4,1,39.3575,16.1,0.0,6798.33
8 - 18,8,18,5,1,115.42258,15.9,0.0,6798.33
8 - 18,8,18,6,1,199.0755,15.8,0.0,6798.33
8 - 18,8,18,7,1,294.84692,15.8,2.0,6798.33
8 - 18,8,18,8,1,373.44943,16.2,32.0,6798.33
8 - 18,8,18,9,1,395.2191,17.1,144.0,6798.33
8 - 18,8,18,10,1,402.95325,18.3,301.0,6798.33
8 - 18,8,18,11,1,380.96365,19.8,555.0,6798.33
8 - 18,8,18,12,1,297.11688,20.8,625.0,6798.33
8 - 18,8,18,13,1,244.84814,21.4,643.0,6798.33
8 - 18,8,18,14,1,193.94269,21.8,545.0,6798.33
8 - 18,8,18,15,1,136.22314,22.5,424.0,6798.33
8 - 18,8,18,16,1,82.056984,21.6,274.0,6798.33
8 - 18,8,18,17,1,20.890455,21.8,295.0,6798.33
8 - 18,8,18,18,1,0.0,21.8,232.0,6798.33
8 - 18,8,18,19,1,0.0,20.8,155.0,6798.33
8 - 18,8,18,20,1,0.0,19.4,60.0,6798.33
8 - 18,8,18,21,1,0.0,18.5,3.0,6798.33
8 - 18,8,18,22,1,0.0,17.7,0.0,6798.33
8 - 18,8,18,23,1,0.0,16.7,0.0,6798.33
8 - 19,8,19,0,2,0.0,15.7,0.0,5640.62
8 - 19,8,19,1,2,0.0,15.0,0.0,5640.62
8 - 19,8,19,2,2,0.0,14.5,0.0,5640.62
8 - 19,8,19,3,2,0.0,14.3,0.0,5640.62
8 - 19,8,19,4,2,20.193684,13.9,0.0,5640.62
8 - 19,8,19,5,2,78.83116,13.6,0.0,5640.62
8 - 19,8,19,6,2,170.75314,13.1,0.0,5640.62
8 - 19,8,19,7,2,296.90454,13.0,13.0,5640.62
8 - 19,8,19,8,2,366.71222,14.5,90.0,5640.62
8 - 19,8,19,9,2,404.1085,15.8,187.0,5640.62
8 - 19,8,19,10,2,416.56842,17.2,306.0,5640.62
8 - 19,8,19,11,2,403.13367,18.3,415.0,5640.62
8 - 19,8,19,12,2,381.03012,19.9,538.0,5640.62
8 - 19,8,19,13,2,340.0791,20.8,510.0,5640.62
8 - 19,8,19,14,2,267.70068,21.8,569.0,5640.62
8 - 19,8,19,15,2,182.83061,22.3,612.0,5640.62
8 - 19,8,19,16,2,116.22065,22.7,595.0,5640.62
8 - 19,8,19,17,2,28.757103,22.7,508.0,5640.62
8 - 19,8,19,18,2,0.0,22.6,346.0,5640.62
8 - 19,8,19,19,2,0.0,21.8,204.0,5640.62
8 - 19,8,19,20,2,0.0,20.0,70.0,5640.62
8 - 19,8,19,21,2,0.0,18.4,3.0,5640.62
8 - 19,8,19,22,2,0.0,17.7,0.0,5640.62
8 - 19,8,19,23,2,0.0,17.1,0.0,5640.62
