Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy
4 - 11,4,11,5,15,1794.0,3726.7,3726.7
4 - 11,4,11,5,16,2700.0,3685.2,3685.2
4 - 11,4,11,5,17,2950.0,3681.4,3681.4
4 - 11,4,11,5,18,4197.0,3642.5,3642.5
4 - 11,4,11,5,19,5500.0,3904.4,3904.4
4 - 11,4,11,5,20,8000.0,4304.1,4304.1
4 - 11,4,11,5,21,8870.0,4979.2,4979.2
4 - 11,4,11,5,22,8870.0,4790.7,4790.7
4 - 11,4,11,5,23,7400.0,4191.4,4191.4
4 - 11,4,11,5,24,5860.0,3665.0,3665.0
4 - 12,4,12,6,1,4597.0,3321.3,3321.3
4 - 12,4,12,6,2,4000.0,2790.9,2790.9
4 - 12,4,12,6,3,3680.0,2593.6,2593.6
4 - 12,4,12,6,4,3400.0,2451.4,2451.4
4 - 12,4,12,6,5,3400.0,2430.2,2430.2
4 - 12,4,12,6,6,3494.0,2601.1,2601.1
4 - 12,4,12,6,7,3494.0,2784.8,2784.8
4 - 12,4,12,6,8,3400.0,3078.0,3078.0
4 - 12,4,12,6,9,3400.0,3573.0,3573.0
4 - 12,4,12,6,10,3290.0,4131.6,4131.6
4 - 12,4,12,6,11,2690.0,3627.2,3627.2
4 - 12,4,12,6,12,430.0,3380.9,3380.9
4 - 12,4,12,6,13,468.0,3213.7,3213.7
4 - 12,4,12,6,14,450.0,3191.7,3191.7
4 - 12,4,12,6,15,430.0,3148.8,3148.8
4 - 12,4,12,6,16,430.0,3210.8,3210.8
4 - 12,4,12,6,17,999.0,3442.7,3442.7
4 - 12,4,12,6,18,3444.0,3620.1,3620.1
4 - 12,4,12,6,19,4500.0,3832.5,3832.5
4 - 12,4,12,6,20,8000.0,4190.6,4190.6
4 - 12,4,12,6,21,8677.0,4588.0,4588.0
4 - 12,4,12,6,22,8200.0,4427.0,4427.0
4 - 12,4,12,6,23,6800.0,4214.6,4214.6
4 - 12,4,12,6,24,5860.0,3804.4,3804.4
4 - 13,4,13,7,1,4945.44,2989.2,2989.2
4 - 13,4,13,7,2,4197.0,2490.3,2490.3
4 - 13,4,13,7,3,3665.0,2249.0,2249.0
4 - 13,4,13,7,4,3494.0,2147.9,2147.9
4 - 13,4,13,7,5,3494.0,2119.2,2119.2
4 - 13,4,13,7,6,3400.0,2098.0,2098.0
4 - 13,4,13,7,7,3400.0,2317.8,2317.8
4 - 13,4,13,7,8,3325.0,2666.9,2666.9
4 - 13,4,13,7,9,3000.0,3086.0,3086.0
4 - 13,4,13,7,10,2692.0,3398.6,3398.6
4 - 13,4,13,7,11,1989.0,3122.6,3122.6
4 - 13,4,13,7,12,100.0,2858.1,2858.1
4 - 13,4,13,7,13,100.0,2741.0,2741.0
4 - 13,4,13,7,14,100.0,2748.1,2748.1
4 - 13,4,13,7,15,100.0,2765.2,2765.2
4 - 13,4,13,7,16,100.0,2774.9,2774.9
4 - 13,4,13,7,17,2050.0,3060.5,3060.5
4 - 13,4,13,7,18,4115.0,3348.3,3348.3
4 - 13,4,13,7,19,4980.0,3505.8,3505.8
4 - 13,4,13,7,20,8300.0,3921.6,3921.6
4 - 13,4,13,7,21,8300.0,4198.5,4198.5
4 - 13,4,13,7,22,8300.0,4136.7,4136.7
4 - 13,4,13,7,23,6751.0,3774.8,3774.8
4 - 13,4,13,7,24,6400.0,3376.4,3376.4
4 - 14,4,14,1,1,4100.0,2703.4,2703.4
4 - 14,4,14,1,2,3494.0,2329.9,2329.9
4 - 14,4,14,1,3,2965.0,2093.9,2093.9
4 - 14,4,14,1,4,2189.0,2027.5,2027.5
4 - 14,4,14,1,5,2965.0,2061.7,2061.7
4 - 14,4,14,1,6,3494.0,2286.8,2286.8
4 - 14,4,14,1,7,4642.0,2955.7,2955.7
4 - 14,4,14,1,8,6400.0,3675.5,3675.5
4 - 14,4,14,1,9,6276.04,4189.6,4189.6
4 - 14,4,14,1,10,4100.0,4185.0,4185.0
4 - 14,4,14,1,11,3440.0,3459.8,3459.8
4 - 14,4,14,1,12,555.0,3072.8,3072.8
4 - 14,4,14,1,13,450.0,2866.2,2866.2
4 - 14,4,14,1,14,450.0,2851.8,2851.8
4 - 14,4,14,1,15,989.0,2920.3,2920.3
4 - 14,4,14,1,16,989.0,2890.6,2890.6
4 - 14,4,14,1,17,2650.0,3016.1,3016.1
4 - 14,4,14,1,18,4597.0,3369.6,3369.6
4 - 14,4,14,1,19,6269.0,3599.6,3599.6
4 - 14,4,14,1,20,8700.0,3775.8,3775.8
4 - 14,4,14,1,21,8892.02,4510.2,4510.2
4 - 14,4,14,1,22,8889.88,4356.6,4356.6
4 - 14,4,14,1,23,7950.0,3808.4,3808.4
4 - 14,4,14,1,24,5683.0,3265.8,3265.8
4 - 15,4,15,2,1,4890.0,2879.1,2879.1
4 - 15,4,15,2,2,4550.0,2405.3,2405.3
4 - 15,4,15,2,3,4000.0,2166.8,2166.8
4 - 15,4,15,2,4,4000.0,2164.6,2164.6
4 - 15,4,15,2,5,4144.0,2197.1,2197.1
4 - 15,4,15,2,6,4144.0,2271.4,2271.4
4 - 15,4,15,2,7,5128.33,2950.1,2950.1
4 - 15,4,15,2,8,6120.0,3535.7,3535.7
4 - 15,4,15,2,9,5900.0,3940.4,3940.4
4 - 15,4,15,2,10,4200.0,4023.6,4023.6
4 - 15,4,15,2,11,3899.0,3661.8,3661.8
4 - 15,4,15,2,12,999.0,3349.4,3349.4
4 - 15,4,15,2,13,450.0,3147.4,3147.4
4 - 15,4,15,2,14,555.0,3121.4,3121.4
4 - 15,4,15,2,15,2000.0,3128.7,3128.7
4 - 15,4,15,2,16,2094.0,3040.0,3040.0
4 - 15,4,15,2,17,3500.0,3056.7,3056.7
4 - 15,4,15,2,18,5270.0,3302.9,3302.9
4 - 15,4,15,2,19,8889.47,3505.8,3505.8
4 - 15,4,15,2,20,8893.14,3909.0,3909.0
4 - 15,4,15,2,21,8889.6,4348.0,4348.0
4 - 15,4,15,2,22,8870.0,4225.0,4225.0
4 - 15,4,15,2,23,8870.0,3595.1,3595.1
4 - 15,4,15,2,24,6400.0,3025.7,3025.7
4 - 16,4,16,3,1,4890.0,2893.0,2893.0
4 - 16,4,16,3,2,4545.0,2305.6,2305.6
4 - 16,4,16,3,3,4000.0,2229.4,2229.4
4 - 16,4,16,3,4,3796.0,2096.8,2096.8
4 - 16,4,16,3,5,3942.0,2158.2,2158.2
4 - 16,4,16,3,6,4400.0,2348.5,2348.5
4 - 16,4,16,3,7,4890.0,2916.8,2916.8
4 - 16,4,16,3,8,6900.0,3467.9,3467.9
4 - 16,4,16,3,9,6900.0,3804.6,3804.6
4 - 16,4,16,3,10,6900.0,4034.7,4034.7
4 - 16,4,16,3,11,4597.0,4046.8,4046.8
4 - 16,4,16,3,12,3250.0,3637.7,3637.7
4 - 16,4,16,3,13,1740.0,3395.9,3395.9
4 - 16,4,16,3,14,1740.0,3344.8,3344.8
4 - 16,4,16,3,15,2500.0,3373.7,3373.7
4 - 16,4,16,3,16,2500.0,3308.0,3308.0
4 - 16,4,16,3,17,3500.0,3241.0,3241.0
4 - 16,4,16,3,18,4750.0,3475.0,3475.0
4 - 16,4,16,3,19,8600.0,3725.8,3725.8
4 - 16,4,16,3,20,8893.58,4110.9,4110.9
4 - 16,4,16,3,21,8900.0,4297.1,4297.1
4 - 16,4,16,3,22,8892.04,4174.9,4174.9
4 - 16,4,16,3,23,8892.0,3808.1,3808.1
4 - 16,4,16,3,24,6472.04,3196.4,3196.4
4 - 17,4,17,4,1,4446.33,2827.9,2827.9
4 - 17,4,17,4,2,4330.1,2376.7,2376.7
4 - 17,4,17,4,3,3942.0,2263.8,2263.8
4 - 17,4,17,4,4,3300.0,2120.5,2120.5
4 - 17,4,17,4,5,3389.0,2161.7,2161.7
4 - 17,4,17,4,6,4329.57,2383.9,2383.9
4 - 17,4,17,4,7,4800.0,3032.7,3032.7
4 - 17,4,17,4,8,6900.0,3849.4,3849.4
4 - 17,4,17,4,9,6800.0,4188.0,4188.0
4 - 17,4,17,4,10,4597.0,4187.1,4187.1
4 - 17,4,17,4,11,3250.0,4051.6,4051.6
4 - 17,4,17,4,12,3288.0,3645.3,3645.3
4 - 17,4,17,4,13,2487.0,3254.5,3254.5
4 - 17,4,17,4,14,2487.0,3188.4,3188.4
4 - 17,4,17,4,15,2487.0,3241.9,3241.9
4 - 17,4,17,4,16,2700.0,3215.5,3215.5
4 - 17,4,17,4,17,2940.0,3246.7,3246.7
4 - 17,4,17,4,18,3920.0,3338.0,3338.0
4 - 17,4,17,4,19,8200.0,3791.6,3791.6
4 - 17,4,17,4,20,8870.0,4175.5,4175.5
4 - 17,4,17,4,21,8870.0,4339.3,4339.3
4 - 17,4,17,4,22,8870.0,4253.2,4253.2
4 - 17,4,17,4,23,8870.0,3792.3,3792.3
4 - 17,4,17,4,24,6377.96,3191.9,3191.9
4 - 18,4,18,5,1,4100.0,2790.5,2790.5
4 - 18,4,18,5,2,3950.0,2415.4,2415.4
4 - 18,4,18,5,3,3933.0,2260.2,2260.2
4 - 18,4,18,5,4,3300.0,2145.1,2145.1
4 - 18,4,18,5,5,3595.0,2197.3,2197.3
4 - 18,4,18,5,6,3933.0,2299.9,2299.9
4 - 18,4,18,5,7,4535.0,2844.8,2844.8
4 - 18,4,18,5,8,6750.0,3599.7,3599.7
4 - 18,4,18,5,9,4749.0,3894.6,3894.6
4 - 18,4,18,5,10,3250.0,3800.9,3800.9
4 - 18,4,18,5,11,3250.0,3609.6,3609.6
4 - 18,4,18,5,12,1055.0,3193.5,3193.5
4 - 18,4,18,5,13,450.0,2952.3,2952.3
4 - 18,4,18,5,14,450.0,2850.5,2850.5
4 - 18,4,18,5,15,950.0,2747.4,2747.4
4 - 18,4,18,5,16,450.0,2715.1,2715.1
4 - 18,4,18,5,17,2040.0,2733.6,2733.6
4 - 18,4,18,5,18,3000.0,2834.2,2834.2
4 - 18,4,18,5,19,4900.0,3161.9,3161.9
4 - 18,4,18,5,20,8200.0,3592.8,3592.8
4 - 18,4,18,5,21,8600.0,3854.3,3854.3
4 - 18,4,18,5,22,8400.0,3794.0,3794.0
4 - 18,4,18,5,23,7800.0,3351.5,3351.5
4 - 18,4,18,5,24,4597.0,2750.5,2750.5
4 - 19,4,19,6,1,3800.0,2668.9,2668.9
4 - 19,4,19,6,2,3389.0,2250.9,2250.9
4 - 19,4,19,6,3,2965.0,2133.7,2133.7
4 - 19,4,19,6,4,2297.0,2018.0,2018.0
4 - 19,4,19,6,5,2297.0,2023.3,2023.3
4 - 19,4,19,6,6,3200.0,2170.1,2170.1
4 - 19,4,19,6,7,3400.0,2453.3,2453.3
4 - 19,4,19,6,8,3389.0,2816.8,2816.8
4 - 19,4,19,6,9,2700.0,3318.1,3318.1
4 - 19,4,19,6,10,3400.0,3569.1,3569.1
4 - 19,4,19,6,11,3850.0,3400.5,3400.5
4 - 19,4,19,6,12,2940.0,3251.2,3251.2
4 - 19,4,19,6,13,2650.0,3153.0,3153.0
4 - 19,4,19,6,14,1994.0,2998.9,2998.9
4 - 19,4,19,6,15,2400.0,2957.7,2957.7
4 - 19,4,19,6,16,2650.0,2957.7,2957.7
4 - 19,4,19,6,17,1880.0,2995.2,2995.2
4 - 19,4,19,6,18,3500.0,3104.3,3104.3
4 - 19,4,19,6,19,7000.0,3436.7,3436.7
4 - 19,4,19,6,20,8400.0,3607.6,3607.6
4 - 19,4,19,6,21,8769.25,3773.1,3773.1
4 - 19,4,19,6,22,8750.0,3704.0,3704.0
4 - 19,4,19,6,23,8750.0,3448.5,3448.5
4 - 19,4,19,6,24,6257.46,2878.6,2878.6
4 - 20,4,20,7,1,3949.65,2459.6,2459.6
4 - 20,4,20,7,2,3800.0,1987.5,1987.5
4 - 20,4,20,7,3,2700.0,1791.6,1791.6
4 - 20,4,20,7,4,2700.0,1720.4,1720.4
4 - 20,4,20,7,5,2300.0,1685.9,1685.9
4 - 20,4,20,7,6,2700.0,1790.2,1790.2
4 - 20,4,20,7,7,3000.0,2062.8,2062.8
4 - 20,4,20,7,8,1650.0,2166.5,2166.5
4 - 20,4,20,7,9,1650.0,2321.2,2321.2
4 - 20,4,20,7,10,1400.0,2297.5,2297.5
4 - 20,4,20,7,11,840.0,2097.7,2097.7
4 - 20,4,20,7,12,100.0,1932.8,1932.8
4 - 20,4,20,7,13,96.0,1788.5,1788.5
4 - 20,4,20,7,14,85.0,1610.6,1610.6
4 - 20,4,20,7,15,84.0,1561.0,1561.0
4 - 20,4,20,7,16,84.0,1556.5,1556.5
4 - 20,4,20,7,17,96.0,1659.1,1659.1
4 - 20,4,20,7,18,571.0,1872.9,1872.9
4 - 20,4,20,7,19,2780.0,2291.9,2291.9
4 - 20,4,20,7,20,6000.0,2581.3,2581.3
4 - 20,4,20,7,21,8300.0,2959.6,2959.6
4 - 20,4,20,7,22,8000.0,3071.1,3071.1
4 - 20,4,20,7,23,6200.0,2689.6,2689.6
4 - 20,4,20,7,24,3500.0,2149.0,2149.0
4 - 21,4,21,1,1,3600.0,2045.1,2045.1
4 - 21,4,21,1,2,3700.0,1840.0,1840.0
4 - 21,4,21,1,3,2700.0,1694.9,1694.9
4 - 21,4,21,1,4,2400.0,1607.1,1607.1
4 - 21,4,21,1,5,2496.0,1622.8,1622.8
4 - 21,4,21,1,6,3600.0,1825.1,1825.1
4 - 21,4,21,1,7,3944.88,2388.1,2388.1
4 - 21,4,21,1,8,5500.0,2839.5,2839.5
4 - 21,4,21,1,9,4499.0,3129.1,3129.1
4 - 21,4,21,1,10,3299.0,3076.6,3076.6
4 - 21,4,21,1,11,2199.0,2809.2,2809.2
4 - 21,4,21,1,12,450.0,2488.5,2488.5
4 - 21,4,21,1,13,100.0,2336.5,2336.5
4 - 21,4,21,1,14,100.0,2227.0,2227.0
4 - 21,4,21,1,15,1550.0,2433.7,2433.7
4 - 21,4,21,1,16,878.0,2446.4,2446.4
4 - 21,4,21,1,17,2580.0,2452.9,2452.9
4 - 21,4,21,1,18,2800.0,2620.7,2620.7
4 - 21,4,21,1,19,4800.0,3055.5,3055.5
4 - 21,4,21,1,20,8100.0,3158.8,3158.8
4 - 21,4,21,1,21,8400.0,3499.7,3499.7
4 - 21,4,21,1,22,8100.0,3496.1,3496.1
4 - 21,4,21,1,23,6800.0,2966.9,2966.9
4 - 21,4,21,1,24,4800.0,2504.8,2504.8
4 - 22,4,22,2,1,3400.0,2325.9,2325.9
4 - 22,4,22,2,2,3389.0,2035.4,2035.4
4 - 22,4,22,2,3,2290.0,1829.3,1829.3
4 - 22,4,22,2,4,450.0,1746.1,1746.1
4 - 22,4,22,2,5,1000.0,1799.6,1799.6
4 - 22,4,22,2,6,3629.0,2057.0,2057.0
4 - 22,4,22,2,7,3942.0,2735.2,2735.2
4 - 22,4,22,2,8,6774.86,3331.2,3331.2
4 - 22,4,22,2,9,5160.0,3707.5,3707.5
4 - 22,4,22,2,10,3400.0,3642.9,3642.9
4 - 22,4,22,2,11,3300.0,3219.8,3219.8
4 - 22,4,22,2,12,1055.0,2829.4,2829.4
4 - 22,4,22,2,13,100.0,2640.4,2640.4
4 - 22,4,22,2,14,100.0,2552.6,2552.6
4 - 22,4,22,2,15,450.0,2727.4,2727.4
4 - 22,4,22,2,16,1986.0,2696.4,2696.4
4 - 22,4,22,2,17,2579.0,2725.7,2725.7
4 - 22,4,22,2,18,2800.0,2884.3,2884.3
4 - 22,4,22,2,19,4795.0,3207.7,3207.7
4 - 22,4,22,2,20,7600.0,3175.2,3175.2
4 - 22,4,22,2,21,8300.0,3261.0,3261.0
4 - 22,4,22,2,22,8000.0,3409.1,3409.1
4 - 22,4,22,2,23,7620.0,3100.5,3100.5
4 - 22,4,22,2,24,5000.0,2699.8,2699.8
4 - 23,4,23,3,1,4200.0,2535.7,2535.7
4 - 23,4,23,3,2,4311.13,2159.0,2159.0
4 - 23,4,23,3,3,3796.0,2061.1,2061.1
4 - 23,4,23,3,4,3942.0,2143.7,2143.7
4 - 23,4,23,3,5,4000.0,2209.3,2209.3
4 - 23,4,23,3,6,4309.88,2213.0,2213.0
4 - 23,4,23,3,7,4546.13,2873.6,2873.6
4 - 23,4,23,3,8,6872.2,3407.5,3407.5
4 - 23,4,23,3,9,6275.92,3871.2,3871.2
4 - 23,4,23,3,10,3380.0,3792.5,3792.5
4 - 23,4,23,3,11,3380.0,3456.3,3456.3
4 - 23,4,23,3,12,100.0,3164.0,3164.0
4 - 23,4,23,3,13,100.0,2961.9,2961.9
4 - 23,4,23,3,14,100.0,2922.5,2922.5
4 - 23,4,23,3,15,3299.0,3072.4,3072.4
4 - 23,4,23,3,16,2430.0,2985.0,2985.0
4 - 23,4,23,3,17,3942.0,3131.2,3131.2
4 - 23,4,23,3,18,8000.0,3132.1,3132.1
4 - 23,4,23,3,19,8808.64,3426.0,3426.0
4 - 23,4,23,3,20,8750.0,3356.1,3356.1
4 - 23,4,23,3,21,9000.0,3594.5,3594.5
4 - 23,4,23,3,22,9000.0,3616.6,3616.6
4 - 23,4,23,3,23,8808.25,3312.1,3312.1
4 - 23,4,23,3,24,6379.81,2987.3,2987.3
4 - 24,4,24,4,1,4476.0,2437.1,2437.1
4 - 24,4,24,4,2,3942.0,2102.2,2102.2
4 - 24,4,24,4,3,3796.0,2037.7,2037.7
4 - 24,4,24,4,4,2698.0,1938.9,1938.9
4 - 24,4,24,4,5,2296.0,1878.9,1878.9
4 - 24,4,24,4,6,3942.0,2144.1,2144.1
4 - 24,4,24,4,7,4547.46,2865.0,2865.0
4 - 24,4,24,4,8,6900.0,3380.1,3380.1
4 - 24,4,24,4,9,5160.0,3584.5,3584.5
4 - 24,4,24,4,10,3090.0,3534.0,3534.0
4 - 24,4,24,4,11,2960.0,3201.4,3201.4
4 - 24,4,24,4,12,2497.0,3261.4,3261.4
4 - 24,4,24,4,13,450.0,3116.7,3116.7
4 - 24,4,24,4,14,450.0,3081.1,3081.1
4 - 24,4,24,4,15,3097.0,3038.4,3038.4
4 - 24,4,24,4,16,2497.0,2974.4,2974.4
4 - 24,4,24,4,17,2800.0,3002.9,3002.9
4 - 24,4,24,4,18,5000.0,3113.7,3113.7
4 - 24,4,24,4,19,6600.0,3242.3,3242.3
4 - 24,4,24,4,20,8800.0,3368.6,3368.6
4 - 24,4,24,4,21,9000.0,3841.1,3841.1
4 - 24,4,24,4,22,9000.0,3825.0,3825.0
4 - 24,4,24,4,23,8800.0,3199.0,3199.0
4 - 24,4,24,4,24,6376.97,2775.3,2775.3
4 - 25,4,25,5,1,4542.3,2257.3,2257.3
4 - 25,4,25,5,2,4488.0,2018.9,2018.9
4 - 25,4,25,5,3,3942.0,1897.5,1897.5
4 - 25,4,25,5,4,3796.0,1844.3,1844.3
4 - 25,4,25,5,5,2922.89,1799.7,1799.7
4 - 25,4,25,5,6,4488.0,2006.2,2006.2
4 - 25,4,25,5,7,5600.0,2569.3,2569.3
4 - 25,4,25,5,8,6900.0,3196.6,3196.6
4 - 25,4,25,5,9,6274.4,3553.7,3553.7
4 - 25,4,25,5,10,2964.0,3404.3,3404.3
4 - 25,4,25,5,11,3250.0,3154.5,3154.5
4 - 25,4,25,5,12,1000.0,3292.8,3292.8
4 - 25,4,25,5,13,1389.0,3105.5,3105.5
4 - 25,4,25,5,14,1389.0,3060.2,3060.2
4 - 25,4,25,5,15,3160.6,2925.3,2925.3
4 - 25,4,25,5,16,3050.0,3051.9,3051.9
4 - 25,4,25,5,17,3050.0,3055.1,3055.1
4 - 25,4,25,5,18,3942.0,2987.9,2987.9
4 - 25,4,25,5,19,8000.0,3102.1,3102.1
4 - 25,4,25,5,20,8750.0,3219.1,3219.1
4 - 25,4,25,5,21,8810.05,3609.8,3609.8
4 - 25,4,25,5,22,8900.0,3798.1,3798.1
4 - 25,4,25,5,23,8750.0,3147.1,3147.1
4 - 25,4,25,5,24,6350.0,2582.5,2582.5
4 - 26,4,26,6,1,4200.0,2326.0,2326.0
4 - 26,4,26,6,2,3000.0,1865.4,1865.4
4 - 26,4,26,6,3,2290.0,1702.9,1702.9
4 - 26,4,26,6,4,450.0,1577.7,1577.7
4 - 26,4,26,6,5,430.0,1543.8,1543.8
4 - 26,4,26,6,6,2290.0,1753.4,1753.4
4 - 26,4,26,6,7,3917.0,2164.8,2164.8
4 - 26,4,26,6,8,4488.0,2716.9,2716.9
4 - 26,4,26,6,9,3600.0,3002.9,3002.9
4 - 26,4,26,6,10,1980.0,3037.1,3037.1
4 - 26,4,26,6,11,1350.0,2760.7,2760.7
4 - 26,4,26,6,12,100.0,2599.4,2599.4
4 - 26,4,26,6,13,100.0,2508.6,2508.6
4 - 26,4,26,6,14,100.0,2457.9,2457.9
4 - 26,4,26,6,15,950.0,2544.7,2544.7
4 - 26,4,26,6,16,1380.0,2717.7,2717.7
4 - 26,4,26,6,17,2597.0,2876.1,2876.1
4 - 26,4,26,6,18,2388.0,3078.8,3078.8
4 - 26,4,26,6,19,5790.0,3417.8,3417.8
4 - 26,4,26,6,20,8750.0,3607.1,3607.1
4 - 26,4,26,6,21,8800.0,3945.8,3945.8
4 - 26,4,26,6,22,8800.0,3955.5,3955.5
4 - 26,4,26,6,23,7800.0,3341.9,3341.9
4 - 26,4,26,6,24,5700.0,2857.2,2857.2
4 - 27,4,27,7,1,4535.0,2409.7,2409.7
4 - 27,4,27,7,2,3389.0,1842.7,1842.7
4 - 27,4,27,7,3,2290.0,1654.0,1654.0
4 - 27,4,27,7,4,450.0,1584.0,1584.0
4 - 27,4,27,7,5,430.0,1594.0,1594.0
4 - 27,4,27,7,6,2290.0,1739.4,1739.4
4 - 27,4,27,7,7,3500.0,2125.2,2125.2
4 - 27,4,27,7,8,2800.0,2564.3,2564.3
4 - 27,4,27,7,9,1898.0,2706.6,2706.6
4 - 27,4,27,7,10,839.0,2715.5,2715.5
4 - 27,4,27,7,11,390.0,2483.8,2483.8
4 - 27,4,27,7,12,75.0,2345.0,2345.0
4 - 27,4,27,7,13,69.0,2249.1,2249.1
4 - 27,4,27,7,14,69.0,2188.7,2188.7
4 - 27,4,27,7,15,96.0,2314.3,2314.3
4 - 27,4,27,7,16,430.0,2443.0,2443.0
4 - 27,4,27,7,17,750.0,2625.3,2625.3
4 - 27,4,27,7,18,2450.0,2850.3,2850.3
4 - 27,4,27,7,19,5600.0,3424.1,3424.1
4 - 27,4,27,7,20,8750.0,3410.0,3410.0
4 - 27,4,27,7,21,8800.0,3825.6,3825.6
4 - 27,4,27,7,22,8800.0,3937.0,3937.0
4 - 27,4,27,7,23,8750.0,3435.3,3435.3
4 - 27,4,27,7,24,6267.96,2876.1,2876.1
4 - 28,4,28,1,1,4645.05,2582.3,2582.3
4 - 28,4,28,1,2,3942.0,2122.0,2122.0
4 - 28,4,28,1,3,3000.0,1983.1,1983.1
4 - 28,4,28,1,4,2987.0,1886.7,1886.7
4 - 28,4,28,1,5,3000.0,1931.9,1931.9
4 - 28,4,28,1,6,4488.0,2133.5,2133.5
4 - 28,4,28,1,7,4644.61,2775.8,2775.8
4 - 28,4,28,1,8,6774.31,3558.9,3558.9
4 - 28,4,28,1,9,5600.0,3878.2,3878.2
4 - 28,4,28,1,10,3920.0,3727.2,3727.2
4 - 28,4,28,1,11,3250.0,3361.6,3361.6
4 - 28,4,28,1,12,100.0,3040.7,3040.7
4 - 28,4,28,1,13,100.0,2858.7,2858.7
4 - 28,4,28,1,14,100.0,2857.8,2857.8
4 - 28,4,28,1,15,1950.0,3068.2,3068.2
4 - 28,4,28,1,16,3550.0,3304.8,3304.8
4 - 28,4,28,1,17,3350.0,3435.8,3435.8
4 - 28,4,28,1,18,4530.0,3526.7,3526.7
4 - 28,4,28,1,19,6000.0,3448.2,3448.2
4 - 28,4,28,1,20,8500.0,3603.0,3603.0
4 - 28,4,28,1,21,8750.0,3778.7,3778.7
4 - 28,4,28,1,22,8813.6,4064.7,4064.7
4 - 28,4,28,1,23,8800.0,3714.8,3714.8
4 - 28,4,28,1,24,6900.0,3046.9,3046.9
4 - 29,4,29,2,1,5168.47,2605.6,2605.6
4 - 29,4,29,2,2,3000.0,2086.1,2086.1
4 - 29,4,29,2,3,2487.0,1983.1,1983.1
4 - 29,4,29,2,4,2000.0,1811.4,1811.4
4 - 29,4,29,2,5,2700.0,1858.1,1858.1
4 - 29,4,29,2,6,3000.0,2065.8,2065.8
4 - 29,4,29,2,7,4535.0,2667.5,2667.5
4 - 29,4,29,2,8,6750.0,3398.6,3398.6
4 - 29,4,29,2,9,4535.0,3592.8,3592.8
4 - 29,4,29,2,10,3920.0,3544.6,3544.6
4 - 29,4,29,2,11,2400.0,3177.9,3177.9
4 - 29,4,29,2,12,100.0,2912.1,2912.1
4 - 29,4,29,2,13,100.0,2755.0,2755.0
4 - 29,4,29,2,14,100.0,2742.1,2742.1
4 - 29,4,29,2,15,890.0,2930.1,2930.1
4 - 29,4,29,2,16,2900.0,3137.9,3137.9
4 - 29,4,29,2,17,3000.0,3314.9,3314.9
4 - 29,4,29,2,18,4800.0,3469.0,3469.0
4 - 29,4,29,2,19,5600.0,3397.9,3397.9
4 - 29,4,29,2,20,8000.0,3392.7,3392.7
4 - 29,4,29,2,21,8600.0,3788.3,3788.3
4 - 29,4,29,2,22,8800.0,3972.4,3972.4
4 - 29,4,29,2,23,8750.0,3434.6,3434.6
4 - 29,4,29,2,24,5774.0,2819.2,2819.2
4 - 30,4,30,3,1,4810.11,2518.2,2518.2
4 - 30,4,30,3,2,3628.99,2011.5,2011.5
4 - 30,4,30,3,3,3300.0,1965.1,1965.1
4 - 30,4,30,3,4,2400.0,1832.2,1832.2
4 - 30,4,30,3,5,2387.0,1785.8,1785.8
4 - 30,4,30,3,6,3942.0,2079.0,2079.0
4 - 30,4,30,3,7,4900.0,2683.4,2683.4
4 - 30,4,30,3,8,6878.78,3350.6,3350.6
4 - 30,4,30,3,9,6200.0,3558.1,3558.1
4 - 30,4,30,3,10,2785.0,3535.8,3535.8
4 - 30,4,30,3,11,2393.0,3151.1,3151.1
4 - 30,4,30,3,12,88.0,2920.0,2920.0
4 - 30,4,30,3,13,70.0,2672.6,2672.6
4 - 30,4,30,3,14,73.0,2719.8,2719.8
4 - 30,4,30,3,15,2390.0,2982.4,2982.4
4 - 30,4,30,3,16,1846.0,3188.5,3188.5
4 - 30,4,30,3,17,3389.0,3360.5,3360.5
4 - 30,4,30,3,18,3942.0,3244.4,3244.4
4 - 30,4,30,3,19,4819.0,3285.5,3285.5
4 - 30,4,30,3,20,5949.0,3065.6,3065.6
4 - 30,4,30,3,21,8200.0,3221.2,3221.2
4 - 30,4,30,3,22,8600.0,3403.1,3403.1
4 - 30,4,30,3,23,7800.0,3220.2,3220.2
4 - 30,4,30,3,24,4888.0,2613.0,2613.0
5 - 1,5,1,4,1,4890.0,2622.1,2622.1
5 - 1,5,1,4,2,5574.58,2136.3,2136.3
5 - 1,5,1,4,3,5571.58,2036.2,2036.2
5 - 1,5,1,4,4,5571.75,1939.4,1939.4
5 - 1,5,1,4,5,5573.31,1985.2,1985.2
5 - 1,5,1,4,6,5569.46,2110.2,2110.2
5 - 1,5,1,4,7,5600.0,2545.3,2545.3
5 - 1,5,1,4,8,6875.65,3408.9,3408.9
5 - 1,5,1,4,9,6644.41,3575.2,3575.2
5 - 1,5,1,4,10,5050.0,3284.6,3284.6
5 - 1,5,1,4,11,2380.0,3020.5,3020.5
5 - 1,5,1,4,12,1696.0,2896.7,2896.7
5 - 1,5,1,4,13,1696.0,2718.4,2718.4
5 - 1,5,1,4,14,1840.0,2726.5,2726.5
5 - 1,5,1,4,15,2950.0,2706.7,2706.7
5 - 1,5,1,4,16,4150.0,2904.7,2904.7
5 - 1,5,1,4,17,4487.0,3000.4,3000.4
