Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy
1 - 21,1,21,2,2,3000.0,2950.1,2950.1
1 - 21,1,21,2,3,2890.0,2824.7,2824.7
1 - 21,1,21,2,4,2678.0,2745.8,2745.8
1 - 21,1,21,2,5,2678.0,2778.2,2778.2
1 - 21,1,21,2,6,3000.0,2798.5,2798.5
1 - 21,1,21,2,7,4308.0,3120.5,3120.5
1 - 21,1,21,2,8,6850.0,3879.8,3879.8
1 - 21,1,21,2,9,6900.0,4457.1,4457.1
1 - 21,1,21,2,10,6900.0,4563.3,4563.3
1 - 21,1,21,2,11,6900.0,4696.8,4696.8
1 - 21,1,21,2,12,5600.0,4426.1,4426.1
1 - 21,1,21,2,13,5600.0,4465.5,4465.5
1 - 21,1,21,2,14,5600.0,4381.0,4381.0
1 - 21,1,21,2,15,5600.0,4358.1,4358.1
1 - 21,1,21,2,16,5600.0,4598.1,4598.1
1 - 21,1,21,2,17,5600.0,4704.4,4704.4
1 - 21,1,21,2,18,9000.0,4723.2,4723.2
1 - 21,1,21,2,19,9000.0,4581.8,4581.8
1 - 21,1,21,2,20,8992.76,4464.6,4464.6
1 - 21,1,21,2,21,8970.0,4179.2,4179.2
1 - 21,1,21,2,22,8970.0,4149.2,4149.2
1 - 21,1,21,2,23,7777.0,3803.8,3803.8
1 - 21,1,21,2,24,6800.0,3404.0,3404.0
1 - 22,1,22,3,1,3300.0,3031.8,3031.8
1 - 22,1,22,3,2,2890.0,2906.0,2906.0
1 - 22,1,22,3,3,2000.0,2676.8,2676.8
1 - 22,1,22,3,4,2000.0,2694.8,2694.8
1 - 22,1,22,3,5,2000.0,2704.4,2704.4
1 - 22,1,22,3,6,2890.0,2839.3,2839.3
1 - 22,1,22,3,7,4000.0,3031.9,3031.9
1 - 22,1,22,3,8,6300.0,3719.4,3719.4
1 - 22,1,22,3,9,6900.0,4542.6,4542.6
1 - 22,1,22,3,10,6900.0,4597.8,4597.8
1 - 22,1,22,3,11,6900.0,4524.1,4524.1
1 - 22,1,22,3,12,5600.0,4118.1,4118.1
1 - 22,1,22,3,13,5600.0,4161.2,4161.2
1 - 22,1,22,3,14,5600.0,4095.9,4095.9
1 - 22,1,22,3,15,5600.0,4288.3,4288.3
1 - 22,1,22,3,16,5600.0,4727.3,4727.3
1 - 22,1,22,3,17,5600.0,4917.4,4917.4
1 - 22,1,22,3,18,9000.0,4675.5,4675.5
1 - 22,1,22,3,19,8993.17,4460.9,4460.9
1 - 22,1,22,3,20,8970.0,4445.7,4445.7
1 - 22,1,22,3,21,8700.0,4019.9,4019.9
1 - 22,1,22,3,22,8600.0,4068.9,4068.9
1 - 22,1,22,3,23,7700.0,3890.8,3890.8
1 - 22,1,22,3,24,6000.0,3422.1,3422.1
1 - 23,1,23,4,1,3868.0,3132.4,3132.4
1 - 23,1,23,4,2,3800.0,3118.6,3118.6
1 - 23,1,23,4,3,3798.0,3082.2,3082.2
1 - 23,1,23,4,4,3300.0,3029.5,3029.5
1 - 23,1,23,4,5,3500.0,3058.5,3058.5
1 - 23,1,23,4,6,3868.0,2973.3,2973.3
1 - 23,1,23,4,7,4308.0,3117.4,3117.4
1 - 23,1,23,4,8,6650.0,3834.0,3834.0
1 - 23,1,23,4,9,6900.0,4508.2,4508.2
1 - 23,1,23,4,10,6900.0,4792.3,4792.3
1 - 23,1,23,4,11,6900.0,4832.9,4832.9
1 - 23,1,23,4,12,5600.0,4404.5,4404.5
1 - 23,1,23,4,13,5600.0,4400.5,4400.5
1 - 23,1,23,4,14,5600.0,4420.2,4420.2
1 - 23,1,23,4,15,5600.0,4469.2,4469.2
1 - 23,1,23,4,16,5600.0,4704.3,4704.3
1 - 23,1,23,4,17,5600.0,4851.5,4851.5
1 - 23,1,23,4,18,8980.0,4685.0,4685.0
1 - 23,1,23,4,19,8970.0,4541.9,4541.9
1 - 23,1,23,4,20,8989.69,4576.7,4576.7
1 - 23,1,23,4,21,8900.0,4197.3,4197.3
1 - 23,1,23,4,22,8700.0,4227.1,4227.1
1 - 23,1,23,4,23,8100.0,4027.1,4027.1
1 - 23,1,23,4,24,6850.0,3550.4,3550.4
1 - 24,1,24,5,1,4280.0,3249.9,3249.9
1 - 24,1,24,5,2,3300.0,2995.1,2995.1
1 - 24,1,24,5,3,2890.0,2913.6,2913.6
1 - 24,1,24,5,4,2890.0,2870.9,2870.9
1 - 24,1,24,5,5,2890.0,2912.3,2912.3
1 - 24,1,24,5,6,3600.0,2903.4,2903.4
1 - 24,1,24,5,7,4745.0,3273.9,3273.9
1 - 24,1,24,5,8,6650.0,3854.7,3854.7
1 - 24,1,24,5,9,6900.0,4323.9,4323.9
1 - 24,1,24,5,10,6900.0,4768.6,4768.6
1 - 24,1,24,5,11,6900.0,4754.4,4754.4
1 - 24,1,24,5,12,5600.0,4353.6,4353.6
1 - 24,1,24,5,13,5600.0,4347.0,4347.0
1 - 24,1,24,5,14,5600.0,4322.1,4322.1
1 - 24,1,24,5,15,5600.0,4286.2,4286.2
1 - 24,1,24,5,16,5600.0,4525.7,4525.7
1 - 24,1,24,5,17,5600.0,4619.9,4619.9
1 - 24,1,24,5,18,8980.0,4394.7,4394.7
1 - 24,1,24,5,19,8900.0,4205.8,4205.8
1 - 24,1,24,5,20,8946.8,4336.4,4336.4
1 - 24,1,24,5,21,8850.0,4049.7,4049.7
1 - 24,1,24,5,22,8600.0,4095.4,4095.4
1 - 24,1,24,5,23,7543.0,3946.4,3946.4
1 - 24,1,24,5,24,6450.0,3425.1,3425.1
1 - 25,1,25,6,1,5180.0,3178.5,3178.5
1 - 25,1,25,6,2,4289.0,2871.3,2871.3
1 - 25,1,25,6,3,3868.0,2768.0,2768.0
1 - 25,1,25,6,4,2890.0,2667.6,2667.6
1 - 25,1,25,6,5,2850.0,2663.1,2663.1
1 - 25,1,25,6,6,2890.0,2641.8,2641.8
1 - 25,1,25,6,7,4289.0,2938.6,2938.6
1 - 25,1,25,6,8,5860.0,3331.4,3331.4
1 - 25,1,25,6,9,5380.0,3271.1,3271.1
1 - 25,1,25,6,10,6300.0,3683.0,3683.0
1 - 25,1,25,6,11,5860.0,3805.7,3805.7
1 - 25,1,25,6,12,4980.0,3821.4,3821.4
1 - 25,1,25,6,13,4339.0,3606.7,3606.7
1 - 25,1,25,6,14,4339.0,3567.4,3567.4
1 - 25,1,25,6,15,4650.0,3626.8,3626.8
1 - 25,1,25,6,16,5100.0,3793.7,3793.7
1 - 25,1,25,6,17,5550.0,4046.3,4046.3
1 - 25,1,25,6,18,8900.0,3940.7,3940.7
1 - 25,1,25,6,19,8900.0,3888.4,3888.4
1 - 25,1,25,6,20,8992.48,4096.8,4096.8
1 - 25,1,25,6,21,8900.0,3840.2,3840.2
1 - 25,1,25,6,22,8990.75,3970.9,3970.9
1 - 25,1,25,6,23,7400.0,3469.5,3469.5
1 - 25,1,25,6,24,6850.0,3516.8,3516.8
1 - 26,1,26,7,1,4280.0,3134.3,3134.3
1 - 26,1,26,7,2,3100.0,2835.3,2835.3
1 - 26,1,26,7,3,2678.0,2696.5,2696.5
1 - 26,1,26,7,4,2500.0,2588.7,2588.7
1 - 26,1,26,7,5,2500.0,2557.0,2557.0
1 - 26,1,26,7,6,2678.0,2628.0,2628.0
1 - 26,1,26,7,7,3000.0,2779.3,2779.3
1 - 26,1,26,7,8,5380.0,3317.2,3317.2
1 - 26,1,26,7,9,5300.0,3341.2,3341.2
1 - 26,1,26,7,10,6000.0,3692.7,3692.7
1 - 26,1,26,7,11,5380.0,3701.2,3701.2
1 - 26,1,26,7,12,4800.0,3682.7,3682.7
1 - 26,1,26,7,13,4339.0,3463.3,3463.3
1 - 26,1,26,7,14,3879.0,3357.1,3357.1
1 - 26,1,26,7,15,4339.0,3368.0,3368.0
1 - 26,1,26,7,16,4650.0,3462.3,3462.3
1 - 26,1,26,7,17,5200.0,3746.2,3746.2
1 - 26,1,26,7,18,8850.0,3942.1,3942.1
1 - 26,1,26,7,19,8850.0,4001.8,4001.8
1 - 26,1,26,7,20,8970.0,4304.0,4304.0
1 - 26,1,26,7,21,8900.0,4037.0,4037.0
1 - 26,1,26,7,22,8989.15,4223.7,4223.7
1 - 26,1,26,7,23,8300.0,3842.5,3842.5
1 - 26,1,26,7,24,6750.0,3545.1,3545.1
1 - 27,1,27,1,1,3300.0,2939.7,2939.7
1 - 27,1,27,1,2,2678.0,2841.5,2841.5
1 - 27,1,27,1,3,2100.0,2660.7,2660.7
1 - 27,1,27,1,4,2000.0,2645.4,2645.4
1 - 27,1,27,1,5,2000.0,2685.3,2685.3
1 - 27,1,27,1,6,2450.0,2623.6,2623.6
1 - 27,1,27,1,7,3798.0,2974.7,2974.7
1 - 27,1,27,1,8,6650.0,3848.1,3848.1
1 - 27,1,27,1,9,6900.0,4313.6,4313.6
1 - 27,1,27,1,10,6845.0,4328.7,4328.7
1 - 27,1,27,1,11,5300.0,4195.1,4195.1
1 - 27,1,27,1,12,4500.0,4022.6,4022.6
1 - 27,1,27,1,13,3700.0,3721.8,3721.8
1 - 27,1,27,1,14,3700.0,3654.8,3654.8
1 - 27,1,27,1,15,4339.0,3745.1,3745.1
1 - 27,1,27,1,16,4980.0,3859.5,3859.5
1 - 27,1,27,1,17,5400.0,4087.1,4087.1
1 - 27,1,27,1,18,8700.0,3904.1,3904.1
1 - 27,1,27,1,19,8799.0,3956.4,3956.4
1 - 27,1,27,1,20,8900.0,4190.7,4190.7
1 - 27,1,27,1,21,8700.0,3845.2,3845.2
1 - 27,1,27,1,22,8700.0,3908.5,3908.5
1 - 27,1,27,1,23,8600.0,3796.0,3796.0
1 - 27,1,27,1,24,6000.0,3252.2,3252.2
1 - 28,1,28,2,1,3900.0,2966.7,2966.7
1 - 28,1,28,2,2,2678.0,2858.1,2858.1
1 - 28,1,28,2,3,2480.0,2759.0,2759.0
1 - 28,1,28,2,4,2480.0,2726.9,2726.9
1 - 28,1,28,2,5,2480.0,2700.2,2700.2
1 - 28,1,28,2,6,2678.0,2680.3,2680.3
1 - 28,1,28,2,7,4300.0,3019.4,3019.4
1 - 28,1,28,2,8,6875.49,3791.5,3791.5
1 - 28,1,28,2,9,6900.0,4131.1,4131.1
1 - 28,1,28,2,10,6900.0,4343.6,4343.6
1 - 28,1,28,2,11,6874.63,4238.5,4238.5
1 - 28,1,28,2,12,5562.95,4034.4,4034.4
1 - 28,1,28,2,13,4650.0,3737.6,3737.6
1 - 28,1,28,2,14,4650.0,3706.5,3706.5
1 - 28,1,28,2,15,5240.0,3791.6,3791.6
1 - 28,1,28,2,16,5569.21,3969.3,3969.3
1 - 28,1,28,2,17,5600.0,4183.6,4183.6
1 - 28,1,28,2,18,8900.0,3937.3,3937.3
1 - 28,1,28,2,19,8900.0,3912.1,3912.1
1 - 28,1,28,2,20,8987.55,4057.9,4057.9
1 - 28,1,28,2,21,8900.0,3751.1,3751.1
1 - 28,1,28,2,22,8970.0,3798.4,3798.4
1 - 28,1,28,2,23,8946.45,3638.9,3638.9
1 - 28,1,28,2,24,6876.92,3294.6,3294.6
1 - 29,1,29,3,1,3868.0,2855.7,2855.7
1 - 29,1,29,3,2,3800.0,2885.9,2885.9
1 - 29,1,29,3,3,2660.0,2718.1,2718.1
1 - 29,1,29,3,4,2660.0,2619.2,2619.2
1 - 29,1,29,3,5,2428.0,2570.7,2570.7
1 - 29,1,29,3,6,2678.0,2613.7,2613.7
1 - 29,1,29,3,7,4700.0,3034.4,3034.4
1 - 29,1,29,3,8,6860.0,3521.1,3521.1
1 - 29,1,29,3,9,6900.0,3942.0,3942.0
1 - 29,1,29,3,10,6900.0,3977.5,3977.5
1 - 29,1,29,3,11,6700.0,4051.6,4051.6
1 - 29,1,29,3,12,5294.0,3857.9,3857.9
1 - 29,1,29,3,13,4320.0,3528.2,3528.2
1 - 29,1,29,3,14,4644.0,3424.8,3424.8
1 - 29,1,29,3,15,4980.0,3578.3,3578.3
1 - 29,1,29,3,16,5500.0,3793.1,3793.1
1 - 29,1,29,3,17,5600.0,3922.3,3922.3
1 - 29,1,29,3,18,8700.0,3423.3,3423.3
1 - 29,1,29,3,19,8900.0,3577.3,3577.3
1 - 29,1,29,3,20,8990.18,3920.3,3920.3
1 - 29,1,29,3,21,8970.0,3698.9,3698.9
1 - 29,1,29,3,22,9000.0,3762.1,3762.1
1 - 29,1,29,3,23,8900.0,3501.9,3501.9
1 - 29,1,29,3,24,6900.0,3161.6,3161.6
1 - 30,1,30,4,1,4280.0,2983.5,2983.5
1 - 30,1,30,4,2,4000.0,2919.5,2919.5
1 - 30,1,30,4,3,3798.0,2839.5,2839.5
1 - 30,1,30,4,4,2650.0,2792.2,2792.2
1 - 30,1,30,4,5,2650.0,2759.4,2759.4
1 - 30,1,30,4,6,3868.0,2747.7,2747.7
1 - 30,1,30,4,7,5180.0,3051.1,3051.1
1 - 30,1,30,4,8,6860.0,3534.6,3534.6
1 - 30,1,30,4,9,6900.0,4138.0,4138.0
1 - 30,1,30,4,10,6900.0,4147.2,4147.2
1 - 30,1,30,4,11,6750.0,4003.9,4003.9
1 - 30,1,30,4,12,5558.82,3925.8,3925.8
1 - 30,1,30,4,13,4980.0,3658.4,3658.4
1 - 30,1,30,4,14,4600.0,3494.2,3494.2
1 - 30,1,30,4,15,4980.0,3538.7,3538.7
1 - 30,1,30,4,16,5300.0,3643.1,3643.1
1 - 30,1,30,4,17,5550.0,3839.9,3839.9
1 - 30,1,30,4,18,8798.0,3617.4,3617.4
1 - 30,1,30,4,19,8900.0,3646.5,3646.5
1 - 30,1,30,4,20,8980.0,3910.5,3910.5
1 - 30,1,30,4,21,8900.0,3629.8,3629.8
1 - 30,1,30,4,22,8900.0,3737.9,3737.9
1 - 30,1,30,4,23,8900.0,3512.3,3512.3
1 - 30,1,30,4,24,6800.0,3051.8,3051.8
1 - 31,1,31,5,1,4264.0,2965.8,2965.8
1 - 31,1,31,5,2,3800.0,2861.7,2861.7
1 - 31,1,31,5,3,3000.0,2833.5,2833.5
1 - 31,1,31,5,4,2600.0,2782.3,2782.3
1 - 31,1,31,5,5,2428.0,2680.9,2680.9
1 - 31,1,31,5,6,3500.0,2736.9,2736.9
1 - 31,1,31,5,7,4700.0,3020.3,3020.3
1 - 31,1,31,5,8,6750.0,3480.1,3480.1
1 - 31,1,31,5,9,6900.0,4033.9,4033.9
1 - 31,1,31,5,10,6900.0,4082.3,4082.3
1 - 31,1,31,5,11,6900.0,3985.3,3985.3
1 - 31,1,31,5,12,5600.0,3645.6,3645.6
1 - 31,1,31,5,13,5564.93,3587.5,3587.5
1 - 31,1,31,5,14,5562.68,3552.0,3552.0
1 - 31,1,31,5,15,5564.28,3575.5,3575.5
1 - 31,1,31,5,16,5250.0,3650.5,3650.5
1 - 31,1,31,5,17,5500.0,3715.8,3715.8
1 - 31,1,31,5,18,8300.0,3472.6,3472.6
1 - 31,1,31,5,19,8500.0,3520.8,3520.8
1 - 31,1,31,5,20,8700.0,3750.3,3750.3
1 - 31,1,31,5,21,8500.0,3464.5,3464.5
1 - 31,1,31,5,22,8500.0,3549.1,3549.1
1 - 31,1,31,5,23,7900.0,3439.8,3439.8
1 - 31,1,31,5,24,6650.0,2972.5,2972.5
2 - 1,2,1,6,1,3798.0,3248.6,3248.6
2 - 1,2,1,6,2,2640.0,3024.1,3024.1
2 - 1,2,1,6,3,2428.0,2952.1,2952.1
2 - 1,2,1,6,4,2200.0,2878.3,2878.3
2 - 1,2,1,6,5,2200.0,2869.9,2869.9
2 - 1,2,1,6,6,2428.0,2867.8,2867.8
2 - 1,2,1,6,7,2800.0,3012.9,3012.9
2 - 1,2,1,6,8,4500.0,3183.5,3183.5
2 - 1,2,1,6,9,5100.0,3486.5,3486.5
2 - 1,2,1,6,10,5600.0,3882.5,3882.5
2 - 1,2,1,6,11,5600.0,4010.5,4010.5
2 - 1,2,1,6,12,4600.0,4016.6,4016.6
2 - 1,2,1,6,13,4300.0,3791.1,3791.1
2 - 1,2,1,6,14,3940.0,3734.7,3734.7
2 - 1,2,1,6,15,4320.0,3851.2,3851.2
2 - 1,2,1,6,16,4955.0,3912.4,3912.4
2 - 1,2,1,6,17,5500.0,4165.3,4165.3
2 - 1,2,1,6,18,8100.0,3940.2,3940.2
2 - 1,2,1,6,19,8500.0,3962.1,3962.1
2 - 1,2,1,6,20,8600.0,4079.1,4079.1
2 - 1,2,1,6,21,8300.0,3742.5,3742.5
2 - 1,2,1,6,22,8300.0,3819.9,3819.9
2 - 1,2,1,6,23,7100.0,3630.6,3630.6
2 - 1,2,1,6,24,5900.0,3215.0,3215.0
2 - 2,2,2,7,1,4264.0,3402.6,3402.6
2 - 2,2,2,7,2,3800.0,3318.4,3318.4
2 - 2,2,2,7,3,3000.0,3213.5,3213.5
2 - 2,2,2,7,4,2390.0,3049.3,3049.3
2 - 2,2,2,7,5,2390.0,3009.2,3009.2
2 - 2,2,2,7,6,2600.0,3020.8,3020.8
2 - 2,2,2,7,7,3629.0,3316.5,3316.5
2 - 2,2,2,7,8,4000.0,3149.5,3149.5
2 - 2,2,2,7,9,4500.0,3415.7,3415.7
2 - 2,2,2,7,10,4000.0,3796.0,3796.0
2 - 2,2,2,7,11,3700.0,3969.2,3969.2
2 - 2,2,2,7,12,3490.0,3984.9,3984.9
2 - 2,2,2,7,13,3300.0,3891.6,3891.6
2 - 2,2,2,7,14,3900.0,3839.2,3839.2
2 - 2,2,2,7,15,4320.0,3928.2,3928.2
2 - 2,2,2,7,16,5100.0,3949.6,3949.6
2 - 2,2,2,7,17,5550.0,4193.3,4193.3
2 - 2,2,2,7,18,8800.0,4180.3,4180.3
2 - 2,2,2,7,19,8700.0,4204.8,4204.8
2 - 2,2,2,7,20,8922.06,4414.6,4414.6
2 - 2,2,2,7,21,8800.0,4174.9,4174.9
2 - 2,2,2,7,22,8900.0,4242.5,4242.5
2 - 2,2,2,7,23,8500.0,4074.6,4074.6
2 - 2,2,2,7,24,6700.0,3489.6,3489.6
2 - 3,2,3,1,1,5180.0,3644.8,3644.8
2 - 3,2,3,1,2,4280.0,3498.5,3498.5
2 - 3,2,3,1,3,4264.0,3455.6,3455.6
2 - 3,2,3,1,4,3798.0,3283.6,3283.6
2 - 3,2,3,1,5,3798.0,3269.1,3269.1
2 - 3,2,3,1,6,4264.0,3351.8,3351.8
2 - 3,2,3,1,7,5180.0,3671.3,3671.3
2 - 3,2,3,1,8,6876.68,4443.8,4443.8
2 - 3,2,3,1,9,6900.0,4535.1,4535.1
2 - 3,2,3,1,10,6900.0,4786.1,4786.1
2 - 3,2,3,1,11,6900.0,4927.0,4927.0
2 - 3,2,3,1,12,5600.0,4522.9,4522.9
2 - 3,2,3,1,13,5600.0,4657.4,4657.4
2 - 3,2,3,1,14,5600.0,4633.1,4633.1
2 - 3,2,3,1,15,5600.0,4613.6,4613.6
2 - 3,2,3,1,16,5600.0,4627.3,4627.3
2 - 3,2,3,1,17,5600.0,4752.7,4752.7
2 - 3,2,3,1,18,9000.0,4847.3,4847.3
2 - 3,2,3,1,19,9000.0,4858.8,4858.8
2 - 3,2,3,1,20,8992.74,4611.6,4611.6
2 - 3,2,3,1,21,8700.0,4235.6,4235.6
2 - 3,2,3,1,22,8500.0,4188.2,4188.2
2 - 3,2,3,1,23,8100.0,4055.4,4055.4
2 - 3,2,3,1,24,6700.0,3589.8,3589.8
2 - 4,2,4,2,1,3389.0,3626.9,3626.9
2 - 4,2,4,2,2,2480.0,3317.2,3317.2
2 - 4,2,4,2,3,2000.0,3151.4,3151.4
2 - 4,2,4,2,4,950.0,3061.9,3061.9
2 - 4,2,4,2,5,698.0,3032.5,3032.5
2 - 4,2,4,2,6,2640.0,3272.4,3272.4
2 - 4,2,4,2,7,3600.0,3558.2,3558.2
2 - 4,2,4,2,8,6100.0,4187.7,4187.7
2 - 4,2,4,2,9,6877.22,4959.5,4959.5
2 - 4,2,4,2,10,6878.39,5373.4,5373.4
2 - 4,2,4,2,11,6850.0,5343.3,5343.3
2 - 4,2,4,2,12,5600.0,5195.5,5195.5
2 - 4,2,4,2,13,5569.99,5057.4,5057.4
2 - 4,2,4,2,14,5567.33,4910.6,4910.6
2 - 4,2,4,2,15,5600.0,4864.0,4864.0
2 - 4,2,4,2,16,5600.0,4960.8,4960.8
2 - 4,2,4,2,17,5600.0,5042.4,5042.4
2 - 4,2,4,2,18,8950.0,4992.8,4992.8
2 - 4,2,4,2,19,9000.0,4980.6,4980.6
2 - 4,2,4,2,20,8950.0,4681.4,4681.4
2 - 4,2,4,2,21,8800.0,4465.7,4465.7
2 - 4,2,4,2,22,8290.0,4266.0,4266.0
2 - 4,2,4,2,23,8000.0,4006.6,4006.6
2 - 4,2,4,2,24,6200.0,3671.9,3671.9
2 - 5,2,5,3,1,3868.0,3703.2,3703.2
2 - 5,2,5,3,2,2640.0,3430.3,3430.3
2 - 5,2,5,3,3,2480.0,3249.5,3249.5
2 - 5,2,5,3,4,2000.0,3184.0,3184.0
2 - 5,2,5,3,5,2000.0,3162.7,3162.7
2 - 5,2,5,3,6,2800.0,3378.6,3378.6
2 - 5,2,5,3,7,4280.0,3652.2,3652.2
2 - 5,2,5,3,8,5900.0,4173.6,4173.6
2 - 5,2,5,3,9,6875.21,5067.8,5067.8
2 - 5,2,5,3,10,6876.86,5462.0,5462.0
2 - 5,2,5,3,11,6735.0,5410.8,5410.8
2 - 5,2,5,3,12,5568.44,5291.2,5291.2
2 - 5,2,5,3,13,5023.0,4930.9,4930.9
2 - 5,2,5,3,14,5250.0,4842.2,4842.2
2 - 5,2,5,3,15,5550.0,4862.7,4862.7
2 - 5,2,5,3,16,5600.0,5157.6,5157.6
2 - 5,2,5,3,17,5600.0,5266.1,5266.1
2 - 5,2,5,3,18,8800.0,4746.8,4746.8
2 - 5,2,5,3,19,8920.0,4890.2,4890.2
2 - 5,2,5,3,20,8800.0,4644.2,4644.2
2 - 5,2,5,3,21,8500.0,4483.7,4483.7
2 - 5,2,5,3,22,8200.0,4324.4,4324.4
2 - 5,2,5,3,23,8300.0,4154.6,4154.6
2 - 5,2,5,3,24,6800.0,3827.8,3827.8
2 - 6,2,6,4,1,3800.0,3628.7,3628.7
2 - 6,2,6,4,2,3389.0,3626.2,3626.2
2 - 6,2,6,4,3,2640.0,3521.3,3521.3
2 - 6,2,6,4,4,2480.0,3456.5,3456.5
2 - 6,2,6,4,5,2400.0,3390.9,3390.9
2 - 6,2,6,4,6,3500.0,3507.4,3507.4
2 - 6,2,6,4,7,4198.0,3650.3,3650.3
2 - 6,2,6,4,8,5800.0,4292.3,4292.3
2 - 6,2,6,4,9,6650.0,5084.2,5084.2
2 - 6,2,6,4,10,6600.0,5418.1,5418.1
2 - 6,2,6,4,11,5900.0,5375.0,5375.0
2 - 6,2,6,4,12,4800.0,5118.8,5118.8
2 - 6,2,6,4,13,4320.0,4866.7,4866.7
2 - 6,2,6,4,14,4800.0,4860.8,4860.8
2 - 6,2,6,4,15,5200.0,4864.3,4864.3
2 - 6,2,6,4,16,5550.0,4991.4,4991.4
2 - 6,2,6,4,17,5568.27,5137.0,5137.0
2 - 6,2,6,4,18,8300.0,4547.6,4547.6
2 - 6,2,6,4,19,8700.0,4704.2,4704.2
2 - 6,2,6,4,20,8700.0,4551.0,4551.0
2 - 6,2,6,4,21,8200.0,4380.4,4380.4
2 - 6,2,6,4,22,7780.32,4323.1,4323.1
2 - 6,2,6,4,23,7800.0,4118.5,4118.5
2 - 6,2,6,4,24,5600.0,3604.0,3604.0
2 - 7,2,7,5,1,4100.0,3703.2,3703.2
2 - 7,2,7,5,2,3800.0,3658.2,3658.2
2 - 7,2,7,5,3,3000.0,3526.1,3526.1
2 - 7,2,7,5,4,2640.0,3458.8,3458.8
2 - 7,2,7,5,5,2480.0,3428.8,3428.8
2 - 7,2,7,5,6,2800.0,3338.1,3338.1
2 - 7,2,7,5,7,4280.0,3670.7,3670.7
2 - 7,2,7,5,8,5860.0,4402.9,4402.9
2 - 7,2,7,5,9,6872.91,5280.6,5280.6
2 - 7,2,7,5,10,6900.0,5604.8,5604.8
2 - 7,2,7,5,11,6876.72,5576.0,5576.0
2 - 7,2,7,5,12,5550.0,5403.4,5403.4
2 - 7,2,7,5,13,4850.0,5188.2,5188.2
2 - 7,2,7,5,14,4850.0,5075.5,5075.5
2 - 7,2,7,5,15,4980.0,5155.2,5155.2
2 - 7,2,7,5,16,5550.0,5262.4,5262.4
2 - 7,2,7,5,17,5600.0,5338.4,5338.4
2 - 7,2,7,5,18,8200.0,4769.0,4769.0
2 - 7,2,7,5,19,8600.0,4712.8,4712.8
2 - 7,2,7,5,20,8500.0,4600.2,4600.2
2 - 7,2,7,5,21,7800.0,4458.0,4458.0
2 - 7,2,7,5,22,7400.0,4299.8,4299.8
2 - 7,2,7,5,23,7600.0,4257.4,4257.4
2 - 7,2,7,5,24,6876.28,4002.0,4002.0
2 - 8,2,8,6,1,4745.0,3943.2,3943.2
2 - 8,2,8,6,2,3868.0,3757.9,3757.9
2 - 8,2,8,6,3,2640.0,3645.3,3645.3
2 - 8,2,8,6,4,2640.0,3659.9,3659.9
2 - 8,2,8,6,5,2520.0,3611.4,3611.4
2 - 8,2,8,6,6,2640.0,3586.3,3586.3
2 - 8,2,8,6,7,2600.0,3510.5,3510.5
2 - 8,2,8,6,8,4000.0,3621.8,3621.8
2 - 8,2,8,6,9,5350.0,4450.3,4450.3
2 - 8,2,8,6,10,5860.0,4938.3,4938.3
2 - 8,2,8,6,11,5280.0,4997.4,4997.4
2 - 8,2,8,6,12,4250.0,5022.0,5022.0
2 - 8,2,8,6,13,3940.0,4959.0,4959.0
2 - 8,2,8,6,14,3939.0,4891.2,4891.2
2 - 8,2,8,6,15,4255.0,4964.0,4964.0
2 - 8,2,8,6,16,4980.0,5098.8,5098.8
2 - 8,2,8,6,17,5600.0,5433.5,5433.5
2 - 8,2,8,6,18,8700.0,5033.7,5033.7
2 - 8,2,8,6,19,8700.0,5073.2,5073.2
2 - 8,2,8,6,20,8300.0,4804.3,4804.3
2 - 8,2,8,6,21,7777.0,4740.8,4740.8
2 - 8,2,8,6,22,7450.0,4554.3,4554.3
2 - 8,2,8,6,23,7350.0,4161.7,4161.7
2 - 8,2,8,6,24,6876.02,4156.1,4156.1
2 - 9,2,9,7,1,4745.0,3948.6,3948.6
2 - 9,2,9,7,2,3800.0,3683.6,3683.6
2 - 9,2,9,7,3,3868.0,3729.8,3729.8
2 - 9,2,9,7,4,2350.0,3407.7,3407.7
2 - 9,2,9,7,5,3868.0,3639.7,3639.7
2 - 9,2,9,7,6,4280.0,3656.6,3656.6
2 - 9,2,9,7,7,4100.0,3694.6,3694.6
2 - 9,2,9,7,8,4000.0,3565.9,3565.9
2 - 9,2,9,7,9,4680.0,4243.7,4243.7
2 - 9,2,9,7,10,4000.0,4602.0,4602.0
2 - 9,2,9,7,11,3088.0,4761.1,4761.1
2 - 9,2,9,7,12,2500.0,4792.6,4792.6
2 - 9,2,9,7,13,2500.0,4699.4,4699.4
2 - 9,2,9,7,14,2637.0,4681.5,4681.5
2 - 9,2,9,7,15,3050.0,4734.0,4734.0
2 - 9,2,9,7,16,4630.0,4673.2,4673.2
2 - 9,2,9,7,17,5550.0,5173.1,5173.1
2 - 9,2,9,7,18,8800.0,4949.3,4949.3
2 - 9,2,9,7,19,8990.21,5088.3,5088.3
2 - 9,2,9,7,20,8900.0,4984.0,4984.0
2 - 9,2,9,7,21,8588.0,5042.2,5042.2
2 - 9,2,9,7,22,8600.0,4776.6,4776.6
2 - 9,2,9,7,23,8988.49,4632.0,4632.0
2 - 9,2,9,7,24,6900.0,4161.8,4161.8
2 - 10,2,10,1,1,4960.0,3887.3,3887.3
2 - 10,2,10,1,2,4280.0,3675.7,3675.7
