,Date,Month,Day,Day_of_week,Hour,Price,Last_Price,Vol_Sale,Vol_Buy
4053,6 - 18,6,18,3,23,8874.62,8866.46,200.6,200.6
4054,6 - 18,6,18,3,24,6859.55,6859.96,232.0,232.0
4055,6 - 19,6,19,4,1,5524.17,5529.93,72.3,72.3
4056,6 - 19,6,19,4,2,5516.51,5524.9,185.7,185.7
4057,6 - 19,6,19,4,3,5504.31,5509.92,221.5,221.5
4058,6 - 19,6,19,4,4,4971.89,4988.89,188.3,188.3
4059,6 - 19,6,19,4,5,4886.99,4899.93,210.1,210.1
4060,6 - 19,6,19,4,6,4893.5,4899.93,209.8,209.8
4061,6 - 19,6,19,4,7,4993.01,4999.93,242.1,242.1
4062,6 - 19,6,19,4,8,5331.8,5403.95,109.3,109.3
4063,6 - 19,6,19,4,9,5332.39,5349.94,93.8,93.8
4064,6 - 19,6,19,4,10,3833.71,3847.76,231.8,231.8
4065,6 - 19,6,19,4,11,885.22,900.0,121.1,121.1
4066,6 - 19,6,19,4,12,62.19,68.9,248.4,248.4
4067,6 - 19,6,19,4,13,60.43,48.5,425.8,425.8
4068,6 - 19,6,19,4,14,87.23,198.0,398.8,398.8
4069,6 - 19,6,19,4,15,95.84,159.0,419.4,419.4
4070,6 - 19,6,19,4,16,228.13,220.0,485.0,485.0
4071,6 - 19,6,19,4,17,3843.33,3849.95,282.5,282.5
4072,6 - 19,6,19,4,18,3841.81,3849.98,376.6,376.6
4073,6 - 19,6,19,4,19,5535.25,5529.95,353.8,353.8
4074,6 - 19,6,19,4,20,7726.96,7726.5,365.9,365.9
4075,6 - 19,6,19,4,21,8444.33,8460.5,131.8,131.8
4076,6 - 19,6,19,4,22,8764.43,8800.0,179.6,179.6
4077,6 - 19,6,19,4,23,8620.92,8649.95,154.3,154.3
4078,6 - 19,6,19,4,24,6822.04,6839.95,268.6,268.6
4079,6 - 20,6,20,5,1,5506.27,5524.95,73.1,73.1
4080,6 - 20,6,20,5,2,5507.52,3315.0,119.7,119.7
4081,6 - 20,6,20,5,3,5522.01,5519.0,128.1,128.1
4082,6 - 20,6,20,5,4,5521.39,5442.13,147.8,147.8
4083,6 - 20,6,20,5,5,5522.16,5477.0,168.2,168.2
4084,6 - 20,6,20,5,6,5521.66,5477.0,171.3,171.3
4085,6 - 20,6,20,5,7,5522.64,5482.0,178.4,178.4
4086,6 - 20,6,20,5,8,3859.78,3839.1,185.9,185.9
4087,6 - 20,6,20,5,9,4315.82,4319.97,202.9,202.9
4088,6 - 20,6,20,5,10,3237.83,3250.0,225.0,225.0
4089,6 - 20,6,20,5,11,822.05,770.8,269.3,269.3
4090,6 - 20,6,20,5,12,205.35,449.0,185.9,185.9
4091,6 - 20,6,20,5,13,21.74,23.28,237.8,237.8
4092,6 - 20,6,20,5,14,11.8,13.98,296.4,296.4
4093,6 - 20,6,20,5,15,34.73,35.0,294.0,294.0
4094,6 - 20,6,20,5,16,48.47,50.0,292.7,292.7
4095,6 - 20,6,20,5,17,91.14,101.0,341.9,341.9
4096,6 - 20,6,20,5,18,1406.73,1480.0,409.6,409.6
4097,6 - 20,6,20,5,19,4375.61,4400.0,308.8,308.8
4098,6 - 20,6,20,5,20,6410.61,6275.0,136.5,136.5
4099,6 - 20,6,20,5,21,7223.43,7299.97,175.1,175.1
4100,6 - 20,6,20,5,22,8778.29,8799.95,247.7,247.7
4101,6 - 20,6,20,5,23,8865.7,8987.16,204.0,204.0
4102,6 - 20,6,20,5,24,6808.56,6900.0,227.0,227.0
4103,6 - 21,6,21,6,1,5507.0,5529.93,74.0,74.0
4104,6 - 21,6,21,6,2,5496.89,5524.92,76.7,76.7
4105,6 - 21,6,21,6,3,5509.7,5524.95,189.3,189.3
4106,6 - 21,6,21,6,4,5509.95,5524.95,177.6,177.6
4107,6 - 21,6,21,6,5,5489.72,5498.95,178.1,178.1
4108,6 - 21,6,21,6,6,5510.06,5524.95,233.9,233.9
4109,6 - 21,6,21,6,7,5007.4,5019.94,234.9,234.9
4110,6 - 21,6,21,6,8,3368.55,3799.0,216.5,216.5
4111,6 - 21,6,21,6,9,3269.06,3290.0,217.5,217.5
4112,6 - 21,6,21,6,10,3688.22,3699.0,234.8,234.8
4113,6 - 21,6,21,6,11,1242.1,1240.0,190.0,190.0
4114,6 - 21,6,21,6,12,1221.26,1230.0,162.4,162.4
4115,6 - 21,6,21,6,13,88.53,97.0,261.3,261.3
4116,6 - 21,6,21,6,14,100.2,100.0,213.5,213.5
4117,6 - 21,6,21,6,15,66.35,68.98,231.2,231.2
4118,6 - 21,6,21,6,16,64.25,69.0,248.6,248.6
4119,6 - 21,6,21,6,17,760.29,775.99,220.2,220.2
4120,6 - 21,6,21,6,18,1202.17,1209.97,275.1,275.1
4121,6 - 21,6,21,6,19,3961.64,3999.96,196.3,196.3
4122,6 - 21,6,21,6,20,7856.08,7899.91,122.2,122.2
4123,6 - 21,6,21,6,21,8199.81,8298.78,132.1,132.1
4124,6 - 21,6,21,6,22,8565.79,8499.95,130.3,130.3
4125,6 - 21,6,21,6,23,8571.75,8599.94,132.8,132.8
4126,6 - 21,6,21,6,24,6864.34,6870.5,215.7,215.7
4127,6 - 22,6,22,7,1,5510.37,5529.98,70.7,70.7
4128,6 - 22,6,22,7,2,5491.49,5524.94,75.2,75.2
4129,6 - 22,6,22,7,3,5485.64,5524.94,80.6,80.6
4130,6 - 22,6,22,7,4,5489.3,5400.0,79.2,79.2
4131,6 - 22,6,22,7,5,5489.9,5524.94,79.9,79.9
4132,6 - 22,6,22,7,6,5486.32,5524.94,80.7,80.7
4133,6 - 22,6,22,7,7,5405.09,5439.97,90.3,90.3
4134,6 - 22,6,22,7,8,2999.51,2999.95,250.1,250.1
4135,6 - 22,6,22,7,9,1808.47,1809.95,199.4,199.4
4136,6 - 22,6,22,7,10,3344.69,3000.0,86.8,86.8
4137,6 - 22,6,22,7,11,1787.44,1799.91,96.8,96.8
4138,6 - 22,6,22,7,12,995.18,998.9,109.2,109.2
4139,6 - 22,6,22,7,13,68.74,69.9,114.2,114.2
4140,6 - 22,6,22,7,14,68.49,69.9,125.6,125.6
4141,6 - 22,6,22,7,15,69.25,69.99,129.8,129.8
4142,6 - 22,6,22,7,16,68.61,69.0,171.7,171.7
4143,6 - 22,6,22,7,17,1204.75,1205.0,162.4,162.4
4144,6 - 22,6,22,7,18,1286.61,1205.0,250.8,250.8
4145,6 - 22,6,22,7,19,4462.0,4658.88,143.1,143.1
4146,6 - 22,6,22,7,20,8671.92,8699.98,92.8,92.8
4147,6 - 22,6,22,7,21,8424.31,8329.0,92.6,92.6
4148,6 - 22,6,22,7,22,8501.33,8496.99,97.9,97.9
4149,6 - 22,6,22,7,23,8857.64,8890.43,115.9,115.9
4150,6 - 22,6,22,7,24,6790.39,6799.95,104.7,104.7
4151,6 - 23,6,23,1,1,5456.64,5524.9,69.1,69.1
4152,6 - 23,6,23,1,2,5515.56,5524.92,89.6,89.6
4153,6 - 23,6,23,1,3,5496.51,2763.0,71.2,71.2
4154,6 - 23,6,23,1,4,5450.5,2762.5,53.0,53.0
4155,6 - 23,6,23,1,5,4958.32,2500.0,74.1,74.1
4156,6 - 23,6,23,1,6,4807.9,2437.5,74.8,74.8
4157,6 - 23,6,23,1,7,5471.93,5524.97,81.0,81.0
4158,6 - 23,6,23,1,8,5932.99,5524.93,117.7,117.7
4159,6 - 23,6,23,1,9,5179.45,5339.98,103.3,103.3
4160,6 - 23,6,23,1,10,3884.84,3938.88,137.3,137.3
4161,6 - 23,6,23,1,11,3697.27,3661.0,68.5,68.5
4162,6 - 23,6,23,1,12,104.3,100.0,299.9,299.9
4163,6 - 23,6,23,1,13,84.1,80.0,368.8,368.8
4164,6 - 23,6,23,1,14,99.94,97.0,479.1,479.1
4165,6 - 23,6,23,1,15,336.45,333.0,528.1,528.1
4166,6 - 23,6,23,1,16,503.43,500.0,603.9,603.9
4167,6 - 23,6,23,1,17,3727.01,3778.87,220.7,220.7
4168,6 - 23,6,23,1,18,5080.99,5089.86,156.5,156.5
4169,6 - 23,6,23,1,19,6961.57,9000.0,421.8,421.8
4170,6 - 23,6,23,1,20,8947.83,8891.4,457.2,457.2
4171,6 - 23,6,23,1,21,8923.85,8894.56,473.9,473.9
4172,6 - 23,6,23,1,22,8945.5,8999.99,392.2,392.2
4173,6 - 23,6,23,1,23,8980.51,9000.0,390.0,390.0
4174,6 - 23,6,23,1,24,6888.79,6900.0,294.6,294.6
4175,6 - 24,6,24,2,1,5522.08,5539.89,136.5,136.5
4176,6 - 24,6,24,2,2,5506.53,5524.9,133.1,133.1
4177,6 - 24,6,24,2,3,5493.34,5523.99,148.6,148.6
4178,6 - 24,6,24,2,4,5496.18,5523.99,150.6,150.6
4179,6 - 24,6,24,2,5,5503.69,5524.91,151.9,151.9
4180,6 - 24,6,24,2,6,5492.86,5524.92,145.2,145.2
4181,6 - 24,6,24,2,7,5513.15,5529.91,155.9,155.9
4182,6 - 24,6,24,2,8,6435.68,6446.89,175.8,175.8
4183,6 - 24,6,24,2,9,6865.5,6873.9,163.0,163.0
4184,6 - 24,6,24,2,10,4790.61,4800.0,193.6,193.6
4185,6 - 24,6,24,2,11,3148.05,3150.0,263.4,263.4
4186,6 - 24,6,24,2,12,120.17,499.0,383.1,383.1
4187,6 - 24,6,24,2,13,77.02,69.0,395.2,395.2
4188,6 - 24,6,24,2,14,85.69,78.0,406.6,406.6
4189,6 - 24,6,24,2,15,967.79,969.0,269.3,269.3
4190,6 - 24,6,24,2,16,979.77,1000.0,266.4,266.4
4191,6 - 24,6,24,2,17,2643.96,2699.94,192.4,192.4
4192,6 - 24,6,24,2,18,4615.89,4900.0,193.1,193.1
4193,6 - 24,6,24,2,19,7625.62,7847.99,209.5,209.5
4194,6 - 24,6,24,2,20,8451.09,8709.97,197.3,197.3
4195,6 - 24,6,24,2,21,8996.24,8989.99,358.3,358.3
4196,6 - 24,6,24,2,22,8154.36,7992.0,199.0,199.0
4197,6 - 24,6,24,2,23,8890.98,9000.0,200.6,200.6
4198,6 - 24,6,24,2,24,6890.73,6900.0,253.3,253.3
4199,6 - 25,6,25,3,1,5504.7,3601.0,89.6,89.6
4200,6 - 25,6,25,3,2,5486.16,4000.0,97.6,97.6
4201,6 - 25,6,25,3,3,5487.71,4000.0,177.9,177.9
4202,6 - 25,6,25,3,4,5500.96,5519.99,125.0,125.0
4203,6 - 25,6,25,3,5,5499.53,5520.0,115.5,115.5
4204,6 - 25,6,25,3,6,5512.72,5519.99,209.5,209.5
4205,6 - 25,6,25,3,7,5517.87,5500.1,200.6,200.6
4206,6 - 25,6,25,3,8,6105.93,6151.95,117.2,117.2
4207,6 - 25,6,25,3,9,5291.49,5299.91,151.1,151.1
4208,6 - 25,6,25,3,10,3836.28,3848.0,214.1,214.1
4209,6 - 25,6,25,3,11,3832.98,3839.0,214.9,214.9
4210,6 - 25,6,25,3,12,71.23,66.99,261.1,261.1
4211,6 - 25,6,25,3,13,71.9,66.5,300.2,300.2
4212,6 - 25,6,25,3,14,73.42,68.99,335.0,335.0
4213,6 - 25,6,25,3,15,445.67,437.99,351.1,351.1
4214,6 - 25,6,25,3,16,963.7,958.0,512.6,512.6
4215,6 - 25,6,25,3,17,3605.87,3649.99,208.0,208.0
4216,6 - 25,6,25,3,18,4095.01,3942.0,348.2,348.2
4217,6 - 25,6,25,3,19,6698.21,6764.99,170.1,170.1
4218,6 - 25,6,25,3,20,8233.17,8119.0,178.7,178.7
4219,6 - 25,6,25,3,21,8866.9,8819.0,320.0,320.0
4220,6 - 25,6,25,3,22,8916.78,9000.0,423.4,423.4
4221,6 - 25,6,25,3,23,8926.39,8999.99,368.8,368.8
4222,6 - 25,6,25,3,24,6888.29,6893.84,289.2,289.2
4223,6 - 26,6,26,4,1,5523.4,5524.97,156.2,156.2
4224,6 - 26,6,26,4,2,5523.22,5524.97,269.2,269.2
4225,6 - 26,6,26,4,3,5522.26,5477.0,264.9,264.9
4226,6 - 26,6,26,4,4,5323.09,5325.97,213.1,213.1
4227,6 - 26,6,26,4,5,5191.32,5147.0,238.3,238.3
4228,6 - 26,6,26,4,6,5197.29,5199.97,214.3,214.3
4229,6 - 26,6,26,4,7,5538.06,5539.99,278.0,278.0
4230,6 - 26,6,26,4,8,6538.89,6599.92,162.7,162.7
4231,6 - 26,6,26,4,9,4794.47,4799.98,224.5,224.5
4232,6 - 26,6,26,4,10,3744.3,3745.0,344.5,344.5
4233,6 - 26,6,26,4,11,3453.84,3450.0,311.0,311.0
4234,6 - 26,6,26,4,12,121.77,250.0,339.8,339.8
4235,6 - 26,6,26,4,13,80.43,134.99,470.9,470.9
4236,6 - 26,6,26,4,14,84.64,71.0,455.2,455.2
4237,6 - 26,6,26,4,15,1054.93,1049.0,569.3,569.3
4238,6 - 26,6,26,4,16,1583.87,1577.0,599.6,599.6
4239,6 - 26,6,26,4,17,3450.84,3450.0,385.6,385.6
4240,6 - 26,6,26,4,18,3721.36,3660.55,462.9,462.9
4241,6 - 26,6,26,4,19,6753.53,6797.0,221.6,221.6
4242,6 - 26,6,26,4,20,8601.3,8739.95,221.6,221.6
4243,6 - 26,6,26,4,21,8995.16,8999.94,458.2,458.2
4244,6 - 26,6,26,4,22,8994.97,8998.98,349.1,349.1
4245,6 - 26,6,26,4,23,8998.41,9000.0,309.2,309.2
4246,6 - 26,6,26,4,24,6896.24,6899.95,282.5,282.5
4247,6 - 27,6,27,5,1,5525.87,5537.0,71.7,71.7
4248,6 - 27,6,27,5,2,5534.43,5539.97,124.8,124.8
4249,6 - 27,6,27,5,3,4977.63,4999.97,229.0,229.0
4250,6 - 27,6,27,5,4,4977.51,4499.96,234.7,234.7
4251,6 - 27,6,27,5,5,4982.15,4999.96,259.1,259.1
4252,6 - 27,6,27,5,6,4983.09,4999.97,271.8,271.8
4253,6 - 27,6,27,5,7,5133.71,5600.0,117.9,117.9
4254,6 - 27,6,27,5,8,6701.91,6875.97,69.7,69.7
4255,6 - 27,6,27,5,9,5282.53,5299.99,103.6,103.6
4256,6 - 27,6,27,5,10,4494.2,4499.9,92.3,92.3
4257,6 - 27,6,27,5,11,3823.63,3819.98,305.6,305.6
4258,6 - 27,6,27,5,12,957.12,877.0,402.6,402.6
4259,6 - 27,6,27,5,13,902.4,893.99,423.4,423.4
4260,6 - 27,6,27,5,14,858.85,504.0,482.4,482.4
4261,6 - 27,6,27,5,15,1359.68,1349.95,496.6,496.6
4262,6 - 27,6,27,5,16,1895.94,3500.0,397.8,397.8
4263,6 - 27,6,27,5,17,3961.12,5100.0,515.5,515.5
4264,6 - 27,6,27,5,18,5272.9,5280.0,229.3,229.3
4265,6 - 27,6,27,5,19,7883.9,8000.0,155.3,155.3
4266,6 - 27,6,27,5,20,8742.77,8800.0,150.0,150.0
4267,6 - 27,6,27,5,21,8102.53,8430.0,145.3,145.3
4268,6 - 27,6,27,5,22,8972.46,8999.95,146.8,146.8
4269,6 - 27,6,27,5,23,8714.71,8999.98,223.8,223.8
4270,6 - 27,6,27,5,24,6893.9,6900.0,220.9,220.9
4271,6 - 28,6,28,6,1,5559.91,5591.45,52.4,52.4
4272,6 - 28,6,28,6,2,5394.68,5050.0,44.7,44.7
4273,6 - 28,6,28,6,3,5401.36,5050.0,71.0,71.0
4274,6 - 28,6,28,6,4,5345.3,5489.98,77.0,77.0
4275,6 - 28,6,28,6,5,5248.63,5338.98,73.2,73.2
4276,6 - 28,6,28,6,6,4800.35,4887.96,88.2,88.2
4277,6 - 28,6,28,6,7,4249.24,4296.26,84.1,84.1
4278,6 - 28,6,28,6,8,5277.47,5299.91,130.8,130.8
4279,6 - 28,6,28,6,9,4709.61,4797.27,75.9,75.9
4280,6 - 28,6,28,6,10,4336.14,4476.0,80.5,80.5
4281,6 - 28,6,28,6,11,3620.48,3686.27,145.2,145.2
4282,6 - 28,6,28,6,12,3481.7,3489.98,120.8,120.8
4283,6 - 28,6,28,6,13,3502.39,3552.99,152.8,152.8
4284,6 - 28,6,28,6,14,3493.5,3500.0,159.5,159.5
4285,6 - 28,6,28,6,15,3551.4,3500.0,140.0,140.0
4286,6 - 28,6,28,6,16,3526.17,3500.0,136.2,136.2
4287,6 - 28,6,28,6,17,3389.68,3463.9,124.2,124.2
4288,6 - 28,6,28,6,18,3489.16,3587.27,178.0,178.0
4289,6 - 28,6,28,6,19,4327.4,4349.0,365.8,365.8
4290,6 - 28,6,28,6,20,6443.5,6499.97,126.5,126.5
4291,6 - 28,6,28,6,21,8271.82,8292.0,118.2,118.2
4292,6 - 28,6,28,6,22,8211.88,8100.0,119.8,119.8
4293,6 - 28,6,28,6,23,8727.63,8869.0,110.6,110.6
4294,6 - 28,6,28,6,24,6776.85,6883.99,97.1,97.1
4295,6 - 29,6,29,7,1,5569.17,5570.0,40.8,40.8
4296,6 - 29,6,29,7,2,4368.65,4386.0,55.0,55.0
4297,6 - 29,6,29,7,3,4207.07,4004.05,103.7,103.7
4298,6 - 29,6,29,7,4,3809.62,3841.0,94.2,94.2
4299,6 - 29,6,29,7,5,3727.56,3730.0,90.5,90.5
4300,6 - 29,6,29,7,6,3429.42,3489.0,86.3,86.3
4301,6 - 29,6,29,7,7,3459.52,3500.0,128.9,128.9
4302,6 - 29,6,29,7,8,3820.58,3840.0,260.2,260.2
4303,6 - 29,6,29,7,9,3655.45,3690.0,174.5,174.5
4304,6 - 29,6,29,7,10,3305.88,3400.0,82.7,82.7
4305,6 - 29,6,29,7,11,3569.06,3639.93,81.6,81.6
4306,6 - 29,6,29,7,12,2982.5,2989.98,66.7,66.7
4307,6 - 29,6,29,7,13,2348.81,2341.22,89.0,89.0
4308,6 - 29,6,29,7,14,2282.6,2341.21,72.9,72.9
4309,6 - 29,6,29,7,15,2338.35,2341.22,67.0,67.0
4310,6 - 29,6,29,7,16,1680.26,1685.6,99.7,99.7
4311,6 - 29,6,29,7,17,2690.64,2700.0,94.4,94.4
4312,6 - 29,6,29,7,18,3238.24,3250.0,112.0,112.0
4313,6 - 29,6,29,7,19,3869.66,3939.8,103.8,103.8
4314,6 - 29,6,29,7,20,6439.69,6500.0,123.0,123.0
4315,6 - 29,6,29,7,21,8401.23,8500.0,105.4,105.4
4316,6 - 29,6,29,7,22,8643.27,8743.0,108.3,108.3
4317,6 - 29,6,29,7,23,8590.23,8700.0,121.1,121.1
4318,6 - 29,6,29,7,24,6785.71,6879.75,107.6,107.6
4319,6 - 30,6,30,1,1,4879.83,4888.0,99.9,99.9
4320,6 - 30,6,30,1,2,4276.35,4295.76,62.7,62.7
4321,6 - 30,6,30,1,3,3490.2,3500.0,163.9,163.9
4322,6 - 30,6,30,1,4,3497.62,3499.93,155.3,155.3
4323,6 - 30,6,30,1,5,3497.47,3499.93,164.4,164.4
4324,6 - 30,6,30,1,6,3045.5,3000.0,261.1,261.1
4325,6 - 30,6,30,1,7,4337.18,4298.98,223.2,223.2
4326,6 - 30,6,30,1,8,6594.05,6598.98,109.2,109.2
4327,6 - 30,6,30,1,9,4497.63,4500.0,176.7,176.7
4328,6 - 30,6,30,1,10,3843.52,3850.0,181.7,181.7
4329,6 - 30,6,30,1,11,3489.4,3490.0,258.6,258.6
4330,6 - 30,6,30,1,12,81.55,67.99,705.4,705.4
4331,6 - 30,6,30,1,13,82.25,68.0,676.4,676.4
4332,6 - 30,6,30,1,14,83.09,70.0,664.4,664.4
4333,6 - 30,6,30,1,15,511.51,500.0,637.4,637.4
4334,6 - 30,6,30,1,16,514.91,500.0,616.0,616.0
4335,6 - 30,6,30,1,17,1037.58,1000.0,504.0,504.0
4336,6 - 30,6,30,1,18,3286.76,6500.0,380.2,380.2
4337,6 - 30,6,30,1,19,4841.0,5600.0,272.8,272.8
4338,6 - 30,6,30,1,20,8201.33,8300.0,143.8,143.8
4339,6 - 30,6,30,1,21,8984.23,8999.99,342.9,342.9
4340,6 - 30,6,30,1,22,8996.6,9000.0,386.7,386.7
4341,6 - 30,6,30,1,23,8963.32,8980.0,247.1,247.1
4342,6 - 30,6,30,1,24,6870.56,6899.98,148.9,148.9
4343,7 - 1,7,1,2,1,5545.43,5568.5,60.7,60.7
4344,7 - 1,7,1,2,2,5561.37,5568.31,69.8,69.8
4345,7 - 1,7,1,2,3,5188.18,5189.9,116.0,116.0
4346,7 - 1,7,1,2,4,4849.88,4887.9,107.9,107.9
4347,7 - 1,7,1,2,5,4271.26,4296.69,128.4,128.4
4348,7 - 1,7,1,2,6,4860.01,4887.94,108.0,108.0
4349,7 - 1,7,1,2,7,5560.55,5570.48,110.9,110.9
4350,7 - 1,7,1,2,8,6838.76,6872.01,71.8,71.8
4351,7 - 1,7,1,2,9,6228.01,6264.96,131.7,131.7
4352,7 - 1,7,1,2,10,3797.58,3815.5,99.1,99.1
4353,7 - 1,7,1,2,11,2934.25,2949.99,131.0,131.0
4354,7 - 1,7,1,2,12,2023.58,1928.0,393.3,393.3
4355,7 - 1,7,1,2,13,1548.82,1418.0,385.0,385.0
4356,7 - 1,7,1,2,14,1879.27,1762.0,413.5,413.5
4357,7 - 1,7,1,2,15,3450.1,3333.0,68.4,68.4
4358,7 - 1,7,1,2,16,3697.9,3599.98,77.1,77.1
4359,7 - 1,7,1,2,17,3589.73,3079.9,105.8,105.8
4360,7 - 1,7,1,2,18,4758.94,4842.0,84.9,84.9
4361,7 - 1,7,1,2,19,6946.27,7027.5,82.4,82.4
4362,7 - 1,7,1,2,20,8455.7,8000.0,86.1,86.1
4363,7 - 1,7,1,2,21,8945.31,8699.0,271.5,271.5
4364,7 - 1,7,1,2,22,8884.94,8998.0,190.6,190.6
4365,7 - 1,7,1,2,23,8799.5,8989.99,115.4,115.4
4366,7 - 1,7,1,2,24,6751.53,6576.0,141.3,141.3
4367,7 - 2,7,2,3,1,4951.44,4550.0,27.7,27.7
4368,7 - 2,7,2,3,2,4447.5,4495.0,44.3,44.3
4369,7 - 2,7,2,3,3,4410.89,4422.95,54.3,54.3
4370,7 - 2,7,2,3,4,3781.75,3814.77,70.5,70.5
4371,7 - 2,7,2,3,5,3749.81,3777.77,79.1,79.1
4372,7 - 2,7,2,3,6,3640.68,3687.0,77.2,77.2
4373,7 - 2,7,2,3,7,5494.22,5476.0,66.0,66.0
4374,7 - 2,7,2,3,8,6703.48,6000.0,42.4,42.4
4375,7 - 2,7,2,3,9,6805.45,6849.79,48.2,48.2
4376,7 - 2,7,2,3,10,4418.41,4424.99,85.9,85.9
4377,7 - 2,7,2,3,11,3697.56,3688.99,191.6,191.6
4378,7 - 2,7,2,3,12,3489.79,3499.94,247.5,247.5
4379,7 - 2,7,2,3,13,2979.53,2977.99,277.5,277.5
4380,7 - 2,7,2,3,14,2806.61,2638.0,102.0,102.0
4381,7 - 2,7,2,3,15,3178.98,2988.0,79.2,79.2
4382,7 - 2,7,2,3,16,3408.41,3568.9,90.4,90.4
4383,7 - 2,7,2,3,17,3667.88,3688.14,206.0,206.0
4384,7 - 2,7,2,3,18,5184.57,5424.3,88.5,88.5
4385,7 - 2,7,2,3,19,8410.52,8499.93,117.0,117.0
4386,7 - 2,7,2,3,20,8889.57,9000.0,377.6,377.6
4387,7 - 2,7,2,3,21,8990.64,9000.0,193.5,193.5
4388,7 - 2,7,2,3,22,8989.58,9000.0,153.2,153.2
4389,7 - 2,7,2,3,23,8860.22,8888.25,161.7,161.7
4390,7 - 2,7,2,3,24,6854.93,6887.93,148.1,148.1
4391,7 - 3,7,3,4,1,5574.56,3629.21,78.5,78.5
4392,7 - 3,7,3,4,2,5235.37,5250.0,90.7,90.7
4393,7 - 3,7,3,4,3,4844.92,4884.76,79.8,79.8
4394,7 - 3,7,3,4,4,4400.44,4349.0,97.2,97.2
4395,7 - 3,7,3,4,5,3815.29,3816.92,101.9,101.9
4396,7 - 3,7,3,4,6,3838.1,3817.0,108.3,108.3
4397,7 - 3,7,3,4,7,5289.06,5294.23,97.6,97.6
4398,7 - 3,7,3,4,8,6823.32,6849.97,78.9,78.9
4399,7 - 3,7,3,4,9,5679.3,5652.98,127.0,127.0
4400,7 - 3,7,3,4,10,3690.38,3620.0,339.7,339.7
4401,7 - 3,7,3,4,11,2169.41,2150.0,515.3,515.3
4402,7 - 3,7,3,4,12,2058.74,2039.96,571.0,571.0
4403,7 - 3,7,3,4,13,965.67,947.99,611.5,611.5
4404,7 - 3,7,3,4,14,1169.43,1150.0,509.7,509.7
4405,7 - 3,7,3,4,15,2145.33,2150.0,211.6,211.6
4406,7 - 3,7,3,4,16,2272.32,2250.0,512.8,512.8
4407,7 - 3,7,3,4,17,2422.75,2400.0,744.5,744.5
4408,7 - 3,7,3,4,18,4719.87,4718.99,281.6,281.6
4409,7 - 3,7,3,4,19,6853.06,6899.94,208.0,208.0
4410,7 - 3,7,3,4,20,8024.37,7499.99,182.9,182.9
4411,7 - 3,7,3,4,21,8986.53,9000.0,264.5,264.5
4412,7 - 3,7,3,4,22,8981.27,8600.0,323.9,323.9
4413,7 - 3,7,3,4,23,8846.18,8890.39,214.2,214.2
4414,7 - 3,7,3,4,24,6853.07,6900.0,195.1,195.1
4415,7 - 4,7,4,5,1,5586.8,5599.99,56.4,56.4
4416,7 - 4,7,4,5,2,5576.7,5579.23,72.2,72.2
4417,7 - 4,7,4,5,3,4490.77,4497.77,73.7,73.7
4418,7 - 4,7,4,5,4,4994.85,4998.99,69.4,69.4
4419,7 - 4,7,4,5,5,4915.59,4939.94,75.4,75.4
4420,7 - 4,7,4,5,6,4489.0,4444.0,161.2,161.2
4421,7 - 4,7,4,5,7,5576.24,5590.3,180.3,180.3
4422,7 - 4,7,4,5,8,6819.26,6892.31,58.1,58.1
4423,7 - 4,7,4,5,9,6757.76,6878.94,59.4,59.4
4424,7 - 4,7,4,5,10,3882.88,3888.0,176.1,176.1
4425,7 - 4,7,4,5,11,2299.44,2298.0,451.6,451.6
4426,7 - 4,7,4,5,12,2549.14,2544.0,631.1,631.1
4427,7 - 4,7,4,5,13,1402.96,1390.0,589.2,589.2
4428,7 - 4,7,4,5,14,1410.3,1410.0,547.9,547.9
4429,7 - 4,7,4,5,15,2448.87,2450.0,499.5,499.5
4430,7 - 4,7,4,5,16,3493.57,3500.0,202.2,202.2
4431,7 - 4,7,4,5,17,3648.98,3650.0,425.0,425.0
4432,7 - 4,7,4,5,18,4527.07,5600.0,232.4,232.4
4433,7 - 4,7,4,5,19,7903.28,4000.0,176.4,176.4
4434,7 - 4,7,4,5,20,8446.67,8500.0,307.8,307.8
4435,7 - 4,7,4,5,21,8152.48,9000.0,723.1,723.1
4436,7 - 4,7,4,5,22,8919.53,9000.0,743.1,743.1
4437,7 - 4,7,4,5,23,8829.36,8881.34,491.2,491.2
4438,7 - 4,7,4,5,24,6874.87,6900.0,515.7,515.7
4439,7 - 5,7,5,6,1,5599.33,5600.0,345.3,345.3
4440,7 - 5,7,5,6,2,5586.14,5579.0,130.7,130.7
4441,7 - 5,7,5,6,3,5481.96,5484.55,147.9,147.9
4442,7 - 5,7,5,6,4,5523.75,5587.2,65.0,65.0
4443,7 - 5,7,5,6,5,5099.27,5102.93,101.3,101.3
4444,7 - 5,7,5,6,6,4763.12,4762.93,188.4,188.4
4445,7 - 5,7,5,6,7,4445.08,4431.99,177.6,177.6
4446,7 - 5,7,5,6,8,5418.97,5470.0,109.3,109.3
4447,7 - 5,7,5,6,9,3793.39,3850.0,142.8,142.8
4448,7 - 5,7,5,6,10,3491.49,3499.93,169.6,169.6
4449,7 - 5,7,5,6,11,1785.27,1820.0,176.4,176.4
4450,7 - 5,7,5,6,12,2026.41,2043.89,144.8,144.8
4451,7 - 5,7,5,6,13,1376.61,1409.99,155.2,155.2
4452,7 - 5,7,5,6,14,1377.88,1409.97,163.8,163.8
4453,7 - 5,7,5,6,15,1402.09,1410.0,218.3,218.3
