Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-04-18,23:00,"7 623,69","6 500,00","7 800,00","7 777,00","209,1","209,1","1 574,4","237,5"
2025-04-18,24:00,"4 590,78","4 500,00","4 597,03","4 555,00","250,0","250,0","309,2","269,2"
2025-04-19,01:00,"3 738,41","2 470,00","3 797,77","2 470,00","113,8","113,8","846,5","120,7"
2025-04-19,02:00,"3 408,15","3 389,00","3 600,00","3 389,00","203,5","203,5","228,6","270,3"
2025-04-19,03:00,"3 040,20","2 951,00","3 300,00","2 951,00","125,4","125,4","138,4","171,9"
2025-04-19,04:00,"2 291,42","2 274,00","2 297,00","2 297,00","151,5","151,5","187,9","164,0"
2025-04-19,05:00,"2 291,38","2 274,00","2 297,00","2 297,00","149,5","149,5","182,8","161,4"
2025-04-19,06:00,"3 197,82","3 170,00","3 200,00","3 200,00","166,3","166,3","176,2","180,9"
2025-04-19,07:00,"3 417,35","3 370,00","4 000,00","3 400,00","168,0","168,0","220,4","193,7"
2025-04-19,08:00,"3 439,60","3 338,17","4 100,10","3 389,00","260,4","260,4","281,4","325,2"
2025-04-19,09:00,"2 699,51","2 670,00","2 700,00","2 699,99","253,9","253,9","295,6","339,5"
2025-04-19,10:00,"3 397,98","3 350,00","3 403,00","3 399,00","162,3","162,3","991,7","199,1"
2025-04-19,11:00,"3 845,47","3 810,00","3 850,00","3 849,90","116,2","116,2","1 140,3","168,9"
2025-04-19,12:00,"2 934,83","2 891,00","2 940,00","2 940,00","148,8","148,8","1 135,4","226,4"
2025-04-19,13:00,"2 635,10","1 325,00","2 649,99","1 325,00","152,6","152,6","1 221,4","212,8"
2025-04-19,14:00,"1 987,54","1 950,00","1 993,00","1 993,00","169,5","169,5","1 320,4","216,0"
2025-04-19,15:00,"2 393,39","2 350,00","2 399,00","2 399,00","150,1","150,1","1 268,5","183,5"
2025-04-19,16:00,"2 641,88","2 385,00","2 649,00","2 649,00","146,2","146,2","968,4","179,8"
2025-04-19,17:00,"1 860,59","1 780,00","1 878,99","1 878,98","161,3","161,3","943,8","206,0"
2025-04-19,18:00,"3 489,84","3 430,01","3 500,00","3 445,01","194,2","194,2","304,1","247,0"
2025-04-19,19:00,"6 990,57","6 923,00","7 000,00","6 999,97","100,4","100,4","348,4","129,9"
2025-04-19,20:00,"8 307,10","7 000,00","8 400,00","8 399,90","97,4","97,4","382,0","102,5"
2025-04-19,21:00,"8 744,78","8 672,00","8 769,25","8 769,22","110,9","110,9","412,6","139,5"
2025-04-19,22:00,"8 688,34","7 500,00","8 751,00","8 599,99","150,9","150,9","429,1","162,2"
2025-04-19,23:00,"8 742,29","8 570,00","8 750,00","8 750,00","360,5","360,5","367,6","442,0"
2025-04-19,24:00,"6 234,34","5 000,00","6 257,46","6 257,46","360,4","360,4","426,6","372,7"
2025-04-20,01:00,"3 916,60","3 700,00","3 949,60","3 949,60","236,5","236,5","780,9","242,7"
2025-04-20,02:00,"3 789,78","3 000,00","3 800,00","3 800,00","309,0","309,0","446,6","316,6"
2025-04-20,03:00,"2 947,59","2 690,00","4 700,00","3 240,00","268,3","268,3","405,0","547,9"
2025-04-20,04:00,"2 763,67","2 683,00","3 500,00","2 700,00","326,1","326,1","446,0","381,0"
2025-04-20,05:00,"2 367,74","2 276,00","5 500,00","2 300,00","340,0","340,0","487,6","395,7"
2025-04-20,06:00,"2 893,51","2 683,00","5 600,00","3 300,00","287,3","287,3","405,4","644,1"
2025-04-20,07:00,"2 999,52","2 975,00","3 000,00","2 975,00","303,9","303,9","411,8","337,0"
2025-04-20,08:00,"1 646,94","1 600,00","1 649,95","1 649,94","311,8","311,8","876,0","349,3"
2025-04-20,09:00,"1 647,44","1 485,00","1 649,95","1 649,95","348,7","348,7","811,1","381,7"
2025-04-20,10:00,"1 398,10","1 350,00","1 400,00","1 400,00","443,4","443,4","1 081,7","483,8"
2025-04-20,11:00,"816,32","410,00","840,00","840,00","191,5","191,5","1 160,4","229,5"
2025-04-20,12:00,"99,10","89,99","100,00","100,00","126,2","126,2","1 292,1","212,3"
2025-04-20,13:00,"88,14","66,00","96,00","96,00","169,4","169,4","1 270,5","191,2"
2025-04-20,14:00,"63,32","12,00","83,00","65,00","177,4","177,4","1 581,1","201,0"
2025-04-20,15:00,"63,74","39,00","84,00","62,93","187,0","187,0","1 672,1","206,7"
2025-04-20,16:00,"61,81","39,00","84,00","60,00","184,2","184,2","1 600,0","204,7"
2025-04-20,17:00,"64,66","48,00","96,00","74,99","202,3","202,3","1 545,5","220,1"
2025-04-20,18:00,"541,31","171,00","571,00","570,99","353,4","353,4","1 203,5","366,7"
2025-04-20,19:00,"2 764,07","2 679,00","2 780,00","2 780,00","319,0","319,0","807,7","351,1"
2025-04-20,20:00,"5 963,03","4 501,00","7 000,00","7 000,00","485,6","485,6","1 184,1","536,4"
2025-04-20,21:00,"8 274,94","8 051,00","8 300,00","8 300,00","355,0","355,0","1 083,5","365,4"
2025-04-20,22:00,"7 967,90","7 839,99","8 011,11","8 000,00","186,1","186,1","680,0","359,7"
2025-04-20,23:00,"6 187,60","6 075,99","6 200,00","6 199,99","229,5","229,5","411,9","251,7"
2025-04-20,24:00,"3 482,86","3 403,00","3 500,00","3 499,99","197,9","197,9","614,4","232,2"
2025-04-21,01:00,"3 589,38","3 577,85","3 600,00","3 578,00","115,7","115,7","982,1","128,3"
2025-04-21,02:00,"3 720,19","3 626,00","4 500,00","3 678,00","168,7","168,7","605,1","183,3"
2025-04-21,03:00,"2 746,72","1 620,00","3 702,07","2 678,00","181,6","181,6","519,2","210,6"
2025-04-21,04:00,"2 436,83","2 378,00","4 500,00","2 378,00","231,7","231,7","551,0","236,7"
2025-04-21,05:00,"2 577,92","2 473,54","4 550,00","2 474,00","218,8","218,8","528,4","377,5"
2025-04-21,06:00,"3 621,37","3 577,99","4 800,00","3 578,00","193,7","193,7","477,5","204,4"
2025-04-21,07:00,"3 938,85","3 920,00","3 944,88","3 922,88","163,9","163,9","765,3","176,6"
2025-04-21,08:00,"5 485,65","5 000,00","5 499,99","5 477,00","113,6","113,6","448,5","141,0"
2025-04-21,09:00,"4 478,54","4 049,10","4 499,00","4 477,00","115,0","115,0","840,8","125,3"
2025-04-21,10:00,"3 289,60","2 500,00","3 299,00","3 277,00","261,4","261,4","839,4","289,5"
2025-04-21,11:00,"2 175,88","1 500,00","2 198,00","2 197,00","133,6","133,6","923,2","159,0"
2025-04-21,12:00,"423,60","292,50","440,00","419,98","105,8","105,8","1 656,8","136,5"
2025-04-21,13:00,"73,43","10,00","98,00","70,00","129,5","129,5","1 400,3","155,1"
2025-04-21,14:00,"62,95","10,00","98,00","79,00","126,6","126,6","1 556,1","134,0"
2025-04-21,15:00,"1 458,06","1 000,00","1 540,00","1 378,00","73,9","73,9","1 608,2","84,3"
2025-04-21,16:00,"831,68","570,00","868,00","799,00","76,1","76,1","1 352,0","86,8"
2025-04-21,17:00,"2 553,49","2 000,00","2 570,00","2 557,00","176,9","176,9","1 100,8","195,8"
2025-04-21,18:00,"2 820,83","2 000,00","4 799,00","2 800,00","258,8","258,8","778,6","302,3"
2025-04-21,19:00,"4 778,75","3 580,00","4 800,00","4 799,97","312,9","312,9","561,0","353,6"
2025-04-21,20:00,"8 083,76","7 857,10","8 100,00","8 100,00","422,7","422,7","567,8","454,3"
2025-04-21,21:00,"8 371,52","8 148,00","8 400,00","8 400,00","453,5","453,5","556,0","470,1"
2025-04-21,22:00,"8 083,43","7 938,00","8 157,10","8 157,10","420,4","420,4","527,6","475,5"
2025-04-21,23:00,"6 783,53","6 597,00","6 800,00","6 799,80","371,2","371,2","643,3","399,8"
2025-04-21,24:00,"4 790,22","3 500,00","4 800,05","4 799,97","508,0","508,0","598,0","524,9"
2025-04-22,01:00,"3 413,21","3 350,00","3 600,00","3 401,04","156,9","156,9","194,4","198,4"
2025-04-22,02:00,"3 389,22","3 378,00","3 400,00","3 388,99","216,7","216,7","326,6","237,4"
2025-04-22,03:00,"2 266,36","2 180,00","3 000,00","2 800,00","135,5","135,5","185,3","278,8"
2025-04-22,04:00,"462,69","440,00","650,00","452,00","192,0","192,0","279,4","281,4"
2025-04-22,05:00,"1 019,84","989,00","1 500,00","1 010,00","186,2","186,2","201,1","318,3"
2025-04-22,06:00,"3 628,05","3 611,00","3 640,00","3 629,00","198,2","198,2","346,2","212,7"
2025-04-22,07:00,"3 952,63","3 900,00","4 200,00","3 947,00","206,4","206,4","310,9","423,7"
2025-04-22,08:00,"6 774,83","6 754,00","6 785,00","6 774,70","311,7","311,7","498,6","333,8"
2025-04-22,09:00,"5 164,89","5 150,00","5 210,00","5 159,97","420,4","420,4","624,2","911,2"
2025-04-22,10:00,"3 447,32","3 350,00","3 600,00","3 400,00","351,1","351,1","434,0","1 751,8"
2025-04-22,11:00,"3 339,86","3 289,00","3 600,00","3 295,00","370,3","370,3","459,1","767,2"
2025-04-22,12:00,"1 343,75","1 044,00","3 000,00","2 999,00","298,0","298,0","320,9","5 319,2"
2025-04-22,13:00,"564,91","101,05","2 100,00","125,00","344,6","344,6","821,4","4 380,2"
2025-04-22,14:00,"395,38","100,00","1 985,00","985,00","371,9","371,9","612,9","1 952,7"
2025-04-22,15:00,"692,96","439,00","1 962,00","1 000,99","395,7","395,7","495,1","5 183,2"
2025-04-22,16:00,"2 059,50","1 951,00","3 000,00","1 986,00","512,6","512,6","580,3","1 140,7"
2025-04-22,17:00,"2 578,90","2 539,01","3 300,00","2 580,00","516,7","516,7","592,5","645,2"
2025-04-22,18:00,"3 047,42","2 800,00","4 800,00","2 848,00","134,2","134,2","260,6","957,6"
2025-04-22,19:00,"4 881,27","4 698,00","5 600,00","5 600,00","717,2","717,2","954,4","830,1"
2025-04-22,20:00,"7 589,97","7 372,00","8 000,00","7 600,00","550,8","550,8","661,7","639,9"
2025-04-22,21:00,"8 420,40","8 200,00","9 000,00","8 200,00","854,4","854,4","902,5","1 918,3"
2025-04-22,22:00,"8 096,40","8 000,00","8 600,00","8 000,00","881,4","881,4","895,2","3 225,2"
2025-04-22,23:00,"7 648,78","7 563,00","8 000,00","7 620,00","562,1","562,1","618,0","591,3"
2025-04-22,24:00,"5 024,90","4 950,01","5 600,00","5 000,00","461,6","461,6","578,8","629,1"
2025-04-23,01:00,"4 136,44","2 730,00","4 200,00","2 730,00","80,2","80,2","215,1","90,4"
2025-04-23,02:00,"4 173,05","1 724,45","4 311,13","4 000,00","157,4","157,4","382,4","165,2"
2025-04-23,03:00,"3 737,79","2 649,00","3 800,00","3 690,00","145,5","145,5","321,6","152,4"
2025-04-23,04:00,"3 815,27","1 576,80","3 942,00","1 576,80","108,7","108,7","253,1","110,7"
2025-04-23,05:00,"3 962,73","3 500,00","4 000,00","3 920,00","95,3","95,3","328,4","103,3"
2025-04-23,06:00,"4 213,37","310,00","4 309,88","310,00","131,9","131,9","305,5","135,6"
2025-04-23,07:00,"4 541,70","4 499,00","4 547,02","4 500,00","147,1","147,1","248,1","152,0"
2025-04-23,08:00,"6 761,19","6 000,00","6 872,19","6 709,70","34,8","34,8","378,3","46,9"
2025-04-23,09:00,"5 699,73","1 000,00","6 275,91","5 980,81","117,8","117,8","485,6","120,0"
2025-04-23,10:00,"3 068,89","750,00","3 380,00","750,00","172,0","172,0","657,1","191,9"
2025-04-23,11:00,"3 134,48","500,00","3 380,00","3 378,00","198,0","198,0","772,4","226,6"
2025-04-23,12:00,"400,41","95,00","1 100,00","700,00","248,2","248,2","886,8","1 612,5"
2025-04-23,13:00,"328,47","100,00","1 100,00","111,13","277,3","277,3","1 075,9","1 287,0"
2025-04-23,14:00,"303,89","100,00","1 100,00","166,01","234,9","234,9","1 125,2","1 249,5"
2025-04-23,15:00,"3 288,07","2 500,01","3 301,89","3 299,00","283,3","283,3","660,9","299,8"
2025-04-23,16:00,"2 359,21","1 458,00","2 432,89","2 280,00","259,4","259,4","594,8","274,1"
2025-04-23,17:00,"3 742,67","500,00","3 999,00","600,10","181,4","181,4","640,9","215,1"
2025-04-23,18:00,"7 891,72","7 000,00","8 100,00","7 839,00","171,9","171,9","306,0","202,4"
2025-04-23,19:00,"8 630,60","7 500,00","8 808,64","8 368,20","130,2","130,2","432,1","151,4"
2025-04-23,20:00,"8 495,00","7 500,00","8 750,00","8 312,50","71,7","71,7","340,9","96,5"
2025-04-23,21:00,"9 000,00","9 000,00","9 000,00","9 000,00","358,6","358,6","383,6","413,5"
2025-04-23,22:00,"8 998,95","8 000,00","9 000,00","9 000,00","468,1","468,1","473,0","527,4"
2025-04-23,23:00,"8 767,16","7 500,00","8 808,25","8 808,25","203,2","203,2","306,1","218,4"
2025-04-23,24:00,"6 301,12","5 000,00","6 379,81","6 378,99","162,6","162,6","320,6","175,5"
2025-04-24,01:00,"4 448,04","4 400,00","4 465,00","4 452,97","76,7","76,7","456,9","90,8"
2025-04-24,02:00,"3 913,89","2 365,20","3 942,00","3 929,97","138,3","138,3","356,6","164,9"
2025-04-24,03:00,"3 757,24","2 467,40","3 796,00","3 781,97","133,0","133,0","466,4","157,5"
2025-04-24,04:00,"2 665,49","1 618,80","2 718,00","2 695,99","145,9","145,9","299,8","168,2"
2025-04-24,05:00,"2 256,85","1 148,00","2 295,00","2 199,85","144,6","144,6","429,0","169,0"
2025-04-24,06:00,"3 900,62","1 971,00","3 942,00","3 940,99","144,9","144,9","251,0","168,8"
2025-04-24,07:00,"4 534,94","4 000,00","4 547,46","4 545,23","173,3","173,3","260,6","183,0"
2025-04-24,08:00,"6 824,56","5 500,00","6 900,00","6 899,90","105,8","105,8","356,5","123,0"
2025-04-24,09:00,"5 103,36","4 000,00","5 160,00","5 157,00","131,6","131,6","343,4","149,9"
2025-04-24,10:00,"3 038,83","2 000,00","3 088,99","2 998,85","203,3","203,3","1 265,3","226,0"
2025-04-24,11:00,"2 884,86","1 184,00","2 958,99","1 184,00","199,2","199,2","1 470,7","238,0"
2025-04-24,12:00,"2 471,59","2 000,00","2 496,99","2 000,00","222,3","222,3","831,3","249,7"
2025-04-24,13:00,"367,96","55,00","455,55","449,99","245,0","245,0","1 559,3","255,1"
2025-04-24,14:00,"383,92","176,40","455,55","440,99","251,9","251,9","1 602,1","294,5"
2025-04-24,15:00,"3 090,75","3 035,05","3 098,29","3 097,00","383,4","383,4","948,6","509,6"
2025-04-24,16:00,"2 490,74","2 400,02","2 497,00","2 497,00","417,3","417,3","891,2","488,4"
2025-04-24,17:00,"2 783,30","2 700,00","2 799,99","2 799,98","189,7","189,7","832,5","236,6"
2025-04-24,18:00,"4 977,25","4 899,00","5 000,00","5 000,00","160,2","160,2","893,7","230,5"
2025-04-24,19:00,"6 557,63","6 440,00","6 600,00","6 599,98","235,7","235,7","401,6","360,5"
2025-04-24,20:00,"8 774,47","8 536,00","8 800,00","8 799,98","238,8","238,8","316,1","254,0"
2025-04-24,21:00,"8 927,26","7 000,30","9 000,00","8 999,99","268,4","268,4","1 239,4","288,6"
2025-04-24,22:00,"8 972,56","8 810,00","9 000,00","8 999,89","271,4","271,4","372,1","292,3"
2025-04-24,23:00,"8 813,28","8 620,00","9 000,00","8 800,00","312,9","312,9","400,4","329,7"
2025-04-24,24:00,"6 369,92","6 249,43","6 376,97","6 376,96","255,7","255,7","359,9","268,5"
2025-04-25,01:00,"4 154,67","3 498,00","4 542,30","4 199,79","71,3","71,3","817,4","84,0"
2025-04-25,02:00,"4 326,56","3 500,00","4 488,00","4 393,69","84,1","84,1","549,4","101,1"
2025-04-25,03:00,"3 753,90","3 000,00","3 942,00","3 861,98","106,6","106,6","585,5","119,9"
2025-04-25,04:00,"3 657,67","3 000,00","3 796,00","3 707,99","126,1","126,1","642,1","132,6"
2025-04-25,05:00,"2 876,28","2 000,10","2 942,00","2 860,99","134,9","134,9","483,5","148,5"
2025-04-25,06:00,"4 148,58","3 500,10","4 488,00","4 096,89","121,0","121,0","579,6","130,0"
2025-04-25,07:00,"5 584,19","5 486,00","5 600,00","5 600,00","218,5","218,5","234,2","227,0"
2025-04-25,08:00,"6 886,82","6 762,00","6 900,00","6 900,00","194,4","194,4","215,8","212,1"
2025-04-25,09:00,"6 161,12","6 100,00","6 274,40","6 148,90","88,8","88,8","483,7","100,8"
2025-04-25,10:00,"2 949,22","2 000,30","2 964,00","2 963,90","220,2","220,2","662,2","254,0"
2025-04-25,11:00,"3 222,68","3 185,00","3 250,00","3 250,00","183,4","183,4","1 315,5","199,3"
2025-04-25,12:00,"936,18","800,00","989,00","879,00","174,3","174,3","2 466,2","218,4"
2025-04-25,13:00,"1 351,88","1 300,00","1 378,00","1 352,00","239,6","239,6","1 581,0","305,7"
2025-04-25,14:00,"1 346,79","1 289,11","1 379,00","1 347,93","267,3","267,3","1 412,7","292,2"
2025-04-25,15:00,"3 129,11","2 202,00","3 160,60","3 160,60","290,2","290,2","1 442,8","1 196,2"
2025-04-25,16:00,"2 588,37","2 000,00","3 035,00","2 548,98","167,0","167,0","2 741,1","182,7"
2025-04-25,17:00,"2 864,05","2 800,00","3 040,00","2 998,96","228,7","228,7","901,8","266,7"
2025-04-25,18:00,"3 772,64","1 931,58","3 932,00","1 931,58","112,4","112,4","1 137,6","129,2"
2025-04-25,19:00,"7 475,61","3 920,00","7 990,00","4 127,00","97,9","97,9","1 990,8","102,7"
2025-04-25,20:00,"8 543,98","6 750,00","8 740,00","8 740,00","125,8","125,8","592,3","161,1"
2025-04-25,21:00,"8 421,31","4 316,90","8 800,00","6 814,00","91,4","91,4","636,3","127,7"
2025-04-25,22:00,"8 551,10","4 361,00","8 890,00","8 799,99","107,4","107,4","650,4","150,8"
2025-04-25,23:00,"8 320,79","1 250,00","8 740,00","1 250,00","148,1","148,1","589,9","181,6"
2025-04-25,24:00,"6 160,00","3 175,00","6 340,00","6 199,95","107,9","107,9","565,3","125,4"
2025-04-26,01:00,"4 149,47","4 074,00","4 197,37","4 197,37","90,0","90,0","294,5","107,6"
2025-04-26,02:00,"3 026,85","2 990,00","5 600,00","3 000,00","146,1","146,1","176,5","341,6"
2025-04-26,03:00,"2 313,38","2 245,00","3 000,00","2 290,00","153,0","153,0","203,9","356,5"
2025-04-26,04:00,"520,42","439,00","5 600,00","5 600,00","244,7","244,7","245,7","962,5"
2025-04-26,05:00,"433,36","279,50","444,00","430,00","318,5","318,5","364,6","345,5"
2025-04-26,06:00,"2 313,41","2 266,00","3 000,00","2 290,00","124,6","124,6","157,1","380,8"
2025-04-26,07:00,"3 901,79","3 800,00","3 917,03","3 914,37","141,0","141,0","283,9","158,2"
2025-04-26,08:00,"4 484,73","4 458,00","4 488,00","4 487,99","152,3","152,3","291,1","174,5"
2025-04-26,09:00,"3 597,08","3 570,00","3 602,00","3 590,00","239,0","239,0","447,9","290,2"
2025-04-26,10:00,"1 990,29","1 960,00","3 000,00","1 980,01","524,6","524,6","648,0","695,3"
2025-04-26,11:00,"1 344,36","1 200,00","1 351,00","1 350,00","433,6","433,6","2 568,4","472,7"
2025-04-26,12:00,"93,84","65,00","100,00","99,99","228,2","228,2","1 852,7","254,6"
2025-04-26,13:00,"88,48","60,00","100,00","98,00","223,7","223,7","1 896,2","265,8"
2025-04-26,14:00,"90,10","60,00","100,00","97,46","215,3","215,3","2 086,7","243,1"
2025-04-26,15:00,"944,85","899,99","950,00","950,00","215,6","215,6","1 897,1","409,1"
2025-04-26,16:00,"1 374,02","1 331,00","1 380,00","1 380,00","287,5","287,5","1 598,0","390,0"
2025-04-26,17:00,"2 592,22","2 500,00","2 597,00","2 597,00","284,1","284,1","1 803,4","403,2"
2025-04-26,18:00,"2 373,98","2 100,00","2 388,00","2 387,99","191,1","191,1","530,0","216,1"
2025-04-26,19:00,"5 782,13","5 740,00","5 790,00","5 789,95","219,7","219,7","432,9","259,0"
2025-04-26,20:00,"8 740,84","8 653,00","8 750,00","8 739,99","152,9","152,9","273,4","188,3"
2025-04-26,21:00,"8 787,26","8 700,00","8 800,00","8 799,93","167,5","167,5","315,3","200,3"
2025-04-26,22:00,"8 765,44","8 536,00","8 800,00","8 791,00","151,6","151,6","396,0","178,7"
2025-04-26,23:00,"7 824,57","6 500,00","8 998,99","7 769,96","225,4","225,4","524,0","281,9"
2025-04-26,24:00,"5 689,86","4 500,00","5 700,00","5 699,95","137,1","137,1","313,1","165,9"
2025-04-27,01:00,"4 853,95","4 505,00","5 450,00","4 505,00","289,8","289,8","352,5","339,5"
2025-04-27,02:00,"3 443,71","3 359,00","5 600,00","3 359,00","238,9","238,9","301,3","284,0"
2025-04-27,03:00,"3 051,17","2 290,01","5 600,00","2 290,01","376,6","376,6","454,4","3 289,7"
2025-04-27,04:00,"2 204,68","500,09","5 400,00","2 000,00","123,2","123,2","245,1","9 984,3"
2025-04-27,05:00,"1 413,30","500,00","5 400,00","1 462,16","204,1","204,1","411,1","5 494,1"
2025-04-27,06:00,"3 688,28","2 310,00","5 600,00","3 300,00","276,7","276,7","318,6","6 368,8"
2025-04-27,07:00,"3 489,71","3 450,00","3 500,00","3 491,00","114,1","114,1","177,3","135,4"
2025-04-27,08:00,"2 928,03","2 783,00","6 900,00","3 280,00","249,4","249,4","316,6","450,8"
2025-04-27,09:00,"1 916,02","1 881,00","2 020,00","1 897,00","345,9","345,9","1 205,1","378,8"
2025-04-27,10:00,"828,45","739,00","860,00","838,90","365,7","365,7","1 512,9","379,1"
2025-04-27,11:00,"357,02","290,00","390,00","362,00","175,9","175,9","2 071,6","196,9"
2025-04-27,12:00,"44,13","11,00","100,00","33,00","152,9","152,9","2 073,6","172,5"
2025-04-27,13:00,"40,63","10,00","100,00","34,89","190,8","190,8","2 322,6","200,8"
2025-04-27,14:00,"45,58","11,00","100,00","38,90","213,4","213,4","2 199,5","218,7"
2025-04-27,15:00,"87,85","11,00","100,00","96,00","257,6","257,6","1 347,4","262,6"
2025-04-27,16:00,"425,22","399,99","430,00","430,00","362,1","362,1","1 578,2","400,5"
2025-04-27,17:00,"741,60","690,00","750,00","750,00","357,8","357,8","1 122,4","370,7"
2025-04-27,18:00,"2 447,44","2 383,00","2 450,00","2 449,99","333,8","333,8","825,4","392,1"
2025-04-27,19:00,"5 595,86","5 500,01","5 600,00","5 568,98","203,0","203,0","314,2","222,9"
2025-04-27,20:00,"8 753,94","8 487,50","9 000,00","8 748,95","164,1","164,1","299,9","179,4"
2025-04-27,21:00,"8 802,99","8 733,00","9 000,00","8 795,97","170,3","170,3","342,4","190,2"
2025-04-27,22:00,"8 801,65","8 540,00","9 000,00","8 798,97","195,1","195,1","497,8","217,2"
2025-04-27,23:00,"8 761,64","8 487,50","9 000,00","8 749,91","298,9","298,9","588,7","656,7"
2025-04-27,24:00,"6 339,68","6 258,00","6 900,00","6 267,94","304,1","304,1","609,4","870,2"
2025-04-28,01:00,"4 629,69","4 600,00","4 645,05","4 645,04","62,4","62,4","222,3","71,0"
2025-04-28,02:00,"3 924,54","3 863,16","3 942,00","3 864,00","63,6","63,6","210,5","78,9"
2025-04-28,03:00,"3 010,45","2 970,00","3 051,05","2 972,95","56,9","56,9","143,5","68,4"
2025-04-28,04:00,"2 995,40","2 960,00","3 039,00","2 987,00","120,2","120,2","148,2","133,5"
2025-04-28,05:00,"3 002,80","2 968,95","3 051,05","3 000,00","105,1","105,1","192,4","118,4"
2025-04-28,06:00,"4 443,49","4 000,00","4 488,00","4 443,99","26,9","26,9","461,9","37,1"
2025-04-28,07:00,"4 625,51","4 589,00","4 644,61","4 598,95","51,9","51,9","270,9","64,9"
2025-04-28,08:00,"6 699,61","6 000,00","6 781,31","6 000,00","63,0","63,0","300,9","71,9"
2025-04-28,09:00,"5 592,46","5 553,00","5 600,00","5 599,92","54,2","54,2","350,7","91,4"
2025-04-28,10:00,"3 905,90","3 870,00","3 920,00","3 919,99","106,3","106,3","1 334,0","140,4"
2025-04-28,11:00,"3 233,06","3 200,00","3 250,00","3 249,89","80,6","80,6","1 189,6","101,3"
2025-04-28,12:00,"116,94","20,00","207,05","20,00","202,0","202,0","1 128,1","202,0"
2025-04-28,13:00,"72,53","10,00","98,90","58,99","72,0","72,0","1 717,6","72,0"
2025-04-28,14:00,"71,98","10,00","152,00","48,99","83,7","83,7","1 522,1","83,7"
2025-04-28,15:00,"1 926,70","1 267,50","1 949,00","1 949,00","93,6","93,6","1 436,0","139,2"
2025-04-28,16:00,"3 486,26","3 000,00","3 550,00","3 484,99","78,3","78,3","941,5","102,9"
2025-04-28,17:00,"3 299,45","2 505,20","3 347,77","3 347,75","96,5","96,5","635,5","130,0"
2025-04-28,18:00,"4 505,50","3 500,00","4 530,00","4 529,98","158,0","158,0","431,6","182,0"
2025-04-28,19:00,"5 923,34","5 400,00","6 000,00","5 989,00","146,6","146,6","586,4","197,8"
2025-04-28,20:00,"8 426,58","8 001,00","8 500,00","8 499,95","114,8","114,8","556,9","166,1"
2025-04-28,21:00,"8 698,49","8 001,00","8 750,00","8 742,99","117,5","117,5","397,6","164,1"
2025-04-28,22:00,"8 966,30","8 813,50","9 000,00","8 813,55","474,3","474,3","581,8","2 643,2"
2025-04-28,23:00,"8 691,54","7 500,00","8 800,00","8 666,00","99,9","99,9","373,7","107,4"
2025-04-28,24:00,"6 779,66","5 501,00","6 840,00","6 828,00","177,1","177,1","956,8","212,5"
2025-04-29,01:00,"5 060,10","4 500,00","5 167,47","5 167,47","105,6","105,6","938,9","126,3"
2025-04-29,02:00,"2 966,06","2 500,00","3 005,00","3 000,00","120,9","120,9","229,4","173,3"
2025-04-29,03:00,"2 443,59","2 000,00","3 001,00","2 486,00","112,3","112,3","249,4","120,6"
2025-04-29,04:00,"1 938,85","1 500,00","2 027,00","1 975,99","112,2","112,2","341,8","145,4"
2025-04-29,05:00,"2 640,34","2 000,00","2 727,00","2 699,97","97,9","97,9","193,9","107,0"
2025-04-29,06:00,"2 952,52","2 500,00","3 000,00","3 000,00","109,0","109,0","260,7","118,7"
2025-04-29,07:00,"4 407,71","4 000,00","4 469,00","4 419,00","64,0","64,0","685,6","72,3"
2025-04-29,08:00,"6 389,00","4 000,00","6 749,97","6 749,97","81,6","81,6","999,6","93,9"
2025-04-29,09:00,"4 378,01","4 000,00","4 534,00","4 534,00","85,1","85,1","992,4","120,2"
2025-04-29,10:00,"3 873,96","3 000,11","3 920,00","3 919,99","116,4","116,4","1 996,5","134,4"
2025-04-29,11:00,"2 389,02","2 160,00","2 401,79","2 399,00","188,3","188,3","1 403,4","206,5"
2025-04-29,12:00,"91,04","65,00","120,00","99,00","110,7","110,7","1 296,3","133,6"
2025-04-29,13:00,"79,59","60,00","120,00","85,00","102,4","102,4","1 350,9","129,8"
2025-04-29,14:00,"81,68","50,00","120,00","85,00","137,0","137,0","1 223,4","145,8"
2025-04-29,15:00,"846,65","770,00","869,00","855,00","137,5","137,5","1 547,0","182,9"
2025-04-29,16:00,"2 866,06","2 842,01","2 900,00","2 871,00","126,2","126,2","986,3","208,5"
2025-04-29,17:00,"2 961,43","2 710,05","3 000,00","2 899,89","89,1","89,1","737,2","157,9"
2025-04-29,18:00,"4 777,10","4 704,00","4 800,00","4 743,00","121,4","121,4","945,0","153,0"
2025-04-29,19:00,"5 559,28","4 500,00","5 600,00","5 600,00","139,3","139,3","316,9","181,1"
2025-04-29,20:00,"7 668,64","4 000,00","8 000,00","7 998,90","160,7","160,7","477,1","179,0"
2025-04-29,21:00,"8 232,07","7 100,00","8 529,99","8 207,90","133,3","133,3","1 725,2","159,8"
2025-04-29,22:00,"8 828,53","7 500,00","9 000,00","8 799,95","383,8","383,8","554,8","414,4"
