Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-04-29,23:00,"8 702,02","7 500,00","8 750,00","8 750,00","270,8","270,8","325,0","289,5"
2025-04-29,24:00,"5 725,54","4 500,00","5 774,00","5 759,99","152,1","152,1","286,4","167,2"
2025-04-30,01:00,"4 795,38","4 000,00","4 810,11","4 810,10","145,2","145,2","291,3","153,7"
2025-04-30,02:00,"3 603,17","3 000,00","3 631,00","3 628,99","82,6","82,6","194,7","143,4"
2025-04-30,03:00,"3 290,19","3 253,00","3 301,11","3 300,00","141,0","141,0","147,8","166,4"
2025-04-30,04:00,"2 405,04","2 371,20","5 600,00","5 600,00","117,3","117,3","123,5","208,1"
2025-04-30,05:00,"2 378,72","2 300,00","2 387,00","2 387,00","139,1","139,1","147,8","190,4"
2025-04-30,06:00,"3 801,13","2 650,00","3 942,00","3 942,00","122,5","122,5","1 135,7","142,0"
2025-04-30,07:00,"4 881,64","4 001,00","4 900,00","4 899,97","95,6","95,6","204,2","102,1"
2025-04-30,08:00,"6 856,26","6 000,00","6 878,78","6 878,69","111,3","111,3","381,7","125,1"
2025-04-30,09:00,"6 135,79","5 500,00","6 200,00","6 199,89","114,1","114,1","369,5","123,6"
2025-04-30,10:00,"2 755,83","2 000,00","2 785,00","2 785,00","196,2","196,2","536,9","213,2"
2025-04-30,11:00,"2 335,79","2 000,00","2 401,05","2 393,00","315,6","315,6","1 281,6","344,7"
2025-04-30,12:00,"72,58","10,00","101,05","48,00","282,6","282,6","1 132,3","283,0"
2025-04-30,13:00,"34,78","10,00","54,95","39,98","128,0","128,0","1 585,9","128,0"
2025-04-30,14:00,"39,69","10,00","57,95","49,93","132,5","132,5","1 366,2","132,5"
2025-04-30,15:00,"2 372,45","2 290,00","2 390,00","2 390,00","160,9","160,9","1 052,9","180,9"
2025-04-30,16:00,"1 794,35","1 740,00","1 845,00","1 845,00","177,4","177,4","947,3","203,2"
2025-04-30,17:00,"3 357,56","3 280,00","3 389,00","3 388,00","161,8","161,8","519,8","190,5"
2025-04-30,18:00,"3 834,53","3 790,00","3 929,99","3 863,16","132,8","132,8","821,4","142,5"
2025-04-30,19:00,"4 765,75","4 699,90","4 814,99","4 799,98","132,9","132,9","620,9","147,5"
2025-04-30,20:00,"5 548,35","3 949,00","5 839,00","3 949,00","155,5","155,5","2 027,7","166,0"
2025-04-30,21:00,"8 172,34","8 000,00","8 210,00","8 150,00","195,8","195,8","350,5","229,3"
2025-04-30,22:00,"8 502,06","7 001,00","8 610,00","7 002,00","207,4","207,4","362,5","239,5"
2025-04-30,23:00,"7 476,95","5 800,00","7 800,00","7 800,00","207,2","207,2","1 070,3","328,9"
2025-04-30,24:00,"4 855,15","3 500,10","4 888,00","4 863,00","136,7","136,7","237,0","160,2"
2025-05-01,01:00,"4 845,81","4 085,00","4 889,98","4 085,00","103,2","103,2","540,0","119,4"
2025-05-01,02:00,"5 548,94","5 000,00","5 574,58","5 465,00","207,6","207,6","447,7","229,5"
2025-05-01,03:00,"5 523,81","5 000,00","5 571,58","5 571,58","181,3","181,3","486,2","197,6"
2025-05-01,04:00,"5 515,58","5 010,00","5 569,25","5 011,00","161,1","161,1","584,8","183,9"
2025-05-01,05:00,"5 504,45","5 000,00","5 562,31","5 560,00","160,1","160,1","532,0","186,5"
2025-05-01,06:00,"5 545,51","5 000,00","5 569,46","5 569,46","199,5","199,5","307,3","217,9"
2025-05-01,07:00,"5 596,51","5 488,00","5 600,00","5 600,00","274,4","274,4","339,5","290,7"
2025-05-01,08:00,"6 775,27","6 731,26","6 875,65","6 745,70","89,3","89,3","363,3","118,0"
2025-05-01,09:00,"6 569,18","6 305,00","6 644,41","6 639,38","88,0","88,0","493,3","111,5"
2025-05-01,10:00,"5 002,65","4 500,00","5 050,00","5 039,99","134,8","134,8","765,1","161,4"
2025-05-01,11:00,"2 376,63","2 331,00","2 432,00","2 380,00","207,5","207,5","857,8","251,2"
2025-05-01,12:00,"1 683,03","1 583,00","1 696,00","1 695,00","150,8","150,8","562,9","238,1"
2025-05-01,13:00,"1 689,74","1 583,00","1 696,00","1 695,00","152,5","152,5","629,3","232,1"
2025-05-01,14:00,"1 834,55","1 727,00","1 840,00","1 838,99","155,8","155,8","522,6","250,6"
2025-05-01,15:00,"2 945,60","2 891,07","2 950,00","2 950,00","140,3","140,3","600,2","277,9"
2025-05-01,16:00,"4 098,24","3 500,00","4 150,00","4 129,90","130,5","130,5","933,4","134,4"
2025-05-01,17:00,"4 300,01","2 243,50","4 485,25","4 407,00","123,0","123,0","939,5","132,4"
2025-05-01,18:00,"8 673,14","7 500,00","8 794,00","8 794,00","146,9","146,9","831,1","159,0"
2025-05-01,19:00,"8 751,32","8 200,00","8 809,44","8 808,00","175,1","175,1","525,0","197,2"
2025-05-01,20:00,"8 714,22","8 506,00","8 769,51","8 769,00","123,9","123,9","405,4","144,6"
2025-05-01,21:00,"8 690,55","8 520,00","8 769,73","8 769,73","155,5","155,5","270,5","190,0"
2025-05-01,22:00,"8 780,46","8 500,00","8 812,32","8 812,32","182,4","182,4","225,2","252,2"
2025-05-01,23:00,"8 716,78","6 800,00","8 800,00","8 666,00","140,7","140,7","379,9","168,9"
2025-05-01,24:00,"6 686,89","3 388,00","6 900,00","3 388,00","171,5","171,5","515,8","200,2"
2025-05-02,01:00,"5 538,34","3 341,71","5 569,50","3 341,71","115,8","115,8","383,7","132,3"
2025-05-02,02:00,"4 571,66","2 303,00","4 700,00","4 100,00","117,1","117,1","246,8","120,2"
2025-05-02,03:00,"3 905,48","1 988,91","4 059,67","4 059,61","122,8","122,8","268,3","153,6"
2025-05-02,04:00,"3 010,32","2 965,06","5 516,03","2 980,01","127,1","127,1","212,4","523,8"
2025-05-02,05:00,"2 366,59","2 200,07","5 517,58","2 240,03","95,8","95,8","139,2","644,1"
2025-05-02,06:00,"3 720,61","1 971,01","3 930,00","3 926,99","78,0","78,0","258,6","90,4"
2025-05-02,07:00,"4 524,50","2 300,01","4 599,97","4 599,97","120,2","120,2","323,9","136,5"
2025-05-02,08:00,"6 815,55","6 760,00","6 842,88","6 842,84","100,0","100,0","275,7","136,3"
2025-05-02,09:00,"4 653,78","3 500,00","4 748,00","4 746,73","105,9","105,9","457,6","124,5"
2025-05-02,10:00,"6 517,89","4 590,00","6 590,00","6 584,00","124,5","124,5","1 174,5","130,6"
2025-05-02,11:00,"4 454,83","4 010,00","4 539,00","4 482,00","89,9","89,9","1 294,3","111,9"
2025-05-02,12:00,"2 225,84","2 000,00","2 250,00","2 243,00","135,0","135,0","978,7","147,3"
2025-05-02,13:00,"2 170,43","1 500,00","2 199,00","2 199,00","111,4","111,4","909,8","140,9"
2025-05-02,14:00,"2 185,53","2 133,00","2 199,99","2 199,99","111,9","111,9","785,5","139,7"
2025-05-02,15:00,"2 152,03","1 506,10","2 200,00","2 200,00","143,9","143,9","1 094,1","157,1"
2025-05-02,16:00,"1 837,56","1 690,00","1 850,00","1 850,00","198,8","198,8","907,0","219,2"
2025-05-02,17:00,"3 589,54","3 000,00","3 628,97","3 624,99","118,7","118,7","601,8","133,4"
2025-05-02,18:00,"4 375,64","4 100,00","4 447,75","4 444,98","109,4","109,4","796,3","137,1"
2025-05-02,19:00,"8 784,41","8 600,00","8 800,00","8 797,00","185,6","185,6","395,1","287,9"
2025-05-02,20:00,"8 469,39","8 425,00","8 499,97","8 494,00","123,0","123,0","426,1","186,9"
2025-05-02,21:00,"8 575,20","8 525,00","8 600,00","8 599,98","139,0","139,0","231,2","225,6"
2025-05-02,22:00,"8 771,42","8 699,00","8 800,00","8 799,98","152,7","152,7","251,4","193,9"
2025-05-02,23:00,"8 646,88","7 500,00","8 750,00","7 500,00","132,0","132,0","321,9","186,8"
2025-05-02,24:00,"6 842,48","4 875,00","6 900,00","4 875,00","193,8","193,8","467,6","220,8"
2025-05-03,01:00,"5 431,22","3 621,00","5 570,72","5 570,69","164,0","164,0","434,9","169,7"
2025-05-03,02:00,"5 353,26","4 000,00","5 508,28","5 508,28","127,9","127,9","403,3","132,5"
2025-05-03,03:00,"4 483,57","4 200,00","4 493,69","4 449,00","195,3","195,3","237,2","213,5"
2025-05-03,04:00,"4 556,22","4 000,00","4 600,00","4 599,97","142,5","142,5","271,6","149,3"
2025-05-03,05:00,"4 449,51","3 500,00","4 500,00","4 490,00","141,5","141,5","283,3","144,7"
2025-05-03,06:00,"4 495,20","4 450,00","4 510,69","4 499,97","186,5","186,5","252,6","199,7"
2025-05-03,07:00,"4 639,22","3 700,00","4 800,00","4 799,97","95,6","95,6","339,5","99,1"
2025-05-03,08:00,"5 915,36","2 600,00","6 551,00","6 000,00","101,7","101,7","1 670,0","107,5"
2025-05-03,09:00,"3 565,64","3 000,00","3 600,00","3 000,00","169,8","169,8","277,0","178,9"
2025-05-03,10:00,"2 696,85","2 650,00","2 699,00","2 699,00","329,1","329,1","1 291,6","376,2"
2025-05-03,11:00,"2 633,92","2 599,00","2 640,00","2 620,00","220,4","220,4","2 769,4","265,3"
2025-05-03,12:00,"2 744,88","2 695,00","2 750,00","2 750,00","200,0","200,0","1 286,3","241,5"
2025-05-03,13:00,"2 741,17","2 669,00","2 750,00","2 700,00","216,9","216,9","1 479,3","245,7"
2025-05-03,14:00,"2 194,22","1 999,99","2 200,00","2 199,99","199,9","199,9","1 409,5","227,7"
2025-05-03,15:00,"84,34","20,00","100,00","99,97","220,0","220,0","1 211,5","261,1"
2025-05-03,16:00,"88,92","20,00","100,00","99,98","224,6","224,6","1 038,6","238,4"
2025-05-03,17:00,"2 734,31","2 650,00","2 750,00","2 750,00","202,7","202,7","496,9","223,0"
2025-05-03,18:00,"3 772,51","2 500,00","3 907,23","3 907,23","184,8","184,8","521,3","204,8"
2025-05-03,19:00,"5 545,10","5 101,00","5 599,97","5 555,00","177,0","177,0","576,8","197,0"
2025-05-03,20:00,"7 078,39","6 000,00","7 199,99","7 099,00","120,4","120,4","679,7","134,8"
2025-05-03,21:00,"7 922,19","7 400,00","8 000,00","7 908,00","147,5","147,5","372,1","170,5"
2025-05-03,22:00,"8 703,83","8 487,50","8 750,00","8 750,00","154,9","154,9","336,8","174,2"
2025-05-03,23:00,"8 282,37","8 218,00","8 299,97","8 298,99","131,4","131,4","407,7","156,7"
2025-05-03,24:00,"6 060,78","2 150,00","6 150,00","2 150,00","182,1","182,1","571,8","186,2"
2025-05-04,01:00,"5 152,99","5 110,00","5 199,99","5 199,95","85,4","85,4","280,0","113,1"
2025-05-04,02:00,"3 865,60","3 800,00","3 900,00","3 882,00","101,6","101,6","351,2","120,5"
2025-05-04,03:00,"3 545,22","3 480,00","3 599,99","3 599,98","72,5","72,5","320,6","109,8"
2025-05-04,04:00,"3 508,54","3 100,00","3 574,31","3 490,00","89,9","89,9","460,8","120,9"
2025-05-04,05:00,"3 257,34","1 000,00","3 515,98","3 515,98","108,6","108,6","432,8","117,1"
2025-05-04,06:00,"3 539,99","3 484,00","3 599,99","3 599,98","66,6","66,6","296,5","93,2"
2025-05-04,07:00,"3 967,14","3 887,00","4 000,00","4 000,00","67,3","67,3","230,6","97,2"
2025-05-04,08:00,"5 146,88","5 109,98","5 149,99","5 149,97","108,8","108,8","625,9","147,8"
2025-05-04,09:00,"4 144,20","4 037,00","4 150,00","4 149,99","97,3","97,3","1 295,9","125,0"
2025-05-04,10:00,"3 547,89","3 516,00","3 550,00","3 549,99","107,5","107,5","2 229,3","144,5"
2025-05-04,11:00,"2 190,76","2 159,00","2 200,00","2 200,00","145,0","145,0","1 476,2","182,5"
2025-05-04,12:00,"3 896,07","3 868,00","3 898,99","3 898,99","139,4","139,4","1 469,5","175,2"
2025-05-04,13:00,"3 897,48","3 872,00","3 898,99","3 898,95","128,5","128,5","1 614,2","169,5"
2025-05-04,14:00,"3 896,85","3 868,00","3 898,99","3 898,97","110,9","110,9","1 675,4","154,1"
2025-05-04,15:00,"2 199,50","2 179,00","2 200,00","2 200,00","213,1","213,1","1 594,6","274,8"
2025-05-04,16:00,"2 249,31","2 229,00","2 250,00","2 250,00","231,2","231,2","1 592,0","289,2"
2025-05-04,17:00,"2 948,73","2 837,00","2 950,00","2 950,00","225,2","225,2","867,4","288,4"
2025-05-04,18:00,"3 034,80","2 899,99","3 050,00","3 050,00","354,1","354,1","773,7","442,3"
2025-05-04,19:00,"4 735,67","4 637,00","4 750,00","4 750,00","348,2","348,2","426,0","477,0"
2025-05-04,20:00,"7 777,05","7 644,00","7 800,00","7 799,99","220,1","220,1","347,3","257,4"
2025-05-04,21:00,"8 565,65","8 487,00","8 600,00","8 599,96","141,6","141,6","253,3","174,6"
2025-05-04,22:00,"8 772,24","7 920,00","8 800,00","7 920,00","132,3","132,3","259,0","151,3"
2025-05-04,23:00,"8 659,52","7 500,00","8 750,00","8 749,92","116,0","116,0","309,3","157,6"
2025-05-04,24:00,"6 637,05","4 700,00","6 700,00","6 691,00","148,0","148,0","218,9","165,0"
2025-05-05,01:00,"5 496,56","5 444,90","5 500,00","5 444,90","98,7","98,7","441,8","144,1"
2025-05-05,02:00,"4 001,25","3 975,00","5 600,00","3 985,00","131,4","131,4","151,7","173,7"
2025-05-05,03:00,"3 979,84","3 930,90","3 984,98","3 984,97","124,6","124,6","257,8","147,7"
2025-05-05,04:00,"3 949,03","1 992,50","3 984,98","1 992,50","92,9","92,9","294,2","110,1"
2025-05-05,05:00,"3 980,33","3 932,00","3 984,98","3 951,00","94,8","94,8","251,8","118,4"
2025-05-05,06:00,"3 909,59","2 000,00","4 000,00","3 999,00","82,5","82,5","199,8","84,9"
2025-05-05,07:00,"4 757,09","4 495,34","5 600,00","5 600,00","144,8","144,8","170,7","1 237,8"
2025-05-05,08:00,"6 796,64","6 000,00","6 900,00","6 839,95","97,7","97,7","381,0","126,4"
2025-05-05,09:00,"6 864,48","6 000,00","6 900,00","6 899,95","175,7","175,7","356,8","182,6"
2025-05-05,10:00,"6 683,33","6 000,00","6 900,00","6 671,87","220,0","220,0","338,7","243,3"
2025-05-05,11:00,"6 585,33","6 000,00","6 599,00","6 597,79","238,5","238,5","1 077,8","262,9"
2025-05-05,12:00,"4 404,01","4 357,01","4 410,00","4 357,01","206,3","206,3","706,3","253,4"
2025-05-05,13:00,"3 983,32","3 946,00","3 985,00","3 985,00","250,3","250,3","1 144,1","322,1"
2025-05-05,14:00,"3 822,79","3 000,00","3 850,00","3 850,00","273,9","273,9","1 034,1","312,7"
2025-05-05,15:00,"3 981,94","3 938,03","3 985,00","3 985,00","354,3","354,3","787,6","422,3"
2025-05-05,16:00,"4 426,59","4 345,32","4 434,00","4 433,90","363,3","363,3","672,3","390,1"
2025-05-05,17:00,"4 448,15","4 388,00","4 935,00","4 434,99","297,9","297,9","505,6","360,2"
2025-05-05,18:00,"5 404,08","4 000,00","6 000,00","5 399,98","331,6","331,6","484,3","374,8"
2025-05-05,19:00,"8 803,85","8 600,00","9 000,00","8 800,00","351,3","351,3","452,6","465,7"
2025-05-05,20:00,"7 786,41","7 719,99","7 800,00","7 800,00","270,7","270,7","427,7","323,2"
2025-05-05,21:00,"8 593,59","8 010,10","8 600,00","8 600,00","240,8","240,8","430,9","259,9"
2025-05-05,22:00,"8 969,66","8 840,00","9 000,00","8 865,99","536,0","536,0","702,7","770,8"
2025-05-05,23:00,"8 859,52","8 689,29","9 000,00","8 849,93","187,8","187,8","651,1","204,9"
2025-05-05,24:00,"6 841,73","6 000,00","6 900,00","6 885,13","245,4","245,4","601,6","254,5"
2025-05-06,01:00,"5 465,10","2 775,00","5 550,00","3 330,00","114,5","114,5","417,9","132,2"
2025-05-06,02:00,"4 893,07","2 600,01","5 200,00","2 600,01","69,0","69,0","231,8","78,8"
2025-05-06,03:00,"3 821,75","1 992,51","3 985,00","3 984,95","88,8","88,8","207,8","100,9"
2025-05-06,04:00,"3 767,38","1 950,01","3 900,00","3 900,00","115,6","115,6","163,0","129,3"
2025-05-06,05:00,"3 956,52","2 100,00","4 200,00","4 199,97","89,1","89,1","198,1","101,6"
2025-05-06,06:00,"4 384,15","2 330,00","4 660,00","4 659,97","94,0","94,0","257,5","104,1"
2025-05-06,07:00,"5 093,20","2 745,00","5 490,00","2 745,00","77,7","77,7","241,2","84,4"
2025-05-06,08:00,"6 572,75","3 425,01","6 847,27","6 847,26","93,4","93,4","358,8","98,0"
2025-05-06,09:00,"6 706,27","3 439,60","6 879,20","3 439,60","90,5","90,5","337,0","97,0"
2025-05-06,10:00,"6 776,45","3 450,00","6 900,00","6 899,97","237,0","237,0","506,5","248,5"
2025-05-06,11:00,"6 682,14","6 605,70","6 900,00","6 673,01","332,2","332,2","375,2","346,4"
2025-05-06,12:00,"5 347,82","5 309,54","5 600,00","5 336,22","646,1","646,1","677,6","676,5"
2025-05-06,13:00,"4 417,93","4 370,00","4 801,00","4 407,00","663,2","663,2","755,6","696,0"
2025-05-06,14:00,"4 199,48","4 170,00","4 220,00","4 200,00","896,0","896,0","1 005,4","945,6"
2025-05-06,15:00,"5 458,34","4 700,00","5 463,50","5 463,42","672,0","672,0","747,5","784,8"
2025-05-06,16:00,"5 465,75","5 200,00","5 600,00","5 500,00","877,3","877,3","1 053,0","896,1"
2025-05-06,17:00,"4 747,77","4 649,00","4 750,02","4 749,00","864,0","864,0","910,7","1 000,7"
2025-05-06,18:00,"8 857,83","8 692,07","8 869,46","8 868,98","300,7","300,7","646,0","328,8"
2025-05-06,19:00,"8 858,51","8 673,00","9 000,00","8 849,00","313,4","313,4","494,4","335,8"
2025-05-06,20:00,"8 841,84","8 750,00","8 850,00","8 849,98","215,4","215,4","275,5","251,2"
2025-05-06,21:00,"8 836,10","8 673,00","8 850,00","8 849,99","215,5","215,5","284,3","270,6"
2025-05-06,22:00,"8 361,16","6 870,00","8 768,00","8 001,00","147,2","147,2","3 084,5","185,4"
2025-05-06,23:00,"8 806,77","7 555,00","8 850,00","8 843,98","119,5","119,5","269,9","142,1"
2025-05-06,24:00,"6 819,58","5 700,00","6 885,87","6 600,00","197,3","197,3","331,4","219,1"
2025-05-07,01:00,"5 563,31","3 575,00","5 600,00","3 575,00","82,3","82,3","270,5","97,1"
2025-05-07,02:00,"5 096,58","5 050,00","5 101,00","5 050,00","76,3","76,3","206,7","91,4"
2025-05-07,03:00,"4 458,20","4 000,00","4 488,01","4 487,98","48,6","48,6","84,5","58,2"
2025-05-07,04:00,"3 907,94","3 868,00","4 600,00","3 898,99","76,2","76,2","245,2","92,3"
2025-05-07,05:00,"1 111,25","890,00","5 600,00","890,00","139,2","139,2","238,3","327,8"
2025-05-07,06:00,"4 604,47","4 478,00","5 600,00","4 488,00","82,1","82,1","190,3","245,2"
2025-05-07,07:00,"5 532,01","5 000,00","5 600,00","5 000,00","135,9","135,9","659,3","156,0"
2025-05-07,08:00,"6 775,55","6 000,00","6 877,40","6 689,00","98,4","98,4","543,8","155,3"
2025-05-07,09:00,"6 825,92","6 000,00","6 900,00","6 889,89","142,1","142,1","449,8","150,6"
2025-05-07,10:00,"6 776,87","5 700,00","6 900,00","6 829,88","249,4","249,4","811,5","297,9"
2025-05-07,11:00,"5 001,73","4 928,00","6 900,00","4 959,99","415,2","415,2","870,2","741,6"
2025-05-07,12:00,"3 803,98","3 750,00","5 600,00","3 782,20","280,2","280,2","385,3","857,1"
2025-05-07,13:00,"3 014,84","2 567,00","5 600,00","5 600,00","430,6","430,6","517,1","2 314,1"
2025-05-07,14:00,"3 931,93","3 098,00","5 600,00","5 600,00","268,2","268,2","376,5","3 851,4"
2025-05-07,15:00,"3 761,51","3 168,00","5 600,00","5 500,00","220,9","220,9","317,5","4 908,0"
2025-05-07,16:00,"4 531,77","4 389,00","5 600,00","5 000,00","364,7","364,7","464,2","466,3"
2025-05-07,17:00,"4 925,37","4 649,00","5 600,00","5 600,00","328,7","328,7","409,3","500,8"
2025-05-07,18:00,"8 885,32","8 787,00","9 000,00","9 000,00","280,5","280,5","369,9","384,8"
2025-05-07,19:00,"8 668,37","8 491,00","9 000,00","8 580,00","311,8","311,8","372,6","392,4"
2025-05-07,20:00,"8 779,50","6 700,00","9 000,00","8 699,98","207,7","207,7","302,4","257,3"
2025-05-07,21:00,"8 867,30","8 775,00","9 000,00","8 868,80","173,5","173,5","307,8","206,4"
2025-05-07,22:00,"8 842,86","8 399,00","9 000,00","8 871,20","178,1","178,1","326,6","208,6"
2025-05-07,23:00,"8 858,70","8 700,00","9 000,00","8 859,97","153,8","153,8","391,0","184,6"
2025-05-07,24:00,"6 875,16","6 749,34","6 900,00","6 886,95","209,5","209,5","373,5","253,5"
2025-05-08,01:00,"5 220,35","2 216,00","5 540,40","2 216,00","93,2","93,2","296,3","112,6"
2025-05-08,02:00,"5 290,40","2 699,00","5 459,00","4 700,00","55,6","55,6","535,0","75,5"
2025-05-08,03:00,"4 983,87","2 555,50","5 163,00","2 555,50","74,6","74,6","513,2","98,3"
2025-05-08,04:00,"4 775,90","3 000,20","4 942,00","3 000,20","63,5","63,5","351,5","80,3"
2025-05-08,05:00,"5 224,95","3 565,00","5 549,00","3 565,00","64,3","64,3","871,8","80,7"
2025-05-08,06:00,"5 002,43","3 111,00","5 105,98","3 111,00","84,1","84,1","488,2","100,4"
2025-05-08,07:00,"5 294,12","5 194,98","5 600,00","5 200,00","286,1","286,1","425,2","1 662,3"
2025-05-08,08:00,"5 633,67","5 594,98","6 900,00","5 599,98","218,8","218,8","373,3","365,1"
2025-05-08,09:00,"6 878,87","6 836,36","6 900,00","6 841,19","332,3","332,3","430,5","781,4"
2025-05-08,10:00,"5 718,88","5 070,00","6 900,00","5 697,00","250,8","250,8","487,8","279,9"
2025-05-08,11:00,"4 127,62","1 911,00","6 900,00","1 911,00","328,9","328,9","880,7","2 175,6"
2025-05-08,12:00,"3 930,71","3 877,00","4 500,00","3 894,97","217,7","217,7","681,7","299,6"
2025-05-08,13:00,"3 353,91","2 043,60","3 458,00","2 043,60","214,9","214,9","1 186,2","225,5"
2025-05-08,14:00,"3 468,81","2 500,00","3 773,00","3 300,00","137,8","137,8","1 815,7","148,7"
2025-05-08,15:00,"3 457,15","2 500,00","4 500,00","3 040,00","260,8","260,8","755,3","352,7"
2025-05-08,16:00,"3 881,20","3 000,00","5 000,00","3 951,99","239,8","239,8","771,4","245,3"
2025-05-08,17:00,"4 343,97","3 500,00","5 000,00","4 300,00","305,4","305,4","594,6","317,8"
2025-05-08,18:00,"5 673,39","1 258,00","6 499,97","1 258,10","102,8","102,8","2 160,0","141,6"
2025-05-08,19:00,"7 878,24","2 250,00","8 499,97","5 000,00","117,2","117,2","482,1","134,3"
2025-05-08,20:00,"8 103,78","4 000,00","9 000,00","8 400,00","193,3","193,3","365,4","370,7"
2025-05-08,21:00,"8 966,65","8 673,00","9 000,00","9 000,00","498,3","498,3","553,5","897,5"
2025-05-08,22:00,"8 969,18","8 871,52","9 000,00","8 998,00","505,3","505,3","529,8","1 120,3"
2025-05-08,23:00,"8 565,83","4 800,00","8 849,77","8 849,00","186,3","186,3","421,0","217,1"
2025-05-08,24:00,"6 871,77","6 850,00","6 900,00","6 850,00","282,9","282,9","332,9","435,7"
2025-05-09,01:00,"5 251,42","1 000,00","5 497,27","3 575,00","53,0","53,0","291,8","61,8"
2025-05-09,02:00,"4 986,08","3 250,00","4 999,97","3 250,00","84,3","84,3","304,8","104,6"
