Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-02-28,18:00,"8 800,00","5 224,5","5 224,5","5 721,0","5 224,7"
2025-02-28,19:00,"9 000,00","5 634,4","5 634,4","6 180,4","5 634,6"
2025-02-28,20:00,"9 000,00","5 366,0","5 366,0","5 953,0","5 366,2"
2025-02-28,21:00,"8 800,00","4 788,5","4 788,5","5 415,7","4 788,7"
2025-02-28,22:00,"8 696,00","4 310,4","4 310,4","4 941,8","4 310,6"
2025-02-28,23:00,"8 500,00","4 104,9","4 104,9","4 710,5","4 105,1"
2025-02-28,24:00,"6 850,00","3 914,1","3 914,1","4 116,5","3 914,3"
2025-03-01,01:00,"5 600,00","3 881,7","3 881,7","4 004,0","3 978,2"
2025-03-01,02:00,"4 740,00","3 768,6","3 768,6","4 198,2","3 784,7"
2025-03-01,03:00,"3 770,00","3 593,8","3 593,8","4 322,5","3 593,8"
2025-03-01,04:00,"2 480,00","3 421,0","3 421,0","4 348,2","3 421,0"
2025-03-01,05:00,"2 480,00","3 385,4","3 385,4","4 367,7","3 385,4"
2025-03-01,06:00,"3 081,00","3 481,2","3 481,2","4 401,7","3 481,2"
2025-03-01,07:00,"4 190,00","3 771,3","3 771,3","4 397,9","3 771,3"
2025-03-01,08:00,"5 280,00","4 236,5","4 236,5","5 216,4","4 236,5"
2025-03-01,09:00,"6 800,00","4 665,1","4 665,1","5 398,8","4 665,1"
2025-03-01,10:00,"6 900,00","4 793,5","4 793,5","5 134,8","4 793,7"
2025-03-01,11:00,"6 400,00","4 557,5","4 557,5","5 169,2","4 565,1"
2025-03-01,12:00,"4 950,00","4 614,4","4 614,4","5 090,4","4 622,1"
2025-03-01,13:00,"4 570,00","4 558,1","4 558,1","5 169,7","4 565,8"
2025-03-01,14:00,"4 200,00","4 407,1","4 407,1","5 096,7","4 414,8"
2025-03-01,15:00,"4 550,00","4 428,7","4 428,7","5 079,1","4 436,3"
2025-03-01,16:00,"5 500,00","4 901,8","4 901,8","5 435,8","4 909,4"
2025-03-01,17:00,"5 600,00","5 152,7","5 152,7","5 607,3","5 160,4"
2025-03-01,18:00,"8 310,00","5 199,6","5 199,6","6 068,8","5 199,8"
2025-03-01,19:00,"9 000,00","5 522,4","5 522,4","5 958,2","5 522,6"
2025-03-01,20:00,"9 000,00","5 374,4","5 374,4","5 925,7","5 374,6"
2025-03-01,21:00,"8 700,00","4 987,2","4 987,2","5 495,7","4 987,4"
2025-03-01,22:00,"8 100,00","4 781,0","4 781,0","5 607,9","4 781,2"
2025-03-01,23:00,"6 863,00","4 291,4","4 291,4","5 546,0","4 291,6"
2025-03-01,24:00,"6 400,00","4 216,9","4 216,9","4 625,7","4 217,1"
2025-03-02,01:00,"4 740,00","3 461,4","3 461,4","3 879,7","3 461,4"
2025-03-02,02:00,"4 740,00","3 317,2","3 317,2","3 844,3","3 327,9"
2025-03-02,03:00,"4 210,00","3 168,7","3 168,7","3 820,4","3 168,7"
2025-03-02,04:00,"3 770,00","3 068,9","3 068,9","3 886,5","3 068,9"
2025-03-02,05:00,"3 770,00","3 023,0","3 023,0","3 900,8","3 023,0"
2025-03-02,06:00,"4 000,00","3 169,8","3 169,8","3 897,2","3 169,8"
2025-03-02,07:00,"4 606,00","3 338,8","3 338,8","3 881,5","3 338,8"
2025-03-02,08:00,"5 000,00","3 462,5","3 462,5","4 480,3","3 462,5"
2025-03-02,09:00,"5 720,00","3 684,4","3 684,4","4 878,1","3 684,4"
2025-03-02,10:00,"5 720,00","3 810,3","3 810,3","4 668,1","3 810,5"
2025-03-02,11:00,"5 130,00","3 747,8","3 747,8","4 623,0","3 748,0"
2025-03-02,12:00,"4 434,00","3 776,6","3 776,6","4 433,0","3 776,8"
2025-03-02,13:00,"3 391,00","3 628,9","3 628,9","4 544,8","3 629,2"
2025-03-02,14:00,"3 914,00","3 561,9","3 561,9","4 396,2","3 562,2"
2025-03-02,15:00,"3 920,00","3 569,5","3 569,5","4 371,9","3 569,8"
2025-03-02,16:00,"4 650,00","3 852,1","3 852,1","4 679,2","3 852,4"
2025-03-02,17:00,"5 550,00","4 357,5","4 357,5","5 188,0","4 357,7"
2025-03-02,18:00,"8 300,00","4 341,7","4 341,7","5 159,7","4 341,7"
2025-03-02,19:00,"8 900,00","4 717,1","4 717,1","5 352,8","4 717,1"
2025-03-02,20:00,"8 800,00","4 614,7","4 614,7","5 342,1","4 614,7"
2025-03-02,21:00,"8 600,00","4 341,7","4 341,7","4 934,9","4 341,7"
2025-03-02,22:00,"8 100,00","4 187,6","4 187,6","4 874,7","4 187,6"
2025-03-02,23:00,"6 000,00","3 635,5","3 635,5","4 847,6","3 635,5"
2025-03-02,24:00,"5 600,00","3 537,6","3 537,6","4 170,5","3 537,6"
2025-03-03,01:00,"5 400,00","3 594,7","3 594,7","3 834,0","3 601,3"
2025-03-03,02:00,"4 210,00","3 284,3","3 284,3","3 904,2","3 284,4"
2025-03-03,03:00,"3 770,00","3 105,5","3 105,5","3 938,7","3 105,6"
2025-03-03,04:00,"3 300,00","3 034,5","3 034,5","3 954,0","3 034,6"
2025-03-03,05:00,"3 300,00","3 024,7","3 024,7","3 951,7","3 024,8"
2025-03-03,06:00,"4 198,00","3 213,1","3 213,1","3 890,7","3 213,2"
2025-03-03,07:00,"5 100,00","3 568,5","3 568,5","3 940,6","3 594,6"
2025-03-03,08:00,"6 900,00","4 437,6","4 437,6","4 554,5","4 524,8"
2025-03-03,09:00,"6 900,00","4 637,3","4 637,3","4 752,4","5 275,4"
2025-03-03,10:00,"6 900,00","4 711,5","4 711,5","4 826,6","5 262,8"
2025-03-03,11:00,"6 900,00","4 932,5","4 932,5","5 074,8","4 937,6"
2025-03-03,12:00,"5 193,00","4 613,0","4 613,0","4 896,6","4 618,9"
2025-03-03,13:00,"4 570,00","4 297,4","4 297,4","4 848,5","4 297,7"
2025-03-03,14:00,"4 570,00","4 211,0","4 211,0","4 729,5","4 211,2"
2025-03-03,15:00,"5 010,00","4 212,1","4 212,1","4 613,2","4 226,2"
2025-03-03,16:00,"5 600,00","4 495,3","4 495,3","4 661,6","4 502,6"
2025-03-03,17:00,"5 600,00","4 754,5","4 754,5","4 869,6","5 020,0"
2025-03-03,18:00,"9 000,00","4 597,5","4 597,5","4 712,6","4 931,1"
2025-03-03,19:00,"9 000,00","4 967,6","4 967,6","5 082,7","5 355,3"
2025-03-03,20:00,"9 000,00","5 015,2","5 015,2","5 130,3","5 231,9"
2025-03-03,21:00,"9 000,00","4 533,3","4 533,3","4 648,4","4 801,0"
2025-03-03,22:00,"9 000,00","4 332,6","4 332,6","4 447,7","4 494,5"
2025-03-03,23:00,"8 200,00","3 998,6","3 998,6","4 468,6","3 998,6"
2025-03-03,24:00,"6 900,00","3 796,7","3 796,7","3 911,8","3 853,8"
2025-03-04,01:00,"5 180,00","3 496,1","3 496,1","3 834,5","3 496,1"
2025-03-04,02:00,"4 198,00","3 166,0","3 166,0","3 864,1","3 166,0"
2025-03-04,03:00,"3 450,00","2 996,4","2 996,4","3 897,2","2 996,4"
2025-03-04,04:00,"2 500,00","2 922,8","2 922,8","3 909,7","2 922,8"
2025-03-04,05:00,"2 500,00","2 914,8","2 914,8","3 907,8","2 914,8"
2025-03-04,06:00,"3 785,00","3 101,9","3 101,9","3 834,9","3 101,9"
2025-03-04,07:00,"5 300,00","3 522,5","3 522,5","3 840,1","3 548,6"
2025-03-04,08:00,"6 900,00","4 300,2","4 300,2","4 562,1","4 300,2"
2025-03-04,09:00,"6 900,00","4 626,1","4 626,1","4 765,4","4 638,6"
2025-03-04,10:00,"6 700,00","4 478,3","4 478,3","5 131,7","4 478,5"
2025-03-04,11:00,"3 500,00","3 883,6","3 883,6","5 525,3","3 883,8"
2025-03-04,12:00,"1 000,00","3 543,9","3 543,9","5 276,7","3 543,9"
2025-03-04,13:00,"985,00","3 335,5","3 335,5","5 519,5","3 335,5"
2025-03-04,14:00,"985,00","3 149,1","3 149,1","5 538,1","3 149,1"
2025-03-04,15:00,"1 499,68","3 061,6","3 061,6","5 501,7","3 061,8"
2025-03-04,16:00,"3 271,00","3 547,9","3 547,9","5 442,1","3 548,1"
2025-03-04,17:00,"5 000,00","4 141,9","4 141,9","5 258,1","4 142,1"
2025-03-04,18:00,"8 400,00","4 130,6","4 130,6","5 152,1","4 130,6"
2025-03-04,19:00,"9 000,00","5 119,0","5 119,0","5 281,1","5 119,0"
2025-03-04,20:00,"9 000,00","4 886,1","4 886,1","5 278,1","4 886,1"
2025-03-04,21:00,"9 000,00","4 550,3","4 550,3","4 902,9","4 550,3"
2025-03-04,22:00,"8 800,00","3 948,4","3 948,4","4 531,2","3 948,4"
2025-03-04,23:00,"8 090,00","3 688,0","3 688,0","4 426,4","3 688,0"
2025-03-04,24:00,"6 850,00","3 718,5","3 718,5","4 001,3","3 718,5"
2025-03-05,01:00,"5 180,00","3 427,0","3 427,0","3 809,0","3 427,0"
2025-03-05,02:00,"4 740,00","3 253,5","3 253,5","3 833,6","3 257,7"
2025-03-05,03:00,"3 770,00","3 118,8","3 118,8","3 892,5","3 118,8"
2025-03-05,04:00,"3 450,00","3 045,1","3 045,1","3 897,5","3 045,1"
2025-03-05,05:00,"3 770,00","3 085,4","3 085,4","3 889,2","3 085,9"
2025-03-05,06:00,"4 210,00","3 180,7","3 180,7","3 836,6","3 181,2"
2025-03-05,07:00,"5 400,00","3 512,9","3 512,9","3 839,2","3 531,8"
2025-03-05,08:00,"6 900,00","4 579,2","4 579,2","4 898,9","4 579,4"
2025-03-05,09:00,"6 900,00","5 003,1","5 003,1","5 439,6","5 003,3"
2025-03-05,10:00,"4 800,00","4 622,9","4 622,9","5 819,8","4 623,3"
2025-03-05,11:00,"2 077,00","4 343,0","4 343,0","5 851,3","4 343,4"
2025-03-05,12:00,"650,00","4 076,9","4 076,9","5 818,5","4 077,3"
2025-03-05,13:00,"500,00","3 857,2","3 857,2","5 842,1","3 857,6"
2025-03-05,14:00,"900,00","3 826,0","3 826,0","5 820,7","3 826,4"
2025-03-05,15:00,"975,00","3 837,7","3 837,7","5 806,0","3 838,1"
2025-03-05,16:00,"2 450,00","3 872,0","3 872,0","5 439,5","3 872,4"
2025-03-05,17:00,"4 650,00","4 257,0","4 257,0","5 285,6","4 257,3"
2025-03-05,18:00,"8 100,00","4 356,1","4 356,1","5 336,5","4 356,2"
2025-03-05,19:00,"9 000,00","5 136,3","5 136,3","5 474,7","5 136,4"
2025-03-05,20:00,"9 000,00","4 992,3","4 992,3","5 338,5","4 992,4"
2025-03-05,21:00,"9 000,00","4 669,1","4 669,1","4 960,5","4 669,2"
2025-03-05,22:00,"8 900,00","4 074,0","4 074,0","4 561,9","4 074,1"
2025-03-05,23:00,"7 545,00","3 819,0","3 819,0","4 527,4","3 819,1"
2025-03-05,24:00,"5 860,00","3 597,1","3 597,1","4 202,7","3 672,2"
2025-03-06,01:00,"4 280,00","3 138,8","3 138,8","3 971,4","3 138,8"
2025-03-06,02:00,"1 588,00","2 770,5","2 770,5","4 127,3","2 770,5"
2025-03-06,03:00,"800,00","2 620,2","2 620,2","4 109,7","2 620,2"
2025-03-06,04:00,"500,00","2 467,7","2 467,7","4 024,9","2 467,7"
2025-03-06,05:00,"800,00","2 487,6","2 487,6","4 121,3","2 487,6"
2025-03-06,06:00,"800,00","2 637,1","2 637,1","4 151,0","2 637,1"
2025-03-06,07:00,"3 770,00","3 062,1","3 062,1","3 980,0","3 062,1"
2025-03-06,08:00,"5 280,00","4 009,0","4 009,0","5 106,7","4 009,0"
2025-03-06,09:00,"5 280,00","4 427,2","4 427,2","5 899,3","4 427,2"
2025-03-06,10:00,"3 512,00","4 126,6","4 126,6","5 958,8","4 126,8"
2025-03-06,11:00,"2 500,00","3 749,4","3 749,4","5 083,4","3 749,6"
2025-03-06,12:00,"2 000,00","3 548,3","3 548,3","4 948,9","3 576,6"
2025-03-06,13:00,"450,00","3 397,9","3 397,9","5 111,4","3 398,1"
2025-03-06,14:00,"400,00","3 336,0","3 336,0","5 173,3","3 336,2"
2025-03-06,15:00,"634,00","3 333,4","3 333,4","5 056,8","3 333,6"
2025-03-06,16:00,"999,00","3 532,7","3 532,7","5 039,0","3 532,9"
2025-03-06,17:00,"4 300,00","4 018,1","4 018,1","5 175,9","4 018,3"
2025-03-06,18:00,"8 500,00","4 217,8","4 217,8","5 046,7","4 217,8"
2025-03-06,19:00,"9 000,00","4 653,9","4 653,9","5 399,6","4 653,9"
2025-03-06,20:00,"9 000,00","4 571,5","4 571,5","5 224,1","4 571,5"
2025-03-06,21:00,"9 000,00","4 238,3","4 238,3","4 835,6","4 238,3"
2025-03-06,22:00,"9 000,00","4 006,6","4 006,6","4 435,8","4 006,6"
2025-03-06,23:00,"7 554,00","3 653,8","3 653,8","4 384,8","3 653,8"
2025-03-06,24:00,"5 100,00","3 258,2","3 258,2","4 101,9","3 258,2"
2025-03-07,01:00,"4 280,00","3 012,1","3 012,1","3 654,1","3 012,2"
2025-03-07,02:00,"3 858,00","2 689,4","2 689,4","3 503,4","2 701,6"
2025-03-07,03:00,"3 450,00","2 636,4","2 636,4","3 547,9","2 663,3"
2025-03-07,04:00,"3 764,00","2 648,6","2 648,6","3 521,6","2 679,6"
2025-03-07,05:00,"3 764,00","2 600,1","2 600,1","3 450,3","2 626,0"
2025-03-07,06:00,"4 210,00","2 720,8","2 720,8","3 406,4","2 807,8"
2025-03-07,07:00,"5 600,00","3 060,4","3 060,4","3 259,3","3 492,6"
2025-03-07,08:00,"6 900,00","4 057,7","4 057,7","4 256,6","4 427,4"
2025-03-07,09:00,"6 900,00","4 755,2","4 755,2","4 954,1","4 835,4"
2025-03-07,10:00,"5 600,00","4 478,6","4 478,6","5 245,2","4 591,8"
2025-03-07,11:00,"3 885,00","3 976,3","3 976,3","4 727,2","4 064,9"
2025-03-07,12:00,"3 848,00","3 384,8","3 384,8","4 188,3","3 524,6"
2025-03-07,13:00,"2 699,00","3 225,8","3 225,8","4 162,0","3 231,2"
2025-03-07,14:00,"3 000,00","3 310,9","3 310,9","4 246,6","3 354,8"
2025-03-07,15:00,"3 000,00","3 338,7","3 338,7","4 179,2","3 387,3"
2025-03-07,16:00,"3 970,00","3 543,1","3 543,1","4 253,8","3 853,8"
2025-03-07,17:00,"5 600,00","4 044,2","4 044,2","4 229,4","4 079,5"
2025-03-07,18:00,"9 000,00","3 879,8","3 879,8","4 012,9","4 281,3"
2025-03-07,19:00,"9 000,00","4 405,3","4 405,3","4 536,6","4 766,8"
2025-03-07,20:00,"9 000,00","4 288,7","4 288,7","4 420,0","4 578,9"
2025-03-07,21:00,"9 000,00","3 904,7","3 904,7","4 036,0","4 219,1"
2025-03-07,22:00,"9 000,00","3 669,6","3 669,6","3 800,9","3 964,5"
2025-03-07,23:00,"9 000,00","3 506,2","3 506,2","3 637,5","3 598,0"
2025-03-07,24:00,"6 900,00","3 294,0","3 294,0","3 425,3","3 367,9"
2025-03-08,01:00,"5 600,00","3 041,6","3 041,6","3 161,9","3 435,2"
2025-03-08,02:00,"4 500,00","2 731,2","2 731,2","3 115,1","2 977,0"
2025-03-08,03:00,"3 764,00","2 697,2","2 697,2","3 161,9","2 697,9"
2025-03-08,04:00,"3 764,00","2 692,8","2 692,8","3 177,2","2 692,8"
2025-03-08,05:00,"3 760,00","2 656,3","2 656,3","3 177,8","2 656,3"
2025-03-08,06:00,"3 764,00","2 668,1","2 668,1","3 136,0","2 735,5"
2025-03-08,07:00,"5 600,00","3 071,0","3 071,0","3 228,9","3 237,6"
2025-03-08,08:00,"6 700,00","3 713,5","3 713,5","4 214,4","3 713,5"
2025-03-08,09:00,"5 280,00","4 088,7","4 088,7","4 952,0","4 088,7"
2025-03-08,10:00,"3 900,00","3 845,7","3 845,7","5 260,4","3 865,9"
2025-03-08,11:00,"2 600,00","3 393,3","3 393,3","4 751,1","3 393,5"
2025-03-08,12:00,"2 500,00","3 337,7","3 337,7","4 507,3","3 337,9"
2025-03-08,13:00,"999,00","3 258,1","3 258,1","4 322,8","3 258,3"
2025-03-08,14:00,"2 698,00","3 319,3","3 319,3","4 249,7","3 319,5"
2025-03-08,15:00,"3 000,00","3 475,8","3 475,8","4 231,9","3 508,5"
2025-03-08,16:00,"3 549,00","3 686,5","3 686,5","4 308,1","3 794,7"
2025-03-08,17:00,"5 600,00","4 264,6","4 264,6","4 481,5","4 264,8"
2025-03-08,18:00,"9 000,00","4 327,2","4 327,2","4 435,8","4 505,0"
2025-03-08,19:00,"9 000,00","4 722,4","4 722,4","4 829,2","4 798,7"
2025-03-08,20:00,"9 000,00","4 599,6","4 599,6","4 706,4","4 815,6"
2025-03-08,21:00,"9 000,00","4 282,7","4 282,7","4 389,5","4 511,7"
2025-03-08,22:00,"9 000,00","4 117,2","4 117,2","4 224,0","4 139,1"
2025-03-08,23:00,"9 000,00","3 905,7","3 905,7","4 132,0","3 905,7"
2025-03-08,24:00,"6 900,00","3 476,7","3 476,7","3 662,5","3 476,7"
2025-03-09,01:00,"5 600,00","3 012,4","3 012,4","3 272,7","3 031,0"
2025-03-09,02:00,"4 000,00","2 592,3","2 592,3","3 232,2","2 653,3"
2025-03-09,03:00,"3 100,00","2 298,3","2 298,3","3 302,2","2 298,3"
2025-03-09,04:00,"1 000,00","2 242,0","2 242,0","3 312,3","2 242,0"
2025-03-09,05:00,"1 000,00","2 244,0","2 244,0","3 312,4","2 244,0"
2025-03-09,06:00,"3 150,00","2 305,1","2 305,1","3 287,6","2 305,1"
2025-03-09,07:00,"3 756,00","2 605,2","2 605,2","3 351,3","2 605,2"
2025-03-09,08:00,"4 200,00","3 057,4","3 057,4","4 208,9","3 081,4"
2025-03-09,09:00,"3 910,00","3 305,1","3 305,1","4 549,9","3 305,1"
2025-03-09,10:00,"2 650,00","2 819,2","2 819,2","4 350,5","2 858,4"
2025-03-09,11:00,"990,00","2 703,7","2 703,7","4 135,9","2 703,9"
2025-03-09,12:00,"440,00","2 602,3","2 602,3","3 996,4","2 602,5"
2025-03-09,13:00,"250,00","2 496,1","2 496,1","3 911,9","2 496,3"
2025-03-09,14:00,"440,00","2 536,4","2 536,4","3 909,0","2 536,6"
2025-03-09,15:00,"2 400,00","2 640,9","2 640,9","3 912,9","2 641,1"
2025-03-09,16:00,"3 000,00","2 907,0","2 907,0","4 115,8","2 907,2"
2025-03-09,17:00,"3 910,00","3 350,1","3 350,1","4 269,6","3 350,3"
2025-03-09,18:00,"8 900,00","3 632,4","3 632,4","4 434,6","3 632,4"
2025-03-09,19:00,"9 000,00","3 778,3","3 778,3","4 854,9","3 778,3"
2025-03-09,20:00,"9 000,00","3 872,4","3 872,4","4 847,6","3 872,4"
2025-03-09,21:00,"9 000,00","3 683,6","3 683,6","4 573,7","3 683,6"
2025-03-09,22:00,"9 000,00","3 531,4","3 531,4","4 293,2","3 531,4"
2025-03-09,23:00,"6 790,00","3 150,2","3 150,2","4 129,1","3 150,2"
2025-03-09,24:00,"5 000,00","2 940,7","2 940,7","3 667,7","2 940,7"
2025-03-10,01:00,"5 180,00","2 935,1","2 935,1","3 354,5","2 940,3"
2025-03-10,02:00,"3 350,00","2 441,5","2 441,5","3 334,3","2 441,5"
2025-03-10,03:00,"2 845,00","2 197,0","2 197,0","3 416,9","2 197,0"
2025-03-10,04:00,"1 000,00","2 135,7","2 135,7","3 364,6","2 135,7"
2025-03-10,05:00,"2 000,00","2 138,4","2 138,4","3 352,8","2 138,4"
2025-03-10,06:00,"3 400,00","2 303,5","2 303,5","3 300,7","2 307,5"
2025-03-10,07:00,"5 600,00","3 044,5","3 044,5","3 359,8","3 222,9"
2025-03-10,08:00,"6 900,00","3 825,8","3 825,8","4 129,1","4 064,8"
2025-03-10,09:00,"6 900,00","4 206,7","4 206,7","4 523,2","4 313,2"
2025-03-10,10:00,"4 100,00","3 794,8","3 794,8","4 556,6","3 809,0"
2025-03-10,11:00,"3 450,00","3 431,4","3 431,4","4 554,2","3 461,6"
2025-03-10,12:00,"1 878,00","3 095,9","3 095,9","4 334,9","3 096,1"
2025-03-10,13:00,"350,00","2 677,7","2 677,7","4 109,5","2 677,9"
2025-03-10,14:00,"450,00","2 804,5","2 804,5","4 112,4","2 804,7"
2025-03-10,15:00,"2 350,00","2 935,4","2 935,4","4 045,3","2 955,6"
2025-03-10,16:00,"3 000,00","3 203,1","3 203,1","4 255,7","3 223,3"
2025-03-10,17:00,"5 600,00","3 887,5","3 887,5","4 284,8","3 887,7"
2025-03-10,18:00,"9 000,00","3 824,4","3 824,4","4 467,6","3 832,1"
2025-03-10,19:00,"9 000,00","4 121,5","4 121,5","4 635,5","4 121,5"
2025-03-10,20:00,"9 000,00","4 127,7","4 127,7","4 618,0","4 127,7"
2025-03-10,21:00,"9 000,00","3 918,7","3 918,7","4 566,3","3 918,7"
2025-03-10,22:00,"9 000,00","3 603,3","3 603,3","4 057,4","3 603,3"
2025-03-10,23:00,"7 800,00","3 197,5","3 197,5","3 920,0","3 197,5"
2025-03-10,24:00,"6 900,00","3 189,0","3 189,0","3 531,5","3 189,0"
2025-03-11,01:00,"4 740,00","2 717,9","2 717,9","3 123,7","2 717,9"
2025-03-11,02:00,"3 710,00","2 429,1","2 429,1","3 108,5","2 429,1"
2025-03-11,03:00,"2 939,00","2 238,7","2 238,7","3 194,4","2 238,7"
2025-03-11,04:00,"1 970,00","2 214,9","2 214,9","3 263,1","2 214,9"
2025-03-11,05:00,"800,00","2 137,2","2 137,2","3 233,6","2 137,2"
2025-03-11,06:00,"2 939,00","2 220,1","2 220,1","3 011,9","2 220,1"
2025-03-11,07:00,"5 180,00","2 832,1","2 832,1","3 207,0","2 842,1"
2025-03-11,08:00,"6 900,00","3 590,1","3 590,1","3 949,2","3 590,1"
2025-03-11,09:00,"6 800,00","3 870,4","3 870,4","4 365,6","3 870,4"
2025-03-11,10:00,"3 800,00","3 641,0","3 641,0","4 474,3","3 641,2"
2025-03-11,11:00,"2 400,00","3 308,5","3 308,5","4 723,1","3 308,7"
2025-03-11,12:00,"1 000,00","3 075,7","3 075,7","4 429,2","3 075,9"
2025-03-11,13:00,"450,00","2 911,4","2 911,4","4 275,7","2 911,4"
2025-03-11,14:00,"1 670,00","3 000,5","3 000,5","4 075,7","3 000,7"
2025-03-11,15:00,"1 875,00","2 961,7","2 961,7","3 860,0","2 961,9"
2025-03-11,16:00,"1 670,00","2 963,4","2 963,4","3 905,7","2 963,6"
2025-03-11,17:00,"5 600,00","3 481,5","3 481,5","3 826,8","3 481,7"
2025-03-11,18:00,"9 000,00","3 729,7","3 729,7","3 963,1","3 729,7"
2025-03-11,19:00,"9 000,00","3 972,8","3 972,8","4 256,7","3 972,8"
2025-03-11,20:00,"9 000,00","3 935,8","3 935,8","4 258,0","3 936,0"
2025-03-11,21:00,"9 000,00","3 714,0","3 714,0","4 166,0","3 714,2"
2025-03-11,22:00,"9 000,00","3 416,5","3 416,5","3 583,1","3 416,7"
2025-03-11,23:00,"7 500,00","3 046,3","3 046,3","3 493,1","3 046,3"
2025-03-11,24:00,"5 580,00","2 818,9","2 818,9","3 352,2","2 818,9"
2025-03-12,01:00,"4 000,00","2 700,2","2 700,2","3 298,3","2 700,2"
2025-03-12,02:00,"3 250,00","2 535,8","2 535,8","3 363,1","2 535,8"
2025-03-12,03:00,"2 900,00","2 412,4","2 412,4","3 272,4","2 414,0"
2025-03-12,04:00,"1 666,00","2 285,0","2 285,0","3 437,1","2 285,0"
2025-03-12,05:00,"777,00","2 246,8","2 246,8","3 433,5","2 246,8"
2025-03-12,06:00,"3 000,00","2 447,0","2 447,0","3 193,4","2 447,0"
2025-03-12,07:00,"4 000,00","2 734,0","2 734,0","3 228,5","2 734,0"
2025-03-12,08:00,"4 700,00","3 306,0","3 306,0","4 124,4","3 306,0"
2025-03-12,09:00,"5 277,49","3 640,2","3 640,2","4 391,9","3 640,2"
2025-03-12,10:00,"5 300,00","4 032,5","4 032,5","4 435,5","4 071,3"
2025-03-12,11:00,"2 848,00","3 466,7","3 466,7","4 472,4","3 496,9"
2025-03-12,12:00,"1 874,00","3 064,5","3 064,5","4 404,1","3 134,7"
2025-03-12,13:00,"450,00","2 928,3","2 928,3","4 458,8","2 928,3"
2025-03-12,14:00,"1 874,00","2 946,6","2 946,6","4 396,6","3 016,8"
2025-03-12,15:00,"2 349,00","3 005,1","3 005,1","4 101,3","3 095,3"
2025-03-12,16:00,"3 000,00","3 172,2","3 172,2","3 763,5","3 226,4"
2025-03-12,17:00,"5 600,00","3 560,5","3 560,5","3 857,2","3 560,7"
2025-03-12,18:00,"9 000,00","3 538,8","3 538,8","3 952,0","3 538,8"
2025-03-12,19:00,"9 000,00","3 762,9","3 762,9","4 148,8","3 762,9"
2025-03-12,20:00,"9 000,00","3 997,1","3 997,1","4 220,7","4 001,8"
2025-03-12,21:00,"9 000,00","3 574,5","3 574,5","3 990,0","3 578,1"
2025-03-12,22:00,"9 000,00","3 259,1","3 259,1","3 564,8","3 261,7"
2025-03-12,23:00,"8 892,47","3 124,1","3 124,1","3 316,8","3 124,1"
2025-03-12,24:00,"6 900,00","2 995,6","2 995,6","3 062,5","3 085,0"
2025-03-13,01:00,"4 280,00","2 658,6","2 658,6","3 228,0","2 659,3"
2025-03-13,02:00,"3 300,00","2 345,5","2 345,5","3 076,8","2 346,2"
2025-03-13,03:00,"2 545,00","2 130,2","2 130,2","3 125,0","2 130,2"
2025-03-13,04:00,"450,00","1 958,5","1 958,5","3 159,7","1 958,5"
2025-03-13,05:00,"450,00","1 933,2","1 933,2","3 175,5","1 933,2"
2025-03-13,06:00,"500,00","2 009,5","2 009,5","3 167,5","2 009,5"
2025-03-13,07:00,"4 190,00","2 757,8","2 757,8","3 149,5","2 768,6"
2025-03-13,08:00,"6 870,33","3 601,5","3 601,5","3 961,6","3 622,4"
2025-03-13,09:00,"6 900,00","3 881,1","3 881,1","3 964,3","3 925,3"
2025-03-13,10:00,"6 900,00","3 761,4","3 761,4","3 888,0","3 806,1"
2025-03-13,11:00,"4 000,00","3 244,0","3 244,0","3 656,3","3 390,6"
2025-03-13,12:00,"3 250,00","2 996,9","2 996,9","3 598,0","3 052,2"
2025-03-13,13:00,"2 900,00","2 753,6","2 753,6","3 562,6","2 783,8"
2025-03-13,14:00,"2 900,00","2 732,4","2 732,4","3 518,0","2 747,6"
2025-03-13,15:00,"3 250,00","2 747,8","2 747,8","3 311,2","2 780,5"
2025-03-13,16:00,"3 970,00","2 909,6","2 909,6","3 304,6","2 930,7"
2025-03-13,17:00,"5 446,00","3 333,0","3 333,0","3 674,4","3 334,6"
2025-03-13,18:00,"8 889,48","3 506,8","3 506,8","4 105,9","3 507,8"
2025-03-13,19:00,"8 800,00","3 614,8","3 614,8","4 514,9","3 614,8"
2025-03-13,20:00,"8 891,42","3 627,2","3 627,2","4 450,7","3 627,4"
2025-03-13,21:00,"8 891,93","3 609,6","3 609,6","4 294,2","3 609,8"
2025-03-13,22:00,"8 300,00","3 237,6","3 237,6","3 809,7","3 237,8"
2025-03-13,23:00,"6 500,00","2 881,7","2 881,7","3 632,0","2 881,7"
2025-03-13,24:00,"4 800,00","2 694,9","2 694,9","3 339,8","2 694,9"
2025-03-14,01:00,"4 280,00","2 778,4","2 778,4","3 686,7","2 778,4"
2025-03-14,02:00,"3 708,00","2 496,0","2 496,0","3 539,8","2 496,0"
2025-03-14,03:00,"3 000,00","2 339,3","2 339,3","3 627,2","2 359,3"
2025-03-14,04:00,"3 000,00","2 275,0","2 275,0","3 575,3","2 293,3"
2025-03-14,05:00,"3 000,00","2 241,5","2 241,5","3 563,5","2 253,8"
