Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-08-19,06:00,"3 800,00","2 287,1","2 287,1","3 723,3","2 335,7"
2025-08-19,07:00,"5 000,00","2 411,4","2 411,4","3 493,2","2 461,1"
2025-08-19,08:00,"6 888,99","2 929,8","2 929,8","3 882,8","2 975,1"
2025-08-19,09:00,"6 842,18","3 192,5","3 192,5","4 271,1","3 205,2"
2025-08-19,10:00,"3 000,00","3 156,4","3 156,4","4 735,1","3 174,1"
2025-08-19,11:00,"475,00","2 889,3","2 889,3","5 182,7","2 901,5"
2025-08-19,12:00,"85,00","3 059,9","3 059,9","5 363,4","3 059,9"
2025-08-19,13:00,"90,00","3 179,4","3 179,4","5 558,5","3 179,4"
2025-08-19,14:00,"90,00","3 167,5","3 167,5","5 519,8","3 167,5"
2025-08-19,15:00,"278,00","3 249,7","3 249,7","5 550,4","3 249,8"
2025-08-19,16:00,"485,00","3 233,0","3 233,0","5 395,7","3 245,7"
2025-08-19,17:00,"2 556,00","3 069,8","3 069,8","4 667,8","3 104,0"
2025-08-19,18:00,"5 108,00","3 163,1","3 163,1","3 848,2","3 173,5"
2025-08-19,19:00,"9 100,00","3 673,9","3 673,9","3 981,9","3 695,3"
2025-08-19,20:00,"14 772,18","3 775,7","3 775,7","4 031,4","3 801,1"
2025-08-19,21:00,"14 400,00","3 902,9","3 902,9","4 308,3","3 933,6"
2025-08-19,22:00,"14 773,95","3 918,0","3 918,0","4 322,2","3 951,6"
2025-08-19,23:00,"11 000,00","3 528,2","3 528,2","3 835,9","3 548,8"
2025-08-19,24:00,"6 884,48","2 710,1","2 710,1","3 147,3","2 710,2"
2025-08-20,01:00,"5 580,81","2 627,4","2 627,4","3 542,4","2 632,2"
2025-08-20,02:00,"5 400,00","2 459,6","2 459,6","3 812,0","2 493,9"
2025-08-20,03:00,"4 088,88","2 375,0","2 375,0","3 990,3","2 409,0"
2025-08-20,04:00,"3 970,00","2 290,5","2 290,5","3 957,3","2 324,3"
2025-08-20,05:00,"3 970,00","2 281,6","2 281,6","3 958,2","2 315,4"
2025-08-20,06:00,"3 900,00","2 370,5","2 370,5","4 155,3","2 404,5"
2025-08-20,07:00,"5 400,00","2 562,5","2 562,5","3 822,3","2 605,2"
2025-08-20,08:00,"6 791,00","3 011,5","3 011,5","4 247,0","3 046,8"
2025-08-20,09:00,"6 870,00","3 329,7","3 329,7","4 611,1","3 347,2"
2025-08-20,10:00,"4 490,00","3 359,2","3 359,2","4 790,0","3 433,7"
2025-08-20,11:00,"1 320,00","3 312,9","3 312,9","5 423,3","3 512,1"
2025-08-20,12:00,"240,00","3 442,5","3 442,5","5 633,1","3 539,5"
2025-08-20,13:00,"100,00","3 508,2","3 508,2","5 731,4","3 544,4"
2025-08-20,14:00,"100,00","3 437,7","3 437,7","5 694,3","3 437,7"
2025-08-20,15:00,"501,00","3 437,0","3 437,0","5 495,3","3 569,9"
2025-08-20,16:00,"1 280,00","3 378,0","3 378,0","5 202,7","3 612,9"
2025-08-20,17:00,"4 500,00","3 262,5","3 262,5","4 619,5","3 361,3"
2025-08-20,18:00,"14 848,88","3 390,6","3 390,6","3 916,6","3 424,5"
2025-08-20,19:00,"8 500,00","3 843,2","3 843,2","4 456,3","3 843,2"
2025-08-20,20:00,"9 500,00","3 895,8","3 895,8","4 375,3","3 922,1"
2025-08-20,21:00,"10 000,00","3 966,2","3 966,2","4 632,7","3 997,8"
2025-08-20,22:00,"9 920,00","4 066,0","4 066,0","4 852,4","4 100,5"
2025-08-20,23:00,"7 900,00","3 069,8","3 069,8","4 292,1","3 069,8"
2025-08-20,24:00,"5 500,00","2 661,1","2 661,1","3 651,7","2 661,1"
2025-08-21,01:00,"4 800,00","2 631,7","2 631,7","3 525,3","2 636,6"
2025-08-21,02:00,"5 030,00","2 483,1","2 483,1","3 818,5","2 517,4"
2025-08-21,03:00,"3 850,00","2 362,2","2 362,2","3 947,5","2 396,1"
2025-08-21,04:00,"3 850,00","2 297,6","2 297,6","3 895,5","2 331,4"
2025-08-21,05:00,"3 850,00","2 290,0","2 290,0","3 879,7","2 323,7"
2025-08-21,06:00,"3 970,00","2 418,0","2 418,0","4 141,4","2 452,0"
2025-08-21,07:00,"5 030,00","2 605,4","2 605,4","3 789,8","2 640,2"
2025-08-21,08:00,"6 870,00","2 989,6","2 989,6","3 973,8","3 025,9"
2025-08-21,09:00,"6 780,00","3 273,7","3 273,7","4 399,3","3 312,1"
2025-08-21,10:00,"3 800,00","3 298,5","3 298,5","4 673,4","3 368,3"
2025-08-21,11:00,"1 290,00","3 582,9","3 582,9","5 607,1","3 733,1"
2025-08-21,12:00,"450,00","3 540,5","3 540,5","5 601,0","3 691,2"
2025-08-21,13:00,"445,00","3 485,6","3 485,6","5 585,6","3 639,8"
2025-08-21,14:00,"475,00","3 514,6","3 514,6","5 509,4","3 621,2"
2025-08-21,15:00,"1 250,00","3 510,8","3 510,8","5 385,7","3 703,1"
2025-08-21,16:00,"2 555,00","3 324,8","3 324,8","4 863,4","3 526,2"
2025-08-21,17:00,"5 500,00","3 268,2","3 268,2","4 259,8","3 313,7"
2025-08-21,18:00,"8 000,00","3 448,4","3 448,4","4 129,2","3 480,7"
2025-08-21,19:00,"8 500,00","3 821,4","3 821,4","4 515,4","3 821,6"
2025-08-21,20:00,"9 300,00","3 850,7","3 850,7","4 470,3","3 878,1"
2025-08-21,21:00,"9 651,00","3 920,2","3 920,2","4 563,3","3 951,6"
2025-08-21,22:00,"9 245,00","3 954,8","3 954,8","4 856,4","3 985,5"
2025-08-21,23:00,"6 038,00","3 010,6","3 010,6","4 511,8","3 010,8"
2025-08-21,24:00,"5 700,00","2 645,4","2 645,4","3 481,1","2 645,6"
2025-08-22,01:00,"5 190,00","2 527,3","2 527,3","3 592,7","2 531,8"
2025-08-22,02:00,"5 100,00","2 328,6","2 328,6","3 861,3","2 362,6"
2025-08-22,03:00,"5 000,00","2 399,2","2 399,2","4 064,3","2 432,9"
2025-08-22,04:00,"4 490,00","2 308,4","2 308,4","4 028,1","2 342,0"
2025-08-22,05:00,"5 000,00","2 340,4","2 340,4","4 025,4","2 373,9"
2025-08-22,06:00,"4 800,00","2 509,1","2 509,1","4 238,5","2 542,9"
2025-08-22,07:00,"5 190,00","2 609,9","2 609,9","4 051,7","2 644,4"
2025-08-22,08:00,"6 500,00","2 996,8","2 996,8","4 306,5","3 032,8"
2025-08-22,09:00,"6 848,24","3 386,3","3 386,3","4 594,1","3 424,5"
2025-08-22,10:00,"6 700,00","3 329,9","3 329,9","4 506,5","3 406,0"
2025-08-22,11:00,"3 800,00","3 214,3","3 214,3","4 849,3","3 381,6"
2025-08-22,12:00,"501,00","3 358,4","3 358,4","5 454,6","3 420,1"
2025-08-22,13:00,"439,00","3 291,5","3 291,5","5 468,9","3 353,4"
2025-08-22,14:00,"400,00","3 167,5","3 167,5","5 375,4","3 229,3"
2025-08-22,15:00,"1 500,00","3 021,8","3 021,8","4 775,0","3 243,3"
2025-08-22,16:00,"2 474,00","3 063,6","3 063,6","4 528,9","3 173,5"
2025-08-22,17:00,"4 900,00","3 180,0","3 180,0","4 542,4","3 235,5"
2025-08-22,18:00,"9 300,00","3 561,1","3 561,1","4 340,2","3 610,3"
2025-08-22,19:00,"9 300,00","3 881,3","3 881,3","4 689,4","3 911,7"
2025-08-22,20:00,"8 400,00","3 453,4","3 453,4","4 749,8","3 453,6"
2025-08-22,21:00,"9 500,00","4 081,1","4 081,1","5 006,0","4 112,0"
2025-08-22,22:00,"9 300,00","4 081,8","4 081,8","5 158,8","4 112,5"
2025-08-22,23:00,"7 600,00","3 173,6","3 173,6","4 304,4","3 173,8"
2025-08-22,24:00,"6 390,00","2 822,9","2 822,9","3 684,9","2 823,1"
2025-08-23,01:00,"5 500,00","2 483,9","2 483,9","3 224,3","2 488,4"
2025-08-23,02:00,"5 380,00","2 312,6","2 312,6","3 603,6","2 316,6"
2025-08-23,03:00,"4 800,00","2 241,4","2 241,4","3 835,4","2 245,2"
2025-08-23,04:00,"5 000,00","2 176,0","2 176,0","3 844,4","2 179,6"
2025-08-23,05:00,"5 030,00","2 204,7","2 204,7","3 889,6","2 208,2"
2025-08-23,06:00,"5 000,00","2 267,1","2 267,1","4 039,6","2 270,8"
2025-08-23,07:00,"4 261,00","2 333,2","2 333,2","4 052,1","2 337,7"
2025-08-23,08:00,"4 700,00","2 905,4","2 905,4","4 636,9","2 911,5"
2025-08-23,09:00,"4 900,00","3 102,7","3 102,7","4 808,9","3 111,0"
2025-08-23,10:00,"3 970,00","3 033,6","3 033,6","4 670,0","3 043,9"
2025-08-23,11:00,"1 200,00","2 759,7","2 759,7","4 949,6","2 771,5"
2025-08-23,12:00,"90,00","2 740,2","2 740,2","5 385,7","2 740,2"
2025-08-23,13:00,"56,00","2 657,9","2 657,9","5 711,2","2 657,9"
2025-08-23,14:00,"54,00","2 613,6","2 613,6","5 825,5","2 613,6"
2025-08-23,15:00,"50,00","2 565,2","2 565,2","5 750,1","2 565,2"
2025-08-23,16:00,"100,00","2 743,5","2 743,5","5 586,5","2 743,5"
2025-08-23,17:00,"570,00","2 712,9","2 712,9","5 332,3","2 722,9"
2025-08-23,18:00,"2 843,00","2 702,7","2 702,7","5 019,5","2 711,5"
2025-08-23,19:00,"5 500,00","3 200,6","3 200,6","4 949,6","3 200,9"
2025-08-23,20:00,"8 500,00","3 638,6","3 638,6","4 886,8","3 638,9"
2025-08-23,21:00,"9 500,00","3 923,2","3 923,2","4 857,9","3 948,7"
2025-08-23,22:00,"10 400,00","3 884,7","3 884,7","4 747,3","3 913,5"
2025-08-23,23:00,"9 100,00","3 576,1","3 576,1","4 497,8","3 593,9"
2025-08-23,24:00,"5 700,00","2 700,0","2 700,0","3 678,5","2 700,3"
2025-08-24,01:00,"4 200,00","2 429,4","2 429,4","3 538,9","2 434,1"
2025-08-24,02:00,"5 000,00","2 246,0","2 246,0","3 790,5","2 280,1"
2025-08-24,03:00,"5 000,00","2 302,3","2 302,3","3 990,3","2 336,0"
2025-08-24,04:00,"5 000,00","2 234,7","2 234,7","3 964,9","2 268,2"
2025-08-24,05:00,"5 000,00","2 250,1","2 250,1","4 002,3","2 283,5"
2025-08-24,06:00,"5 000,00","2 301,8","2 301,8","4 063,6","2 335,4"
2025-08-24,07:00,"4 800,00","2 223,7","2 223,7","3 974,2","2 257,8"
2025-08-24,08:00,"3 450,00","2 500,9","2 500,9","4 448,7","2 536,2"
2025-08-24,09:00,"2 500,00","2 655,2","2 655,2","4 834,2","2 692,2"
2025-08-24,10:00,"1 679,00","2 848,6","2 848,6","5 210,1","2 887,5"
2025-08-24,11:00,"68,00","2 540,0","2 540,0","5 701,6","2 540,0"
2025-08-24,12:00,"24,00","2 588,9","2 588,9","5 895,3","2 588,9"
2025-08-24,13:00,"26,67","2 592,0","2 592,0","6 027,2","2 592,0"
2025-08-24,14:00,"23,33","2 581,1","2 581,1","6 017,2","2 581,1"
2025-08-24,15:00,"20,00","2 556,8","2 556,8","5 893,2","2 556,8"
2025-08-24,16:00,"45,00","2 608,1","2 608,1","5 594,7","2 608,1"
2025-08-24,17:00,"100,00","2 730,2","2 730,2","5 457,9","2 730,2"
2025-08-24,18:00,"1 700,00","3 015,7","3 015,7","5 486,9","3 017,3"
2025-08-24,19:00,"5 500,00","3 540,0","3 540,0","5 189,5","3 540,2"
2025-08-24,20:00,"8 500,00","3 776,4","3 776,4","5 065,7","3 776,6"
2025-08-24,21:00,"8 500,00","3 539,2","3 539,2","4 938,7","3 539,4"
2025-08-24,22:00,"9 500,00","4 055,0","4 055,0","5 020,8","4 074,1"
2025-08-24,23:00,"5 900,00","3 100,1","3 100,1","4 675,9","3 100,3"
2025-08-24,24:00,"5 030,00","2 773,8","2 773,8","3 985,3","2 774,0"
2025-08-25,01:00,"3 800,00","2 355,6","2 355,6","3 651,0","2 360,3"
2025-08-25,02:00,"4 950,00","2 189,3","2 189,3","3 937,5","2 193,4"
2025-08-25,03:00,"4 080,00","2 177,1","2 177,1","4 081,3","2 180,9"
2025-08-25,04:00,"4 200,00","2 140,9","2 140,9","4 043,4","2 144,6"
2025-08-25,05:00,"4 700,00","2 163,3","2 163,3","4 045,5","2 166,9"
2025-08-25,06:00,"4 354,00","2 223,6","2 223,6","4 231,5","2 227,5"
2025-08-25,07:00,"5 500,00","2 460,0","2 460,0","3 981,5","2 464,8"
2025-08-25,08:00,"6 344,00","2 976,2","2 976,2","4 561,9","3 014,7"
2025-08-25,09:00,"5 500,00","3 183,1","3 183,1","4 898,0","3 255,6"
2025-08-25,10:00,"3 250,00","3 338,2","3 338,2","5 329,0","3 460,6"
2025-08-25,11:00,"531,34","3 431,2","3 431,2","6 113,9","3 500,1"
2025-08-25,12:00,"100,00","3 435,6","3 435,6","5 998,7","3 435,6"
2025-08-25,13:00,"56,00","3 185,7","3 185,7","5 972,5","3 185,7"
2025-08-25,14:00,"80,00","3 265,8","3 265,8","5 997,7","3 265,8"
2025-08-25,15:00,"185,00","3 289,8","3 289,8","5 929,5","3 289,8"
2025-08-25,16:00,"299,00","3 287,9","3 287,9","5 573,1","3 419,8"
2025-08-25,17:00,"3 970,00","3 223,7","3 223,7","5 199,0","3 325,8"
2025-08-25,18:00,"5 400,00","3 145,8","3 145,8","4 850,5","3 214,8"
2025-08-25,19:00,"7 900,00","3 754,9","3 754,9","5 069,2","3 755,1"
2025-08-25,20:00,"9 100,00","3 942,8","3 942,8","5 104,4","3 987,1"
2025-08-25,21:00,"10 000,00","4 025,9","4 025,9","4 964,5","4 074,2"
2025-08-25,22:00,"14 872,16","4 199,1","4 199,1","4 934,9","4 232,8"
2025-08-25,23:00,"9 000,00","3 596,1","3 596,1","4 655,8","3 596,3"
2025-08-25,24:00,"5 800,00","2 817,9","2 817,9","3 935,6","2 818,1"
2025-08-26,01:00,"3 970,00","2 485,4","2 485,4","3 310,9","2 489,9"
2025-08-26,02:00,"4 990,00","2 302,2","2 302,2","3 658,7","2 356,2"
2025-08-26,03:00,"3 970,00","2 277,9","2 277,9","3 854,4","2 331,7"
2025-08-26,04:00,"4 200,00","2 238,3","2 238,3","3 891,3","2 291,9"
2025-08-26,05:00,"4 200,00","2 270,9","2 270,9","3 917,6","2 324,5"
2025-08-26,06:00,"4 080,00","2 256,3","2 256,3","4 098,6","2 310,1"
2025-08-26,07:00,"5 500,00","2 522,4","2 522,4","3 774,6","2 577,7"
2025-08-26,08:00,"5 500,00","2 994,5","2 994,5","4 277,5","3 051,5"
2025-08-26,09:00,"6 500,00","3 372,6","3 372,6","4 484,1","3 392,8"
2025-08-26,10:00,"4 080,00","3 413,7","3 413,7","4 914,6","3 591,4"
2025-08-26,11:00,"888,00","3 598,3","3 598,3","5 638,3","3 646,1"
2025-08-26,12:00,"200,00","3 459,8","3 459,8","5 753,6","3 459,8"
2025-08-26,13:00,"99,00","3 353,5","3 353,5","5 820,6","3 373,5"
2025-08-26,14:00,"99,00","3 351,5","3 351,5","5 803,2","3 351,5"
2025-08-26,15:00,"184,00","3 334,2","3 334,2","5 624,0","3 334,2"
2025-08-26,16:00,"485,00","3 405,2","3 405,2","5 373,7","3 442,7"
2025-08-26,17:00,"2 200,00","3 175,6","3 175,6","5 277,5","3 187,0"
2025-08-26,18:00,"4 080,00","3 023,5","3 023,5","4 732,9","3 043,3"
2025-08-26,19:00,"7 000,00","3 605,3","3 605,3","4 768,5","3 620,5"
2025-08-26,20:00,"9 100,00","4 022,7","4 022,7","4 869,0","4 054,1"
2025-08-26,21:00,"10 000,00","4 146,1","4 146,1","4 852,4","4 182,5"
2025-08-26,22:00,"10 649,00","4 199,3","4 199,3","4 840,4","4 229,0"
2025-08-26,23:00,"9 000,00","3 672,3","3 672,3","4 358,2","3 678,7"
2025-08-26,24:00,"5 828,00","2 859,0","2 859,0","3 682,2","2 864,2"
2025-08-27,01:00,"5 190,00","2 552,0","2 552,0","3 110,8","2 556,4"
2025-08-27,02:00,"5 589,84","2 381,7","2 381,7","3 193,8","2 440,7"
2025-08-27,03:00,"5 587,23","2 325,0","2 325,0","3 327,5","2 419,7"
2025-08-27,04:00,"5 585,09","2 286,0","2 286,0","3 329,4","2 380,6"
2025-08-27,05:00,"5 585,17","2 313,0","2 313,0","3 366,9","2 407,6"
2025-08-27,06:00,"5 256,00","2 363,9","2 363,9","3 560,1","2 458,7"
2025-08-27,07:00,"5 600,00","2 602,5","2 602,5","3 303,4","2 657,4"
2025-08-27,08:00,"6 882,77","3 105,9","3 105,9","3 876,5","3 164,8"
2025-08-27,09:00,"6 500,00","3 375,4","3 375,4","4 291,8","3 442,7"
2025-08-27,10:00,"3 800,00","3 494,4","3 494,4","4 968,8","3 543,7"
2025-08-27,11:00,"1 239,00","3 507,5","3 507,5","5 775,3","3 554,6"
2025-08-27,12:00,"340,00","3 456,0","3 456,0","5 600,1","3 471,5"
2025-08-27,13:00,"100,00","3 267,1","3 267,1","5 618,4","3 267,1"
2025-08-27,14:00,"87,00","3 237,6","3 237,6","5 609,3","3 237,6"
2025-08-27,15:00,"200,00","3 179,6","3 179,6","5 133,8","3 254,0"
2025-08-27,16:00,"484,00","3 380,6","3 380,6","5 200,8","3 393,7"
2025-08-27,17:00,"1 410,00","3 106,9","3 106,9","4 677,9","3 201,7"
2025-08-27,18:00,"4 800,00","3 126,5","3 126,5","4 432,7","3 136,5"
2025-08-27,19:00,"7 800,00","3 679,0","3 679,0","4 542,1","3 679,2"
2025-08-27,20:00,"9 000,00","4 040,3","4 040,3","4 715,3","4 079,8"
2025-08-27,21:00,"9 500,00","4 072,2","4 072,2","4 833,5","4 119,2"
2025-08-27,22:00,"10 500,00","4 377,8","4 377,8","4 907,2","4 406,5"
2025-08-27,23:00,"8 500,00","3 635,9","3 635,9","4 385,9","3 641,9"
2025-08-27,24:00,"5 700,00","2 932,4","2 932,4","3 692,0","2 932,6"
2025-08-28,01:00,"3 950,00","2 542,1","2 542,1","3 376,4","2 546,8"
2025-08-28,02:00,"5 000,00","2 363,0","2 363,0","3 727,6","2 397,2"
2025-08-28,03:00,"4 800,00","2 347,5","2 347,5","3 854,2","2 381,4"
2025-08-28,04:00,"4 000,00","2 251,9","2 251,9","3 843,1","2 285,7"
2025-08-28,05:00,"4 800,00","2 293,5","2 293,5","3 840,7","2 327,3"
2025-08-28,06:00,"4 000,00","2 313,4","2 313,4","4 009,9","2 347,3"
2025-08-28,07:00,"5 590,12","2 652,0","2 652,0","3 824,2","2 695,7"
2025-08-28,08:00,"5 788,00","3 152,7","3 152,7","4 427,1","3 189,3"
2025-08-28,09:00,"4 800,00","3 415,4","3 415,4","4 881,6","3 454,5"
2025-08-28,10:00,"3 759,00","3 612,8","3 612,8","5 550,5","3 711,3"
2025-08-28,11:00,"720,00","3 516,0","3 516,0","6 112,7","3 530,1"
2025-08-28,12:00,"439,00","3 380,3","3 380,3","5 984,4","3 396,3"
2025-08-28,13:00,"87,00","3 365,3","3 365,3","5 951,3","3 365,3"
2025-08-28,14:00,"100,00","3 356,2","3 356,2","5 916,8","3 356,2"
2025-08-28,15:00,"200,00","3 322,3","3 322,3","5 419,1","3 330,6"
2025-08-28,16:00,"340,00","3 396,0","3 396,0","5 455,8","3 411,5"
2025-08-28,17:00,"1 400,00","3 355,5","3 355,5","5 429,9","3 369,4"
2025-08-28,18:00,"4 050,00","3 244,9","3 244,9","5 087,5","3 256,4"
2025-08-28,19:00,"8 500,00","3 785,3","3 785,3","4 923,2","3 785,5"
2025-08-28,20:00,"9 500,00","4 186,9","4 186,9","5 063,7","4 227,7"
2025-08-28,21:00,"12 500,00","4 337,2","4 337,2","5 163,6","4 495,2"
2025-08-28,22:00,"12 500,00","4 313,5","4 313,5","5 154,5","4 448,0"
2025-08-28,23:00,"10 500,00","3 762,5","3 762,5","4 696,4","3 787,2"
2025-08-28,24:00,"6 000,00","2 890,4","2 890,4","4 011,4","2 890,6"
2025-08-29,01:00,"5 380,00","2 697,2","2 697,2","3 317,0","2 738,8"
2025-08-29,02:00,"5 500,00","2 432,0","2 432,0","3 753,5","2 472,0"
2025-08-29,03:00,"5 000,00","2 453,2","2 453,2","3 968,0","2 456,9"
2025-08-29,04:00,"4 990,00","2 360,1","2 360,1","3 964,4","2 378,7"
2025-08-29,05:00,"5 000,00","2 406,5","2 406,5","3 963,1","2 410,1"
2025-08-29,06:00,"4 000,00","2 394,8","2 394,8","4 156,4","2 398,5"
2025-08-29,07:00,"5 582,27","2 716,0","2 716,0","4 051,6","2 758,5"
2025-08-29,08:00,"6 500,00","3 401,5","3 401,5","4 592,3","3 442,5"
2025-08-29,09:00,"4 988,00","3 623,3","3 623,3","5 081,7","3 632,6"
2025-08-29,10:00,"3 748,00","3 601,7","3 601,7","5 699,2","3 660,7"
2025-08-29,11:00,"485,00","3 635,9","3 635,9","6 389,4","3 638,0"
2025-08-29,12:00,"100,00","3 583,5","3 583,5","6 174,1","3 583,5"
2025-08-29,13:00,"99,00","3 623,5","3 623,5","6 288,0","3 623,5"
2025-08-29,14:00,"300,00","3 669,5","3 669,5","6 353,1","3 671,6"
2025-08-29,15:00,"510,00","3 571,5","3 571,5","5 906,6","3 588,2"
2025-08-29,16:00,"1 240,00","3 711,7","3 711,7","5 907,8","3 775,2"
2025-08-29,17:00,"1 409,00","3 454,6","3 454,6","5 607,8","3 493,8"
2025-08-29,18:00,"4 800,00","3 487,0","3 487,0","5 241,3","3 502,7"
2025-08-29,19:00,"9 000,00","3 859,4","3 859,4","5 035,9","3 886,7"
2025-08-29,20:00,"14 897,21","4 252,9","4 252,9","5 089,8","4 357,4"
2025-08-29,21:00,"14 903,10","4 550,3","4 550,3","5 294,1","4 669,5"
2025-08-29,22:00,"14 898,21","4 501,8","4 501,8","5 284,5","4 597,8"
2025-08-29,23:00,"14 901,72","3 938,3","3 938,3","4 762,3","4 017,1"
2025-08-29,24:00,"6 887,04","3 105,3","3 105,3","4 111,2","3 123,7"
2025-08-30,01:00,"5 593,33","2 603,4","2 603,4","3 291,0","2 608,1"
2025-08-30,02:00,"5 000,00","2 348,2","2 348,2","3 843,9","2 352,4"
2025-08-30,03:00,"4 703,00","2 347,5","2 347,5","4 054,2","2 351,4"
2025-08-30,04:00,"4 000,00","2 267,8","2 267,8","4 162,4","2 271,6"
2025-08-30,05:00,"3 950,00","2 249,8","2 249,8","4 248,0","2 253,5"
2025-08-30,06:00,"3 000,00","2 092,5","2 092,5","4 439,8","2 096,3"
2025-08-30,07:00,"4 000,00","2 325,7","2 325,7","4 409,4","2 330,1"
2025-08-30,08:00,"3 800,00","2 702,3","2 702,3","5 025,9","2 708,5"
2025-08-30,09:00,"3 000,00","2 942,0","2 942,0","5 650,7","2 951,2"
2025-08-30,10:00,"3 700,00","3 214,8","3 214,8","6 267,8","3 324,5"
2025-08-30,11:00,"483,00","3 215,5","3 215,5","6 367,6","3 291,3"
2025-08-30,12:00,"429,00","3 217,2","3 217,2","6 283,4","3 291,3"
2025-08-30,13:00,"200,00","3 195,1","3 195,1","6 401,8","3 235,0"
2025-08-30,14:00,"100,00","3 046,4","3 046,4","6 269,1","3 046,4"
2025-08-30,15:00,"100,00","3 099,9","3 099,9","6 266,9","3 099,9"
2025-08-30,16:00,"429,00","3 123,1","3 123,1","6 335,7","3 269,3"
2025-08-30,17:00,"887,00","3 167,7","3 167,7","6 069,8","3 248,5"
2025-08-30,18:00,"3 940,00","3 358,6","3 358,6","5 623,6","3 434,3"
2025-08-30,19:00,"8 900,00","3 716,0","3 716,0","5 317,1","3 716,2"
2025-08-30,20:00,"14 902,63","4 274,4","4 274,4","5 306,4","4 323,4"
2025-08-30,21:00,"14 904,30","4 485,8","4 485,8","5 416,5","4 539,4"
2025-08-30,22:00,"14 899,31","4 461,5","4 461,5","5 410,0","4 499,2"
2025-08-30,23:00,"14 900,70","3 935,9","3 935,9","5 033,2","3 975,8"
2025-08-30,24:00,"6 891,88","3 071,9","3 071,9","4 377,4","3 072,1"
2025-08-31,01:00,"5 590,19","2 541,0","2 541,0","3 299,2","2 562,7"
2025-08-31,02:00,"5 500,00","2 391,1","2 391,1","3 845,7","2 427,3"
2025-08-31,03:00,"5 000,00","2 413,0","2 413,0","3 987,0","2 427,0"
2025-08-31,04:00,"5 000,00","2 333,1","2 333,1","4 005,6","2 352,4"
2025-08-31,05:00,"5 000,00","2 339,8","2 339,8","4 106,2","2 354,2"
2025-08-31,06:00,"3 950,00","2 215,0","2 215,0","4 252,9","2 219,3"
2025-08-31,07:00,"5 190,00","2 441,9","2 441,9","4 311,9","2 445,9"
2025-08-31,08:00,"3 940,00","2 746,0","2 746,0","4 957,5","2 751,3"
2025-08-31,09:00,"2 999,00","2 893,6","2 893,6","5 554,4","2 901,9"
2025-08-31,10:00,"1 487,00","3 084,6","3 084,6","6 144,6","3 121,4"
2025-08-31,11:00,"297,00","3 393,2","3 393,2","6 412,7","3 418,2"
2025-08-31,12:00,"48,00","2 792,6","2 792,6","6 238,9","2 792,6"
2025-08-31,13:00,"50,00","2 913,2","2 913,2","6 275,6","2 913,2"
2025-08-31,14:00,"50,00","2 931,4","2 931,4","6 264,0","2 931,4"
2025-08-31,15:00,"50,00","3 004,4","3 004,4","6 283,8","3 004,4"
2025-08-31,16:00,"79,99","3 055,7","3 055,7","6 246,1","3 155,7"
2025-08-31,17:00,"100,00","3 074,1","3 074,1","5 987,6","3 174,1"
2025-08-31,18:00,"3 800,00","3 244,1","3 244,1","6 023,0","3 297,4"
2025-08-31,19:00,"8 500,00","3 755,9","3 755,9","5 369,5","3 783,1"
2025-08-31,20:00,"14 899,63","4 339,4","4 339,4","5 396,3","4 413,2"
2025-08-31,21:00,"14 902,08","4 446,2","4 446,2","5 440,5","4 522,7"
2025-08-31,22:00,"14 901,02","4 449,7","4 449,7","5 426,5","4 516,4"
2025-08-31,23:00,"14 898,12","3 919,7","3 919,7","4 972,7","3 974,4"
2025-08-31,24:00,"6 690,00","3 065,0","3 065,0","4 414,3","3 083,2"
2025-09-01,01:00,"5 190,00","2 125,4","2 125,4","2 811,9","2 130,1"
2025-09-01,02:00,"2 950,00","1 312,8","1 312,8","2 647,8","1 316,9"
2025-09-01,03:00,"790,00","1 009,6","1 009,6","2 707,2","1 013,5"
2025-09-01,04:00,"790,00","1 005,5","1 005,5","2 685,6","1 009,3"
2025-09-01,05:00,"790,00","1 042,4","1 042,4","2 847,4","1 046,2"
2025-09-01,06:00,"1 816,67","1 279,0","1 279,0","2 998,4","1 282,9"
2025-09-01,07:00,"3 850,00","1 638,5","1 638,5","3 118,3","1 643,2"
2025-09-01,08:00,"5 765,00","2 324,3","2 324,3","3 539,8","2 330,2"
2025-09-01,09:00,"6 254,00","2 751,3","2 751,3","3 686,2","2 834,9"
2025-09-01,10:00,"5 200,00","3 055,0","3 055,0","4 219,1","3 172,9"
2025-09-01,11:00,"2 950,00","3 129,9","3 129,9","4 739,4","3 267,8"
2025-09-01,12:00,"501,00","2 813,2","2 813,2","4 805,8","2 933,3"
2025-09-01,13:00,"400,00","2 710,8","2 710,8","4 984,5","2 828,2"
2025-09-01,14:00,"880,00","2 616,0","2 616,0","4 983,0","2 786,8"
2025-09-01,15:00,"1 870,00","2 753,2","2 753,2","4 939,2","2 911,8"
2025-09-01,16:00,"2 000,00","2 835,1","2 835,1","4 676,2","2 973,0"
2025-09-01,17:00,"3 000,00","2 748,7","2 748,7","4 316,6","2 865,2"
