Date,Month,Day,Day_of_week,Hour,Price,Min_Price,Max_Price,Last_Price,Vol_Sale,Vol_Buy,Decl_Sale,Decl_Buy
10 - 10,10,10,5,21,9040.63,8835.0,13990.0,9000.0,603.2,603.2,786.7,757.2
10 - 10,10,10,5,22,8241.89,7960.0,14978.0,8017.0,594.1,594.1,772.0,710.3
10 - 10,10,10,5,23,5439.91,5145.0,8999.0,5260.0,490.7,490.7,1005.9,802.0
10 - 10,10,10,5,24,4797.42,780.0,6890.0,780.0,618.6,618.6,1060.6,677.9
10 - 11,10,11,6,1,5527.02,4500.0,5600.0,5300.0,152.5,152.5,1108.1,181.4
10 - 11,10,11,6,2,3941.16,517.0,5487.0,4400.0,48.6,48.6,1929.4,54.9
10 - 11,10,11,6,3,3856.51,500.0,5490.0,4500.0,49.4,49.4,1900.5,67.5
10 - 11,10,11,6,4,4426.82,501.01,5356.0,4500.0,66.7,66.7,1956.2,82.8
10 - 11,10,11,6,5,4587.4,501.0,5293.0,4749.0,68.7,68.7,1868.0,77.0
10 - 11,10,11,6,6,4223.8,517.0,5344.0,4449.0,56.4,56.4,2069.5,63.5
10 - 11,10,11,6,7,4135.43,517.0,4714.0,4623.99,72.2,72.2,2099.5,80.3
10 - 11,10,11,6,8,5433.32,517.0,6172.0,5390.0,70.7,70.7,1727.5,109.2
10 - 11,10,11,6,9,5705.05,500.0,6778.32,500.0,79.6,79.6,1272.7,88.7
10 - 11,10,11,6,10,5881.07,1275.0,6870.0,6180.0,82.8,82.8,1082.9,93.3
10 - 11,10,11,6,11,6361.37,5000.0,6875.0,5500.0,171.3,171.3,1291.2,257.7
10 - 11,10,11,6,12,4656.89,4390.0,5600.0,4550.0,240.2,240.2,667.1,386.5
10 - 11,10,11,6,13,3920.85,3600.0,4600.0,4600.0,273.3,273.3,380.3,2605.7
10 - 11,10,11,6,14,3415.69,3189.0,4600.0,4600.0,229.0,229.0,533.7,555.3
10 - 11,10,11,6,15,3074.18,2500.0,3190.0,3188.99,246.5,246.5,743.8,255.3
10 - 11,10,11,6,16,3264.16,2500.0,3469.0,3338.0,183.8,183.8,826.7,211.9
10 - 11,10,11,6,17,5452.3,4500.0,5566.7,4500.0,130.5,130.5,626.8,136.6
10 - 11,10,11,6,18,14913.25,13000.0,15000.0,14939.99,307.4,307.4,501.8,414.0
10 - 11,10,11,6,19,14972.77,14800.0,15000.0,14947.58,375.1,375.1,475.1,477.4
10 - 11,10,11,6,20,14976.73,14880.0,15000.0,14990.0,370.5,370.5,494.2,478.5
10 - 11,10,11,6,21,14942.42,13000.0,15000.0,14930.0,290.1,290.1,510.7,376.8
10 - 11,10,11,6,22,14899.09,13000.0,15000.0,14934.05,283.8,283.8,433.5,360.2
10 - 11,10,11,6,23,14663.82,7473.5,15000.0,7473.5,169.7,169.7,1089.3,178.8
10 - 11,10,11,6,24,6520.92,2895.0,6889.0,2895.0,83.4,83.4,594.4,103.5
10 - 12,10,12,7,1,5385.27,4501.1,5558.41,5458.95,68.3,68.3,262.2,84.1
10 - 12,10,12,7,2,4825.56,4001.0,4869.0,4845.0,97.4,97.4,874.5,117.3
10 - 12,10,12,7,3,4302.97,2204.0,4408.0,4405.0,92.8,92.8,383.1,108.1
10 - 12,10,12,7,4,3334.37,1700.0,3400.0,1700.0,89.6,89.6,293.1,108.5
10 - 12,10,12,7,5,3013.13,1545.0,3110.0,3085.0,93.9,93.9,294.4,112.8
10 - 12,10,12,7,6,4130.59,2087.5,4174.93,4160.0,135.6,135.6,431.9,152.9
10 - 12,10,12,7,7,985.65,920.0,1053.0,949.99,150.3,150.3,636.8,192.8
10 - 12,10,12,7,8,2720.46,2505.0,6900.0,3000.0,181.1,181.1,264.6,298.5
10 - 12,10,12,7,9,5296.75,3780.0,6900.0,3905.0,150.2,150.2,245.0,1528.7
10 - 12,10,12,7,10,4744.5,4302.0,6500.0,4354.0,180.1,180.1,415.5,1172.7
10 - 12,10,12,7,11,3839.79,3320.0,6900.0,3501.0,121.5,121.5,400.7,817.5
10 - 12,10,12,7,12,2324.55,1996.0,2353.0,2328.49,235.3,235.3,541.1,279.5
10 - 12,10,12,7,13,1340.39,1198.5,1411.0,1375.0,337.1,337.1,1277.2,355.3
10 - 12,10,12,7,14,992.56,500.0,1066.0,1000.0,409.2,409.2,1230.0,426.4
10 - 12,10,12,7,15,1001.55,945.0,1061.0,995.0,445.2,445.2,938.3,470.7
10 - 12,10,12,7,16,2012.59,1955.06,2197.0,1997.0,484.2,484.2,891.6,511.6
10 - 12,10,12,7,17,3956.74,3702.0,5600.0,4300.0,260.3,260.3,427.9,1582.7
10 - 12,10,12,7,18,5932.75,5020.0,15000.0,5072.0,552.0,552.0,851.4,5178.7
10 - 12,10,12,7,19,8213.57,7000.0,8300.0,8000.0,268.9,268.9,409.7,299.0
10 - 12,10,12,7,20,14669.11,8102.2,15000.0,10000.11,249.5,249.5,486.9,313.0
10 - 12,10,12,7,21,14536.74,8700.0,15000.0,12000.0,244.6,244.6,436.6,278.5
10 - 12,10,12,7,22,10155.27,8503.2,10300.0,9900.0,155.0,155.0,467.8,186.0
10 - 12,10,12,7,23,6439.48,5839.99,13992.0,5840.0,351.8,351.8,687.6,800.1
10 - 12,10,12,7,24,5530.24,4860.1,6000.0,5544.0,206.2,206.2,348.1,234.8
10 - 13,10,13,1,1,4075.58,3950.01,4600.0,4089.99,102.5,102.5,302.1,123.8
10 - 13,10,13,1,2,5244.26,3180.0,5300.0,3180.0,139.6,139.6,566.2,164.1
10 - 13,10,13,1,3,4147.14,2100.0,4216.0,4189.0,100.0,100.0,588.3,121.0
10 - 13,10,13,1,4,2727.78,2555.0,2756.0,2739.93,132.4,132.4,518.7,154.1
10 - 13,10,13,1,5,1999.82,1888.0,2020.0,1999.93,150.5,150.5,499.2,169.5
10 - 13,10,13,1,6,4881.11,4000.0,4931.0,4899.93,220.2,220.2,699.9,238.0
10 - 13,10,13,1,7,5137.68,5026.42,5231.0,5200.0,73.8,73.8,75.7,254.4
10 - 13,10,13,1,8,6900.0,6900.0,6900.0,6900.0,500.0,500.0,500.0,627.2
10 - 13,10,13,1,9,6900.0,6890.0,6900.0,6900.0,1216.5,1216.5,1267.2,1244.7
10 - 13,10,13,1,10,6899.99,6890.0,6900.0,6900.0,945.7,945.7,1010.6,978.8
10 - 13,10,13,1,11,6897.7,6848.0,6900.0,6900.0,269.5,269.5,324.9,299.4
10 - 13,10,13,1,12,3917.83,3507.0,5600.0,3577.0,165.1,165.1,227.6,288.3
10 - 13,10,13,1,13,2008.65,1918.66,4000.0,3000.0,577.2,577.2,643.2,739.9
10 - 13,10,13,1,14,1875.17,1831.62,4000.0,1877.03,538.7,538.7,638.9,1020.8
10 - 13,10,13,1,15,1373.46,1292.0,4000.0,1369.0,467.4,467.4,569.5,626.5
10 - 13,10,13,1,16,4100.23,3388.0,4250.0,4250.0,216.0,216.0,381.7,227.7
10 - 13,10,13,1,17,5599.47,5523.0,5600.0,5600.0,312.0,312.0,392.6,362.9
10 - 13,10,13,1,18,12170.93,11622.0,15000.0,11843.99,283.6,283.6,467.6,367.2
10 - 13,10,13,1,19,14972.46,14921.0,15000.0,15000.0,532.5,532.5,550.1,705.7
10 - 13,10,13,1,20,14982.56,14949.0,15000.0,14949.0,1425.8,1425.8,1438.6,1946.8
10 - 13,10,13,1,21,14996.35,14980.0,15000.0,15000.0,1252.8,1252.8,1372.5,1639.3
10 - 13,10,13,1,22,14982.69,8941.13,15000.0,8941.13,660.9,660.9,721.8,1009.5
10 - 13,10,13,1,23,10081.56,8989.0,15000.0,8999.0,425.7,425.7,559.5,11988.0
10 - 13,10,13,1,24,6898.11,6600.0,6900.0,6900.0,355.5,355.5,371.2,422.9
10 - 14,10,14,2,1,5547.43,5000.01,5600.0,5589.3,78.5,78.5,117.9,88.5
10 - 14,10,14,2,2,5500.52,4470.41,5600.0,4470.41,54.2,54.2,251.0,60.5
10 - 14,10,14,2,3,5069.94,3090.0,5150.0,3090.0,58.7,58.7,348.1,65.1
10 - 14,10,14,2,4,4044.11,2045.0,4110.0,3270.0,109.7,109.7,463.2,121.1
10 - 14,10,14,2,5,4048.75,2045.0,4110.0,2045.0,101.9,101.9,495.1,113.4
10 - 14,10,14,2,6,5413.4,2236.14,5590.3,4470.0,51.6,51.6,435.0,58.0
10 - 14,10,14,2,7,5594.4,5544.0,5600.0,5599.99,96.4,96.4,121.1,109.4
10 - 14,10,14,2,8,6898.42,5520.0,6900.0,5520.0,730.5,730.5,738.5,778.3
10 - 14,10,14,2,9,6899.71,6880.0,6900.0,6900.0,1123.7,1123.7,1123.7,1196.6
10 - 14,10,14,2,10,6894.74,5100.0,6900.0,6900.0,636.0,636.0,636.0,705.7
10 - 14,10,14,2,11,6866.29,6000.0,6900.0,6699.9,131.6,131.6,368.0,154.2
10 - 14,10,14,2,12,3753.75,3575.87,4600.0,3577.0,268.9,268.9,468.4,390.4
10 - 14,10,14,2,13,3172.81,3130.0,3180.0,3130.0,300.0,300.0,860.2,320.5
10 - 14,10,14,2,14,3728.14,3550.0,4600.0,3581.0,175.1,175.1,374.6,351.6
10 - 14,10,14,2,15,5032.12,4867.0,5600.0,5019.0,231.8,231.8,416.5,456.8
10 - 14,10,14,2,16,5584.89,5546.0,5600.0,5546.0,331.6,331.6,380.4,456.8
10 - 14,10,14,2,17,5600.0,5600.0,5600.0,5600.0,840.0,840.0,840.0,877.3
10 - 14,10,14,2,18,14944.62,14000.0,15000.0,15000.0,472.3,472.3,481.9,521.5
10 - 14,10,14,2,19,15000.0,15000.0,15000.0,15000.0,1509.7,1509.7,1509.7,2080.3
10 - 14,10,14,2,20,15000.0,15000.0,15000.0,15000.0,1566.4,1566.4,1566.4,2309.0
10 - 14,10,14,2,21,14999.95,14948.08,15000.0,14948.08,1490.0,1490.0,1490.0,2106.1
10 - 14,10,14,2,22,14999.99,14999.0,15000.0,14999.0,1370.9,1370.9,1370.9,1908.8
10 - 14,10,14,2,23,13729.38,5466.0,14987.99,5466.0,416.1,416.1,694.2,595.1
10 - 14,10,14,2,24,6899.91,6880.0,6900.0,6900.0,442.8,442.8,442.8,538.7
10 - 15,10,15,3,1,5520.45,3355.35,5600.0,3355.35,99.2,99.2,195.2,125.3
10 - 15,10,15,3,2,5367.94,2802.2,5590.06,2802.2,88.0,88.0,257.5,108.7
10 - 15,10,15,3,3,5277.06,2036.9,5592.26,5578.5,89.7,89.7,541.1,133.8
10 - 15,10,15,3,4,4052.65,2087.5,4195.0,4149.0,116.6,116.6,644.2,137.3
10 - 15,10,15,3,5,3904.2,1636.0,4110.0,3999.0,102.2,102.2,742.4,129.4
10 - 15,10,15,3,6,5543.71,3354.0,5590.0,5569.0,75.5,75.5,297.6,99.7
10 - 15,10,15,3,7,5600.0,5600.0,5600.0,5600.0,116.3,116.3,121.1,126.3
10 - 15,10,15,3,8,6899.67,6880.0,6900.0,6900.0,971.9,971.9,973.9,978.8
10 - 15,10,15,3,9,6899.74,6880.0,6900.0,6900.0,1264.9,1264.9,1264.9,1273.8
10 - 15,10,15,3,10,6900.0,6900.0,6900.0,6900.0,645.2,645.2,645.2,732.7
10 - 15,10,15,3,11,6877.89,6766.28,6900.0,6876.3,120.0,120.0,184.9,173.1
10 - 15,10,15,3,12,3681.45,3300.0,4400.0,3686.97,141.3,141.3,818.1,191.4
10 - 15,10,15,3,13,3655.05,1474.8,4600.0,1474.8,193.5,193.5,752.9,230.8
10 - 15,10,15,3,14,4600.62,1830.8,5600.0,1830.8,165.8,165.8,647.6,185.7
10 - 15,10,15,3,15,5568.17,5510.0,5600.0,5542.85,257.1,257.1,408.1,308.5
10 - 15,10,15,3,16,5600.0,5600.0,5600.0,5600.0,144.2,144.2,144.2,562.0
10 - 15,10,15,3,17,5600.0,5600.0,5600.0,5600.0,562.2,562.2,562.2,1097.1
10 - 15,10,15,3,18,14996.76,14775.0,15000.0,15000.0,449.2,449.2,684.6,470.2
10 - 15,10,15,3,19,14999.85,14995.0,15000.0,15000.0,1328.7,1328.7,1328.7,1864.5
10 - 15,10,15,3,20,15000.0,15000.0,15000.0,15000.0,1135.6,1135.6,1135.6,2238.3
10 - 15,10,15,3,21,15000.0,15000.0,15000.0,15000.0,1107.6,1107.6,1107.6,1951.4
10 - 15,10,15,3,22,14998.25,14975.0,15000.0,15000.0,328.6,328.6,328.6,1528.4
10 - 15,10,15,3,23,14679.52,13775.3,14883.16,14883.15,368.2,368.2,855.0,448.8
10 - 15,10,15,3,24,6883.41,2760.0,6900.0,6900.0,439.1,439.1,452.9,464.1
10 - 16,10,16,4,1,5599.94,5599.0,5600.0,5600.0,171.1,171.1,176.2,188.5
10 - 16,10,16,4,2,5565.29,3912.25,5588.93,5584.99,62.2,62.2,350.2,95.8
10 - 16,10,16,4,3,5567.4,3913.0,5588.62,5588.5,70.3,70.3,312.8,112.4
10 - 16,10,16,4,4,4846.85,2940.0,4899.93,4899.92,87.1,87.1,274.1,134.7
10 - 16,10,16,4,5,4817.87,2500.0,4899.93,4899.9,85.4,85.4,365.4,140.9
10 - 16,10,16,4,6,5345.94,2740.08,5592.43,5592.41,67.5,67.5,351.7,88.1
10 - 16,10,16,4,7,5600.0,5600.0,5600.0,5600.0,361.7,361.7,363.7,370.7
10 - 16,10,16,4,8,6900.0,6900.0,6900.0,6900.0,1244.7,1244.7,1244.7,1254.3
10 - 16,10,16,4,9,6900.0,6900.0,6900.0,6900.0,1658.1,1658.1,1658.1,1699.6
10 - 16,10,16,4,10,6900.0,6900.0,6900.0,6900.0,1079.7,1079.7,1079.7,1114.5
10 - 16,10,16,4,11,6899.94,6889.99,6900.0,6900.0,442.4,442.4,442.4,471.3
10 - 16,10,16,4,12,5542.2,5490.0,5600.0,5539.49,315.1,315.1,442.2,338.3
10 - 16,10,16,4,13,4987.16,4000.0,5250.0,5000.0,346.1,346.1,520.3,383.2
10 - 16,10,16,4,14,5526.4,4503.77,5600.0,5545.28,345.1,345.1,404.5,376.9
10 - 16,10,16,4,15,5564.36,5222.0,5600.0,5600.0,217.7,217.7,217.7,703.9
10 - 16,10,16,4,16,5581.76,5222.0,5600.0,5600.0,227.0,227.0,227.0,844.6
10 - 16,10,16,4,17,5598.06,5580.0,5600.0,5600.0,281.8,281.8,281.8,1412.9
10 - 16,10,16,4,18,14992.63,14923.0,15000.0,14925.1,515.0,515.0,609.5,547.9
10 - 16,10,16,4,19,14990.18,14900.0,15000.0,15000.0,802.7,802.7,802.7,1089.3
10 - 16,10,16,4,20,14989.53,14900.0,15000.0,15000.0,685.8,685.8,685.8,1322.9
10 - 16,10,16,4,21,14988.35,14900.0,15000.0,15000.0,744.4,744.4,744.4,1275.5
10 - 16,10,16,4,22,14985.69,14900.0,15000.0,15000.0,551.5,551.5,551.5,807.5
10 - 16,10,16,4,23,14538.42,11002.0,14979.99,11002.0,199.9,199.9,1792.2,261.1
10 - 16,10,16,4,24,6851.84,5600.0,6900.0,5600.0,264.8,264.8,335.9,291.9
10 - 17,10,17,5,1,5545.48,5000.0,5600.0,5479.0,42.6,42.6,138.1,59.3
10 - 17,10,17,5,2,5490.46,5440.0,5509.93,5440.0,47.5,47.5,402.2,66.1
10 - 17,10,17,5,3,4867.02,4848.99,4876.91,4848.99,55.0,55.0,613.5,76.4
10 - 17,10,17,5,4,4527.04,4509.0,4560.0,4509.0,53.5,53.5,662.3,73.8
10 - 17,10,17,5,5,4654.75,4610.0,4669.91,4616.0,55.1,55.1,581.8,76.8
10 - 17,10,17,5,6,5407.32,2800.0,5499.0,5467.99,48.1,48.1,606.6,64.8
10 - 17,10,17,5,7,5600.0,5599.0,5600.0,5600.0,198.3,198.3,510.0,209.4
10 - 17,10,17,5,8,6900.0,6899.0,6900.0,6900.0,1112.3,1112.3,1112.3,1123.0
10 - 17,10,17,5,9,6900.0,6900.0,6900.0,6900.0,1478.8,1478.8,1478.8,1691.2
10 - 17,10,17,5,10,6900.0,6900.0,6900.0,6900.0,1431.7,1431.7,1638.9,1443.1
10 - 17,10,17,5,11,6894.19,4900.0,6900.0,6899.95,611.0,611.0,687.9,616.9
10 - 17,10,17,5,12,5484.52,3540.0,5600.0,5000.0,279.1,279.1,843.9,293.0
10 - 17,10,17,5,13,4743.71,4000.0,4885.0,4748.99,350.7,350.7,781.7,393.5
10 - 17,10,17,5,14,4738.3,4450.0,4846.0,4739.49,362.7,362.7,747.9,410.2
10 - 17,10,17,5,15,4839.98,4000.0,4950.0,4844.8,337.5,337.5,764.5,365.4
10 - 17,10,17,5,16,5498.78,4503.0,5600.0,5499.99,266.9,266.9,778.9,353.3
10 - 17,10,17,5,17,5600.0,5600.0,5600.0,5600.0,570.9,570.9,570.9,784.1
10 - 17,10,17,5,18,14671.13,11000.0,15000.0,11000.0,175.2,175.2,2140.1,214.7
10 - 17,10,17,5,19,14929.7,12000.0,15000.0,14498.99,401.0,401.0,648.9,464.0
10 - 17,10,17,5,20,14953.96,13000.0,15000.0,13999.0,401.7,401.7,762.4,669.8
10 - 17,10,17,5,21,14817.82,8000.1,15000.0,8000.1,282.0,282.0,984.7,358.0
10 - 17,10,17,5,22,14728.46,7000.0,15000.0,10000.0,202.2,202.2,1209.0,263.7
10 - 17,10,17,5,23,12530.27,5400.0,12999.0,9300.0,124.4,124.4,7542.8,225.2
10 - 17,10,17,5,24,6251.44,5000.0,6900.0,6139.0,108.4,108.4,507.4,122.5
10 - 18,10,18,6,1,4565.22,2450.0,4952.0,2969.99,73.2,73.2,652.9,120.6
10 - 18,10,18,6,2,4783.44,3430.0,4952.0,4799.0,73.3,73.3,568.1,82.5
10 - 18,10,18,6,3,4549.03,3500.0,4629.0,4576.8,65.1,65.1,546.2,79.0
10 - 18,10,18,6,4,2739.99,2718.0,2792.0,2739.8,91.8,91.8,375.6,118.3
10 - 18,10,18,6,5,2867.13,2830.0,2922.0,2840.0,83.0,83.0,409.3,114.9
10 - 18,10,18,6,6,4050.0,2454.0,4142.0,4044.9,143.3,143.3,522.7,158.2
10 - 18,10,18,6,7,1490.51,1190.0,1550.0,1489.0,156.6,156.6,242.5,173.2
10 - 18,10,18,6,8,4073.12,3272.0,4100.0,4100.0,163.2,163.2,324.9,229.2
10 - 18,10,18,6,9,6699.67,5500.0,6770.0,6769.99,301.4,301.4,923.8,351.2
10 - 18,10,18,6,10,6549.68,5500.0,6754.0,6754.0,295.0,295.0,1453.9,328.6
10 - 18,10,18,6,11,5575.12,4500.0,5770.0,5770.0,253.0,253.0,849.9,297.8
10 - 18,10,18,6,12,4249.12,3590.0,4577.0,4449.0,151.9,151.9,797.0,176.7
10 - 18,10,18,6,13,3499.98,3333.33,3556.67,3510.43,210.3,210.3,728.7,245.4
10 - 18,10,18,6,14,3436.01,2840.1,3550.0,3550.0,233.7,233.7,1029.9,267.1
10 - 18,10,18,6,15,3762.73,3400.0,3805.0,3780.0,333.8,333.8,493.8,349.3
10 - 18,10,18,6,16,4382.49,2825.0,4750.0,4487.0,148.7,148.7,6413.9,177.2
10 - 18,10,18,6,17,5139.69,2783.0,5493.0,5399.98,250.5,250.5,1138.3,284.4
10 - 18,10,18,6,18,12453.8,10899.0,13000.0,12999.0,212.9,212.9,843.0,284.7
10 - 18,10,18,6,19,12184.55,10499.0,12500.0,12474.0,237.2,237.2,768.6,274.5
10 - 18,10,18,6,20,12184.83,10000.0,12635.0,12634.0,259.7,259.7,1319.5,291.8
10 - 18,10,18,6,21,14752.99,13997.0,15000.0,14899.0,318.1,318.1,906.8,422.1
10 - 18,10,18,6,22,9619.76,8501.0,15000.0,10074.0,311.8,311.8,2106.0,350.7
10 - 18,10,18,6,23,7264.33,3745.0,7590.0,7257.94,349.6,349.6,2313.9,404.7
10 - 18,10,18,6,24,5529.38,5398.89,6898.0,5470.0,294.7,294.7,526.8,382.9
10 - 19,10,19,7,1,5552.82,5491.0,5588.07,5579.0,219.7,219.7,1598.6,231.2
10 - 19,10,19,7,2,4757.37,4700.0,4775.0,4762.0,204.3,204.3,733.7,221.8
10 - 19,10,19,7,3,4460.34,4397.0,4475.0,4463.0,207.7,207.7,696.4,233.3
10 - 19,10,19,7,4,4077.28,3996.0,4089.92,4088.0,189.3,189.3,738.9,203.6
10 - 19,10,19,7,5,2868.64,2830.0,2870.01,2870.01,170.5,170.5,532.9,200.2
10 - 19,10,19,7,6,4088.88,4040.0,4090.01,4090.01,180.3,180.3,487.0,234.7
10 - 19,10,19,7,7,895.53,870.0,901.0,900.0,202.1,202.1,326.4,246.8
10 - 19,10,19,7,8,2980.01,2500.0,6900.0,2500.0,212.6,212.6,331.9,382.3
10 - 19,10,19,7,9,4355.74,4070.0,6900.0,4090.0,272.1,272.1,379.3,460.8
10 - 19,10,19,7,10,4690.46,4480.0,6900.0,4500.0,330.0,330.0,532.1,451.1
10 - 19,10,19,7,11,3094.03,2970.0,6859.0,2980.0,264.9,264.9,477.0,399.6
10 - 19,10,19,7,12,1536.76,1475.0,1540.0,1540.0,330.6,330.6,963.8,359.4
10 - 19,10,19,7,13,463.25,200.0,489.99,489.88,379.8,379.8,1514.0,447.8
10 - 19,10,19,7,14,468.37,255.0,2500.0,490.0,434.2,434.2,1256.5,455.3
10 - 19,10,19,7,15,499.86,430.0,2200.0,490.0,535.6,535.6,839.9,602.0
10 - 19,10,19,7,16,2102.71,1680.0,5600.0,2063.0,548.1,548.1,657.9,695.9
10 - 19,10,19,7,17,3926.33,3838.99,5591.99,3838.99,673.2,673.2,800.7,1500.2
10 - 19,10,19,7,18,5964.37,5800.0,6007.0,5999.9,431.8,431.8,899.5,479.4
10 - 19,10,19,7,19,7822.19,560.0,8012.0,560.0,345.0,345.0,641.3,417.3
10 - 19,10,19,7,20,12332.67,6250.0,12500.0,6250.0,279.6,279.6,969.2,322.7
10 - 19,10,19,7,21,10947.39,10150.0,12500.0,10978.98,267.5,267.5,1019.9,319.4
10 - 19,10,19,7,22,9752.06,9323.0,14985.0,9499.6,484.9,484.9,817.8,816.3
10 - 19,10,19,7,23,6724.97,5200.0,10000.0,5200.0,503.7,503.7,662.9,1479.6
10 - 19,10,19,7,24,5033.04,2500.0,6890.0,2500.0,339.1,339.1,637.2,359.5
10 - 20,10,20,1,1,4088.75,4008.2,4095.0,4088.0,139.1,139.1,271.9,155.9
10 - 20,10,20,1,2,4089.09,4008.2,4095.0,4089.95,165.6,165.6,519.6,185.3
10 - 20,10,20,1,3,4090.03,4049.1,4110.0,4089.89,135.4,135.4,491.2,153.1
10 - 20,10,20,1,4,1924.36,1295.0,4110.0,1849.89,175.0,175.0,475.4,193.2
10 - 20,10,20,1,5,1715.37,1540.0,4110.0,1554.87,183.7,183.7,493.7,198.7
10 - 20,10,20,1,6,4271.88,4202.0,4280.0,4274.98,121.2,121.2,472.8,138.2
10 - 20,10,20,1,7,5553.61,5000.0,5592.46,5592.0,159.4,159.4,506.9,174.3
10 - 20,10,20,1,8,6899.88,6880.0,6900.0,6900.0,413.4,413.4,415.4,420.1
10 - 20,10,20,1,9,6899.96,6880.0,6900.0,6900.0,975.0,975.0,1002.1,984.9
10 - 20,10,20,1,10,6899.72,6880.0,6900.0,6898.0,759.1,759.1,1182.3,766.7
10 - 20,10,20,1,11,6412.5,5504.0,6500.0,6470.0,217.1,217.1,1901.5,258.9
10 - 20,10,20,1,12,4071.94,3500.0,4100.0,3998.5,213.1,213.1,705.1,223.3
10 - 20,10,20,1,13,985.14,500.0,1040.0,1000.0,368.4,368.4,674.8,392.3
10 - 20,10,20,1,14,1004.06,920.0,1500.0,1000.0,372.1,372.1,582.8,388.8
10 - 20,10,20,1,15,1214.83,1149.0,1500.0,1500.0,313.7,313.7,427.1,466.2
10 - 20,10,20,1,16,4478.62,3550.0,5596.9,5000.0,270.4,270.4,324.9,413.2
10 - 20,10,20,1,17,5548.84,3567.0,5600.0,3567.0,328.4,328.4,502.5,345.1
10 - 20,10,20,1,18,9762.18,9000.0,14974.0,9498.0,370.8,370.8,676.2,1697.4
10 - 20,10,20,1,19,14892.59,14500.0,14950.0,14898.98,310.6,310.6,577.9,398.9
10 - 20,10,20,1,20,14990.44,14675.0,15000.0,14952.6,764.8,764.8,813.0,814.9
10 - 20,10,20,1,21,14991.74,14947.78,15000.0,14947.78,766.6,766.6,839.7,833.7
10 - 20,10,20,1,22,14989.76,13000.0,15000.0,14897.9,451.4,451.4,579.1,501.4
10 - 20,10,20,1,23,7146.9,6903.0,14000.0,7000.0,365.1,365.1,628.8,507.2
10 - 20,10,20,1,24,6520.72,5001.0,6900.0,6899.0,315.5,315.5,333.2,340.4
10 - 21,10,21,2,1,3996.88,3898.0,4090.0,4000.0,334.1,334.1,401.3,360.9
10 - 21,10,21,2,2,3994.39,3500.0,4002.0,4000.0,340.6,340.6,498.8,361.1
10 - 21,10,21,2,3,2739.89,2704.0,2774.0,2739.99,375.3,375.3,804.7,400.7
10 - 21,10,21,2,4,867.77,149.0,2100.0,239.0,109.6,109.6,699.6,548.5
10 - 21,10,21,2,5,1700.86,919.0,2100.0,1002.01,56.6,56.6,578.6,624.6
10 - 21,10,21,2,6,3779.21,3500.0,3782.01,3780.0,484.4,484.4,653.4,509.2
10 - 21,10,21,2,7,2033.41,1949.0,2500.0,2010.0,197.1,197.1,292.8,728.2
10 - 21,10,21,2,8,6894.16,6000.0,6900.0,6899.87,418.9,418.9,624.6,436.2
10 - 21,10,21,2,9,6897.77,6000.0,6900.0,6900.0,864.2,864.2,891.0,897.8
10 - 21,10,21,2,10,6896.62,6600.0,6900.0,6900.0,298.9,298.9,733.1,314.0
10 - 21,10,21,2,11,4045.59,4020.0,6050.0,4050.0,366.5,366.5,461.8,424.2
10 - 21,10,21,2,12,3733.25,3000.0,3750.0,3710.5,253.8,253.8,1545.5,298.7
10 - 21,10,21,2,13,962.68,799.0,967.0,967.0,844.6,844.6,1675.0,871.6
10 - 21,10,21,2,14,1163.4,1100.0,1167.0,1167.0,840.0,840.0,1442.3,903.7
10 - 21,10,21,2,15,1980.67,1900.0,1985.0,1985.0,571.2,571.2,1364.4,704.9
10 - 21,10,21,2,16,3741.32,3495.0,3765.0,3750.0,448.2,448.2,648.2,491.1
10 - 21,10,21,2,17,5557.27,4900.0,5600.0,5562.88,329.5,329.5,431.4,365.4
10 - 21,10,21,2,18,9890.78,8312.0,10001.0,9949.99,263.7,263.7,405.4,328.4
10 - 21,10,21,2,19,13379.16,10957.6,13697.0,13697.0,376.3,376.3,1050.6,452.0
10 - 21,10,21,2,20,14290.49,10465.0,14950.0,14943.0,465.0,465.0,2593.6,575.2
10 - 21,10,21,2,21,14271.31,12000.0,14801.0,14482.0,441.6,441.6,2065.2,506.1
10 - 21,10,21,2,22,11981.27,10015.0,12312.0,12311.69,341.6,341.6,2693.0,429.9
10 - 21,10,21,2,23,7186.0,6998.0,15000.0,7000.01,350.7,350.7,554.6,385.7
10 - 21,10,21,2,24,5411.4,5000.0,6193.0,5290.0,297.3,297.3,432.3,317.7
10 - 22,10,22,3,1,3519.15,3366.66,4000.0,4000.0,204.0,204.0,249.3,266.5
10 - 22,10,22,3,2,3069.44,3033.66,3166.0,3166.0,231.1,231.1,261.3,314.2
10 - 22,10,22,3,3,4088.63,3923.0,4090.0,4089.99,238.9,238.9,402.5,280.0
10 - 22,10,22,3,4,2999.42,2921.0,3000.0,3000.0,335.0,335.0,408.6,365.9
10 - 22,10,22,3,5,2999.44,2921.0,3000.0,3000.0,323.3,323.3,362.0,355.2
10 - 22,10,22,3,6,4089.27,3923.0,4090.0,4090.0,412.0,412.0,474.1,554.1
10 - 22,10,22,3,7,3546.07,3350.0,4000.05,3420.0,221.5,221.5,270.6,628.4
10 - 22,10,22,3,8,6879.54,6500.0,6900.0,6900.0,199.0,199.0,201.8,314.8
