Date,Month,Day,Hour,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Dayofweek,Base,Peak,Offpeak,Min_Price,Max_Price,Avg_Weighted_Price
11 - 19,11,19,12,72.391495,1.4,166.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,13,64.96081,2.1,169.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,14,18.981333,2.5,140.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,15,0.0,3.5,127.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,16,0.0,3.5,118.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,17,0.0,3.1,66.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,18,0.0,2.1,7.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,19,0.0,1.7,0.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,20,0.0,1.6,0.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,21,0.0,1.3,0.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,22,0.0,1.3,0.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 19,11,19,23,0.0,1.3,0.0,3,7548.16,8273.33,6822.99,1000.0,15000.0,8071.33
11 - 20,11,20,0,0.0,1.6,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,1,0.0,1.8,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,2,0.0,1.9,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,3,0.0,1.9,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,4,0.0,2.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,5,0.0,2.1,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,6,9.664481,2.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,7,35.089394,2.2,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,8,38.93866,2.3,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,9,119.91758,2.3,2.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,10,131.13899,2.5,20.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,11,106.84394,3.0,59.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,12,80.223495,3.0,92.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,13,51.53295,3.7,105.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,14,22.144587,4.3,106.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,15,0.0,4.9,115.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,16,0.0,5.1,84.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,17,0.0,5.1,38.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,18,0.0,5.1,4.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,19,0.0,5.1,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,20,0.0,5.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,21,0.0,5.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,22,0.0,5.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 20,11,20,23,0.0,5.0,0.0,4,8220.83,8275.0,8166.67,5600.0,15000.0,8583.31
11 - 21,11,21,0,0.0,5.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,1,0.0,5.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,2,0.0,5.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,3,0.0,5.1,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,4,0.0,5.1,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,5,0.0,5.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,6,5.164074,4.8,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,7,28.36343,4.9,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,8,50.169273,5.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,9,72.85493,5.1,1.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,10,115.83326,5.4,15.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,11,111.93326,5.8,33.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,12,96.96288,5.7,49.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,13,49.66662,5.9,56.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,14,11.591039,6.0,53.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,15,0.0,5.7,46.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,16,0.0,5.7,37.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,17,0.0,5.4,13.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,18,0.0,5.7,1.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,19,0.0,5.7,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,20,0.0,5.8,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,21,0.0,4.6,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,22,0.0,3.4,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 21,11,21,23,0.0,3.0,0.0,5,7673.38,8037.83,7308.93,3200.0,14899.51,8096.23
11 - 22,11,22,0,0.0,2.5,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,1,0.0,2.3,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,2,0.0,2.1,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,3,0.0,2.0,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,4,0.0,2.0,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,5,0.0,2.0,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,6,5.537194,1.9,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,7,25.800562,1.9,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,8,31.300299,1.9,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,9,37.459576,1.9,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,10,63.538662,1.7,6.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,11,79.57616,1.0,18.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,12,75.52139,1.3,35.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,13,29.076178,1.6,58.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,14,11.381088,1.7,70.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,15,0.0,1.8,54.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,16,0.0,1.7,40.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,17,0.0,1.5,14.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,18,0.0,1.3,1.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,19,0.0,1.0,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,20,0.0,0.9,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,21,0.0,0.8,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,22,0.0,0.7,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 22,11,22,23,0.0,0.7,0.0,6,7144.3,7965.4,6323.2,3000.0,14893.57,7545.38
11 - 23,11,23,0,0.0,0.5,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,1,0.0,0.6,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,2,0.0,0.6,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,3,0.0,0.5,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,4,0.0,0.2,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,5,0.0,0.1,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,6,5.959481,-0.1,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,7,50.749172,-0.0,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,8,57.165688,0.1,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,9,75.04047,0.2,1.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,10,113.08628,0.5,16.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,11,110.05098,0.8,35.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,12,84.65798,1.1,38.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,13,48.58614,1.6,73.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,14,11.999071,1.9,72.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,15,0.0,2.0,61.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,16,0.0,2.0,31.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,17,0.0,1.9,15.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,18,0.0,1.9,1.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,19,0.0,1.7,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,20,0.0,1.5,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,21,0.0,1.5,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,22,0.0,1.3,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 23,11,23,23,0.0,1.1,0.0,7,5804.89,6986.45,4623.33,500.0,12000.0,6258.75
11 - 24,11,24,0,0.0,1.0,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,1,0.0,0.7,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,2,0.0,0.5,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,3,0.0,0.2,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,4,0.0,0.0,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,5,0.0,-0.3,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,6,13.0197315,-0.6,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,7,53.3127,-1.0,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,8,74.34614,-1.3,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,9,79.97635,-1.1,3.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,10,76.78245,-0.2,55.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,11,70.56296,1.5,163.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,12,57.45082,2.8,260.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,13,42.546818,3.9,303.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,14,14.299102,4.9,305.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,15,0.0,6.3,256.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,16,0.0,6.3,180.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,17,0.0,5.3,78.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,18,0.0,3.3,5.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,19,0.0,2.2,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,20,0.0,1.4,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,21,0.0,1.0,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,22,0.0,0.6,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 24,11,24,23,0.0,0.5,0.0,1,6129.29,7711.74,4546.83,100.0,13765.0,6682.87
11 - 25,11,25,0,0.0,0.3,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,1,0.0,0.4,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,2,0.0,0.6,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,3,0.0,0.3,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,4,0.0,0.6,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,5,0.0,1.1,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,6,7.018823,1.5,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,7,57.970154,1.6,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,8,95.29846,1.6,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,9,92.09675,1.3,1.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,10,130.15007,1.4,28.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,11,124.023186,1.7,69.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,12,117.34326,1.8,108.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,13,67.544334,2.6,138.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,14,16.306381,3.1,140.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,15,0.0,3.8,135.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,16,0.0,3.7,110.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,17,0.0,3.3,50.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,18,0.0,2.9,3.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,19,0.0,2.7,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,20,0.0,2.3,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,21,0.0,1.8,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,22,0.0,1.6,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 25,11,25,23,0.0,1.4,0.0,2,5829.0,7309.76,4348.25,100.0,14000.0,6301.67
11 - 26,11,26,0,0.0,0.9,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,1,0.0,0.9,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,2,0.0,1.1,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,3,0.0,1.2,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,4,0.0,1.6,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,5,0.0,2.0,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,6,15.393265,2.1,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,7,51.920357,2.0,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,8,74.684296,1.9,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,9,76.053375,1.8,2.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,10,76.59793,2.2,45.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,11,71.148285,3.1,105.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,12,81.011444,3.8,156.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,13,64.3895,4.9,167.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,14,18.334145,5.9,179.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,15,0.0,6.5,142.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,16,0.0,6.8,103.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,17,0.0,6.3,51.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,18,0.0,5.6,3.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,19,0.0,5.1,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,20,0.0,4.7,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,21,0.0,4.6,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,22,0.0,4.1,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 26,11,26,23,0.0,3.7,0.0,3,6118.68,7640.0,4597.36,72.0,14380.0,6648.71
11 - 27,11,27,0,0.0,3.5,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,1,0.0,3.6,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,2,0.0,3.9,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,3,0.0,4.2,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,4,0.0,4.2,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,5,0.0,4.7,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,6,0.0,4.3,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,7,24.34898,3.4,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,8,43.105568,2.6,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,9,46.837666,2.2,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,10,45.62868,2.0,8.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,11,79.56886,2.1,18.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,12,46.333614,1.9,32.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,13,27.318941,2.1,46.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,14,4.753887,2.0,43.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,15,0.0,2.2,41.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,16,0.0,1.8,23.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,17,0.0,1.1,12.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,18,0.0,1.0,1.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,19,0.0,0.9,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,20,0.0,0.4,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,21,0.0,0.1,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,22,0.0,0.2,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 27,11,27,23,0.0,0.5,0.0,4,6314.08,7529.12,5099.05,125.0,14904.77,7060.5
11 - 28,11,28,0,0.0,0.6,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,1,0.0,0.6,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,2,0.0,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,3,0.0,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,4,0.0,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,5,0.0,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,6,0.0,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,7,38.56609,0.9,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,8,81.92119,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,9,94.9073,1.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,10,70.38182,1.2,13.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,11,59.866985,1.5,34.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,12,71.96771,1.6,42.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,13,45.23379,1.9,56.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,14,11.667543,2.3,82.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,15,0.0,2.3,88.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,16,0.0,2.5,60.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,17,0.0,2.3,23.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,18,0.0,2.2,1.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,19,0.0,2.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,20,0.0,1.9,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,21,0.0,2.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,22,0.0,2.0,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 28,11,28,23,0.0,2.1,0.0,5,7178.11,7918.8,6437.43,1550.0,14897.58,7657.99
11 - 29,11,29,0,0.0,2.2,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,1,0.0,2.2,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,2,0.0,2.2,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,3,0.0,2.3,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,4,0.0,2.4,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,5,0.0,2.4,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,6,0.0,2.5,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,7,29.7283,2.6,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,8,54.750957,2.6,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,9,76.65111,2.8,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,10,76.22311,3.0,11.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,11,86.719025,3.5,30.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,12,105.20192,3.5,39.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,13,31.557898,4.0,49.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,14,8.774209,4.3,36.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,15,0.0,4.8,39.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,16,0.0,5.1,26.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,17,0.0,5.2,15.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,18,0.0,5.3,1.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
11 - 29,11,29,19,0.0,5.4,0.0,6,6117.31,7206.12,5028.5,1962.0,13000.0,6541.41
