Date,Month,Day,Hour,global_tilted_irradiance_instant
4 - 5,4,5,10,269.17386
4 - 5,4,5,11,284.39038
4 - 5,4,5,12,223.95656
4 - 5,4,5,13,100.87891
4 - 5,4,5,14,149.9266
4 - 5,4,5,15,42.064682
4 - 5,4,5,16,15.436914
4 - 5,4,5,17,0.0
4 - 5,4,5,18,0.0
4 - 5,4,5,19,0.0
4 - 5,4,5,20,0.0
4 - 5,4,5,21,0.0
4 - 5,4,5,22,0.0
4 - 5,4,5,23,0.0
4 - 6,4,6,0,0.0
4 - 6,4,6,1,0.0
4 - 6,4,6,2,0.0
4 - 6,4,6,3,0.0
4 - 6,4,6,4,0.0
4 - 6,4,6,5,111.8125
4 - 6,4,6,6,154.96523
4 - 6,4,6,7,245.92879
4 - 6,4,6,8,220.0181
4 - 6,4,6,9,264.19366
4 - 6,4,6,10,140.96269
4 - 6,4,6,11,100.94018
4 - 6,4,6,12,239.6586
4 - 6,4,6,13,183.55424
4 - 6,4,6,14,192.10654
4 - 6,4,6,15,149.77235
4 - 6,4,6,16,58.756786
4 - 6,4,6,17,0.0
4 - 6,4,6,18,0.0
4 - 6,4,6,19,0.0
4 - 6,4,6,20,0.0
4 - 6,4,6,21,0.0
4 - 6,4,6,22,0.0
4 - 6,4,6,23,0.0
4 - 7,4,7,0,0.0
4 - 7,4,7,1,0.0
4 - 7,4,7,2,0.0
4 - 7,4,7,3,0.0
4 - 7,4,7,4,8.668004
4 - 7,4,7,5,112.64588
4 - 7,4,7,6,199.53564
4 - 7,4,7,7,271.061
4 - 7,4,7,8,322.54428
4 - 7,4,7,9,256.98022
4 - 7,4,7,10,278.14896
4 - 7,4,7,11,251.0734
4 - 7,4,7,12,291.16776
4 - 7,4,7,13,223.48367
4 - 7,4,7,14,147.12851
4 - 7,4,7,15,79.00713
4 - 7,4,7,16,30.464254
4 - 7,4,7,17,0.0
4 - 7,4,7,18,0.0
4 - 7,4,7,19,0.0
4 - 7,4,7,20,0.0
4 - 7,4,7,21,0.0
4 - 7,4,7,22,0.0
4 - 7,4,7,23,0.0
4 - 8,4,8,0,0.0
4 - 8,4,8,1,0.0
4 - 8,4,8,2,0.0
4 - 8,4,8,3,0.0
4 - 8,4,8,4,14.976646
4 - 8,4,8,5,125.47257
4 - 8,4,8,6,194.32185
4 - 8,4,8,7,201.9454
4 - 8,4,8,8,111.62231
4 - 8,4,8,9,120.59526
4 - 8,4,8,10,220.13849
4 - 8,4,8,11,297.78027
4 - 8,4,8,12,335.45844
4 - 8,4,8,13,289.28583
4 - 8,4,8,14,209.37811
4 - 8,4,8,15,158.47508
4 - 8,4,8,16,34.249702
4 - 8,4,8,17,0.0
4 - 8,4,8,18,0.0
4 - 8,4,8,19,0.0
4 - 8,4,8,20,0.0
4 - 8,4,8,21,0.0
4 - 8,4,8,22,0.0
4 - 8,4,8,23,0.0
4 - 9,4,9,0,0.0
4 - 9,4,9,1,0.0
4 - 9,4,9,2,0.0
4 - 9,4,9,3,0.0
4 - 9,4,9,4,19.784378
4 - 9,4,9,5,123.0698
4 - 9,4,9,6,201.83522
4 - 9,4,9,7,280.45914
4 - 9,4,9,8,327.98184
4 - 9,4,9,9,310.06644
4 - 9,4,9,10,318.69366
4 - 9,4,9,11,320.7952
4 - 9,4,9,12,209.80743
4 - 9,4,9,13,172.14006
4 - 9,4,9,14,126.525185
4 - 9,4,9,15,100.97391
4 - 9,4,9,16,64.63718
4 - 9,4,9,17,0.0
4 - 9,4,9,18,0.0
4 - 9,4,9,19,0.0
4 - 9,4,9,20,0.0
4 - 9,4,9,21,0.0
4 - 9,4,9,22,0.0
4 - 9,4,9,23,0.0
4 - 10,4,10,0,0.0
4 - 10,4,10,1,0.0
4 - 10,4,10,2,0.0
4 - 10,4,10,3,0.0
4 - 10,4,10,4,5.896114
4 - 10,4,10,5,52.29583
4 - 10,4,10,6,53.795494
4 - 10,4,10,7,60.85149
4 - 10,4,10,8,203.57523
4 - 10,4,10,9,311.25983
4 - 10,4,10,10,399.43402
4 - 10,4,10,11,370.96906
4 - 10,4,10,12,348.05804
4 - 10,4,10,13,307.62424
4 - 10,4,10,14,261.3819
4 - 10,4,10,15,171.65599
4 - 10,4,10,16,80.77906
4 - 10,4,10,17,0.0
4 - 10,4,10,18,0.0
4 - 10,4,10,19,0.0
4 - 10,4,10,20,0.0
4 - 10,4,10,21,0.0
4 - 10,4,10,22,0.0
4 - 10,4,10,23,0.0
4 - 11,4,11,0,0.0
4 - 11,4,11,1,0.0
4 - 11,4,11,2,0.0
4 - 11,4,11,3,0.0
4 - 11,4,11,4,16.005629
4 - 11,4,11,5,50.052505
4 - 11,4,11,6,99.35721
4 - 11,4,11,7,154.53244
4 - 11,4,11,8,112.33288
4 - 11,4,11,9,191.06944
4 - 11,4,11,10,162.50479
4 - 11,4,11,11,131.17702
4 - 11,4,11,12,137.26244
4 - 11,4,11,13,104.42566
4 - 11,4,11,14,66.84112
4 - 11,4,11,15,37.4566
4 - 11,4,11,16,10.9311075
4 - 11,4,11,17,0.0
4 - 11,4,11,18,0.0
4 - 11,4,11,19,0.0
4 - 11,4,11,20,0.0
4 - 11,4,11,21,0.0
4 - 11,4,11,22,0.0
4 - 11,4,11,23,0.0
4 - 12,4,12,0,0.0
4 - 12,4,12,1,0.0
4 - 12,4,12,2,0.0
4 - 12,4,12,3,0.0
4 - 12,4,12,4,9.750617
4 - 12,4,12,5,30.490393
4 - 12,4,12,6,76.61372
4 - 12,4,12,7,116.01725
4 - 12,4,12,8,268.6362
4 - 12,4,12,9,348.88116
4 - 12,4,12,10,359.73557
4 - 12,4,12,11,355.0369
4 - 12,4,12,12,305.5432
4 - 12,4,12,13,232.65807
4 - 12,4,12,14,199.05296
4 - 12,4,12,15,123.35337
4 - 12,4,12,16,70.006325
4 - 12,4,12,17,0.0
4 - 12,4,12,18,0.0
4 - 12,4,12,19,0.0
4 - 12,4,12,20,0.0
4 - 12,4,12,21,0.0
4 - 12,4,12,22,0.0
4 - 12,4,12,23,0.0
4 - 13,4,13,0,0.0
4 - 13,4,13,1,0.0
4 - 13,4,13,2,0.0
4 - 13,4,13,3,0.0
4 - 13,4,13,4,45.22231
4 - 13,4,13,5,161.78554
4 - 13,4,13,6,236.75804
4 - 13,4,13,7,291.31067
4 - 13,4,13,8,328.9037
4 - 13,4,13,9,351.59006
4 - 13,4,13,10,359.5018
4 - 13,4,13,11,353.33896
4 - 13,4,13,12,332.95584
4 - 13,4,13,13,298.09796
4 - 13,4,13,14,249.6037
4 - 13,4,13,15,186.06778
4 - 13,4,13,16,104.89066
4 - 13,4,13,17,0.0
4 - 13,4,13,18,0.0
4 - 13,4,13,19,0.0
4 - 13,4,13,20,0.0
4 - 13,4,13,21,0.0
4 - 13,4,13,22,0.0
4 - 13,4,13,23,0.0
4 - 14,4,14,0,0.0
4 - 14,4,14,1,0.0
4 - 14,4,14,2,0.0
4 - 14,4,14,3,0.0
4 - 14,4,14,4,20.83823
4 - 14,4,14,5,133.04413
4 - 14,4,14,6,234.93365
4 - 14,4,14,7,294.06152
4 - 14,4,14,8,341.98605
4 - 14,4,14,9,362.74005
4 - 14,4,14,10,331.73297
4 - 14,4,14,11,294.28598
4 - 14,4,14,12,303.92596
4 - 14,4,14,13,315.6617
4 - 14,4,14,14,212.51865
4 - 14,4,14,15,135.11139
4 - 14,4,14,16,39.206463
4 - 14,4,14,17,0.6927707
4 - 14,4,14,18,0.0
4 - 14,4,14,19,0.0
4 - 14,4,14,20,0.0
4 - 14,4,14,21,0.0
4 - 14,4,14,22,0.0
4 - 14,4,14,23,0.0
4 - 15,4,15,0,0.0
4 - 15,4,15,1,0.0
4 - 15,4,15,2,0.0
4 - 15,4,15,3,0.0
4 - 15,4,15,4,15.560989
4 - 15,4,15,5,107.00126
4 - 15,4,15,6,240.714
4 - 15,4,15,7,288.4026
4 - 15,4,15,8,275.21112
4 - 15,4,15,9,201.14963
4 - 15,4,15,10,131.98404
4 - 15,4,15,11,123.27153
4 - 15,4,15,12,120.1173
4 - 15,4,15,13,130.69131
4 - 15,4,15,14,105.514915
4 - 15,4,15,15,53.039726
4 - 15,4,15,16,19.436794
4 - 15,4,15,17,0.93582904
4 - 15,4,15,18,0.0
4 - 15,4,15,19,0.0
4 - 15,4,15,20,0.0
4 - 15,4,15,21,0.0
4 - 15,4,15,22,0.0
4 - 15,4,15,23,0.0
4 - 16,4,16,0,0.0
4 - 16,4,16,1,0.0
4 - 16,4,16,2,0.0
4 - 16,4,16,3,0.0
4 - 16,4,16,4,39.975163
4 - 16,4,16,5,142.72978
4 - 16,4,16,6,172.55315
4 - 16,4,16,7,217.0136
4 - 16,4,16,8,318.332
4 - 16,4,16,9,361.28488
4 - 16,4,16,10,367.24112
4 - 16,4,16,11,358.7476
4 - 16,4,16,12,331.60693
4 - 16,4,16,13,283.6584
4 - 16,4,16,14,236.5393
4 - 16,4,16,15,181.62065
4 - 16,4,16,16,109.863434
4 - 16,4,16,17,6.733776
4 - 16,4,16,18,0.0
4 - 16,4,16,19,0.0
4 - 16,4,16,20,0.0
4 - 16,4,16,21,0.0
4 - 16,4,16,22,0.0
4 - 16,4,16,23,0.0
4 - 17,4,17,0,0.0
4 - 17,4,17,1,0.0
4 - 17,4,17,2,0.0
4 - 17,4,17,3,0.0
4 - 17,4,17,4,51.135548
4 - 17,4,17,5,172.79643
4 - 17,4,17,6,250.01201
4 - 17,4,17,7,305.3423
4 - 17,4,17,8,343.0911
4 - 17,4,17,9,367.57153
4 - 17,4,17,10,398.62857
4 - 17,4,17,11,384.2263
4 - 17,4,17,12,373.5104
4 - 17,4,17,13,305.01782
4 - 17,4,17,14,255.2592
4 - 17,4,17,15,189.79956
4 - 17,4,17,16,113.74475
4 - 17,4,17,17,9.654529
4 - 17,4,17,18,0.0
4 - 17,4,17,19,0.0
4 - 17,4,17,20,0.0
4 - 17,4,17,21,0.0
4 - 17,4,17,22,0.0
4 - 17,4,17,23,0.0
4 - 18,4,18,0,0.0
4 - 18,4,18,1,0.0
4 - 18,4,18,2,0.0
4 - 18,4,18,3,0.0
4 - 18,4,18,4,63.956608
4 - 18,4,18,5,176.09857
4 - 18,4,18,6,252.5106
4 - 18,4,18,7,309.44025
4 - 18,4,18,8,347.5145
4 - 18,4,18,9,370.14462
4 - 18,4,18,10,377.4927
4 - 18,4,18,11,370.38416
4 - 18,4,18,12,350.38898
4 - 18,4,18,13,314.80838
4 - 18,4,18,14,266.8117
4 - 18,4,18,15,200.43027
4 - 18,4,18,16,116.18636
4 - 18,4,18,17,11.842378
4 - 18,4,18,18,0.0
4 - 18,4,18,19,0.0
4 - 18,4,18,20,0.0
4 - 18,4,18,21,0.0
4 - 18,4,18,22,0.0
4 - 18,4,18,23,0.0
4 - 19,4,19,0,0.0
4 - 19,4,19,1,0.0
4 - 19,4,19,2,0.0
4 - 19,4,19,3,0.0
4 - 19,4,19,4,15.452946
4 - 19,4,19,5,92.845406
4 - 19,4,19,6,166.6891
4 - 19,4,19,7,268.351
4 - 19,4,19,8,323.62885
4 - 19,4,19,9,347.50256
4 - 19,4,19,10,388.48978
4 - 19,4,19,11,356.92334
4 - 19,4,19,12,353.31635
4 - 19,4,19,13,321.16397
4 - 19,4,19,14,278.99545
4 - 19,4,19,15,200.77065
4 - 19,4,19,16,96.24631
4 - 19,4,19,17,9.454221
4 - 19,4,19,18,0.0
4 - 19,4,19,19,0.0
4 - 19,4,19,20,0.0
4 - 19,4,19,21,0.0
4 - 19,4,19,22,0.0
4 - 19,4,19,23,0.0
4 - 20,4,20,0,0.0
4 - 20,4,20,1,0.0
4 - 20,4,20,2,0.0
4 - 20,4,20,3,0.0
4 - 20,4,20,4,66.205154
4 - 20,4,20,5,171.3199
4 - 20,4,20,6,256.6065
4 - 20,4,20,7,322.21695
4 - 20,4,20,8,362.17404
4 - 20,4,20,9,385.6504
4 - 20,4,20,10,393.56256
4 - 20,4,20,11,385.28357
4 - 20,4,20,12,359.9544
4 - 20,4,20,13,321.63907
4 - 20,4,20,14,273.4106
4 - 20,4,20,15,204.4178
4 - 20,4,20,16,115.55542
4 - 20,4,20,17,17.432384
4 - 20,4,20,18,0.0
4 - 20,4,20,19,0.0
4 - 20,4,20,20,0.0
4 - 20,4,20,21,0.0
4 - 20,4,20,22,0.0
4 - 20,4,20,23,0.0
4 - 21,4,21,0,0.0
4 - 21,4,21,1,0.0
4 - 21,4,21,2,0.0
4 - 21,4,21,3,0.0
4 - 21,4,21,4,81.88535
4 - 21,4,21,5,195.51701
4 - 21,4,21,6,273.7802
4 - 21,4,21,7,327.81552
4 - 21,4,21,8,367.60693
4 - 21,4,21,9,388.50018
4 - 21,4,21,10,394.54117
4 - 21,4,21,11,381.8017
4 - 21,4,21,12,359.23697
4 - 21,4,21,13,319.79407
4 - 21,4,21,14,277.71204
4 - 21,4,21,15,207.5569
4 - 21,4,21,16,120.49289
4 - 21,4,21,17,21.329365
4 - 21,4,21,18,0.0
4 - 21,4,21,19,0.0
4 - 21,4,21,20,0.0
4 - 21,4,21,21,0.0
4 - 21,4,21,22,0.0
4 - 21,4,21,23,0.0
4 - 22,4,22,0,0.0
4 - 22,4,22,1,0.0
4 - 22,4,22,2,0.0
4 - 22,4,22,3,0.0
4 - 22,4,22,4,88.44112
4 - 22,4,22,5,203.77298
4 - 22,4,22,6,281.19754
4 - 22,4,22,7,336.3742
4 - 22,4,22,8,373.42487
4 - 22,4,22,9,394.82663
4 - 22,4,22,10,402.62027
4 - 22,4,22,11,382.63126
4 - 22,4,22,12,370.1461
4 - 22,4,22,13,340.38736
4 - 22,4,22,14,287.23676
4 - 22,4,22,15,218.42133
4 - 22,4,22,16,133.9251
4 - 22,4,22,17,26.065489
4 - 22,4,22,18,0.0
4 - 22,4,22,19,0.0
4 - 22,4,22,20,0.0
4 - 22,4,22,21,0.0
4 - 22,4,22,22,0.0
4 - 22,4,22,23,0.0
4 - 23,4,23,0,0.0
4 - 23,4,23,1,0.0
4 - 23,4,23,2,0.0
4 - 23,4,23,3,0.0
4 - 23,4,23,4,91.85907
4 - 23,4,23,5,206.58527
4 - 23,4,23,6,282.75946
4 - 23,4,23,7,339.27917
4 - 23,4,23,8,377.71048
4 - 23,4,23,9,401.1456
4 - 23,4,23,10,409.94778
4 - 23,4,23,11,396.42975
4 - 23,4,23,12,350.02747
4 - 23,4,23,13,324.07205
4 - 23,4,23,14,283.20514
4 - 23,4,23,15,219.25888
4 - 23,4,23,16,135.12291
4 - 23,4,23,17,28.679382
4 - 23,4,23,18,0.0
4 - 23,4,23,19,0.0
4 - 23,4,23,20,0.0
4 - 23,4,23,21,0.0
4 - 23,4,23,22,0.0
4 - 23,4,23,23,0.0
4 - 24,4,24,0,0.0
4 - 24,4,24,1,0.0
4 - 24,4,24,2,0.0
4 - 24,4,24,3,0.0
4 - 24,4,24,4,99.941826
4 - 24,4,24,5,216.62447
4 - 24,4,24,6,293.40863
4 - 24,4,24,7,348.5225
4 - 24,4,24,8,386.21115
4 - 24,4,24,9,407.18402
4 - 24,4,24,10,406.8259
4 - 24,4,24,11,397.23248
4 - 24,4,24,12,385.77213
4 - 24,4,24,13,349.43512
4 - 24,4,24,14,298.82623
4 - 24,4,24,15,212.61559
4 - 24,4,24,16,144.0642
4 - 24,4,24,17,33.809277
4 - 24,4,24,18,0.0
4 - 24,4,24,19,0.0
4 - 24,4,24,20,0.0
4 - 24,4,24,21,0.0
4 - 24,4,24,22,0.0
4 - 24,4,24,23,0.0
4 - 25,4,25,0,0.0
4 - 25,4,25,1,0.0
4 - 25,4,25,2,0.0
4 - 25,4,25,3,0.0
4 - 25,4,25,4,105.0403
4 - 25,4,25,5,219.95512
4 - 25,4,25,6,296.40323
4 - 25,4,25,7,351.30408
4 - 25,4,25,8,388.52048
4 - 25,4,25,9,410.94977
4 - 25,4,25,10,416.71332
4 - 25,4,25,11,408.94858
4 - 25,4,25,12,384.8424
4 - 25,4,25,13,318.4577
4 - 25,4,25,14,280.59888
4 - 25,4,25,15,196.67682
4 - 25,4,25,16,79.08576
4 - 25,4,25,17,22.513273
4 - 25,4,25,18,0.0
4 - 25,4,25,19,0.0
4 - 25,4,25,20,0.0
4 - 25,4,25,21,0.0
4 - 25,4,25,22,0.0
4 - 25,4,25,23,0.0
4 - 26,4,26,0,0.0
4 - 26,4,26,1,0.0
4 - 26,4,26,2,0.0
4 - 26,4,26,3,0.0
4 - 26,4,26,4,11.460378
4 - 26,4,26,5,39.71456
4 - 26,4,26,6,75.44413
4 - 26,4,26,7,157.41438
4 - 26,4,26,8,262.71616
4 - 26,4,26,9,373.9952
4 - 26,4,26,10,424.91687
4 - 26,4,26,11,434.8786
4 - 26,4,26,12,408.47794
4 - 26,4,26,13,367.02213
4 - 26,4,26,14,311.68698
4 - 26,4,26,15,242.8802
4 - 26,4,26,16,157.63191
4 - 26,4,26,17,42.513542
4 - 26,4,26,18,0.0
4 - 26,4,26,19,0.0
4 - 26,4,26,20,0.0
4 - 26,4,26,21,0.0
4 - 26,4,26,22,0.0
4 - 26,4,26,23,0.0
4 - 27,4,27,0,0.0
4 - 27,4,27,1,0.0
4 - 27,4,27,2,0.0
4 - 27,4,27,3,0.0
4 - 27,4,27,4,120.42779
4 - 27,4,27,5,239.9664
4 - 27,4,27,6,319.24597
4 - 27,4,27,7,373.9171
4 - 27,4,27,8,411.7898
4 - 27,4,27,9,433.73523
4 - 27,4,27,10,449.0111
4 - 27,4,27,11,439.32104
4 - 27,4,27,12,412.59164
4 - 27,4,27,13,371.5112
4 - 27,4,27,14,318.4619
4 - 27,4,27,15,249.7917
4 - 27,4,27,16,161.27509
4 - 27,4,27,17,45.484013
4 - 27,4,27,18,0.0
4 - 27,4,27,19,0.0
4 - 27,4,27,20,0.0
4 - 27,4,27,21,0.0
4 - 27,4,27,22,0.0
4 - 27,4,27,23,0.0
4 - 28,4,28,0,0.0
4 - 28,4,28,1,0.0
4 - 28,4,28,2,0.0
4 - 28,4,28,3,0.0
4 - 28,4,28,4,130.37206
4 - 28,4,28,5,245.10867
4 - 28,4,28,6,323.77362
4 - 28,4,28,7,378.47037
4 - 28,4,28,8,415.96176
4 - 28,4,28,9,437.4324
4 - 28,4,28,10,444.11633
4 - 28,4,28,11,434.52798
4 - 28,4,28,12,411.24762
4 - 28,4,28,13,375.209
4 - 28,4,28,14,321.97626
4 - 28,4,28,15,250.7524
4 - 28,4,28,16,161.02354
4 - 28,4,28,17,46.321484
4 - 28,4,28,18,0.0
4 - 28,4,28,19,0.0
4 - 28,4,28,20,0.0
4 - 28,4,28,21,0.0
4 - 28,4,28,22,0.0
4 - 28,4,28,23,0.0
4 - 29,4,29,0,0.0
4 - 29,4,29,1,0.0
4 - 29,4,29,2,0.0
4 - 29,4,29,3,0.0
4 - 29,4,29,4,130.22414
4 - 29,4,29,5,244.17802
4 - 29,4,29,6,321.486
4 - 29,4,29,7,376.13666
4 - 29,4,29,8,413.82437
4 - 29,4,29,9,436.61203
4 - 29,4,29,10,442.26776
4 - 29,4,29,11,434.68863
4 - 29,4,29,12,412.22714
4 - 29,4,29,13,374.6813
4 - 29,4,29,14,317.22644
4 - 29,4,29,15,230.63574
4 - 29,4,29,16,161.34988
4 - 29,4,29,17,43.868824
4 - 29,4,29,18,0.0
4 - 29,4,29,19,0.0
4 - 29,4,29,20,0.0
4 - 29,4,29,21,0.0
4 - 29,4,29,22,0.0
4 - 29,4,29,23,0.0
4 - 30,4,30,0,0.0
4 - 30,4,30,1,0.0
4 - 30,4,30,2,0.0
4 - 30,4,30,3,0.0
4 - 30,4,30,4,126.14158
4 - 30,4,30,5,238.21643
4 - 30,4,30,6,317.10297
4 - 30,4,30,7,375.32986
4 - 30,4,30,8,413.28827
4 - 30,4,30,9,434.05136
4 - 30,4,30,10,440.73932
4 - 30,4,30,11,427.27856
4 - 30,4,30,12,367.00775
4 - 30,4,30,13,344.56857
4 - 30,4,30,14,280.90814
4 - 30,4,30,15,224.03423
4 - 30,4,30,16,154.37344
4 - 30,4,30,17,44.808624
4 - 30,4,30,18,0.0
4 - 30,4,30,19,0.0
4 - 30,4,30,20,0.0
4 - 30,4,30,21,0.0
4 - 30,4,30,22,0.0
4 - 30,4,30,23,0.0
5 - 1,5,1,0,0.0
5 - 1,5,1,1,0.0
5 - 1,5,1,2,0.0
5 - 1,5,1,3,0.0
5 - 1,5,1,4,135.17305
5 - 1,5,1,5,248.28386
5 - 1,5,1,6,327.39383
5 - 1,5,1,7,381.80685
5 - 1,5,1,8,419.22818
5 - 1,5,1,9,440.09113
5 - 1,5,1,10,448.53943
5 - 1,5,1,11,418.385
5 - 1,5,1,12,381.67264
5 - 1,5,1,13,353.79382
5 - 1,5,1,14,307.7284
5 - 1,5,1,15,244.19978
5 - 1,5,1,16,160.38222
5 - 1,5,1,17,53.804764
5 - 1,5,1,18,0.0
5 - 1,5,1,19,0.0
5 - 1,5,1,20,0.0
5 - 1,5,1,21,0.0
5 - 1,5,1,22,0.0
5 - 1,5,1,23,0.0
5 - 2,5,2,0,0.0
5 - 2,5,2,1,0.0
5 - 2,5,2,2,0.0
5 - 2,5,2,3,0.0
5 - 2,5,2,4,150.92154
5 - 2,5,2,5,265.37433
5 - 2,5,2,6,342.00546
5 - 2,5,2,7,395.71902
5 - 2,5,2,8,433.9184
5 - 2,5,2,9,455.2862
5 - 2,5,2,10,461.5598
5 - 2,5,2,11,452.79388
5 - 2,5,2,12,436.51382
5 - 2,5,2,13,392.27524
5 - 2,5,2,14,337.25977
5 - 2,5,2,15,265.34033
5 - 2,5,2,16,172.69489
5 - 2,5,2,17,58.121983
5 - 2,5,2,18,0.0
5 - 2,5,2,19,0.0
5 - 2,5,2,20,0.0
5 - 2,5,2,21,0.0
5 - 2,5,2,22,0.0
5 - 2,5,2,23,0.0
5 - 3,5,3,0,0.0
5 - 3,5,3,1,0.0
5 - 3,5,3,2,0.0
5 - 3,5,3,3,0.0
5 - 3,5,3,4,145.41725
5 - 3,5,3,5,255.01347
5 - 3,5,3,6,327.60956
5 - 3,5,3,7,384.3554
5 - 3,5,3,8,424.89438
5 - 3,5,3,9,427.65417
5 - 3,5,3,10,421.97855
5 - 3,5,3,11,430.4693
5 - 3,5,3,12,409.5608
5 - 3,5,3,13,372.627
5 - 3,5,3,14,280.67108
5 - 3,5,3,15,206.25642
5 - 3,5,3,16,162.43596
5 - 3,5,3,17,55.11224
5 - 3,5,3,18,0.0
5 - 3,5,3,19,0.0
5 - 3,5,3,20,0.0
5 - 3,5,3,21,0.0
5 - 3,5,3,22,0.0
5 - 3,5,3,23,0.0
5 - 4,5,4,0,0.0
5 - 4,5,4,1,0.0
5 - 4,5,4,2,0.0
5 - 4,5,4,3,0.0
5 - 4,5,4,4,107.71119
5 - 4,5,4,5,182.74686
5 - 4,5,4,6,169.15141
5 - 4,5,4,7,352.87378
5 - 4,5,4,8,374.4604
5 - 4,5,4,9,451.0737
5 - 4,5,4,10,456.87512
5 - 4,5,4,11,429.97998
5 - 4,5,4,12,437.72784
5 - 4,5,4,13,364.40515
5 - 4,5,4,14,296.65915
5 - 4,5,4,15,213.56252
5 - 4,5,4,16,98.48131
5 - 4,5,4,17,55.504246
5 - 4,5,4,18,0.0
5 - 4,5,4,19,0.0
5 - 4,5,4,20,0.0
5 - 4,5,4,21,0.0
5 - 4,5,4,22,0.0
5 - 4,5,4,23,0.0
5 - 5,5,5,0,0.0
5 - 5,5,5,1,0.0
5 - 5,5,5,2,0.0
5 - 5,5,5,3,0.0
5 - 5,5,5,4,19.423288
5 - 5,5,5,5,42.91385
5 - 5,5,5,6,92.825226
5 - 5,5,5,7,177.28616
5 - 5,5,5,8,254.3791
5 - 5,5,5,9,272.28802
5 - 5,5,5,10,142.07771
5 - 5,5,5,11,275.42282
5 - 5,5,5,12,308.14624
5 - 5,5,5,13,238.70747
5 - 5,5,5,14,164.70663
5 - 5,5,5,15,151.29008
5 - 5,5,5,16,59.154587
5 - 5,5,5,17,20.75149
5 - 5,5,5,18,0.0
5 - 5,5,5,19,0.0
5 - 5,5,5,20,0.0
5 - 5,5,5,21,0.0
5 - 5,5,5,22,0.0
5 - 5,5,5,23,0.0
5 - 6,5,6,0,0.0
5 - 6,5,6,1,0.0
5 - 6,5,6,2,0.0
5 - 6,5,6,3,0.0
5 - 6,5,6,4,22.497858
5 - 6,5,6,5,46.418045
5 - 6,5,6,6,103.11797
5 - 6,5,6,7,165.77264
5 - 6,5,6,8,142.47774
5 - 6,5,6,9,285.23737
5 - 6,5,6,10,266.44336
5 - 6,5,6,11,266.83417
5 - 6,5,6,12,153.9803
5 - 6,5,6,13,101.22254
5 - 6,5,6,14,134.92854
5 - 6,5,6,15,176.96304
5 - 6,5,6,16,82.478096
5 - 6,5,6,17,31.104965
5 - 6,5,6,18,0.0
5 - 6,5,6,19,0.0
5 - 6,5,6,20,0.0
5 - 6,5,6,21,0.0
5 - 6,5,6,22,0.0
5 - 6,5,6,23,0.0
5 - 7,5,7,0,0.0
5 - 7,5,7,1,0.0
5 - 7,5,7,2,0.0
5 - 7,5,7,3,0.0
5 - 7,5,7,4,18.690119
5 - 7,5,7,5,25.561218
5 - 7,5,7,6,38.340546
5 - 7,5,7,7,88.6848
5 - 7,5,7,8,110.73717
5 - 7,5,7,9,100.66783
5 - 7,5,7,10,174.03676
5 - 7,5,7,11,267.42014
5 - 7,5,7,12,210.47925
5 - 7,5,7,13,130.43372
5 - 7,5,7,14,123.25621
5 - 7,5,7,15,101.17111
5 - 7,5,7,16,44.85019
5 - 7,5,7,17,9.608132
5 - 7,5,7,18,0.0
5 - 7,5,7,19,0.0
5 - 7,5,7,20,0.0
5 - 7,5,7,21,0.0
5 - 7,5,7,22,0.0
5 - 7,5,7,23,0.0
5 - 8,5,8,0,0.0
5 - 8,5,8,1,0.0
5 - 8,5,8,2,0.0
5 - 8,5,8,3,0.0
5 - 8,5,8,4,16.705267
5 - 8,5,8,5,49.736362
5 - 8,5,8,6,108.38414
5 - 8,5,8,7,135.17519
5 - 8,5,8,8,147.13918
5 - 8,5,8,9,175.88074
5 - 8,5,8,10,187.8846
5 - 8,5,8,11,231.61879
5 - 8,5,8,12,235.0444
5 - 8,5,8,13,185.18748
5 - 8,5,8,14,169.4744
5 - 8,5,8,15,37.68342
5 - 8,5,8,16,23.202883
5 - 8,5,8,17,11.255883
5 - 8,5,8,18,0.0
5 - 8,5,8,19,0.0
5 - 8,5,8,20,0.0
5 - 8,5,8,21,0.0
5 - 8,5,8,22,0.0
5 - 8,5,8,23,0.0
5 - 9,5,9,0,0.0
5 - 9,5,9,1,0.0
5 - 9,5,9,2,0.0
5 - 9,5,9,3,0.0
5 - 9,5,9,4,11.511042
5 - 9,5,9,5,35.3496
5 - 9,5,9,6,45.88532
5 - 9,5,9,7,178.43385
5 - 9,5,9,8,189.29082
5 - 9,5,9,9,218.26201
5 - 9,5,9,10,338.31668
5 - 9,5,9,11,355.48907
5 - 9,5,9,12,310.54895
5 - 9,5,9,13,231.43715
5 - 9,5,9,14,233.69862
5 - 9,5,9,15,118.26705
5 - 9,5,9,16,69.96796
5 - 9,5,9,17,17.927492
5 - 9,5,9,18,0.0
5 - 9,5,9,19,0.0
5 - 9,5,9,20,0.0
5 - 9,5,9,21,0.0
5 - 9,5,9,22,0.0
5 - 9,5,9,23,0.0
5 - 10,5,10,0,0.0
5 - 10,5,10,1,0.0
5 - 10,5,10,2,0.0
5 - 10,5,10,3,0.0
5 - 10,5,10,4,193.73561
5 - 10,5,10,5,297.69894
5 - 10,5,10,6,381.41473
5 - 10,5,10,7,440.50723
5 - 10,5,10,8,438.15854
5 - 10,5,10,9,487.15656
5 - 10,5,10,10,473.13168
5 - 10,5,10,11,314.1013
5 - 10,5,10,12,358.41678
